,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,578.80",-1.31%,$45.7b,$6.7b,-5.40%,29.41%,0.15,-0.0060%,-0.0109%,$123.7m
1,Bitcoin-BTC,"$18,903.30",-4.37%,$41.9b,$9.8b,-2.20%,42.85%,0.23,+0.0024%,-0.0074%,$90.7m
2,Ethereum Classic-ETC,$35.89,-2.56%,$9.7b,$528.3m,-12.42%,2.31%,0.05,+0.0033%,-0.0119%,$40.4m
3,Solana-SOL,$31.20,-2.69%,$2.1b,$371.4m,-4.66%,1.62%,0.18,+0.0062%,-0.0112%,$3.7m
4,Cardano-ADA,$0.4663,-5.96%,$1.4b,$282.8m,-9.91%,1.23%,0.20,+0.0042%,-0.0068%,$3.6m
5,Binance Coin-BNB,$265.31,-3.76%,$1.1b,$274.1m,+1.58%,1.20%,0.25,+0.0010%,-0.0230%,$1.5m
6,Polygon-MATIC,$0.8288,-5.39%,$1.0b,$196.2m,-10.45%,0.86%,0.19,-0.0017%,-0.0055%,$2.1m
7,Ripple-XRP,$0.3241,-2.35%,$974.3m,$322.7m,-2.06%,1.41%,0.33,+0.0019%,-0.0067%,$2.3m
8,Avalanche-AVAX,$18.38,-3.19%,$958.0m,$130.9m,-9.58%,0.57%,0.14,-0.0049%,-0.0174%,$2.4m
9,Litecoin-LTC,$54.83,-9.19%,$873.1m,$190.1m,-14.83%,0.83%,0.22,+0.0065%,-0.0019%,$3.1m
10,EOS-EOS,$1.41,-10.03%,$869.6m,$167.1m,-16.77%,0.73%,0.19,+0.0078%,-0.0044%,$2.9m
11,Cosmos-ATOM,$11.94,-5.04%,$712.7m,$112.2m,-16.80%,0.49%,0.16,-0.0024%,-0.0013%,$1.6m
12,Optimism-OP,$1.12,-5.38%,$709.2m,$58.9m,-18.55%,0.26%,0.08,+0.0072%,+0.0105%,$1.9m
13,NEAR Protocol-NEAR,$4.12,-1.78%,$689.9m,$90.0m,+0.99%,0.39%,0.13,+0.0048%,+0.0016%,$1.7m
14,Ravencoin-RVN,$0.0370,-0.08%,$643.6m,$26.7m,-18.74%,0.12%,0.04,+0.0208%,-0.0207%,$1.9m
15,Polkadot-DOT,$6.93,-5.34%,$641.8m,$258.2m,-6.02%,1.13%,0.40,-0.0074%,-0.0166%,$1.9m
16,Dogecoin-DOGE,$0.0592,-5.11%,$629.6m,$122.8m,-4.56%,0.54%,0.20,+0.0074%,-0.0026%,$2.5m
17,Chiliz-CHZ,$0.1843,-9.70%,$604.0m,$77.7m,-22.74%,0.34%,0.13,+0.0016%,+0.0009%,$2.1m
18,Filecoin-FIL,$5.64,-7.07%,$586.3m,$99.4m,-12.72%,0.43%,0.17,+0.0095%,-0.0028%,$3.0m
19,Curve DAO Token-CRV,$1.04,-6.36%,$476.4m,$54.4m,-9.60%,0.24%,0.11,+0.0047%,+0.0002%,$1.3m
20,Chainlink-LINK,$6.70,-8.45%,$447.3m,$99.6m,-20.07%,0.43%,0.22,+0.0058%,+0.0026%,$3.9m
21,STEPN-GMT,$0.6365,-7.32%,$404.7m,$103.9m,-6.51%,0.45%,0.26,+0.0026%,-0.0076%,$1.1m
22,1000SHIB-1000SHIB,$0.0120,-3.68%,$395.8m,$40.8m,-10.39%,0.18%,0.10,-0.0093%,-0.0206%,$1.2m
23,Bitcoin Cash-BCH,$113.26,-8.91%,$362.5m,$165.1m,-14.51%,0.72%,0.46,-0.0017%,-0.0191%,$972.7k
24,Tellor-TRB,$15.95,-12.13%,$347.6m,$43.6m,-28.39%,0.19%,0.13,-0.1390%,-0.2121%,$987.4k
25,The Sandbox-SAND,$0.8846,-6.98%,$326.3m,$73.5m,-11.83%,0.32%,0.23,+0.0050%,-0.0057%,$1.3m
26,ApeCoin-APE,$4.35,-7.95%,$298.0m,$63.5m,-6.32%,0.28%,0.21,+0.0055%,-0.0189%,$801.4k
27,Axie Infinity-AXS,$13.31,-7.13%,$239.6m,$78.6m,-6.99%,0.34%,0.33,-0.0239%,-0.0415%,$959.4k
28,Ethereum Name Service-ENS,$14.43,+1.99%,$229.1m,$30.6m,-3.65%,0.13%,0.13,+0.0040%,+0.0104%,$642.2k
29,Helium-HNT,$3.44,-12.30%,$208.4m,$19.4m,-12.95%,0.08%,0.09,+0.0008%,+0.0029%,$679.9k
30,Fantom-FTM,$0.2459,-6.70%,$204.6m,$47.6m,-9.46%,0.21%,0.23,+0.0067%,-0.0026%,$643.5k
