,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,547.52",-2.62%,$34.4b,$6.9b,-2.06%,29.65%,0.20,-0.0023%,-0.0124%,$81.4m
1,Bitcoin-BTC,"$19,794.67",-1.24%,$26.8b,$9.8b,+1.70%,42.05%,0.37,+0.0037%,+0.0014%,$27.3m
2,Ethereum Classic-ETC,$32.28,-0.91%,$1.4b,$381.3m,+0.68%,1.63%,0.27,-0.0058%,-0.0085%,$3.8m
3,Litecoin-LTC,$60.17,+5.03%,$1.2b,$233.8m,+21.33%,1.00%,0.19,-0.0004%,+0.0035%,$2.9m
4,EOS-EOS,$1.52,-1.25%,$1.2b,$197.3m,-6.67%,0.84%,0.17,-0.0015%,-0.0031%,$2.7m
5,Solana-SOL,$31.05,-1.18%,$982.3m,$387.6m,-0.77%,1.66%,0.39,+0.0018%,+0.0049%,$1.6m
6,Filecoin-FIL,$6.41,+11.05%,$946.9m,$144.3m,+44.37%,0.62%,0.15,+0.0053%,+0.0021%,$1.3m
7,Polygon-MATIC,$0.8720,-2.30%,$944.1m,$236.5m,-10.70%,1.01%,0.25,+0.0030%,+0.0008%,$1.5m
8,Cardano-ADA,$0.4698,+3.40%,$837.9m,$287.7m,+6.76%,1.23%,0.34,+0.0185%,+0.0071%,$925.2k
9,Optimism-OP,$1.18,+0.71%,$820.2m,$70.8m,+10.45%,0.30%,0.09,+0.0117%,+0.0059%,$1.4m
10,Chiliz-CHZ,$0.2210,+0.20%,$732.8m,$104.4m,-6.28%,0.45%,0.14,+0.0060%,+0.0083%,$946.0k
11,Cosmos-ATOM,$12.25,-2.57%,$598.7m,$125.0m,-4.16%,0.53%,0.21,-0.0032%,-0.0165%,$1.1m
12,Binance Coin-BNB,$275.75,-0.85%,$578.3m,$261.2m,-3.11%,1.12%,0.45,+0.0008%,-0.0032%,$344.0k
13,Ripple-XRP,$0.3283,-0.15%,$510.9m,$319.3m,-0.02%,1.37%,0.62,+0.0013%,-0.0007%,$465.9k
14,Avalanche-AVAX,$18.84,-1.07%,$466.9m,$135.4m,+1.90%,0.58%,0.29,-0.0122%,+0.0028%,$934.8k
