,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,587.86",-0.36%,$40.7b,$6.9b,-3.52%,29.75%,0.17,-0.0051%,-0.0037%,$110.6m
1,Bitcoin-BTC,"$19,076.23",-3.79%,$35.5b,$9.9b,-0.95%,42.46%,0.28,+0.0031%,+0.0038%,$59.1m
2,Ethereum Classic-ETC,$37.47,+3.72%,$8.8b,$599.1m,+1.64%,2.57%,0.07,+0.0016%,-0.0063%,$31.3m
3,Solana-SOL,$31.68,-0.78%,$1.8b,$379.9m,-2.62%,1.63%,0.22,+0.0097%,+0.0045%,$3.0m
4,Cardano-ADA,$0.4715,-4.10%,$1.2b,$284.5m,-9.57%,1.22%,0.23,+0.0075%,+0.0003%,$3.0m
5,Binance Coin-BNB,$267.78,-2.90%,$928.7m,$258.4m,-3.21%,1.11%,0.28,+0.0078%,-0.0022%,$1.3m
6,EOS-EOS,$1.44,-6.13%,$854.1m,$171.0m,-13.17%,0.73%,0.20,+0.0081%,-0.0007%,$2.3m
7,Ripple-XRP,$0.3251,-1.32%,$853.5m,$319.5m,-2.67%,1.37%,0.37,+0.0024%,-0.0018%,$2.0m
8,Polygon-MATIC,$0.8480,-3.35%,$837.5m,$205.5m,-7.08%,0.88%,0.25,-0.0036%,-0.0027%,$1.7m
9,Avalanche-AVAX,$18.74,-0.08%,$829.9m,$131.8m,-9.51%,0.56%,0.16,+0.0014%,-0.0049%,$2.1m
10,Litecoin-LTC,$55.98,-7.24%,$776.5m,$195.9m,-12.56%,0.84%,0.25,+0.0074%,-0.0068%,$2.4m
11,Optimism-OP,$1.15,-2.21%,$645.9m,$59.3m,-17.94%,0.25%,0.09,+0.0111%,+0.0108%,$1.3m
12,Ravencoin-RVN,$0.0383,+3.38%,$645.7m,$32.0m,-4.29%,0.14%,0.05,+0.0069%,-0.0546%,$1.8m
13,Cosmos-ATOM,$11.93,-5.80%,$601.9m,$113.4m,-18.82%,0.49%,0.19,-0.0024%,-0.0054%,$1.5m
14,Polkadot-DOT,$7.11,-4.23%,$585.2m,$262.6m,-8.70%,1.12%,0.45,-0.0037%,-0.0117%,$1.2m
15,NEAR Protocol-NEAR,$4.18,+0.17%,$556.4m,$93.7m,+4.86%,0.40%,0.17,+0.0037%,+0.0026%,$1.2m
16,Chiliz-CHZ,$0.1901,-6.64%,$529.2m,$83.2m,-15.66%,0.36%,0.16,+0.0031%,+0.0053%,$1.8m
