,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,695.41",-0.43%,$19.5b,$10.0b,-0.46%,42.20%,0.51,-0.0012%,-0.0020%,$11.5m
1,Ethereum-ETH,"$1,559.39",+0.35%,$17.6b,$6.9b,+0.18%,29.41%,0.40,-0.0013%,-0.0030%,$29.4m
2,Cardano-ADA,$0.4905,-0.54%,$1.2b,$332.3m,-2.43%,1.41%,0.27,-0.0054%,-0.0026%,$1.4m
3,Ethereum Classic-ETC,$32.13,-0.21%,$836.2m,$382.3m,-0.42%,1.62%,0.46,-0.0078%,-0.0055%,$1.5m
4,Solana-SOL,$31.56,+0.26%,$710.8m,$392.5m,+0.35%,1.66%,0.55,+0.0125%,+0.0094%,$1.4m
5,1000SHIB-1000SHIB,$0.0125,+1.18%,$646.8m,$50.5m,+26.18%,0.21%,0.08,+0.0091%,+0.0100%,$978.8k
6,Cosmos-ATOM,$12.66,+0.57%,$567.4m,$141.5m,+4.98%,0.60%,0.25,-0.0098%,-0.0153%,$1.3m
7,Litecoin-LTC,$59.40,-0.41%,$528.0m,$223.4m,-2.50%,0.95%,0.42,+0.0104%,+0.0031%,$892.4k
8,EOS-EOS,$1.46,-3.62%,$474.1m,$185.0m,-4.13%,0.78%,0.39,+0.0030%,+0.0041%,$623.1k
9,Polygon-MATIC,$0.8814,-0.52%,$454.5m,$228.4m,-4.46%,0.97%,0.50,-0.0044%,-0.0006%,$298.6k
10,Binance Coin-BNB,$276.12,-0.67%,$421.4m,$260.3m,+0.08%,1.10%,0.62,+0.0077%,+0.0081%,$159.9k
11,Ravencoin-RVN,$0.0325,+9.31%,$418.4m,$23.0m,+228.97%,0.10%,0.05,-0.5529%,-0.1004%,$801.4k
12,Chainlink-LINK,$7.14,+3.32%,$408.0m,$119.3m,+18.24%,0.51%,0.29,+0.0039%,+0.0087%,$432.6k
13,Filecoin-FIL,$6.10,-3.17%,$377.2m,$118.0m,-14.93%,0.50%,0.31,+0.0025%,+0.0131%,$798.2k
14,Polkadot-DOT,$7.51,+2.60%,$376.6m,$287.4m,+6.58%,1.22%,0.76,+0.0084%,+0.0070%,$576.8k
15,The Sandbox-SAND,$0.9667,+3.97%,$343.2m,$89.1m,+14.79%,0.38%,0.26,+0.0065%,+0.0062%,$628.5k
16,Chiliz-CHZ,$0.2080,-2.30%,$341.3m,$97.4m,-1.26%,0.41%,0.29,-0.0031%,-0.0050%,$494.2k
17,Ripple-XRP,$0.3261,-1.66%,$337.1m,$320.9m,+0.12%,1.36%,0.95,+0.0093%,+0.0065%,$258.8k
18,Avalanche-AVAX,$18.83,-0.40%,$335.9m,$146.7m,+8.07%,0.62%,0.44,-0.0050%,+0.0081%,$254.6k
19,Dogecoin-DOGE,$0.0621,-0.77%,$335.3m,$127.4m,-0.01%,0.54%,0.38,+0.0080%,+0.0110%,$552.7k
20,STEPN-GMT,$0.6910,-0.19%,$331.0m,$112.8m,-0.12%,0.48%,0.34,-0.0016%,-0.0045%,$343.0k
21,Optimism-OP,$1.15,-1.67%,$278.8m,$69.7m,-0.57%,0.30%,0.25,-0.0089%,-0.0039%,$185.6k
22,Tellor-TRB,$18.28,-1.04%,$209.3m,$58.5m,-12.30%,0.25%,0.28,-0.1028%,-0.2064%,$277.0k
23,Axie Infinity-AXS,$14.17,-2.63%,$203.4m,$87.0m,-15.64%,0.37%,0.43,-0.0191%,-0.0373%,$350.1k
24,NEAR Protocol-NEAR,$4.18,+0.10%,$193.2m,$88.4m,-1.62%,0.37%,0.46,-0.0019%,-0.0015%,$325.6k
25,ApeCoin-APE,$4.71,-1.64%,$157.1m,$67.8m,-1.46%,0.29%,0.43,+0.0016%,+0.0025%,$142.9k
26,Unifi Protocol DAO-UNFI,$7.78,-1.93%,$154.0m,$19.9m,-17.07%,0.08%,0.13,+0.0032%,+0.0080%,$237.3k
27,Curve DAO Token-CRV,$1.06,-0.44%,$152.3m,$57.2m,-2.54%,0.24%,0.38,+0.0027%,-0.0003%,$157.2k
28,Decentraland-MANA,$0.7916,-0.31%,$143.9m,$40.6m,-0.07%,0.17%,0.28,+0.0107%,+0.0051%,$285.5k
29,Bitcoin Cash-BCH,$117.81,+0.11%,$143.7m,$172.1m,+1.46%,0.73%,1.20,-0.0082%,-0.0076%,$130.6k
30,SHIBA INU-SHIB,$0.0000,+1.07%,$137.0m,$20.5m,+0.10%,0.09%,0.15,+0.0086%,+0.0057%,$648.7k
31,Helium-HNT,$4.04,-2.83%,$117.3m,$20.8m,+2.78%,0.09%,0.18,+0.0075%,+0.0074%,$273.7k
32,Fantom-FTM,$0.2675,-0.95%,$105.4m,$49.7m,+1.16%,0.21%,0.47,+0.0121%,+0.0098%,$84.4k
33,Uniswap-UNI,$6.32,-0.77%,$94.1m,$46.7m,-2.84%,0.20%,0.50,+0.0015%,-0.0162%,$46.1k
34,Gala-GALA,$0.0505,-0.36%,$80.5m,$34.9m,-1.78%,0.15%,0.43,+0.0071%,+0.0085%,$47.5k
35,Tron-TRX,$0.0629,-0.04%,$77.9m,$141.9m,+0.81%,0.60%,1.82,-0.0027%,-0.0061%,$7.4k
36,Aave-AAVE,$87.95,+1.18%,$76.7m,$46.1m,+1.86%,0.20%,0.60,+0.0065%,+0.0046%,$13.5k
