,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,562.93",-1.60%,$35.4b,$7.0b,-3.18%,30.21%,0.20,-0.0032%,+0.0003%,$65.8m
1,Bitcoin-BTC,"$19,981.45",-1.37%,$27.5b,$9.7b,-1.26%,41.95%,0.35,+0.0008%,+0.0025%,$22.0m
2,Ethereum Classic-ETC,$32.15,-2.30%,$1.5b,$388.3m,-2.10%,1.68%,0.26,-0.0172%,-0.0138%,$3.4m
3,Solana-SOL,$31.19,-4.16%,$1.2b,$389.3m,-2.11%,1.69%,0.33,+0.0074%,+0.0067%,$1.7m
4,Tellor-TRB,$19.16,-14.59%,$1.2b,$64.1m,-16.06%,0.28%,0.06,-0.5816%,-0.4287%,$2.4m
5,Chiliz-CHZ,$0.2089,-0.47%,$934.2m,$97.0m,-7.21%,0.42%,0.10,+0.0072%,+0.0071%,$1.2m
6,EOS-EOS,$1.46,+3.83%,$906.2m,$193.2m,+9.87%,0.84%,0.21,+0.0081%,+0.0062%,$1.7m
7,Polygon-MATIC,$0.8375,-0.53%,$783.9m,$202.5m,-0.79%,0.88%,0.26,+0.0037%,-0.0022%,$1.3m
8,Binance Coin-BNB,$276.65,-3.04%,$744.8m,$266.1m,-0.19%,1.15%,0.36,+0.0026%,+0.0007%,$528.0k
9,NEAR Protocol-NEAR,$4.26,-2.74%,$696.7m,$98.9m,-12.07%,0.43%,0.14,+0.0033%,+0.0036%,$1.1m
10,Cosmos-ATOM,$12.10,-0.76%,$643.5m,$128.6m,+6.87%,0.56%,0.20,+0.0012%,+0.0054%,$1.1m
11,Avalanche-AVAX,$19.04,-3.41%,$565.7m,$134.0m,-5.74%,0.58%,0.24,-0.0017%,+0.0030%,$954.2k
12,Cardano-ADA,$0.4456,-2.25%,$536.5m,$270.9m,-2.54%,1.18%,0.51,+0.0037%,+0.0019%,$971.8k
13,Ripple-XRP,$0.3254,-1.65%,$502.4m,$319.2m,-3.10%,1.38%,0.64,+0.0028%,+0.0070%,$581.8k
14,Litecoin-LTC,$56.04,+3.46%,$471.5m,$193.1m,+8.84%,0.84%,0.41,+0.0006%,+0.0044%,$610.6k
