,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,633.44",+3.88%,$39.2b,$7.3b,+3.22%,30.78%,0.19,-0.0063%,-0.0067%,$88.1m
1,Bitcoin-BTC,"$19,281.84",+1.15%,$27.1b,$9.6b,-1.90%,40.74%,0.36,+0.0023%,+0.0032%,$28.7m
2,Ethereum Classic-ETC,$36.65,+2.71%,$4.1b,$493.4m,+0.23%,2.09%,0.12,-0.0045%,-0.0032%,$11.7m
3,EOS-EOS,$1.61,-1.33%,$1.8b,$220.0m,-8.33%,0.93%,0.13,+0.0134%,+0.0092%,$3.7m
4,Solana-SOL,$33.18,+3.76%,$1.5b,$403.4m,+5.75%,1.71%,0.26,+0.0130%,+0.0113%,$2.1m
5,Helium-HNT,$4.90,+2.87%,$1.1b,$35.3m,-6.26%,0.15%,0.03,+0.0040%,+0.0035%,$1.7m
6,Cosmos-ATOM,$13.75,+13.40%,$1.1b,$177.5m,+58.83%,0.75%,0.17,-0.0154%,-0.0009%,$2.3m
7,Binance Coin-BNB,$279.76,+3.54%,$803.2m,$283.5m,+1.96%,1.20%,0.35,+0.0076%,+0.0020%,$670.8k
8,Cardano-ADA,$0.4747,+0.53%,$786.4m,$277.2m,-2.04%,1.17%,0.35,+0.0126%,+0.0126%,$873.7k
9,Ripple-XRP,$0.3388,+1.70%,$713.3m,$324.8m,-1.17%,1.38%,0.46,+0.0022%,-0.0012%,$1.1m
10,NEAR Protocol-NEAR,$4.56,+6.54%,$698.0m,$121.6m,+32.85%,0.51%,0.17,+0.0075%,+0.0048%,$1.6m
11,Polygon-MATIC,$0.8390,+1.02%,$596.8m,$188.0m,-2.77%,0.80%,0.32,+0.0024%,-0.0122%,$744.1k
12,Bitcoin Cash-BCH,$128.38,+11.07%,$577.1m,$208.2m,+24.06%,0.88%,0.36,+0.0014%,+0.0027%,$1.1m
13,Avalanche-AVAX,$18.89,+0.74%,$532.1m,$132.5m,+0.62%,0.56%,0.25,+0.0121%,+0.0081%,$588.7k
14,Litecoin-LTC,$57.95,+4.00%,$529.1m,$190.4m,-0.79%,0.81%,0.36,-0.0007%,-0.0011%,$601.6k
15,Polkadot-DOT,$7.33,+2.65%,$455.4m,$268.3m,+1.61%,1.14%,0.59,-0.0013%,+0.0011%,$581.7k
16,Stargate Finance-STG,$0.8078,+14.56%,$422.0m,$30.2m,+9.19%,0.13%,0.07,+0.0032%,+0.0035%,$960.7k
17,Chainlink-LINK,$7.45,+7.58%,$414.4m,$118.8m,+13.23%,0.50%,0.29,+0.0090%,+0.0080%,$715.5k
18,Chiliz-CHZ,$0.1858,-1.11%,$388.2m,$76.9m,+4.03%,0.33%,0.20,+0.0069%,+0.0075%,$539.2k
19,Optimism-OP,$1.17,+2.66%,$343.9m,$58.3m,-3.98%,0.25%,0.17,+0.0073%,+0.0126%,$564.7k
20,Curve DAO Token-CRV,$1.13,+3.56%,$321.6m,$59.7m,+5.08%,0.25%,0.19,-0.0031%,+0.0197%,$845.0k
21,Filecoin-FIL,$5.81,+0.53%,$319.9m,$104.2m,+1.16%,0.44%,0.33,+0.0088%,+0.0063%,$726.1k
22,Dogecoin-DOGE,$0.0606,+0.25%,$311.4m,$120.0m,+0.58%,0.51%,0.39,+0.0105%,+0.0103%,$415.6k
23,STEPN-GMT,$0.6495,+1.17%,$247.6m,$103.5m,-1.92%,0.44%,0.42,+0.0038%,+0.0022%,$273.2k
24,ApeCoin-APE,$4.47,+2.60%,$234.3m,$63.2m,-1.70%,0.27%,0.27,-0.0003%,+0.0008%,$526.8k
25,1000SHIB-1000SHIB,$0.0121,-0.69%,$222.6m,$43.7m,+4.80%,0.18%,0.20,+0.0081%,+0.0100%,$332.6k
26,Axie Infinity-AXS,$13.63,+0.85%,$221.2m,$77.8m,-1.56%,0.33%,0.35,-0.0169%,-0.0123%,$180.6k
27,Terra Classic-LUNC,$0.0005,+13.79%,$214.1m,$32.3m,+325.47%,0.14%,0.15,-0.0290%,-0.2864%,$910.8k
28,The Sandbox-SAND,$0.9072,+1.83%,$202.0m,$72.2m,-1.56%,0.31%,0.36,+0.0037%,+0.0035%,$184.5k
29,Ethereum Name Service-ENS,$15.51,+11.95%,$174.4m,$38.4m,+42.52%,0.16%,0.22,+0.0022%,+0.0073%,$225.1k
30,SushiSwap-SUSHI,$1.30,+8.56%,$166.0m,$38.0m,+28.63%,0.16%,0.23,-0.0066%,-0.0025%,$284.0k
31,Fantom-FTM,$0.2521,-0.11%,$159.3m,$46.4m,-3.62%,0.20%,0.29,+0.0091%,+0.0087%,$129.6k
32,Tron-TRX,$0.0610,-0.18%,$149.6m,$142.1m,+0.26%,0.60%,0.95,-0.0167%,-0.0180%,$358.2k
33,Tellor-TRB,$16.19,-1.58%,$148.4m,$37.7m,-10.98%,0.16%,0.25,-0.0008%,-0.0102%,$196.2k
34,Ravencoin-RVN,$0.0362,-0.86%,$129.6m,$17.4m,-12.11%,0.07%,0.13,+0.0070%,+0.0067%,$236.0k
35,Aave-AAVE,$88.00,+2.89%,$128.9m,$45.7m,+1.44%,0.19%,0.35,+0.0043%,+0.0104%,$154.2k
36,Uniswap-UNI,$6.15,+2.74%,$124.8m,$46.8m,+3.75%,0.20%,0.37,-0.0057%,-0.0033%,$55.1k
37,Balancer-BAL,$7.30,+5.85%,$120.3m,$17.1m,+22.97%,0.07%,0.14,+0.0030%,-0.0054%,$240.1k
38,iExec RLC-RLC,$1.21,+0.36%,$119.4m,$6.8m,-9.18%,0.03%,0.06,-0.0067%,-0.0219%,$317.2k
39,Terra-LUNA,$1.94,+1.01%,$106.1m,$7.5m,+9.42%,0.03%,0.07,-0.0179%,-0.0174%,$361.7k
40,dYdX-DYDX,$1.44,+0.66%,$104.1m,$36.1m,-1.94%,0.15%,0.35,-0.0016%,+0.0015%,$131.7k
