,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,628.86",+7.90%,$31.3b,$7.0b,+6.07%,30.32%,0.23,-0.0057%,+0.0003%,$76.7m
1,Bitcoin-BTC,"$19,224.07",+2.81%,$22.5b,$9.6b,-3.05%,41.32%,0.43,-0.0002%,+0.0001%,$25.6m
2,Ethereum Classic-ETC,$37.15,+10.13%,$4.8b,$506.1m,+1.31%,2.18%,0.11,-0.0523%,-0.0151%,$10.6m
3,EOS-EOS,$1.64,+18.53%,$1.9b,$251.8m,+49.54%,1.08%,0.13,-0.0057%,-0.0022%,$4.9m
4,Helium-HNT,$5.32,+35.03%,$1.3b,$41.3m,+87.87%,0.18%,0.03,-0.1646%,-0.1995%,$2.2m
5,Solana-SOL,$32.37,+4.99%,$1.1b,$382.0m,+4.64%,1.65%,0.34,-0.0001%,+0.0080%,$2.0m
6,Cardano-ADA,$0.4756,+3.70%,$690.7m,$278.7m,+0.20%,1.20%,0.40,-0.0049%,+0.0012%,$748.7k
7,Binance Coin-BNB,$279.69,+6.54%,$658.1m,$280.6m,+0.37%,1.21%,0.43,+0.0061%,+0.0099%,$704.2k
8,Stargate Finance-STG,$0.7972,+12.21%,$631.4m,$35.6m,+25.45%,0.15%,0.06,-0.0093%,-0.0097%,$889.3k
9,Ripple-XRP,$0.3322,+4.51%,$611.8m,$327.5m,+2.55%,1.41%,0.54,-0.0002%,+0.0074%,$790.7k
10,Cosmos-ATOM,$12.74,+9.39%,$566.7m,$129.6m,+22.12%,0.56%,0.23,-0.0045%,+0.0149%,$1.2m
11,Polygon-MATIC,$0.8407,+4.94%,$538.4m,$189.9m,+2.49%,0.82%,0.35,-0.0134%,-0.0018%,$708.2k
12,Litecoin-LTC,$56.90,+6.45%,$460.3m,$191.3m,+3.03%,0.82%,0.42,+0.0074%,+0.0019%,$365.5k
13,Avalanche-AVAX,$18.99,+4.31%,$455.2m,$129.8m,+1.17%,0.56%,0.29,+0.0008%,+0.0091%,$698.9k
14,NEAR Protocol-NEAR,$4.47,+8.75%,$419.5m,$105.6m,+16.98%,0.45%,0.25,-0.0031%,-0.0039%,$887.9k
15,Polkadot-DOT,$7.18,+4.54%,$359.1m,$264.9m,+3.61%,1.14%,0.74,-0.0001%,-0.0045%,$276.7k
16,Optimism-OP,$1.16,+4.95%,$358.4m,$58.3m,-0.66%,0.25%,0.16,+0.0068%,+0.0065%,$500.9k
17,Chiliz-CHZ,$0.1941,+3.71%,$334.4m,$76.9m,-0.85%,0.33%,0.23,+0.0032%,+0.0032%,$345.6k
18,Dogecoin-DOGE,$0.0609,+4.43%,$300.9m,$118.3m,-0.20%,0.51%,0.39,+0.0020%,+0.0131%,$364.1k
19,Filecoin-FIL,$5.87,+4.28%,$273.0m,$102.3m,+1.99%,0.44%,0.37,+0.0113%,+0.0062%,$564.3k
20,Curve DAO Token-CRV,$1.15,+11.99%,$258.7m,$63.5m,+16.68%,0.27%,0.25,-0.0093%,+0.0135%,$744.2k
21,Chainlink-LINK,$7.04,+6.17%,$256.0m,$104.9m,+4.17%,0.45%,0.41,+0.0031%,+0.0095%,$392.4k
22,STEPN-GMT,$0.6523,+3.65%,$210.9m,$105.3m,+1.68%,0.45%,0.50,-0.0032%,-0.0033%,$265.8k
23,Bitcoin Cash-BCH,$117.97,+5.41%,$203.2m,$168.6m,+4.47%,0.73%,0.83,+0.0003%,-0.0001%,$256.0k
24,1000SHIB-1000SHIB,$0.0123,+2.87%,$195.6m,$42.4m,+3.91%,0.18%,0.22,+0.0090%,+0.0100%,$176.9k
25,Tellor-TRB,$16.90,+6.49%,$188.7m,$41.2m,-5.06%,0.18%,0.22,+0.0045%,-0.0256%,$212.6k
26,Ravencoin-RVN,$0.0378,+8.27%,$186.0m,$20.3m,-7.08%,0.09%,0.11,+0.0198%,-0.0008%,$390.9k
27,ApeCoin-APE,$4.49,+5.79%,$175.9m,$66.0m,+6.36%,0.28%,0.38,-0.0113%,-0.0124%,$386.7k
28,The Sandbox-SAND,$0.9051,+4.25%,$148.1m,$72.8m,+2.52%,0.31%,0.49,-0.0069%,+0.0052%,$228.8k
29,Fantom-FTM,$0.2554,+4.26%,$140.6m,$47.3m,-1.76%,0.20%,0.34,+0.0062%,+0.0039%,$185.9k
30,Tron-TRX,$0.0608,+0.91%,$120.5m,$141.0m,+1.11%,0.61%,1.17,-0.0160%,-0.0113%,$292.7k
31,Unifi Protocol DAO-UNFI,$7.20,+4.13%,$119.8m,$17.5m,-0.95%,0.08%,0.15,+0.0038%,+0.0086%,$59.2k
32,Axie Infinity-AXS,$13.43,+2.29%,$113.0m,$78.2m,+3.32%,0.34%,0.69,-0.0327%,-0.0279%,$109.4k
33,Aave-AAVE,$88.14,+6.49%,$110.4m,$45.8m,+3.93%,0.20%,0.41,+0.0099%,+0.0071%,$123.2k
34,Ethereum Name Service-ENS,$14.68,+8.11%,$110.4m,$29.7m,+8.86%,0.13%,0.27,+0.0068%,+0.0074%,$152.8k
