,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,666.16",+4.28%,$35.6b,$7.3b,+1.85%,30.13%,0.21,-0.0043%,-0.0051%,$85.5m
1,Bitcoin-BTC,"$19,815.68",-0.17%,$28.1b,$10.0b,-0.37%,41.00%,0.36,+0.0047%,+0.0012%,$21.1m
2,Ethereum Classic-ETC,$41.30,+14.02%,$8.4b,$729.8m,+27.27%,2.99%,0.09,+0.0019%,+0.0026%,$21.3m
3,Solana-SOL,$33.46,+5.02%,$1.4b,$411.1m,+5.51%,1.69%,0.30,+0.0088%,+0.0087%,$2.2m
4,Cardano-ADA,$0.4952,+0.56%,$1.1b,$305.6m,-3.40%,1.25%,0.28,+0.0092%,+0.0044%,$1.8m
5,EOS-EOS,$1.53,+3.68%,$880.9m,$185.3m,+0.22%,0.76%,0.21,+0.0075%,+0.0071%,$1.9m
6,Binance Coin-BNB,$280.49,+1.41%,$758.4m,$265.7m,-1.51%,1.09%,0.35,+0.0106%,+0.0105%,$709.2k
7,Ripple-XRP,$0.3338,+1.66%,$748.0m,$329.5m,-0.19%,1.35%,0.44,+0.0057%,+0.0023%,$1.3m
8,Avalanche-AVAX,$19.88,+5.83%,$714.7m,$144.2m,-1.06%,0.59%,0.20,+0.0150%,-0.0031%,$1.5m
9,Polygon-MATIC,$0.8875,+1.18%,$708.2m,$216.6m,-3.41%,0.89%,0.31,+0.0008%,-0.0025%,$1.1m
10,Ravencoin-RVN,$0.0406,+16.86%,$691.6m,$37.2m,+31.48%,0.15%,0.05,-0.0302%,+0.0154%,$1.7m
11,Litecoin-LTC,$59.13,-2.03%,$684.7m,$208.5m,-7.21%,0.86%,0.30,+0.0105%,+0.0036%,$1.2m
12,Optimism-OP,$1.22,+5.50%,$597.0m,$66.8m,-10.48%,0.27%,0.11,+0.0115%,+0.0096%,$837.0k
13,Cosmos-ATOM,$12.40,-2.94%,$514.6m,$122.8m,-13.61%,0.50%,0.24,+0.0054%,-0.0025%,$734.9k
14,Polkadot-DOT,$7.59,+0.86%,$487.1m,$285.4m,-2.00%,1.17%,0.59,+0.0101%,-0.0063%,$458.5k
15,NEAR Protocol-NEAR,$4.52,+8.09%,$429.9m,$105.9m,+17.81%,0.43%,0.25,+0.0089%,+0.0038%,$760.4k
16,Chiliz-CHZ,$0.2042,-1.27%,$420.0m,$97.4m,-2.62%,0.40%,0.23,+0.0137%,+0.0033%,$596.7k
17,Dogecoin-DOGE,$0.0626,+0.60%,$411.4m,$126.1m,-2.41%,0.52%,0.31,+0.0113%,+0.0071%,$549.3k
18,Filecoin-FIL,$6.12,+0.98%,$394.9m,$110.9m,-2.69%,0.46%,0.28,+0.0041%,+0.0095%,$778.0k
19,Curve DAO Token-CRV,$1.17,+6.79%,$372.2m,$68.3m,+13.90%,0.28%,0.18,+0.0155%,+0.0058%,$681.4k
20,Chainlink-LINK,$7.20,-1.29%,$350.6m,$110.7m,-13.96%,0.45%,0.32,+0.0068%,+0.0059%,$2.8m
21,1000SHIB-1000SHIB,$0.0126,+0.79%,$291.5m,$45.0m,-5.80%,0.18%,0.15,+0.0097%,+0.0020%,$683.6k
22,Tellor-TRB,$17.23,-5.93%,$284.3m,$48.2m,-19.90%,0.20%,0.17,-0.1986%,-0.1167%,$600.0k
23,Bitcoin Cash-BCH,$124.74,+1.47%,$260.8m,$185.8m,-2.32%,0.76%,0.71,+0.0031%,+0.0002%,$470.1k
24,STEPN-GMT,$0.6929,+0.61%,$257.6m,$111.6m,+0.51%,0.46%,0.43,+0.0050%,+0.0057%,$388.2k
25,The Sandbox-SAND,$0.9581,+0.75%,$208.1m,$83.8m,-1.59%,0.34%,0.40,+0.0101%,+0.0052%,$472.1k
26,Ethereum Name Service-ENS,$15.26,+8.65%,$186.3m,$35.0m,+19.61%,0.14%,0.19,-0.0040%,+0.0010%,$509.3k
27,ApeCoin-APE,$4.73,+0.41%,$184.3m,$68.8m,+1.28%,0.28%,0.37,+0.0074%,+0.0065%,$156.0k
28,Axie Infinity-AXS,$14.39,+0.61%,$178.8m,$83.6m,-2.60%,0.34%,0.47,-0.0194%,-0.0174%,$215.4k
29,Stargate Finance-STG,$0.6441,+6.62%,$167.3m,$17.6m,-5.10%,0.07%,0.11,-0.0887%,-0.0859%,$278.1k
30,Helium-HNT,$3.63,-7.66%,$157.1m,$21.9m,-1.96%,0.09%,0.14,+0.0065%,+0.0014%,$311.6k
31,Aave-AAVE,$91.46,+2.57%,$139.9m,$49.8m,+5.54%,0.20%,0.36,+0.0033%,+0.0031%,$288.9k
32,SushiSwap-SUSHI,$1.23,+4.93%,$139.4m,$34.4m,+10.54%,0.14%,0.25,+0.0128%,-0.0054%,$265.9k
33,Fantom-FTM,$0.2669,+1.24%,$139.3m,$50.0m,-4.99%,0.21%,0.36,+0.0098%,+0.0077%,$134.4k
34,Uniswap-UNI,$6.42,+0.84%,$138.3m,$47.3m,-0.59%,0.19%,0.34,+0.0033%,-0.0149%,$173.0k
35,Terra-LUNA,$1.95,+2.01%,$116.8m,$7.7m,-6.12%,0.03%,0.07,-0.0231%,-0.0020%,$532.8k
36,Unifi Protocol DAO-UNFI,$7.78,+1.08%,$116.3m,$20.1m,-12.85%,0.08%,0.17,+0.0075%,+0.0091%,$113.7k
37,Tron-TRX,$0.0633,+0.69%,$114.0m,$142.2m,+0.58%,0.58%,1.25,+0.0025%,-0.0017%,$67.8k
38,Decentraland-MANA,$0.7916,-0.18%,$99.3m,$40.7m,-1.23%,0.17%,0.41,+0.0078%,+0.0052%,$197.3k
