,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,543.03",-6.95%,$37.6b,$6.8b,-6.49%,29.45%,0.18,-0.0191%,-0.0104%,$95.8m
1,Bitcoin-BTC,"$18,903.28",-4.61%,$34.0b,$10.0b,-0.60%,42.81%,0.29,-0.0010%,-0.0042%,$92.1m
2,Ethereum Classic-ETC,$36.07,-12.10%,$6.8b,$514.4m,-29.95%,2.21%,0.08,-0.0193%,-0.0362%,$35.2m
3,Solana-SOL,$31.34,-4.43%,$1.7b,$374.8m,-5.45%,1.61%,0.22,-0.0049%,-0.0008%,$2.9m
4,EOS-EOS,$1.54,+1.79%,$1.2b,$205.0m,+12.26%,0.88%,0.17,-0.0018%,-0.0097%,$3.8m
5,Cardano-ADA,$0.4665,-5.72%,$1.1b,$281.7m,-7.63%,1.21%,0.26,+0.0128%,+0.0092%,$2.5m
6,Binance Coin-BNB,$266.90,-4.63%,$905.7m,$275.5m,+3.96%,1.18%,0.30,-0.0118%,-0.0063%,$1.3m
7,Polygon-MATIC,$0.8145,-7.84%,$842.9m,$187.8m,-13.58%,0.81%,0.22,-0.0021%,-0.0030%,$1.9m
8,Ripple-XRP,$0.3237,-3.08%,$771.8m,$322.3m,-2.13%,1.39%,0.42,-0.0067%,-0.0058%,$2.2m
9,Avalanche-AVAX,$18.49,-6.35%,$680.6m,$128.9m,-10.23%,0.55%,0.19,-0.0079%,+0.0070%,$1.6m
10,Litecoin-LTC,$55.47,-5.97%,$665.7m,$192.4m,-7.63%,0.83%,0.29,+0.0050%,-0.0017%,$3.0m
11,Cosmos-ATOM,$11.99,-3.15%,$631.8m,$109.6m,-10.99%,0.47%,0.17,-0.0007%,-0.0053%,$1.3m
12,NEAR Protocol-NEAR,$4.14,-6.57%,$604.9m,$91.3m,-10.15%,0.39%,0.15,-0.0007%,-0.0007%,$1.5m
13,Polkadot-DOT,$7.13,-5.45%,$573.7m,$263.6m,-6.75%,1.13%,0.46,-0.0101%,-0.0107%,$2.0m
14,Chiliz-CHZ,$0.1899,-6.55%,$571.5m,$76.4m,-21.18%,0.33%,0.13,+0.0084%,+0.0041%,$1.9m
15,Dogecoin-DOGE,$0.0602,-3.88%,$534.7m,$119.3m,-5.17%,0.51%,0.22,+0.0002%,+0.0041%,$2.7m
16,Stargate Finance-STG,$0.7136,+10.45%,$515.3m,$33.7m,+95.82%,0.14%,0.07,+0.0007%,+0.0056%,$700.8k
17,Helium-HNT,$4.37,+20.36%,$479.4m,$34.7m,+59.19%,0.15%,0.07,-0.0231%,-0.0570%,$1.3m
18,Optimism-OP,$1.11,-8.68%,$478.7m,$60.0m,-9.57%,0.26%,0.13,+0.0052%,+0.0059%,$1.5m
19,Filecoin-FIL,$5.77,-5.62%,$468.3m,$102.3m,-7.90%,0.44%,0.22,+0.0047%,-0.0002%,$2.7m
20,Ravencoin-RVN,$0.0371,-5.76%,$424.7m,$20.7m,-41.06%,0.09%,0.05,+0.0257%,-0.0011%,$1.4m
21,Chainlink-LINK,$6.78,-5.78%,$389.2m,$103.5m,-6.42%,0.44%,0.27,+0.0086%,+0.0011%,$1.6m
22,STEPN-GMT,$0.6369,-7.63%,$358.6m,$105.1m,-5.24%,0.45%,0.29,-0.0101%,-0.0154%,$1.2m
23,Bitcoin Cash-BCH,$113.95,-8.35%,$325.0m,$166.5m,-10.27%,0.72%,0.51,-0.0025%,-0.0122%,$805.2k
24,1000SHIB-1000SHIB,$0.0122,-2.45%,$321.9m,$42.3m,-5.09%,0.18%,0.13,+0.0100%,+0.0100%,$734.0k
25,Curve DAO Token-CRV,$1.06,-8.36%,$317.9m,$56.8m,-15.74%,0.24%,0.18,-0.0071%,+0.0077%,$903.4k
26,The Sandbox-SAND,$0.8790,-8.10%,$283.8m,$73.4m,-11.89%,0.32%,0.26,+0.0024%,-0.0012%,$1.3m
27,ApeCoin-APE,$4.31,-8.74%,$266.9m,$64.1m,-6.85%,0.28%,0.24,-0.0046%,-0.0003%,$1.1m
28,Tellor-TRB,$16.28,-3.78%,$250.5m,$43.0m,-9.22%,0.19%,0.17,+0.0285%,-0.0863%,$542.3k
29,Project Galaxy-GAL,$2.43,-9.86%,$229.6m,$14.7m,-2.75%,0.06%,0.06,-0.0048%,-0.0198%,$645.4k
30,Ethereum Name Service-ENS,$13.66,-7.92%,$195.4m,$26.7m,-19.23%,0.11%,0.14,+0.0089%,+0.0047%,$469.1k
31,Fantom-FTM,$0.2484,-6.65%,$184.7m,$48.2m,-2.77%,0.21%,0.26,+0.0038%,+0.0004%,$749.1k
32,Axie Infinity-AXS,$13.21,-6.96%,$184.5m,$78.3m,-6.06%,0.34%,0.42,-0.0144%,-0.0355%,$990.9k
33,Unifi Protocol DAO-UNFI,$7.12,-7.59%,$173.6m,$18.2m,-8.46%,0.08%,0.10,+0.0021%,+0.0100%,$397.0k
34,Aave-AAVE,$84.02,-7.48%,$145.2m,$43.9m,-11.67%,0.19%,0.30,-0.0306%,-0.0232%,$266.3k
35,Tron-TRX,$0.0607,-4.54%,$139.5m,$141.8m,-0.55%,0.61%,1.02,-0.0341%,-0.0173%,$308.3k
36,Decentraland-MANA,$0.7441,-5.55%,$130.1m,$38.3m,-4.82%,0.16%,0.29,+0.0047%,-0.0044%,$516.4k
37,Uniswap-UNI,$5.94,-6.90%,$129.9m,$45.1m,-4.36%,0.19%,0.35,-0.0052%,-0.0056%,$452.0k
38,Gala-GALA,$0.0478,-5.22%,$129.4m,$33.4m,-6.15%,0.14%,0.26,+0.0008%,+0.0008%,$449.3k
39,Kyber Network Crystal-KNC,$1.71,+0.54%,$125.4m,$20.0m,+8.78%,0.09%,0.16,+0.0057%,+0.0045%,$275.7k
40,Waves-WAVES,$4.33,-5.26%,$122.4m,$48.0m,-6.93%,0.21%,0.39,+0.0042%,+0.0053%,$526.0k
41,dYdX-DYDX,$1.42,-9.78%,$106.3m,$36.3m,-0.56%,0.16%,0.34,+0.0168%,-0.0034%,$511.5k
42,Monero-XMR,$147.80,-3.87%,$102.3m,$40.8m,-9.29%,0.18%,0.40,+0.0050%,-0.0035%,$308.7k
43,SushiSwap-SUSHI,$1.12,-7.44%,$100.4m,$27.1m,-19.45%,0.12%,0.27,-0.0103%,-0.0140%,$263.1k
44,THETA-THETA,$1.09,-6.73%,$91.1m,$22.4m,-2.68%,0.10%,0.25,-0.0112%,-0.0165%,$472.1k
45,Algorand-ALGO,$0.2917,-2.76%,$90.3m,$28.4m,-3.78%,0.12%,0.31,+0.0025%,+0.0021%,$186.8k
46,Synthetix Network Token-SNX,$2.85,-4.39%,$89.0m,$32.8m,-4.79%,0.14%,0.37,-0.0018%,-0.0264%,$443.9k
47,Terra-LUNA,$1.88,-4.09%,$87.7m,$6.8m,-12.37%,0.03%,0.08,-0.0001%,-0.0041%,$577.2k
48,ConstitutionDAO-PEOPLE,$0.0202,-2.94%,$83.2m,$23.6m,-7.05%,0.10%,0.28,-0.0027%,+0.0087%,$692.2k
49,THORChain-RUNE,$1.79,-6.93%,$80.1m,$21.4m,-7.26%,0.09%,0.27,+0.0066%,+0.0064%,$274.9k
50,SHIBA INU-SHIB,$0.0000,-2.83%,$76.7m,$19.1m,-5.73%,0.08%,0.25,+0.0092%,+0.0035%,$550.1k
51,yearn.finance-YFI,"$8,864.94",-5.53%,$76.1m,$33.0m,-9.13%,0.14%,0.43,-0.0123%,-0.0177%,$456.8k
52,BinaryX-BNX,$137.89,-1.77%,$73.8m,$30.4m,+3.47%,0.13%,0.41,+0.0100%,+0.0093%,$126.0k
53,ZCash-ZEC,$58.33,-6.59%,$72.4m,$20.8m,-0.83%,0.09%,0.29,+0.0024%,+0.0075%,$271.3k
54,CertiK-CTK,$1.05,+4.65%,$70.2m,$11.8m,+20.57%,0.05%,0.17,-0.0051%,-0.0060%,$300.7k
55,Stellar Lumens-XLM,$0.1012,-4.47%,$69.6m,$36.6m,-3.02%,0.16%,0.53,-0.0345%,-0.0199%,$171.2k
56,1inch-1INCH,$0.6174,-5.31%,$62.9m,$20.1m,-11.63%,0.09%,0.32,+0.0030%,-0.0068%,$296.1k
57,The Graph-GRT,$0.1012,-4.62%,$60.5m,$21.7m,-4.86%,0.09%,0.36,+0.0111%,-0.0078%,$175.2k
58,Elrond-EGLD,$49.62,-4.25%,$58.7m,$15.6m,-4.22%,0.07%,0.27,+0.0019%,+0.0055%,$229.6k
59,API3-API3,$1.84,+3.93%,$58.7m,$7.1m,+37.34%,0.03%,0.12,-0.0287%,-0.0408%,$209.3k
60,Tezos-XTZ,$1.45,-7.02%,$58.4m,$26.5m,-6.41%,0.11%,0.45,-0.0108%,-0.0243%,$216.3k
61,Terra Classic-LUNC,$0.0004,+7.60%,$57.8m,$4.9m,+124.59%,0.02%,0.08,+0.0020%,+0.0037%,$314.6k
62,Lido DAO Token-LDO,$1.89,-8.90%,$57.2m,$18.2m,-11.13%,0.08%,0.32,+0.0043%,+0.0042%,$300.3k
63,Chromia-CHR,$0.1732,-7.11%,$55.5m,$8.8m,-8.13%,0.04%,0.16,-0.0015%,-0.0004%,$234.7k
64,Celsius-CEL,$1.32,-11.00%,$55.1m,$23.2m,-9.50%,0.10%,0.42,-0.0884%,-0.0496%,$529.8k
65,Zilliqa-ZIL,$0.0341,-5.40%,$54.6m,$21.7m,-6.91%,0.09%,0.40,+0.0050%,+0.0029%,$248.5k
66,Enjin Coin-ENJ,$0.4984,-6.42%,$52.0m,$14.3m,-6.66%,0.06%,0.27,-0.0200%,-0.0047%,$276.1k
67,Harmony-ONE,$0.0194,-8.72%,$50.8m,$15.3m,-5.22%,0.07%,0.30,-0.0101%,-0.0014%,$255.5k
68,VeChain-VET,$0.0234,-4.53%,$50.6m,$15.7m,-8.66%,0.07%,0.31,-0.0048%,+0.0054%,$161.7k
69,Flow (Dapper labs)-FLOW,$1.82,-4.77%,$50.2m,$22.9m,-8.29%,0.10%,0.46,+0.0032%,+0.0015%,$252.7k
70,FOOTBALL-FOOTBALL,"$1,108.37",+0.89%,$49.0m,$5.3m,-21.10%,0.02%,0.11,+0.0727%,+0.0210%,$266.2k
71,Serum-SRM,$0.7547,-6.36%,$48.1m,$24.1m,-5.94%,0.10%,0.50,-0.0203%,+0.0025%,$138.3k
