,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,642.15",+6.65%,$34.0b,$7.4b,+7.12%,30.86%,0.22,-0.0013%,+0.0008%,$72.9m
1,Bitcoin-BTC,"$20,408.53",+2.73%,$28.8b,$9.8b,+1.36%,41.00%,0.34,+0.0024%,+0.0039%,$26.3m
2,Ethereum Classic-ETC,$33.77,+6.54%,$1.5b,$400.3m,+6.07%,1.68%,0.27,+0.0052%,+0.0030%,$2.2m
3,Polygon-MATIC,$0.8991,+6.76%,$1.3b,$268.7m,+28.13%,1.13%,0.20,-0.0215%,-0.0137%,$2.9m
4,EOS-EOS,$1.56,+9.81%,$1.2b,$210.2m,+14.95%,0.88%,0.18,-0.0035%,+0.0075%,$2.5m
5,Solana-SOL,$32.21,+4.79%,$1.0b,$399.6m,+4.37%,1.67%,0.39,+0.0110%,+0.0083%,$1.8m
6,Tellor-TRB,$19.81,+6.89%,$782.8m,$67.7m,+8.60%,0.28%,0.09,-0.6390%,-0.4463%,$1.4m
7,Chiliz-CHZ,$0.2206,+8.11%,$731.7m,$105.9m,+12.33%,0.44%,0.14,+0.0095%,+0.0059%,$1.0m
8,Cosmos-ATOM,$12.89,+8.14%,$694.4m,$134.9m,+2.66%,0.57%,0.19,-0.0027%,-0.0030%,$1.3m
9,Binance Coin-BNB,$282.72,+3.26%,$692.3m,$270.4m,+1.09%,1.13%,0.39,+0.0040%,+0.0045%,$431.5k
10,Litecoin-LTC,$60.22,+9.81%,$641.2m,$206.9m,+10.78%,0.87%,0.32,+0.0024%,+0.0018%,$2.0m
11,Ripple-XRP,$0.3317,+2.39%,$550.6m,$320.6m,+0.99%,1.34%,0.58,+0.0114%,+0.0101%,$700.2k
12,Optimism-OP,$1.24,+12.07%,$546.9m,$73.1m,+18.70%,0.31%,0.13,+0.0137%,+0.0053%,$755.8k
13,Avalanche-AVAX,$19.59,+5.55%,$527.3m,$137.8m,+3.72%,0.58%,0.26,+0.0118%,-0.0006%,$679.8k
14,Cardano-ADA,$0.4629,+3.69%,$511.7m,$275.8m,+2.38%,1.16%,0.54,+0.0051%,+0.0131%,$235.2k
15,Polkadot-DOT,$7.48,+8.07%,$384.0m,$278.8m,+7.81%,1.17%,0.73,-0.0031%,+0.0005%,$719.4k
16,Chainlink-LINK,$7.19,+9.97%,$347.8m,$111.9m,+14.87%,0.47%,0.32,-0.0034%,+0.0017%,$675.6k
17,NEAR Protocol-NEAR,$4.36,+1.84%,$334.5m,$96.8m,-3.80%,0.41%,0.29,+0.0024%,+0.0064%,$557.3k
18,Dogecoin-DOGE,$0.0627,+2.50%,$316.1m,$125.2m,+3.06%,0.52%,0.40,+0.0084%,+0.0094%,$318.5k
19,STEPN-GMT,$0.6954,+4.97%,$296.8m,$112.1m,+6.29%,0.47%,0.38,+0.0056%,+0.0032%,$745.9k
20,Filecoin-FIL,$5.93,+4.15%,$238.4m,$101.7m,+2.38%,0.43%,0.43,+0.0049%,+0.0072%,$241.4k
21,Curve DAO Token-CRV,$1.18,+9.21%,$232.5m,$63.1m,+10.43%,0.26%,0.27,+0.0022%,-0.0108%,$453.7k
22,Stargate Finance-STG,$0.6821,+11.38%,$230.7m,$20.3m,+10.59%,0.09%,0.09,-0.1167%,-0.0749%,$395.7k
23,1000SHIB-1000SHIB,$0.0125,+3.84%,$224.5m,$39.1m,+1.15%,0.16%,0.17,+0.0100%,+0.0055%,$332.1k
24,ApeCoin-APE,$4.85,+4.31%,$203.3m,$67.4m,+4.17%,0.28%,0.33,+0.0009%,+0.0095%,$180.6k
25,1inch-1INCH,$0.7235,+11.46%,$188.7m,$36.2m,+87.00%,0.15%,0.19,-0.0422%,-0.0709%,$365.4k
26,Bitcoin Cash-BCH,$119.02,+4.19%,$174.2m,$167.8m,+1.70%,0.70%,0.96,-0.0035%,-0.0094%,$382.9k
27,The Sandbox-SAND,$0.9547,+4.10%,$172.7m,$78.2m,+5.35%,0.33%,0.45,-0.0010%,+0.0021%,$123.5k
28,Balancer-BAL,$7.69,+0.82%,$160.8m,$23.4m,-19.01%,0.10%,0.15,-0.0348%,+0.0219%,$338.4k
29,Axie Infinity-AXS,$14.50,+6.22%,$141.2m,$83.9m,+6.77%,0.35%,0.59,-0.0165%,-0.0193%,$411.1k
30,Aave-AAVE,$91.18,+10.11%,$140.9m,$51.8m,+22.51%,0.22%,0.37,-0.0011%,-0.0129%,$146.7k
31,Terra-LUNA,$1.88,-3.49%,$135.2m,$7.7m,-10.27%,0.03%,0.06,+0.0104%,+0.0171%,$498.6k
