,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,549.55",-2.70%,$34.9b,$6.9b,-2.63%,29.69%,0.20,-0.0034%,-0.0126%,$80.9m
1,Bitcoin-BTC,"$19,768.00",-1.79%,$27.2b,$9.8b,+1.32%,42.09%,0.36,+0.0037%,+0.0013%,$27.7m
2,Ethereum Classic-ETC,$32.29,-1.50%,$1.5b,$378.6m,-0.03%,1.62%,0.26,-0.0069%,-0.0091%,$3.9m
3,EOS-EOS,$1.53,+0.98%,$1.2b,$199.3m,-3.84%,0.86%,0.16,-0.0033%,-0.0110%,$2.8m
4,Litecoin-LTC,$60.26,+4.80%,$1.2b,$234.4m,+20.72%,1.01%,0.20,-0.0010%,-0.0008%,$2.9m
5,Polygon-MATIC,$0.8714,-2.56%,$1.0b,$236.7m,-8.92%,1.02%,0.24,+0.0035%,+0.0054%,$1.5m
6,Solana-SOL,$31.04,-1.60%,$1.0b,$387.2m,-1.62%,1.66%,0.39,+0.0014%,+0.0079%,$1.6m
7,Filecoin-FIL,$6.39,+10.15%,$869.5m,$138.3m,+37.63%,0.59%,0.16,+0.0060%,+0.0026%,$1.2m
8,Cardano-ADA,$0.4679,+2.30%,$830.1m,$283.4m,+4.97%,1.22%,0.34,+0.0185%,+0.0115%,$910.8k
9,Optimism-OP,$1.20,+2.61%,$809.9m,$71.7m,+11.67%,0.31%,0.09,+0.0117%,+0.0066%,$1.4m
10,Chiliz-CHZ,$0.2208,-0.56%,$750.7m,$104.2m,-8.67%,0.45%,0.14,+0.0061%,+0.0090%,$976.2k
11,Cosmos-ATOM,$12.29,-2.75%,$615.1m,$125.0m,-3.70%,0.54%,0.20,-0.0028%,-0.0084%,$1.1m
12,Binance Coin-BNB,$275.39,-1.23%,$589.0m,$260.6m,-3.34%,1.12%,0.44,+0.0010%,-0.0010%,$345.2k
13,Ripple-XRP,$0.3282,-1.04%,$533.1m,$318.0m,-1.07%,1.36%,0.60,+0.0004%,-0.0016%,$516.3k
14,Avalanche-AVAX,$18.85,-1.78%,$477.7m,$134.6m,+1.06%,0.58%,0.28,-0.0130%,-0.0017%,$1.0m
15,Polkadot-DOT,$7.25,-0.44%,$453.5m,$267.9m,-1.62%,1.15%,0.59,-0.0006%,+0.0017%,$854.9k
16,Tellor-TRB,$19.27,-2.24%,$410.2m,$71.9m,+6.09%,0.31%,0.18,-0.7193%,-0.7394%,$360.5k
17,Dogecoin-DOGE,$0.0617,-0.30%,$395.6m,$125.2m,+2.21%,0.54%,0.32,+0.0131%,+0.0072%,$739.6k
18,Chainlink-LINK,$6.83,-1.25%,$330.2m,$99.6m,-3.56%,0.43%,0.30,+0.0070%,+0.0102%,$759.0k
19,NEAR Protocol-NEAR,$4.17,-2.18%,$318.5m,$90.2m,-6.52%,0.39%,0.28,+0.0041%,+0.0078%,$717.2k
20,STEPN-GMT,$0.6699,-2.09%,$300.8m,$108.7m,-1.93%,0.47%,0.36,+0.0018%,-0.0001%,$706.0k
21,yearn.finance-YFI,"$9,490.27",+2.16%,$261.7m,$42.3m,+13.21%,0.18%,0.16,+0.0084%,+0.0034%,$641.1k
22,Curve DAO Token-CRV,$1.08,-5.26%,$233.8m,$56.6m,-6.08%,0.24%,0.24,-0.0001%,-0.0067%,$552.8k
