,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,579.51",-0.42%,$44.0b,$6.8b,-3.17%,29.62%,0.16,-0.0054%,-0.0070%,$120.5m
1,Bitcoin-BTC,"$18,848.62",-4.43%,$39.1b,$9.9b,-2.00%,42.72%,0.25,+0.0030%,+0.0002%,$81.6m
2,Ethereum Classic-ETC,$35.82,-1.50%,$9.5b,$561.9m,-4.34%,2.43%,0.06,+0.0026%,-0.0044%,$40.3m
3,Solana-SOL,$31.11,-2.07%,$2.0b,$369.1m,-5.13%,1.60%,0.19,+0.0094%,-0.0017%,$3.6m
4,Cardano-ADA,$0.4680,-4.36%,$1.4b,$282.3m,-9.30%,1.22%,0.21,+0.0073%,-0.0021%,$3.4m
5,Binance Coin-BNB,$266.25,-2.88%,$1.0b,$269.1m,-0.05%,1.17%,0.26,+0.0032%,-0.0207%,$1.4m
6,Polygon-MATIC,$0.8321,-4.63%,$954.4m,$197.1m,-10.37%,0.85%,0.21,-0.0022%,+0.0006%,$1.9m
7,Avalanche-AVAX,$18.49,-1.19%,$924.3m,$130.5m,-10.51%,0.57%,0.14,+0.0004%,-0.0087%,$2.3m
8,Ripple-XRP,$0.3237,-1.84%,$918.5m,$323.0m,-1.42%,1.40%,0.35,+0.0028%,-0.0011%,$2.2m
9,EOS-EOS,$1.41,-8.44%,$880.9m,$166.6m,-16.09%,0.72%,0.19,+0.0079%,+0.0003%,$2.8m
10,Litecoin-LTC,$55.14,-8.09%,$836.1m,$191.2m,-13.87%,0.83%,0.23,+0.0096%,-0.0006%,$2.9m
11,Optimism-OP,$1.11,-5.10%,$688.9m,$57.4m,-20.02%,0.25%,0.08,+0.0111%,+0.0089%,$1.8m
12,Cosmos-ATOM,$12.09,-4.56%,$655.6m,$116.8m,-15.51%,0.51%,0.18,-0.0024%,-0.0016%,$1.5m
13,NEAR Protocol-NEAR,$4.05,-2.53%,$639.5m,$88.9m,-0.27%,0.39%,0.14,+0.0040%,+0.0056%,$1.5m
14,Ravencoin-RVN,$0.0380,+5.06%,$636.3m,$30.1m,-9.01%,0.13%,0.05,+0.0164%,-0.0309%,$1.7m
15,Polkadot-DOT,$6.94,-4.74%,$622.5m,$258.8m,-7.05%,1.12%,0.42,-0.0052%,-0.0172%,$1.8m
16,Dogecoin-DOGE,$0.0589,-4.83%,$595.6m,$121.3m,-5.22%,0.53%,0.20,+0.0101%,+0.0023%,$2.3m
17,Chiliz-CHZ,$0.1878,-7.52%,$559.1m,$80.1m,-19.30%,0.35%,0.14,+0.0030%,+0.0048%,$2.0m
18,Filecoin-FIL,$5.66,-6.23%,$550.7m,$100.0m,-11.60%,0.43%,0.18,+0.0095%,+0.0023%,$2.5m
19,Curve DAO Token-CRV,$1.03,-4.22%,$476.1m,$54.9m,-3.56%,0.24%,0.12,+0.0049%,+0.0076%,$1.3m
20,Chainlink-LINK,$6.72,-7.16%,$423.9m,$101.1m,-18.28%,0.44%,0.24,+0.0068%,+0.0056%,$3.8m
