,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,551.69",-0.57%,$36.4b,$6.9b,+0.07%,30.03%,0.19,-0.0032%,-0.0011%,$82.3m
1,Bitcoin-BTC,"$19,834.56",+0.05%,$30.4b,$9.6b,-3.28%,41.75%,0.31,+0.0008%,-0.0042%,$29.7m
2,Ethereum Classic-ETC,$32.12,-0.44%,$1.5b,$373.7m,-3.66%,1.63%,0.24,+0.0011%,-0.0067%,$4.3m
3,Polygon-MATIC,$0.8643,-0.19%,$1.3b,$239.8m,+5.28%,1.05%,0.19,-0.0156%,-0.0128%,$3.0m
4,EOS-EOS,$1.49,+3.19%,$1.2b,$194.3m,+5.98%,0.85%,0.16,+0.0055%,-0.0053%,$2.7m
5,Solana-SOL,$30.91,-0.17%,$1.1b,$379.5m,-3.76%,1.66%,0.34,+0.0095%,-0.0004%,$2.5m
6,Litecoin-LTC,$60.64,+6.55%,$884.0m,$222.9m,+13.89%,0.97%,0.25,+0.0018%,+0.0049%,$2.6m
7,Optimism-OP,$1.22,+7.66%,$798.1m,$76.3m,+20.08%,0.33%,0.10,+0.0053%,+0.0055%,$1.4m
8,Chiliz-CHZ,$0.2124,+1.84%,$765.2m,$99.7m,+7.49%,0.44%,0.13,+0.0047%,+0.0135%,$1.2m
9,Cosmos-ATOM,$12.48,+3.58%,$706.4m,$133.0m,+3.84%,0.58%,0.19,-0.0045%,-0.0054%,$1.5m
10,Tellor-TRB,$18.90,-6.67%,$670.4m,$67.0m,+1.59%,0.29%,0.10,-0.5349%,-0.8783%,$795.3k
11,Binance Coin-BNB,$274.69,-0.08%,$668.8m,$257.7m,-7.45%,1.13%,0.39,+0.0052%,-0.0009%,$404.3k
12,Cardano-ADA,$0.4503,-0.54%,$566.8m,$264.9m,-3.17%,1.16%,0.47,+0.0095%,+0.0006%,$386.2k
13,Ripple-XRP,$0.3260,-0.91%,$561.1m,$316.3m,-2.15%,1.38%,0.56,+0.0109%,+0.0055%,$602.4k
14,Avalanche-AVAX,$18.73,-0.58%,$539.7m,$135.9m,-0.08%,0.59%,0.25,-0.0025%,-0.0222%,$1.1m
15,Polkadot-DOT,$7.29,+3.49%,$453.1m,$273.6m,+4.21%,1.20%,0.60,+0.0061%,+0.0023%,$921.7k
16,Chainlink-LINK,$6.82,+2.76%,$383.0m,$103.3m,+4.14%,0.45%,0.27,+0.0059%,+0.0081%,$893.4k
17,NEAR Protocol-NEAR,$4.12,-4.14%,$355.1m,$90.2m,-9.30%,0.39%,0.25,+0.0069%,+0.0025%,$866.4k
18,STEPN-GMT,$0.6673,-0.46%,$327.5m,$105.9m,-2.76%,0.46%,0.32,+0.0093%,+0.0004%,$937.9k
19,Dogecoin-DOGE,$0.0608,-1.33%,$326.1m,$121.1m,-1.30%,0.53%,0.37,+0.0096%,+0.0000%,$423.5k
20,Filecoin-FIL,$5.72,+0.42%,$284.6m,$99.3m,-1.57%,0.43%,0.35,+0.0073%,+0.0114%,$396.6k
21,Curve DAO Token-CRV,$1.09,-1.49%,$247.2m,$56.1m,-6.93%,0.24%,0.23,-0.0129%,-0.0141%,$595.3k
22,1000SHIB-1000SHIB,$0.0120,-0.26%,$240.9m,$37.9m,-4.44%,0.17%,0.16,+0.0030%,-0.0059%,$384.3k
23,1inch-1INCH,$0.7046,+6.63%,$237.2m,$32.3m,+60.43%,0.14%,0.14,-0.0536%,+0.0002%,$475.4k
24,Bitcoin Cash-BCH,$115.09,-0.43%,$220.5m,$163.8m,-1.91%,0.72%,0.74,-0.0046%,-0.0105%,$352.6k
25,Stargate Finance-STG,$0.6309,-0.80%,$212.0m,$17.3m,-10.62%,0.08%,0.08,-0.0894%,-0.1225%,$404.2k
26,ApeCoin-APE,$4.66,-0.92%,$211.3m,$66.1m,+0.32%,0.29%,0.31,+0.0023%,-0.0094%,$256.8k
27,yearn.finance-YFI,"$9,803.48",+8.64%,$207.5m,$45.8m,+27.40%,0.20%,0.22,+0.0086%,+0.0026%,$446.1k
28,Synthetix Network Token-SNX,$3.02,+2.02%,$181.1m,$38.5m,-0.39%,0.17%,0.21,-0.0118%,+0.0054%,$221.3k
