,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,598.10",+2.04%,$19.3b,$7.2b,+3.32%,29.90%,0.38,-0.0061%,-0.0057%,$33.0m
1,Bitcoin-BTC,"$19,824.81",-0.14%,$18.7b,$10.0b,-0.71%,41.35%,0.53,+0.0044%,+0.0030%,$9.9m
2,Ethereum Classic-ETC,$36.38,+12.66%,$3.0b,$592.7m,+53.56%,2.45%,0.20,-0.0179%,-0.0343%,$6.6m
3,Cardano-ADA,$0.4915,-1.96%,$945.4m,$315.4m,-11.57%,1.30%,0.33,+0.0063%,-0.0026%,$1.2m
4,Solana-SOL,$31.74,-0.36%,$767.1m,$388.2m,-1.74%,1.60%,0.51,+0.0091%,+0.0057%,$1.3m
5,Ravencoin-RVN,$0.0366,+20.92%,$681.9m,$30.3m,+169.82%,0.13%,0.04,-0.2766%,-0.2273%,$1.6m
6,EOS-EOS,$1.53,+3.31%,$592.0m,$194.0m,+3.06%,0.80%,0.33,+0.0080%,+0.0051%,$1.3m
7,Litecoin-LTC,$60.29,+1.75%,$548.5m,$223.8m,+1.68%,0.92%,0.41,+0.0128%,+0.0054%,$924.2k
8,Polygon-MATIC,$0.8769,-0.69%,$543.5m,$222.4m,-3.88%,0.92%,0.41,-0.0021%,-0.0045%,$577.5k
9,Binance Coin-BNB,$275.96,-0.85%,$504.2m,$267.3m,+1.80%,1.10%,0.53,-0.0037%,-0.0007%,$262.5k
10,Cosmos-ATOM,$12.69,-1.43%,$493.1m,$139.9m,-8.30%,0.58%,0.28,-0.0009%,-0.0175%,$955.6k
11,Chainlink-LINK,$7.23,+0.57%,$447.9m,$125.9m,+1.80%,0.52%,0.28,+0.0027%,+0.0087%,$477.1k
12,Polkadot-DOT,$7.49,+3.43%,$437.7m,$289.8m,+8.81%,1.20%,0.66,+0.0088%,+0.0068%,$505.7k
13,Ripple-XRP,$0.3281,-0.90%,$427.7m,$329.2m,+2.96%,1.36%,0.77,+0.0084%,+0.0066%,$425.8k
14,The Sandbox-SAND,$0.9481,-1.97%,$397.1m,$84.3m,-5.53%,0.35%,0.21,+0.0087%,+0.0054%,$642.0k
15,Avalanche-AVAX,$18.74,-1.43%,$380.8m,$144.7m,+3.51%,0.60%,0.38,-0.0071%,-0.0103%,$332.2k
16,Filecoin-FIL,$6.05,-2.90%,$370.3m,$113.8m,-8.66%,0.47%,0.31,+0.0105%,+0.0091%,$646.8k
17,Chiliz-CHZ,$0.2058,-2.62%,$335.0m,$99.2m,-1.49%,0.41%,0.30,+0.0132%,+0.0090%,$547.8k
18,1000SHIB-1000SHIB,$0.0124,-2.12%,$328.8m,$47.4m,-16.93%,0.20%,0.14,-0.0032%,-0.0045%,$491.9k
19,Optimism-OP,$1.16,+0.78%,$315.1m,$73.8m,+5.40%,0.30%,0.23,+0.0042%,+0.0031%,$566.8k
20,Dogecoin-DOGE,$0.0621,-1.61%,$292.0m,$128.3m,-0.18%,0.53%,0.44,+0.0107%,+0.0068%,$515.0k
21,STEPN-GMT,$0.6870,-0.83%,$261.4m,$111.2m,-2.86%,0.46%,0.43,+0.0032%,+0.0003%,$257.1k
22,Bitcoin Cash-BCH,$122.75,+4.70%,$246.7m,$190.2m,+12.19%,0.79%,0.77,-0.0020%,-0.0013%,$316.4k
23,NEAR Protocol-NEAR,$4.17,-0.27%,$207.7m,$89.9m,+0.10%,0.37%,0.43,+0.0034%,-0.0004%,$328.2k
24,Axie Infinity-AXS,$14.14,-2.33%,$194.1m,$85.4m,-7.83%,0.35%,0.44,-0.0106%,-0.0245%,$669.9k
25,Tellor-TRB,$18.18,-3.19%,$166.6m,$59.5m,-8.99%,0.25%,0.36,-0.1054%,-0.1066%,$131.1k
26,Unifi Protocol DAO-UNFI,$7.64,-4.60%,$150.8m,$22.4m,+2.20%,0.09%,0.15,+0.0030%,+0.0024%,$287.3k
27,ApeCoin-APE,$4.70,-1.30%,$150.4m,$68.0m,-1.33%,0.28%,0.45,+0.0025%,-0.0020%,$194.4k
28,Helium-HNT,$3.87,-9.26%,$145.9m,$22.0m,+3.73%,0.09%,0.15,+0.0028%,+0.0007%,$334.7k
29,Curve DAO Token-CRV,$1.09,-0.09%,$144.9m,$59.0m,-0.70%,0.24%,0.41,+0.0111%,+0.0146%,$79.8k
30,Fantom-FTM,$0.2624,-3.43%,$139.3m,$52.6m,+5.94%,0.22%,0.38,+0.0054%,+0.0083%,$230.6k
31,Decentraland-MANA,$0.7921,-1.94%,$98.8m,$40.9m,-8.48%,0.17%,0.41,+0.0074%,+0.0055%,$89.1k
32,Uniswap-UNI,$6.38,-1.02%,$95.8m,$47.9m,+0.85%,0.20%,0.50,+0.0090%,+0.0138%,$84.9k
33,Tron-TRX,$0.0627,-0.93%,$92.1m,$141.6m,-0.94%,0.58%,1.54,-0.0040%,-0.0040%,$10.7k
34,Ethereum Name Service-ENS,$14.15,+3.64%,$89.1m,$29.3m,+5.23%,0.12%,0.33,-0.0028%,-0.0066%,$114.1k
35,Waves-WAVES,$4.52,-1.23%,$88.6m,$52.8m,+0.43%,0.22%,0.60,+0.0079%,+0.0013%,$97.9k
36,Aave-AAVE,$89.45,+1.03%,$87.1m,$47.7m,+2.58%,0.20%,0.55,+0.0070%,-0.0074%,$20.7k
37,Stargate Finance-STG,$0.6048,-3.02%,$86.3m,$18.3m,+15.59%,0.08%,0.21,-0.2485%,-0.2557%,$167.6k
38,Monero-XMR,$156.29,+0.31%,$83.3m,$50.5m,+5.76%,0.21%,0.61,+0.0073%,-0.0041%,$30.7k
39,Gala-GALA,$0.0504,-1.75%,$77.0m,$35.0m,-3.77%,0.14%,0.45,+0.0046%,+0.0050%,$88.2k
40,SushiSwap-SUSHI,$1.20,+5.88%,$74.4m,$33.0m,+12.30%,0.14%,0.44,-0.0048%,-0.0246%,$127.1k
41,SHIBA INU-SHIB,$0.0000,-1.86%,$71.5m,$21.3m,-3.23%,0.09%,0.30,+0.0094%,+0.0027%,$300.7k
42,CertiK-CTK,$1.04,+2.71%,$68.0m,$12.3m,+11.07%,0.05%,0.18,+0.0046%,+0.0046%,$101.1k
43,THETA-THETA,$1.16,+0.20%,$66.1m,$23.5m,+5.30%,0.10%,0.36,+0.0121%,+0.0074%,$26.6k
44,yearn.finance-YFI,"$9,469.87",-0.10%,$63.0m,$38.6m,-2.75%,0.16%,0.61,+0.0026%,+0.0063%,$89.0k
45,Serum-SRM,$0.7934,-1.73%,$60.0m,$25.5m,-4.42%,0.11%,0.42,-0.0171%,-0.0410%,$54.1k
