,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,528.22",-1.40%,$35.0b,$6.9b,-1.96%,29.75%,0.20,-0.0068%,-0.0027%,$65.6m
1,Bitcoin-BTC,"$19,615.21",-2.25%,$27.4b,$9.9b,+2.41%,42.68%,0.36,-0.0004%,+0.0014%,$26.6m
2,Ethereum Classic-ETC,$31.87,-1.44%,$1.4b,$382.8m,-1.09%,1.65%,0.26,-0.0187%,-0.0205%,$3.2m
3,Solana-SOL,$30.55,-4.07%,$1.1b,$387.7m,+0.29%,1.67%,0.34,+0.0075%,+0.0069%,$1.6m
4,Tellor-TRB,$18.77,-11.09%,$1.0b,$64.4m,-10.99%,0.28%,0.06,-0.3921%,-0.5297%,$2.2m
5,EOS-EOS,$1.42,+3.10%,$991.6m,$181.0m,+6.29%,0.78%,0.18,+0.0060%,+0.0032%,$1.9m
6,Polygon-MATIC,$0.8485,+2.54%,$923.9m,$217.3m,+10.23%,0.94%,0.24,+0.0012%,+0.0067%,$1.6m
7,Binance Coin-BNB,$271.53,-3.44%,$800.8m,$272.4m,+4.42%,1.18%,0.34,-0.0010%,-0.0012%,$673.8k
8,Chiliz-CHZ,$0.2041,-4.55%,$771.1m,$93.5m,-14.52%,0.40%,0.12,+0.0064%,+0.0058%,$1.0m
9,Cosmos-ATOM,$11.96,+2.12%,$673.8m,$132.6m,+11.86%,0.57%,0.20,-0.0025%,-0.0074%,$1.0m
10,Cardano-ADA,$0.4453,-1.58%,$637.0m,$270.5m,-1.36%,1.17%,0.42,+0.0024%,+0.0042%,$1.2m
11,Litecoin-LTC,$55.06,+2.55%,$550.2m,$186.8m,+6.17%,0.81%,0.34,+0.0033%,+0.0037%,$756.6k
12,Avalanche-AVAX,$18.50,-4.68%,$548.4m,$135.0m,-2.55%,0.58%,0.25,+0.0011%,+0.0015%,$1.0m
13,NEAR Protocol-NEAR,$4.25,-1.18%,$496.5m,$100.0m,-10.27%,0.43%,0.20,+0.0040%,+0.0033%,$705.0k
14,Ripple-XRP,$0.3232,-0.93%,$487.8m,$319.2m,-0.70%,1.38%,0.65,+0.0041%,+0.0033%,$445.3k
15,Optimism-OP,$1.09,-5.14%,$383.5m,$61.0m,-4.09%,0.26%,0.16,+0.0168%,+0.0151%,$578.8k
16,Dogecoin-DOGE,$0.0610,-1.44%,$377.7m,$122.2m,+1.25%,0.53%,0.32,+0.0101%,+0.0084%,$696.5k
17,Curve DAO Token-CRV,$1.08,-5.35%,$329.8m,$58.1m,-11.72%,0.25%,0.18,+0.0022%,+0.0035%,$854.1k
18,Polkadot-DOT,$6.94,-1.65%,$305.5m,$259.7m,-0.53%,1.12%,0.85,-0.0037%,+0.0003%,$228.2k
19,STEPN-GMT,$0.6615,-1.68%,$286.7m,$107.7m,-0.16%,0.47%,0.38,-0.0081%,-0.0034%,$668.7k
20,Chainlink-LINK,$6.53,-1.71%,$276.3m,$98.0m,-5.01%,0.42%,0.35,+0.0113%,+0.0087%,$377.5k
21,Stargate Finance-STG,$0.6322,-10.55%,$247.4m,$19.2m,+47.26%,0.08%,0.08,-0.1940%,-0.1856%,$932.3k
22,Balancer-BAL,$7.58,+10.56%,$245.2m,$29.1m,+104.52%,0.13%,0.12,-0.1345%,-0.0074%,$663.3k
