,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,551.70",-2.63%,$20.1b,$6.9b,-2.10%,29.46%,0.34,-0.0100%,-0.0076%,$40.4m
1,Bitcoin-BTC,"$19,797.28",-0.33%,$15.4b,$9.9b,+4.20%,42.09%,0.64,-0.0007%,-0.0021%,$9.1m
2,Filecoin-FIL,$6.46,+11.83%,$1.2b,$154.2m,+55.21%,0.65%,0.13,-0.0017%,+0.0090%,$1.5m
3,Cardano-ADA,$0.4822,+5.73%,$914.0m,$315.0m,+16.86%,1.34%,0.34,+0.0007%,+0.0024%,$1.6m
4,EOS-EOS,$1.52,+0.34%,$906.1m,$197.0m,-1.44%,0.84%,0.22,+0.0017%,+0.0041%,$1.6m
5,Litecoin-LTC,$61.09,+0.54%,$886.3m,$239.1m,+8.44%,1.01%,0.27,+0.0031%,+0.0009%,$917.9k
6,Ethereum Classic-ETC,$32.39,-1.66%,$843.9m,$384.2m,-1.04%,1.63%,0.46,-0.0105%,-0.0098%,$2.4m
7,Chiliz-CHZ,$0.2170,+1.21%,$625.6m,$96.8m,-5.08%,0.41%,0.15,+0.0046%,+0.0068%,$587.3k
8,Polygon-MATIC,$0.8788,+0.09%,$601.8m,$237.7m,-5.71%,1.01%,0.39,-0.0041%,-0.0012%,$741.3k
9,Solana-SOL,$31.10,-0.78%,$575.2m,$389.3m,+1.99%,1.65%,0.68,+0.0040%,+0.0014%,$574.4k
10,Optimism-OP,$1.20,-2.99%,$458.8m,$73.2m,-9.00%,0.31%,0.16,+0.0023%,-0.0023%,$444.1k
11,Cosmos-ATOM,$12.42,-2.23%,$431.1m,$130.0m,-4.69%,0.55%,0.30,-0.0177%,-0.0124%,$656.8k
12,Binance Coin-BNB,$277.26,+0.03%,$387.5m,$260.7m,-0.11%,1.11%,0.67,+0.0013%,+0.0047%,$157.8k
13,Ripple-XRP,$0.3305,+1.01%,$379.2m,$320.6m,+1.18%,1.36%,0.85,-0.0023%,-0.0054%,$220.5k
14,Dogecoin-DOGE,$0.0626,+2.04%,$352.4m,$128.6m,+4.87%,0.55%,0.36,+0.0075%,+0.0040%,$554.4k
15,Axie Infinity-AXS,$15.06,+5.87%,$336.8m,$122.5m,+50.08%,0.52%,0.36,-0.0262%,-0.0295%,$339.0k
16,Tellor-TRB,$19.34,+1.79%,$331.0m,$70.5m,+10.25%,0.30%,0.21,-0.3990%,-0.4804%,$212.6k
17,Avalanche-AVAX,$18.84,-1.04%,$310.7m,$135.8m,+0.01%,0.58%,0.44,+0.0001%,-0.0070%,$251.7k
18,Polkadot-DOT,$7.27,-1.06%,$263.1m,$267.7m,-3.28%,1.14%,1.02,+0.0010%,-0.0033%,$125.7k
19,STEPN-GMT,$0.6734,-0.83%,$206.4m,$109.0m,+1.89%,0.46%,0.53,+0.0001%,+0.0000%,$136.4k
20,yearn.finance-YFI,"$9,723.56",-2.56%,$193.9m,$43.2m,-4.55%,0.18%,0.22,+0.0030%,+0.0111%,$454.7k
21,NEAR Protocol-NEAR,$4.17,-0.49%,$176.4m,$89.9m,-2.68%,0.38%,0.51,+0.0038%,+0.0023%,$158.4k
22,Chainlink-LINK,$6.81,-2.81%,$172.2m,$100.5m,-7.03%,0.43%,0.58,+0.0089%,+0.0050%,$362.7k
23,1000SHIB-1000SHIB,$0.0123,+1.39%,$165.7m,$40.4m,+7.02%,0.17%,0.24,+0.0100%,+0.0100%,$180.5k
24,Curve DAO Token-CRV,$1.07,-4.43%,$164.1m,$58.6m,+1.87%,0.25%,0.36,-0.0259%,-0.0350%,$256.0k
25,ApeCoin-APE,$4.75,+0.25%,$140.5m,$69.0m,+5.68%,0.29%,0.49,+0.0075%,-0.0030%,$108.1k
26,Bitcoin Cash-BCH,$117.87,+0.93%,$137.8m,$169.2m,+1.98%,0.72%,1.23,-0.0130%,-0.0196%,$83.6k
27,Unifi Protocol DAO-UNFI,$7.69,+2.03%,$118.0m,$22.2m,+16.14%,0.09%,0.19,+0.0100%,+0.0088%,$94.2k
28,Aave-AAVE,$86.77,-2.25%,$117.9m,$46.0m,-10.26%,0.19%,0.39,-0.0260%,-0.0183%,$80.2k
29,FOOTBALL-FOOTBALL,"$1,181.34",+1.74%,$108.6m,$8.8m,+15.78%,0.04%,0.08,+0.0100%,+0.0538%,$219.6k
30,The Sandbox-SAND,$0.9265,-0.56%,$107.3m,$77.2m,+4.32%,0.33%,0.72,+0.0004%,+0.0116%,$131.6k
31,Synthetix Network Token-SNX,$2.93,-4.42%,$101.9m,$35.4m,-11.83%,0.15%,0.35,-0.0127%,-0.0223%,$136.3k
32,1inch-1INCH,$0.6849,-4.20%,$90.6m,$26.3m,-22.99%,0.11%,0.29,+0.0070%,-0.0217%,$165.5k
33,Ethereum Name Service-ENS,$13.99,+1.93%,$87.4m,$29.5m,+13.19%,0.12%,0.34,-0.0032%,-0.0040%,$24.0k
34,Fantom-FTM,$0.2681,-0.34%,$83.2m,$48.2m,+2.12%,0.20%,0.58,+0.0088%,+0.0086%,$39.5k
35,Uniswap-UNI,$6.30,-2.36%,$74.8m,$47.4m,-6.05%,0.20%,0.63,-0.0090%,-0.0069%,$156.3k
36,SushiSwap-SUSHI,$1.11,+0.53%,$73.6m,$29.8m,+0.84%,0.13%,0.40,-0.0048%,+0.0006%,$50.2k
37,CertiK-CTK,$1.03,+7.60%,$70.6m,$13.0m,+39.19%,0.06%,0.18,-0.0244%,-0.0257%,$117.6k
38,ZCash-ZEC,$62.32,+3.67%,$65.7m,$23.5m,+11.68%,0.10%,0.36,+0.0015%,-0.0090%,$72.5k
39,Gala-GALA,$0.0501,+0.39%,$61.8m,$35.6m,+4.40%,0.15%,0.58,+0.0090%,+0.0071%,$39.0k
40,Decentraland-MANA,$0.7801,+0.30%,$60.5m,$39.1m,+0.34%,0.17%,0.65,-0.0091%,-0.0027%,$51.7k
41,Helium-HNT,$4.53,-1.43%,$59.6m,$15.7m,+7.31%,0.07%,0.26,-0.0068%,-0.0071%,$78.4k
42,Monero-XMR,$153.66,+1.82%,$58.7m,$45.3m,+9.07%,0.19%,0.77,-0.0903%,-0.0885%,$6.5k
43,THETA-THETA,$1.14,+0.43%,$56.3m,$22.3m,+2.84%,0.09%,0.40,-0.0002%,+0.0008%,$25.2k
44,Stargate Finance-STG,$0.6352,-2.44%,$55.8m,$15.5m,-15.40%,0.07%,0.28,-0.0210%,-0.0340%,$103.0k
45,Flamingo-FLM,$0.1202,+3.76%,$55.8m,$21.0m,+14.95%,0.09%,0.38,-0.0960%,-0.1166%,$28.5k
46,dYdX-DYDX,$1.55,-0.60%,$54.9m,$37.1m,-0.81%,0.16%,0.68,+0.0040%,+0.0059%,$11.8k
47,Celsius-CEL,$1.42,+1.31%,$53.7m,$26.3m,-0.39%,0.11%,0.49,-0.0298%,-0.0456%,$297.8k
48,Flow (Dapper labs)-FLOW,$1.94,-1.96%,$52.9m,$27.0m,-4.05%,0.11%,0.51,+0.0008%,+0.0033%,$86.4k
49,Tron-TRX,$0.0629,+0.43%,$52.9m,$139.4m,+2.11%,0.59%,2.63,-0.0089%,-0.0024%,$5.0k
50,Algorand-ALGO,$0.3014,+0.41%,$52.6m,$29.6m,+2.54%,0.13%,0.56,+0.0064%,+0.0047%,$20.0k
51,Waves-WAVES,$4.50,-0.02%,$50.6m,$52.7m,+1.82%,0.22%,1.04,+0.0052%,+0.0035%,$64.5k
52,Kyber Network Crystal-KNC,$1.74,-2.15%,$49.6m,$19.5m,-10.23%,0.08%,0.39,+0.0089%,+0.0018%,$47.1k
53,Balancer-BAL,$7.33,-2.50%,$48.0m,$20.5m,-7.19%,0.09%,0.43,-0.0077%,-0.0086%,$74.0k
54,ConstitutionDAO-PEOPLE,$0.0205,+1.25%,$46.8m,$26.2m,+4.35%,0.11%,0.56,-0.0056%,-0.0109%,$123.0k
55,Lido DAO Token-LDO,$2.04,-3.97%,$46.6m,$17.4m,-8.14%,0.07%,0.37,-0.0021%,-0.0026%,$65.5k
56,Terra-LUNA,$1.84,-1.59%,$43.8m,$7.4m,-1.58%,0.03%,0.17,+0.0088%,+0.0123%,$84.7k
57,SHIBA INU-SHIB,$0.0000,+1.14%,$43.0m,$20.1m,+2.21%,0.09%,0.47,+0.0104%,+0.0126%,$98.7k
58,Coin98-C98,$0.4368,+4.24%,$41.3m,$16.3m,+17.50%,0.07%,0.40,+0.0066%,+0.0049%,$38.1k
59,THORChain-RUNE,$1.89,-0.89%,$37.6m,$22.2m,+8.04%,0.09%,0.59,+0.0084%,+0.0084%,$22.3k
60,Compound-COMP,$47.68,+3.11%,$35.8m,$23.7m,+5.04%,0.10%,0.66,-0.0012%,+0.0036%,$28.1k
61,Tezos-XTZ,$1.51,+0.03%,$34.7m,$27.6m,+5.70%,0.12%,0.80,-0.0076%,-0.0142%,$7.1k
62,BitDAO-BIT,$0.6196,-6.64%,$33.0m,$24.6m,-8.50%,0.10%,0.74,-0.1522%,-0.1512%,$454.7k
63,Dash-DASH,$46.56,+2.64%,$31.4m,$15.1m,+8.20%,0.06%,0.48,+0.0026%,+0.0098%,$13.1k
64,Oasis Network-ROSE,$0.0635,-1.67%,$30.5m,$11.9m,+0.47%,0.05%,0.39,+0.0081%,+0.0082%,$29.5k
65,1000XEC-1000XEC,$0.0442,-2.45%,$29.8m,$8.7m,-14.55%,0.04%,0.29,+0.0100%,+0.0100%,$20.0k
66,Stellar Lumens-XLM,$0.1044,+0.30%,$29.2m,$35.8m,+1.29%,0.15%,1.23,-0.0007%,+0.0095%,$25.7k
