,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,791.51",-0.14%,$12.0b,$10.2b,+3.55%,42.47%,0.85,-0.0016%,+0.0027%,$5.9m
1,Ethereum-ETH,"$1,555.95",+0.25%,$11.5b,$7.0b,+1.29%,29.26%,0.61,-0.0035%,-0.0006%,$9.4m
2,Cardano-ADA,$0.4960,+5.99%,$1.2b,$352.0m,+23.49%,1.47%,0.28,-0.0324%,-0.0318%,$2.3m
3,Filecoin-FIL,$6.23,-3.30%,$878.7m,$130.0m,-8.24%,0.54%,0.15,-0.0064%,-0.0068%,$1.2m
4,Ethereum Classic-ETC,$32.04,-0.86%,$624.8m,$384.3m,+0.72%,1.61%,0.62,-0.0037%,-0.0134%,$1.0m
5,Solana-SOL,$31.68,+1.90%,$512.9m,$396.0m,+2.05%,1.66%,0.77,+0.0044%,+0.0098%,$727.3k
6,EOS-EOS,$1.48,-2.79%,$499.5m,$187.8m,-5.36%,0.79%,0.38,+0.0038%,+0.0075%,$620.8k
7,Litecoin-LTC,$60.11,-0.43%,$495.8m,$229.4m,-1.73%,0.96%,0.46,+0.0104%,+0.0065%,$623.7k
8,Axie Infinity-AXS,$14.47,-2.13%,$474.9m,$95.8m,-3.88%,0.40%,0.20,-0.0007%,-0.0211%,$743.4k
9,Cosmos-ATOM,$12.85,+4.93%,$467.2m,$150.1m,+20.29%,0.63%,0.32,-0.0075%,-0.0011%,$648.1k
10,Polygon-MATIC,$0.8801,+0.74%,$434.1m,$235.5m,-0.50%,0.99%,0.54,-0.0049%,+0.0027%,$276.2k
11,Chiliz-CHZ,$0.2128,-4.67%,$382.0m,$98.2m,-7.58%,0.41%,0.26,+0.0092%,+0.0080%,$487.0k
12,1000SHIB-1000SHIB,$0.0131,+7.67%,$334.6m,$64.6m,+64.44%,0.27%,0.19,+0.0087%,+0.0087%,$494.1k
13,Dogecoin-DOGE,$0.0632,+2.21%,$328.9m,$132.8m,+5.78%,0.56%,0.40,+0.0127%,+0.0124%,$503.2k
14,Binance Coin-BNB,$278.34,+0.83%,$326.5m,$261.8m,+0.36%,1.10%,0.80,+0.0048%,+0.0057%,$56.0k
15,Optimism-OP,$1.16,-2.80%,$318.8m,$69.1m,-3.56%,0.29%,0.22,+0.0037%,+0.0039%,$322.8k
16,Ripple-XRP,$0.3300,+0.54%,$255.9m,$319.6m,+0.49%,1.34%,1.25,+0.0030%,+0.0074%,$148.0k
17,Tellor-TRB,$18.31,-4.45%,$248.1m,$67.6m,-4.41%,0.28%,0.27,-0.2522%,-0.3302%,$172.5k
