,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,632.81",+6.01%,$39.3b,$7.3b,+6.19%,30.95%,0.19,-0.0045%,-0.0033%,$93.8m
1,Bitcoin-BTC,"$19,253.75",+2.09%,$28.2b,$9.6b,-2.64%,40.71%,0.34,+0.0003%,-0.0001%,$33.8m
2,Ethereum Classic-ETC,$36.76,+4.85%,$4.4b,$499.2m,+0.04%,2.11%,0.11,-0.0018%,-0.0036%,$11.5m
3,EOS-EOS,$1.61,+2.63%,$2.1b,$221.8m,+3.00%,0.94%,0.11,+0.0099%,+0.0107%,$4.7m
4,Solana-SOL,$33.36,+6.51%,$1.5b,$409.5m,+9.23%,1.73%,0.27,+0.0123%,+0.0116%,$2.9m
5,Helium-HNT,$4.90,+0.60%,$1.3b,$35.3m,-4.76%,0.15%,0.03,-0.0636%,+0.0045%,$2.0m
6,Cosmos-ATOM,$13.81,+14.78%,$937.2m,$175.2m,+58.48%,0.74%,0.19,+0.0111%,-0.0131%,$2.4m
7,Binance Coin-BNB,$280.44,+5.18%,$808.9m,$281.5m,+2.14%,1.19%,0.35,+0.0081%,+0.0062%,$733.0k
8,Cardano-ADA,$0.4722,+1.60%,$777.8m,$276.4m,-1.95%,1.17%,0.36,+0.0106%,+0.0076%,$841.9k
9,Ripple-XRP,$0.3337,+2.87%,$721.0m,$321.7m,-0.34%,1.36%,0.45,+0.0051%,+0.0022%,$1.2m
10,NEAR Protocol-NEAR,$4.59,+10.31%,$671.0m,$123.1m,+35.20%,0.52%,0.18,+0.0014%,+0.0071%,$1.6m
11,Polygon-MATIC,$0.8365,+2.48%,$605.4m,$188.0m,-0.62%,0.79%,0.31,+0.0043%,+0.0051%,$876.3k
12,Avalanche-AVAX,$18.95,+1.92%,$527.2m,$132.0m,+2.20%,0.56%,0.25,+0.0143%,+0.0082%,$631.2k
13,Bitcoin Cash-BCH,$127.73,+12.66%,$508.4m,$204.7m,+23.74%,0.86%,0.40,-0.0007%,+0.0024%,$995.8k
14,Litecoin-LTC,$57.41,+4.19%,$507.6m,$189.3m,-1.14%,0.80%,0.37,-0.0051%,+0.0005%,$419.5k
15,Polkadot-DOT,$7.27,+2.35%,$462.3m,$265.4m,+0.61%,1.12%,0.57,-0.0005%,-0.0026%,$584.5k
16,Stargate Finance-STG,$0.7713,+8.20%,$421.7m,$27.7m,-15.49%,0.12%,0.07,+0.0055%,+0.0056%,$916.4k
17,Chiliz-CHZ,$0.1872,-0.39%,$391.5m,$76.8m,+1.34%,0.32%,0.20,+0.0077%,+0.0072%,$556.7k
18,Chainlink-LINK,$7.38,+8.94%,$378.8m,$116.6m,+13.09%,0.49%,0.31,+0.0087%,+0.0054%,$687.1k
19,Optimism-OP,$1.16,+4.68%,$375.1m,$57.3m,-6.45%,0.24%,0.15,+0.0000%,+0.0097%,$682.3k
20,Filecoin-FIL,$5.80,+0.88%,$325.0m,$104.3m,+1.49%,0.44%,0.32,+0.0078%,+0.0090%,$723.8k
21,Dogecoin-DOGE,$0.0607,+1.34%,$318.4m,$119.8m,+0.42%,0.51%,0.38,+0.0131%,+0.0047%,$415.5k
22,Curve DAO Token-CRV,$1.14,+7.92%,$318.1m,$60.9m,+9.25%,0.26%,0.19,+0.0109%,-0.0030%,$1.0m
23,STEPN-GMT,$0.6484,+1.92%,$251.2m,$103.6m,-1.30%,0.44%,0.41,+0.0015%,+0.0061%,$290.6k
24,ApeCoin-APE,$4.46,+3.60%,$234.4m,$62.8m,-1.68%,0.27%,0.27,-0.0071%,+0.0021%,$522.3k
25,1000SHIB-1000SHIB,$0.0121,+0.34%,$231.5m,$43.2m,+3.31%,0.18%,0.19,+0.0100%,+0.0081%,$354.9k
26,Axie Infinity-AXS,$13.73,+2.87%,$206.4m,$81.2m,+3.88%,0.34%,0.39,-0.0191%,-0.0202%,$177.0k
27,Terra Classic-LUNC,$0.0005,+26.07%,$198.0m,$29.3m,+453.03%,0.12%,0.15,-0.0199%,-0.0400%,$983.1k
28,The Sandbox-SAND,$0.9078,+3.08%,$196.4m,$72.7m,-1.00%,0.31%,0.37,+0.0074%,+0.0044%,$229.6k
29,Fantom-FTM,$0.2528,+1.20%,$168.9m,$47.0m,-3.23%,0.20%,0.28,+0.0057%,+0.0088%,$171.1k
30,Tellor-TRB,$16.35,+0.58%,$163.9m,$38.5m,-11.00%,0.16%,0.24,-0.0227%,+0.0008%,$255.5k
31,Ethereum Name Service-ENS,$15.42,+12.75%,$155.3m,$37.1m,+39.95%,0.16%,0.24,+0.0077%,+0.0023%,$201.3k
32,Tron-TRX,$0.0606,-0.02%,$151.1m,$141.8m,+0.03%,0.60%,0.94,-0.0082%,-0.0177%,$358.4k
33,Ravencoin-RVN,$0.0360,-1.78%,$141.6m,$17.8m,-14.88%,0.07%,0.13,-0.0013%,+0.0070%,$292.0k
34,iExec RLC-RLC,$1.22,+7.74%,$136.6m,$7.5m,+29.36%,0.03%,0.06,-0.0140%,-0.0060%,$374.3k
35,Aave-AAVE,$88.64,+5.98%,$128.7m,$45.9m,+4.80%,0.19%,0.36,+0.0073%,+0.0045%,$166.9k
36,SushiSwap-SUSHI,$1.24,+9.43%,$117.0m,$31.3m,+15.78%,0.13%,0.27,+0.0065%,+0.0019%,$223.8k
37,Terra-LUNA,$1.95,+3.24%,$112.8m,$7.6m,+14.62%,0.03%,0.07,-0.0180%,-0.0197%,$388.0k
38,Balancer-BAL,$7.49,+10.39%,$111.9m,$19.1m,+36.73%,0.08%,0.17,+0.0088%,+0.0066%,$226.6k
39,dYdX-DYDX,$1.44,+1.67%,$107.9m,$36.1m,-0.27%,0.15%,0.33,+0.0025%,-0.0011%,$134.3k
40,Uniswap-UNI,$6.11,+3.00%,$107.7m,$45.0m,-0.44%,0.19%,0.42,-0.0027%,-0.0042%,$56.2k
