,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,570.05",-1.87%,$35.0b,$7.0b,-3.82%,30.25%,0.20,-0.0037%,-0.0036%,$66.0m
1,Bitcoin-BTC,"$19,997.02",-1.83%,$27.3b,$9.7b,-1.82%,41.85%,0.35,+0.0006%,+0.0014%,$21.4m
2,Ethereum Classic-ETC,$32.16,-2.80%,$1.5b,$389.7m,-2.29%,1.69%,0.27,-0.0165%,-0.0130%,$3.4m
3,Solana-SOL,$31.25,-4.52%,$1.1b,$390.3m,-2.65%,1.69%,0.34,+0.0074%,+0.0073%,$1.5m
4,Tellor-TRB,$19.17,-11.73%,$1.1b,$64.5m,-9.75%,0.28%,0.06,-0.5611%,-0.3647%,$2.2m
5,EOS-EOS,$1.44,+2.01%,$935.5m,$189.5m,+6.68%,0.82%,0.20,+0.0079%,+0.0051%,$1.9m
6,Chiliz-CHZ,$0.2090,-2.30%,$864.1m,$97.1m,-9.68%,0.42%,0.11,+0.0072%,+0.0060%,$1.1m
7,Polygon-MATIC,$0.8487,+0.71%,$791.0m,$208.2m,+2.52%,0.90%,0.26,+0.0035%,-0.0036%,$1.4m
8,Binance Coin-BNB,$277.63,-2.92%,$742.2m,$267.4m,+0.56%,1.16%,0.36,+0.0025%,+0.0020%,$521.8k
9,NEAR Protocol-NEAR,$4.29,-2.54%,$676.8m,$99.8m,-14.44%,0.43%,0.15,+0.0029%,+0.0027%,$1.0m
10,Cosmos-ATOM,$12.16,+0.95%,$636.6m,$132.4m,+8.04%,0.57%,0.21,+0.0001%,+0.0043%,$1.1m
11,Cardano-ADA,$0.4533,-1.73%,$630.4m,$275.8m,-2.21%,1.19%,0.44,+0.0027%,+0.0012%,$1.1m
12,Avalanche-AVAX,$18.99,-4.44%,$549.7m,$134.7m,-5.30%,0.58%,0.25,-0.0018%,+0.0029%,$939.9k
13,Ripple-XRP,$0.3262,-1.25%,$495.8m,$319.9m,-2.62%,1.38%,0.65,+0.0024%,+0.0058%,$580.2k
14,Litecoin-LTC,$55.94,+2.89%,$477.4m,$192.5m,+8.03%,0.83%,0.40,+0.0006%,+0.0041%,$611.6k
15,Optimism-OP,$1.12,-4.42%,$380.3m,$62.5m,-7.06%,0.27%,0.16,+0.0157%,+0.0131%,$505.4k
