,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,558.66",-1.24%,$14.5b,$6.9b,+0.16%,29.38%,0.48,-0.0032%,-0.0047%,$25.2m
1,Bitcoin-BTC,"$19,814.80",-1.06%,$11.6b,$10.0b,+4.02%,42.25%,0.86,-0.0018%,-0.0025%,$6.3m
2,Filecoin-FIL,$6.41,+9.21%,$1.3b,$149.2m,+47.03%,0.63%,0.11,+0.0149%,+0.0055%,$1.6m
3,Cardano-ADA,$0.4767,+4.21%,$1.0b,$315.2m,+17.58%,1.34%,0.31,-0.0024%,-0.0142%,$1.9m
4,Litecoin-LTC,$59.40,-2.45%,$757.1m,$227.9m,-1.68%,0.97%,0.30,-0.0018%,+0.0019%,$888.4k
5,EOS-EOS,$1.52,-1.12%,$721.4m,$194.4m,-3.09%,0.82%,0.27,+0.0087%,+0.0061%,$1.1m
6,Ethereum Classic-ETC,$32.19,-1.40%,$640.7m,$379.5m,+0.84%,1.61%,0.59,-0.0083%,-0.0076%,$291.0k
7,Chiliz-CHZ,$0.2168,-1.76%,$539.6m,$96.8m,-5.47%,0.41%,0.18,+0.0055%,+0.0043%,$562.2k
8,Polygon-MATIC,$0.8912,+1.04%,$508.3m,$241.1m,+2.07%,1.02%,0.47,+0.0059%,+0.0050%,$433.6k
9,Solana-SOL,$31.16,-0.21%,$454.0m,$389.9m,+1.18%,1.65%,0.86,-0.0005%,-0.0002%,$186.7k
10,Cosmos-ATOM,$12.51,-1.92%,$444.5m,$132.9m,+1.09%,0.56%,0.30,+0.0006%,-0.0044%,$598.9k
11,Axie Infinity-AXS,$15.03,+5.00%,$428.1m,$119.0m,+47.40%,0.50%,0.28,-0.0272%,-0.0348%,$586.3k
12,Optimism-OP,$1.21,-2.31%,$353.9m,$73.9m,-0.63%,0.31%,0.21,+0.0061%,+0.0081%,$347.1k
13,Dogecoin-DOGE,$0.0627,+1.71%,$350.7m,$127.3m,+4.34%,0.54%,0.36,+0.0075%,+0.0130%,$511.8k
14,Tellor-TRB,$18.71,-1.83%,$304.3m,$68.0m,-2.52%,0.29%,0.22,-0.4264%,-0.3688%,$209.7k
15,Ripple-XRP,$0.3300,+0.00%,$292.5m,$319.2m,-0.13%,1.35%,1.09,-0.0026%,-0.0018%,$154.7k
16,Binance Coin-BNB,$277.87,-0.09%,$289.5m,$260.5m,-0.22%,1.10%,0.90,+0.0054%,+0.0065%,$74.2k
17,Avalanche-AVAX,$18.95,-0.02%,$254.1m,$137.1m,-0.23%,0.58%,0.54,-0.0051%,-0.0020%,$142.0k
18,Polkadot-DOT,$7.34,+0.54%,$224.4m,$269.0m,-0.89%,1.14%,1.20,-0.0001%,+0.0022%,$120.0k
19,STEPN-GMT,$0.6784,+0.61%,$175.8m,$110.0m,+2.25%,0.47%,0.63,+0.0005%,-0.0050%,$108.2k
20,1000SHIB-1000SHIB,$0.0123,+0.58%,$151.3m,$39.7m,+2.98%,0.17%,0.26,+0.0100%,+0.0100%,$230.4k
21,Bitcoin Cash-BCH,$117.64,+0.92%,$141.3m,$169.8m,+3.62%,0.72%,1.20,-0.0104%,-0.0062%,$68.7k
22,Chainlink-LINK,$6.89,-0.73%,$141.1m,$100.6m,-2.44%,0.43%,0.71,+0.0033%,+0.0088%,$185.6k
23,NEAR Protocol-NEAR,$4.17,-0.73%,$133.3m,$89.4m,-1.18%,0.38%,0.67,+0.0038%,+0.0073%,$103.5k
24,ApeCoin-APE,$4.75,+0.61%,$129.9m,$68.5m,+2.05%,0.29%,0.53,-0.0031%,+0.0035%,$188.9k
25,Curve DAO Token-CRV,$1.07,-2.85%,$123.3m,$58.6m,+1.60%,0.25%,0.48,-0.0090%,+0.0029%,$181.3k
26,Unifi Protocol DAO-UNFI,$7.75,+2.41%,$113.9m,$22.0m,+4.36%,0.09%,0.19,+0.0096%,+0.0100%,$69.3k
27,yearn.finance-YFI,"$9,745.49",-2.68%,$107.3m,$42.3m,-11.78%,0.18%,0.39,+0.0086%,-0.0129%,$210.8k
28,The Sandbox-SAND,$0.9312,+0.21%,$98.5m,$77.8m,+3.67%,0.33%,0.79,+0.0100%,+0.0060%,$87.3k
29,Synthetix Network Token-SNX,$3.01,-0.56%,$88.4m,$36.6m,-3.90%,0.16%,0.41,-0.0317%,-0.0177%,$124.8k
30,Aave-AAVE,$87.18,-1.14%,$87.4m,$45.8m,-4.78%,0.19%,0.52,-0.0155%,-0.0226%,$6.2k
31,Helium-HNT,$4.25,-5.91%,$87.2m,$18.5m,+18.04%,0.08%,0.21,+0.0017%,+0.0042%,$266.0k
32,FOOTBALL-FOOTBALL,"$1,181.23",-0.34%,$85.8m,$8.2m,-7.32%,0.03%,0.10,+0.1136%,+0.1185%,$150.6k
33,Ethereum Name Service-ENS,$13.90,+0.23%,$80.4m,$29.2m,+9.44%,0.12%,0.36,-0.0018%,-0.0019%,$14.2k
34,Fantom-FTM,$0.2674,-1.16%,$70.2m,$48.8m,+1.52%,0.21%,0.69,+0.0061%,+0.0114%,$30.5k
35,ZCash-ZEC,$62.63,+3.81%,$66.4m,$23.7m,+10.13%,0.10%,0.36,-0.0040%,+0.0142%,$48.5k
36,CertiK-CTK,$0.9943,-0.63%,$63.9m,$11.2m,+8.61%,0.05%,0.18,+0.0100%,+0.0100%,$117.4k
37,SushiSwap-SUSHI,$1.16,+3.71%,$62.8m,$30.6m,+4.22%,0.13%,0.49,-0.0064%,-0.0160%,$35.4k
38,Flamingo-FLM,$0.1184,+1.07%,$58.3m,$20.7m,+9.91%,0.09%,0.36,-0.2332%,-0.2930%,$36.3k
39,Decentraland-MANA,$0.7851,+1.19%,$57.4m,$39.6m,+1.93%,0.17%,0.69,+0.0097%,+0.0135%,$52.8k
40,1inch-1INCH,$0.6862,-2.49%,$55.6m,$25.8m,-11.82%,0.11%,0.46,-0.0147%,+0.0111%,$119.1k
41,Uniswap-UNI,$6.33,-0.51%,$55.6m,$47.4m,-0.90%,0.20%,0.85,-0.0062%,+0.0096%,$19.7k
42,Celsius-CEL,$1.50,+5.21%,$55.5m,$27.7m,+4.71%,0.12%,0.50,-0.1325%,-0.1260%,$330.5k
43,Gala-GALA,$0.0503,+0.81%,$51.7m,$35.4m,+2.08%,0.15%,0.68,+0.0070%,+0.0097%,$9.8k
44,Monero-XMR,$155.20,+1.43%,$51.7m,$45.5m,+6.93%,0.19%,0.88,-0.0722%,-0.0956%,$16.2k
45,Tron-TRX,$0.0631,+0.66%,$51.5m,$140.0m,+1.81%,0.59%,2.72,-0.0032%,-0.0041%,$1.8k
46,Stargate Finance-STG,$0.6170,-5.79%,$49.1m,$14.8m,-16.11%,0.06%,0.30,-0.0764%,-0.0808%,$51.7k
47,Balancer-BAL,$7.22,-4.53%,$47.3m,$18.9m,-13.98%,0.08%,0.40,-0.0010%,-0.0102%,$115.0k
48,THETA-THETA,$1.15,+0.84%,$46.8m,$22.2m,-0.10%,0.09%,0.47,+0.0055%,+0.0043%,$5.0k
49,dYdX-DYDX,$1.56,+1.12%,$46.5m,$37.8m,+1.64%,0.16%,0.81,-0.0063%,-0.0056%,$4.4k
50,Flow (Dapper labs)-FLOW,$1.94,-0.89%,$45.6m,$26.7m,-1.72%,0.11%,0.59,+0.0042%,+0.0041%,$65.6k
51,Waves-WAVES,$4.54,+1.05%,$44.8m,$53.0m,+1.82%,0.23%,1.18,+0.0071%,+0.0107%,$34.4k
52,Terra-LUNA,$1.85,-1.25%,$42.9m,$7.2m,-1.93%,0.03%,0.17,+0.0127%,+0.0116%,$100.3k
53,Kyber Network Crystal-KNC,$1.70,-3.44%,$42.6m,$18.9m,-9.53%,0.08%,0.44,-0.0137%,-0.0076%,$54.6k
54,Algorand-ALGO,$0.3049,+0.83%,$40.4m,$29.9m,+1.86%,0.13%,0.74,+0.0029%,+0.0048%,$5.4k
55,Coin98-C98,$0.4408,+1.34%,$39.9m,$16.0m,+9.71%,0.07%,0.40,+0.0067%,+0.0074%,$42.0k
56,ConstitutionDAO-PEOPLE,$0.0208,+2.02%,$39.3m,$27.0m,+3.55%,0.11%,0.69,-0.0048%,+0.0183%,$21.1k
57,Compound-COMP,$47.87,+3.52%,$37.8m,$23.8m,+4.90%,0.10%,0.63,+0.0042%,-0.0067%,$32.3k
58,SHIBA INU-SHIB,$0.0000,+0.57%,$37.8m,$20.1m,+0.96%,0.09%,0.53,+0.0120%,+0.0096%,$50.3k
59,Lido DAO Token-LDO,$2.02,-6.50%,$37.2m,$17.7m,-8.48%,0.08%,0.48,-0.0260%,-0.0251%,$50.6k
60,Enjin Coin-ENJ,$0.5266,+3.45%,$35.0m,$15.3m,+8.91%,0.07%,0.44,+0.0039%,-0.0003%,$92.6k
61,THORChain-RUNE,$1.89,-1.02%,$31.6m,$22.0m,+5.71%,0.09%,0.70,+0.0083%,+0.0086%,$7.5k
62,Tezos-XTZ,$1.52,+1.53%,$31.1m,$27.6m,+5.52%,0.12%,0.89,-0.0149%,-0.0042%,$7.7k
63,Dash-DASH,$46.66,+2.11%,$30.1m,$15.4m,+7.34%,0.07%,0.51,+0.0119%,+0.0040%,$14.1k
64,BitDAO-BIT,$0.6275,-3.56%,$29.3m,$24.9m,-8.49%,0.11%,0.85,-0.1406%,-0.1404%,$423.9k
65,Oasis Network-ROSE,$0.0627,-3.78%,$27.8m,$12.1m,+0.94%,0.05%,0.44,+0.0069%,+0.0073%,$47.3k
66,1000XEC-1000XEC,$0.0444,-3.14%,$27.5m,$8.5m,-13.20%,0.04%,0.31,-0.1342%,-0.1136%,$28.3k
67,Stellar Lumens-XLM,$0.1053,+0.31%,$24.5m,$35.6m,+1.17%,0.15%,1.45,+0.0054%,+0.0076%,$4.3k
68,Aragon-ANT,$1.82,+3.04%,$23.9m,$6.2m,+13.07%,0.03%,0.26,-0.0081%,+0.0122%,$62.2k
69,Kusama-KSM,$49.01,+2.25%,$22.6m,$15.8m,+2.01%,0.07%,0.70,-0.0153%,+0.0025%,$22.1k
70,Internet Computer-ICP,$6.50,+3.03%,$22.5m,$13.6m,+4.21%,0.06%,0.60,+0.0099%,-0.0023%,$23.1k
71,Elrond-EGLD,$51.02,-2.45%,$21.5m,$16.2m,+2.84%,0.07%,0.75,+0.0047%,+0.0100%,$30.6k
72,Chromia-CHR,$0.1752,-1.82%,$20.7m,$9.0m,-3.01%,0.04%,0.44,-0.0008%,+0.0014%,$50.4k
73,Kava-KAVA,$1.68,-2.17%,$20.4m,$11.6m,+1.83%,0.05%,0.57,+0.0045%,+0.0063%,$43.9k
74,iExec RLC-RLC,$1.13,+1.56%,$19.7m,$6.8m,+0.59%,0.03%,0.35,-0.1778%,-0.1890%,$8.8k
75,The Graph-GRT,$0.1016,-1.68%,$19.5m,$22.1m,+1.13%,0.09%,1.13,+0.0040%,-0.0052%,$6.1k
76,Zilliqa-ZIL,$0.0357,-0.41%,$19.5m,$23.1m,+1.97%,0.10%,1.19,+0.0075%,+0.0077%,$5.6k
77,NEM-XEM,$0.0437,-0.94%,$19.1m,$8.7m,+0.22%,0.04%,0.46,-0.0091%,+0.0400%,$6.0k
78,BinaryX-BNX,$136.44,+1.26%,$18.6m,$28.7m,+9.07%,0.12%,1.55,+0.0100%,+0.0100%,$6.8k
79,Terra Classic-LUNC,$0.0003,+11.62%,$18.4m,$1.5m,+20.18%,0.01%,0.08,+0.0100%,+0.0100%,$47.5k
80,NEO-NEO,$9.15,+1.03%,$18.3m,$14.1m,+0.57%,0.06%,0.77,-0.0065%,-0.0045%,$306.5
81,VeChain-VET,$0.0242,+0.25%,$17.8m,$16.3m,+1.75%,0.07%,0.92,+0.0081%,+0.0079%,$55.4
82,Serum-SRM,$0.7807,-0.11%,$17.6m,$24.9m,+1.34%,0.11%,1.42,-0.0083%,-0.0002%,$4.0k
83,Bluzelle-BLZ,$0.0952,-1.53%,$17.3m,$7.3m,-1.50%,0.03%,0.42,+0.0100%,+0.0100%,$6.1k
84,Reserve Rights-RSR,$0.0062,+0.25%,$17.2m,$15.0m,-2.14%,0.06%,0.87,+0.0116%,+0.0178%,$1.8k
85,Gitcoin-GTC,$2.24,+1.26%,$16.9m,$4.3m,+5.12%,0.02%,0.25,+0.0100%,+0.0100%,$38.4k
86,Jasmy-JASMY,$0.0087,-0.63%,$16.8m,$11.7m,+4.01%,0.05%,0.70,+0.0084%,+0.0153%,$459.6
87,Loopring-LRC,$0.3543,-0.08%,$16.5m,$13.3m,+0.86%,0.06%,0.81,+0.0008%,+0.0057%,$2.0k
88,Harmony-ONE,$0.0202,-1.47%,$15.9m,$14.3m,+1.44%,0.06%,0.90,+0.0049%,+0.0065%,$18.9k
89,FTX Token-FTT,$26.16,-0.83%,$15.3m,$67.5m,-0.92%,0.29%,4.42,+0.0072%,+0.0071%,$9.4k
90,Ankr-ANKR,$0.0349,+0.14%,$15.0m,$14.6m,-2.52%,0.06%,0.98,-0.0039%,-0.0036%,$5.8k
91,Yield Guild Games-YGG,$0.5197,+8.47%,$14.4m,$4.9m,+14.72%,0.02%,0.34,+0.0093%,+0.0161%,$38.4k
92,DFI.Money-YFII,"$1,000.99",+0.64%,$14.1m,$18.8m,+1.01%,0.08%,1.34,-0.0915%,-0.1223%,$16.6k
93,Storj-STORJ,$0.5451,+1.30%,$14.1m,$11.4m,+0.95%,0.05%,0.81,+0.0033%,+0.0062%,$5.6k
94,Coti-COTI,$0.0947,+1.92%,$13.7m,$4.9m,+21.16%,0.02%,0.36,+0.0100%,+0.0100%,$45.2k
95,Mask Network-MASK,$1.30,-0.85%,$13.6m,$6.6m,+4.31%,0.03%,0.48,+0.0105%,+0.0119%,$1.8k
96,MyNeighborAlice-ALICE,$2.05,+0.58%,$13.2m,$10.3m,+1.94%,0.04%,0.78,+0.0077%,+0.0076%,$1.6k
97,Arweave-AR,$10.09,+0.52%,$13.1m,$13.0m,+1.52%,0.06%,0.99,+0.0071%,+0.0069%,$1.8k
98,Ontology-ONT,$0.2241,-6.06%,$12.9m,$8.8m,+4.93%,0.04%,0.68,-0.0093%,-0.0069%,$8.6k
99,Bitcoin SV-BSV,$52.57,-1.30%,$12.9m,$32.5m,-0.51%,0.14%,2.53,+0.0015%,+0.0126%,$573.4
100,Litentry-LIT,$0.7115,+1.21%,$12.4m,$4.9m,-1.00%,0.02%,0.40,+0.0100%,+0.0100%,$2.2k
101,SafePal-SFP,$0.3719,-0.25%,$12.1m,$6.2m,-10.27%,0.03%,0.51,+0.0052%,+0.0051%,$28.9k
102,OmiseGO-OMG,$1.79,-0.18%,$12.1m,$12.1m,+2.88%,0.05%,1.00,+0.0041%,+0.0106%,$224.9
