,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,856.11",+0.27%,$15.5b,$9.9b,-0.52%,41.85%,0.64,+0.0000%,-0.0009%,$6.8m
1,Ethereum-ETH,"$1,569.51",+0.82%,$14.0b,$6.9b,+0.56%,29.40%,0.49,-0.0014%,+0.0012%,$19.6m
2,Cardano-ADA,$0.4999,+3.78%,$1.4b,$349.9m,+10.57%,1.48%,0.26,-0.0118%,-0.0086%,$1.9m
3,Ethereum Classic-ETC,$32.34,-0.24%,$738.3m,$383.0m,+0.41%,1.62%,0.52,-0.0144%,-0.0099%,$1.3m
4,Solana-SOL,$31.96,+2.79%,$628.2m,$400.9m,+3.40%,1.70%,0.64,+0.0101%,+0.0122%,$1.1m
5,1000SHIB-1000SHIB,$0.0127,+3.44%,$595.4m,$54.4m,+36.39%,0.23%,0.09,+0.0100%,+0.0082%,$796.5k
6,Filecoin-FIL,$6.24,-3.52%,$509.2m,$123.0m,-18.61%,0.52%,0.24,-0.0010%,+0.0009%,$934.2k
7,Litecoin-LTC,$59.89,-0.85%,$478.8m,$223.1m,-5.02%,0.94%,0.47,+0.0040%,+0.0112%,$592.7k
8,Cosmos-ATOM,$12.85,+1.83%,$469.4m,$150.8m,+12.88%,0.64%,0.32,-0.0065%,-0.0106%,$613.1k
9,EOS-EOS,$1.48,-2.47%,$452.1m,$187.1m,-3.86%,0.79%,0.41,+0.0062%,+0.0035%,$568.6k
10,Polygon-MATIC,$0.8908,+0.65%,$438.9m,$234.1m,-1.37%,0.99%,0.53,+0.0001%,-0.0050%,$334.1k
11,Binance Coin-BNB,$277.58,+0.02%,$363.7m,$261.9m,+0.72%,1.11%,0.72,+0.0022%,+0.0017%,$81.8k
12,Chainlink-LINK,$7.11,+4.05%,$353.1m,$121.0m,+22.52%,0.51%,0.34,+0.0077%,-0.0021%,$329.3k
13,Chiliz-CHZ,$0.2117,-2.38%,$322.9m,$98.2m,+2.08%,0.42%,0.30,+0.0024%,-0.0022%,$334.9k
14,STEPN-GMT,$0.7030,+3.93%,$321.8m,$115.9m,+6.47%,0.49%,0.36,+0.0002%,-0.0043%,$502.7k
15,Optimism-OP,$1.16,-3.21%,$315.1m,$69.7m,-4.70%,0.29%,0.22,-0.0028%,-0.0100%,$307.8k
16,Dogecoin-DOGE,$0.0630,+0.65%,$312.5m,$127.9m,+0.94%,0.54%,0.41,+0.0053%,+0.0063%,$426.1k
17,Avalanche-AVAX,$18.91,+0.32%,$302.6m,$143.6m,+5.97%,0.61%,0.47,-0.0023%,-0.0081%,$126.0k
18,Ravencoin-RVN,$0.0339,+18.34%,$286.8m,$23.5m,+306.28%,0.10%,0.08,-0.2585%,-0.7467%,$603.2k
19,Polkadot-DOT,$7.31,+0.54%,$275.7m,$270.2m,+1.09%,1.14%,0.98,-0.0090%,+0.0066%,$363.4k
20,Ripple-XRP,$0.3311,+0.56%,$273.7m,$318.7m,+0.27%,1.35%,1.16,+0.0063%,+0.0055%,$96.4k
21,The Sandbox-SAND,$0.9652,+4.21%,$266.5m,$88.9m,+15.42%,0.38%,0.33,+0.0121%,+0.0067%,$420.6k
22,Axie Infinity-AXS,$14.50,-4.29%,$259.2m,$91.8m,-25.22%,0.39%,0.35,-0.0145%,-0.0106%,$396.4k
23,Tellor-TRB,$18.62,-0.97%,$210.7m,$61.6m,-8.80%,0.26%,0.29,-0.2058%,-0.1063%,$260.4k
24,Unifi Protocol DAO-UNFI,$7.94,+3.35%,$180.6m,$20.9m,-3.94%,0.09%,0.12,+0.0063%,+0.0015%,$189.1k
25,NEAR Protocol-NEAR,$4.21,+1.28%,$162.1m,$90.4m,+1.37%,0.38%,0.56,+0.0044%,-0.0008%,$175.6k
26,ApeCoin-APE,$4.76,+0.66%,$143.3m,$68.9m,+1.67%,0.29%,0.48,+0.0039%,+0.0017%,$86.3k
27,Decentraland-MANA,$0.8053,+2.59%,$138.0m,$43.4m,+10.04%,0.18%,0.31,+0.0097%,+0.0109%,$221.0k
28,Curve DAO Token-CRV,$1.08,+1.18%,$133.0m,$58.4m,+0.17%,0.25%,0.44,-0.0375%,-0.0117%,$147.4k
29,Bitcoin Cash-BCH,$117.45,+0.13%,$126.2m,$170.2m,+1.36%,0.72%,1.35,-0.0039%,-0.0118%,$56.0k
30,SHIBA INU-SHIB,$0.0000,+4.30%,$124.4m,$21.8m,+9.16%,0.09%,0.18,+0.0067%,+0.0086%,$512.9k
31,Helium-HNT,$4.30,+4.06%,$116.5m,$20.4m,+16.81%,0.09%,0.17,+0.0027%,+0.0069%,$259.6k
32,Algorand-ALGO,$0.3105,+2.77%,$98.3m,$31.7m,+7.89%,0.13%,0.32,-0.0107%,-0.0076%,$58.5k
33,Waves-WAVES,$4.59,+1.85%,$97.2m,$53.3m,+1.93%,0.23%,0.55,+0.0056%,+0.0093%,$65.3k
34,Fantom-FTM,$0.2716,+1.67%,$84.9m,$49.5m,+2.72%,0.21%,0.58,+0.0076%,+0.0124%,$40.8k
