,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,670.22",+6.90%,$29.2b,$7.3b,+4.66%,29.87%,0.25,-0.0056%,-0.0048%,$85.0m
1,Bitcoin-BTC,"$19,862.69",+0.61%,$23.5b,$10.1b,+0.01%,41.23%,0.43,+0.0016%,+0.0062%,$19.2m
2,Ethereum Classic-ETC,$40.82,+27.35%,$7.2b,$689.9m,+79.28%,2.83%,0.10,-0.0028%,-0.0004%,$19.6m
3,Solana-SOL,$33.07,+4.36%,$1.1b,$390.5m,-1.47%,1.60%,0.35,+0.0087%,+0.0101%,$2.2m
4,Cardano-ADA,$0.5091,+3.74%,$1.1b,$320.5m,-3.39%,1.31%,0.30,+0.0026%,+0.0062%,$1.6m
5,EOS-EOS,$1.55,+6.69%,$828.4m,$193.4m,+4.52%,0.79%,0.23,+0.0081%,+0.0076%,$2.2m
6,Binance Coin-BNB,$282.20,+2.16%,$726.7m,$265.1m,+1.35%,1.09%,0.36,+0.0050%,+0.0106%,$762.4k
7,Polygon-MATIC,$0.8957,+1.81%,$715.7m,$220.2m,-3.69%,0.90%,0.31,-0.0003%,+0.0009%,$1.2m
8,Ripple-XRP,$0.3364,+2.61%,$711.0m,$333.1m,+2.34%,1.37%,0.47,+0.0007%,+0.0040%,$1.4m
9,Ravencoin-RVN,$0.0370,+14.92%,$634.9m,$29.8m,+31.32%,0.12%,0.05,+0.0264%,-0.0391%,$1.5m
10,Litecoin-LTC,$60.28,+0.81%,$614.3m,$217.9m,-3.00%,0.89%,0.35,+0.0015%,+0.0101%,$1.0m
11,Avalanche-AVAX,$19.99,+6.15%,$574.1m,$145.3m,-1.18%,0.60%,0.25,-0.0014%,+0.0184%,$1.4m
12,Optimism-OP,$1.23,+6.92%,$516.7m,$70.7m,+0.43%,0.29%,0.14,+0.0058%,+0.0071%,$1.2m
13,Polkadot-DOT,$7.60,+1.38%,$499.6m,$282.4m,-1.72%,1.16%,0.57,-0.0035%,+0.0103%,$492.9k
14,Cosmos-ATOM,$12.63,-0.08%,$490.1m,$124.3m,-11.31%,0.51%,0.25,-0.0077%,+0.0040%,$777.2k
15,Chainlink-LINK,$7.37,+2.29%,$440.1m,$117.3m,-4.68%,0.48%,0.27,+0.0076%,+0.0054%,$2.9m
16,Filecoin-FIL,$6.20,+1.10%,$426.9m,$111.9m,-5.66%,0.46%,0.26,+0.0098%,+0.0031%,$926.7k
17,Dogecoin-DOGE,$0.0637,+2.35%,$420.3m,$129.3m,+0.59%,0.53%,0.31,+0.0107%,+0.0093%,$746.1k
18,Chiliz-CHZ,$0.2080,-0.19%,$403.2m,$99.3m,+1.74%,0.41%,0.25,+0.0057%,+0.0143%,$654.2k
19,Bitcoin Cash-BCH,$126.16,+6.69%,$336.6m,$192.6m,+11.57%,0.79%,0.57,-0.0059%,-0.0001%,$563.7k
20,The Sandbox-SAND,$0.9662,+0.16%,$328.1m,$84.1m,-5.95%,0.34%,0.26,+0.0061%,+0.0106%,$658.7k
21,1000SHIB-1000SHIB,$0.0128,+2.08%,$326.7m,$44.8m,-11.06%,0.18%,0.14,+0.0083%,+0.0076%,$762.6k
22,NEAR Protocol-NEAR,$4.34,+3.65%,$267.1m,$91.8m,+2.93%,0.38%,0.34,+0.0008%,+0.0109%,$528.1k
23,Curve DAO Token-CRV,$1.18,+10.73%,$264.3m,$67.3m,+16.04%,0.28%,0.25,-0.0047%,+0.0156%,$488.2k
24,STEPN-GMT,$0.6962,+0.72%,$260.6m,$112.6m,-0.09%,0.46%,0.43,+0.0055%,+0.0015%,$465.4k
25,Tellor-TRB,$17.15,-6.86%,$254.2m,$49.8m,-16.74%,0.20%,0.20,-0.0868%,-0.2148%,$587.3k
26,Axie Infinity-AXS,$14.49,+1.33%,$188.9m,$85.6m,-1.76%,0.35%,0.45,-0.0178%,-0.0251%,$613.0k
27,ApeCoin-APE,$4.78,+1.26%,$178.4m,$68.7m,+0.76%,0.28%,0.39,+0.0026%,+0.0054%,$249.4k
28,Fantom-FTM,$0.2696,+0.83%,$159.9m,$51.5m,+1.83%,0.21%,0.32,+0.0048%,+0.0101%,$282.9k
29,Helium-HNT,$3.82,-5.56%,$153.0m,$21.7m,+1.03%,0.09%,0.14,+0.0050%,+0.0073%,$349.9k
30,Ethereum Name Service-ENS,$14.54,+7.83%,$140.1m,$29.8m,+14.45%,0.12%,0.21,+0.0018%,-0.0036%,$328.6k
31,Uniswap-UNI,$6.59,+3.73%,$138.1m,$49.7m,+5.86%,0.20%,0.36,+0.0055%,+0.0060%,$209.1k
32,SushiSwap-SUSHI,$1.23,+8.39%,$133.9m,$35.7m,+18.58%,0.15%,0.27,-0.0186%,+0.0105%,$255.1k
33,Aave-AAVE,$93.17,+5.85%,$131.8m,$51.7m,+11.51%,0.21%,0.39,-0.0180%,+0.0021%,$241.5k
34,Unifi Protocol DAO-UNFI,$7.80,+0.44%,$123.5m,$20.3m,-0.36%,0.08%,0.16,+0.0061%,+0.0059%,$162.5k
35,Stargate Finance-STG,$0.6113,+0.15%,$109.6m,$17.2m,+11.43%,0.07%,0.16,-0.1027%,-0.1131%,$202.3k
36,Tron-TRX,$0.0634,+0.77%,$107.1m,$143.3m,+1.02%,0.59%,1.34,-0.0081%,+0.0008%,$64.7k
37,Decentraland-MANA,$0.8019,+1.05%,$104.4m,$40.8m,-1.37%,0.17%,0.39,+0.0081%,+0.0079%,$190.2k
38,Terra-LUNA,$2.07,+15.04%,$101.8m,$9.3m,+39.51%,0.04%,0.09,+0.0036%,+0.0068%,$331.8k
39,Waves-WAVES,$4.65,+3.10%,$92.4m,$53.2m,+3.70%,0.22%,0.58,+0.0066%,+0.0125%,$260.4k
40,Monero-XMR,$157.18,+1.30%,$88.0m,$48.0m,-0.87%,0.20%,0.55,-0.0038%,+0.0066%,$93.3k
41,Gala-GALA,$0.0516,+2.06%,$84.7m,$36.1m,+2.89%,0.15%,0.43,+0.0065%,+0.0107%,$89.3k
42,CertiK-CTK,$1.02,-0.33%,$79.0m,$10.5m,-10.99%,0.04%,0.13,-0.0070%,-0.0116%,$150.9k
43,THETA-THETA,$1.19,+1.63%,$76.5m,$23.8m,+4.39%,0.10%,0.31,+0.0055%,-0.0013%,$105.1k
44,SHIBA INU-SHIB,$0.0000,+1.43%,$75.0m,$21.3m,+3.05%,0.09%,0.28,+0.0060%,+0.0042%,$240.2k
45,Synthetix Network Token-SNX,$3.02,+1.05%,$72.5m,$34.7m,-3.09%,0.14%,0.48,-0.0036%,-0.0050%,$73.3k
46,yearn.finance-YFI,"$9,640.61",+3.16%,$70.0m,$37.8m,-1.31%,0.16%,0.54,+0.0053%,-0.0040%,$139.1k
47,ConstitutionDAO-PEOPLE,$0.0214,+2.17%,$63.7m,$26.4m,+0.74%,0.11%,0.41,-0.0032%,+0.0119%,$118.1k
48,dYdX-DYDX,$1.61,+3.27%,$62.5m,$37.7m,+1.09%,0.15%,0.60,-0.0018%,+0.0008%,$41.8k
49,Lido DAO Token-LDO,$2.18,+9.57%,$61.7m,$20.7m,+19.88%,0.09%,0.34,+0.0049%,+0.0062%,$228.4k
50,THORChain-RUNE,$1.96,+2.78%,$61.1m,$23.2m,+7.26%,0.10%,0.38,+0.0083%,+0.0082%,$84.1k
51,Balancer-BAL,$7.54,+6.08%,$58.0m,$18.1m,+16.03%,0.07%,0.31,-0.0025%,-0.0091%,$148.6k
52,Algorand-ALGO,$0.3056,+0.42%,$52.4m,$30.0m,-1.11%,0.12%,0.57,+0.0006%,+0.0070%,$62.4k
53,ZCash-ZEC,$64.81,+2.74%,$51.8m,$21.4m,-2.59%,0.09%,0.41,+0.0004%,+0.0157%,$149.5k
54,Celsius-CEL,$1.51,+4.60%,$51.4m,$27.5m,+3.21%,0.11%,0.53,-0.1294%,-0.2181%,$415.6k
55,BitDAO-BIT,$0.6295,-0.14%,$51.3m,$24.9m,-2.97%,0.10%,0.49,-0.0099%,-0.0102%,$273.0k
56,Ankr-ANKR,$0.0361,+3.34%,$50.6m,$15.0m,-3.31%,0.06%,0.30,-0.0121%,-0.0017%,$137.7k
57,Flow (Dapper labs)-FLOW,$1.93,+2.14%,$50.3m,$25.2m,-2.85%,0.10%,0.50,+0.0052%,+0.0045%,$112.6k
58,Zilliqa-ZIL,$0.0366,+2.81%,$47.7m,$23.8m,+1.27%,0.10%,0.50,+0.0050%,+0.0104%,$22.0k
59,Tezos-XTZ,$1.59,+3.64%,$46.8m,$28.8m,+7.22%,0.12%,0.62,-0.0012%,+0.0070%,$37.1k
60,Stellar Lumens-XLM,$0.1071,+2.43%,$46.6m,$38.1m,+3.08%,0.16%,0.82,+0.0054%,+0.0063%,$30.2k
61,Serum-SRM,$0.8186,+3.10%,$44.8m,$26.8m,+2.87%,0.11%,0.60,-0.0056%,+0.0146%,$47.3k
62,1inch-1INCH,$0.6668,-0.18%,$44.3m,$23.0m,-2.92%,0.09%,0.52,+0.0023%,+0.0090%,$47.4k
63,Kyber Network Crystal-KNC,$1.68,+1.50%,$43.3m,$17.8m,-3.07%,0.07%,0.41,-0.0040%,-0.0057%,$79.5k
64,Compound-COMP,$50.26,+5.41%,$42.4m,$24.1m,+5.38%,0.10%,0.57,+0.0007%,-0.0063%,$39.5k
65,Jasmy-JASMY,$0.0091,+3.88%,$42.2m,$11.4m,-0.68%,0.05%,0.27,+0.0001%,-0.0025%,$36.6k
66,Harmony-ONE,$0.0212,+1.06%,$41.3m,$15.1m,-4.67%,0.06%,0.37,+0.0021%,+0.0076%,$68.2k
67,Terra Classic-LUNC,$0.0004,+62.91%,$40.2m,$2.3m,+87.93%,0.01%,0.06,+0.0100%,+0.0100%,$592.1k
68,Kusama-KSM,$51.12,+2.70%,$40.1m,$16.8m,-4.00%,0.07%,0.42,+0.0070%,-0.0085%,$62.0k
69,The Graph-GRT,$0.1073,+4.15%,$39.1m,$22.7m,+4.60%,0.09%,0.58,+0.0088%,+0.0137%,$41.1k
70,Enjin Coin-ENJ,$0.5438,+2.56%,$38.6m,$16.0m,+1.19%,0.07%,0.41,+0.0070%,+0.0099%,$79.6k
71,LUNA2-LUNA2,n/a,n/a,$37.8m,$4.8m,+50.06%,0.02%,0.13,+0.0100%,+0.0100%,$135.5k
72,NEO-NEO,$9.53,+2.75%,$36.4m,$14.4m,-3.71%,0.06%,0.40,-0.0102%,+0.0127%,$15.4k
73,Flamingo-FLM,$0.1195,+0.55%,$35.3m,$18.7m,-3.28%,0.08%,0.53,+0.0004%,-0.0078%,$54.2k
74,VeChain-VET,$0.0250,+2.28%,$35.1m,$17.7m,+3.44%,0.07%,0.50,+0.0080%,+0.0082%,$36.0k
75,Chromia-CHR,$0.1906,+7.63%,$34.2m,$9.6m,+8.98%,0.04%,0.28,+0.0005%,-0.0021%,$65.6k
76,FOOTBALL-FOOTBALL,"$1,138.45",-3.27%,$33.2m,$7.7m,+0.11%,0.03%,0.23,+0.3160%,+0.6126%,$89.8k
77,Qtum-QTUM,$3.35,+5.84%,$33.2m,$16.9m,+7.83%,0.07%,0.51,+0.0053%,+0.0092%,$48.9k
78,Elrond-EGLD,$52.21,+1.94%,$31.7m,$15.9m,-0.98%,0.07%,0.50,+0.0062%,+0.0117%,$60.4k
79,Loopring-LRC,$0.3617,+0.34%,$30.5m,$13.7m,-1.08%,0.06%,0.45,+0.0010%,+0.0057%,$24.3k
80,Dusk Network-DUSK,$0.1435,+0.01%,$30.3m,$4.7m,-26.82%,0.02%,0.16,-0.0161%,-0.0106%,$59.0k
81,Ren-REN,$0.1286,+3.55%,$29.7m,$9.0m,+16.06%,0.04%,0.30,+0.0108%,+0.0039%,$31.6k
82,Dash-DASH,$47.95,+0.85%,$29.6m,$14.8m,-3.27%,0.06%,0.50,+0.0300%,-0.0066%,$55.6k
83,Internet Computer-ICP,$6.82,+3.22%,$28.5m,$14.3m,+4.28%,0.06%,0.50,+0.0058%,+0.0072%,$37.7k
84,OmiseGO-OMG,$1.90,+1.97%,$27.8m,$13.0m,-8.18%,0.05%,0.47,+0.0071%,+0.0114%,$26.9k
85,Kava-KAVA,$1.69,+0.57%,$27.1m,$11.4m,-0.95%,0.05%,0.42,+0.0022%,+0.0052%,$23.8k
86,Reserve Rights-RSR,$0.0065,+4.11%,$26.6m,$15.3m,+4.80%,0.06%,0.58,+0.0052%,+0.0131%,$40.2k
87,1000XEC-1000XEC,$0.0433,+0.28%,$25.7m,$6.3m,-13.54%,0.03%,0.24,+0.0035%,-0.0066%,$111.2k
88,Oasis Network-ROSE,$0.0647,+1.64%,$25.2m,$11.9m,+0.17%,0.05%,0.47,+0.0082%,+0.0086%,$24.4k
89,MyNeighborAlice-ALICE,$2.16,+3.57%,$24.0m,$11.1m,+5.07%,0.05%,0.46,+0.0080%,+0.0080%,$31.2k
90,Audius-AUDIO,$0.2864,-1.62%,$23.4m,$7.9m,-4.58%,0.03%,0.34,+0.0000%,-0.0056%,$33.7k
91,iExec RLC-RLC,$1.14,+2.65%,$22.8m,$6.5m,+2.68%,0.03%,0.28,-0.0463%,-0.0396%,$39.3k
92,Iota-IOTA,$0.2854,+0.44%,$22.7m,$11.1m,+0.22%,0.05%,0.49,+0.0034%,+0.0065%,$15.7k
93,Hedera-HBAR,$0.0630,+2.13%,$22.0m,$8.7m,-3.13%,0.04%,0.40,+0.0076%,+0.0077%,$42.6k
94,Maker-MKR,$764.00,+1.99%,$21.9m,$16.1m,+2.35%,0.07%,0.73,-0.0150%,+0.0012%,$29.4k
95,Holo-HOT,$0.0021,+1.22%,$21.6m,$5.8m,-12.81%,0.02%,0.27,+0.0040%,+0.0037%,$32.3k
