,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,665.67",+6.35%,$32.1b,$7.3b,+4.76%,30.16%,0.23,-0.0068%,-0.0078%,$89.6m
1,Bitcoin-BTC,"$19,900.51",+0.98%,$25.5b,$9.9b,-2.30%,40.86%,0.39,+0.0033%,+0.0035%,$19.2m
2,Ethereum Classic-ETC,$40.74,+27.12%,$8.4b,$689.2m,+75.77%,2.84%,0.08,+0.0019%,+0.0044%,$21.7m
3,Solana-SOL,$33.17,+5.95%,$1.2b,$396.6m,+2.86%,1.63%,0.34,+0.0100%,+0.0105%,$2.0m
4,Cardano-ADA,$0.4997,+2.74%,$1.1b,$311.0m,-2.83%,1.28%,0.29,+0.0059%,+0.0097%,$1.6m
5,EOS-EOS,$1.53,+6.56%,$844.2m,$187.4m,+3.62%,0.77%,0.22,+0.0099%,+0.0094%,$1.9m
6,Ripple-XRP,$0.3353,+3.46%,$717.3m,$331.5m,-0.21%,1.37%,0.46,+0.0067%,+0.0040%,$1.2m
7,Binance Coin-BNB,$281.51,+2.56%,$714.9m,$265.9m,-1.64%,1.10%,0.37,+0.0065%,+0.0096%,$628.2k
8,Polygon-MATIC,$0.8939,+2.92%,$671.8m,$218.4m,-2.58%,0.90%,0.33,+0.0009%,-0.0035%,$1.0m
9,Ravencoin-RVN,$0.0381,+18.39%,$632.8m,$30.9m,+35.65%,0.13%,0.05,-0.0240%,+0.0356%,$1.5m
10,Avalanche-AVAX,$20.20,+8.75%,$613.9m,$148.8m,+1.54%,0.61%,0.24,+0.0132%,+0.0006%,$1.3m
11,Litecoin-LTC,$59.72,-0.19%,$609.6m,$216.6m,-3.48%,0.89%,0.36,+0.0059%,+0.0091%,$1.0m
12,Optimism-OP,$1.22,+8.72%,$540.0m,$68.4m,-4.94%,0.28%,0.13,+0.0118%,+0.0121%,$780.0k
13,Cosmos-ATOM,$12.45,-1.94%,$486.1m,$122.9m,-12.99%,0.51%,0.25,+0.0056%,+0.0005%,$721.1k
14,Polkadot-DOT,$7.62,+1.85%,$479.0m,$286.2m,-1.06%,1.18%,0.60,+0.0073%,-0.0019%,$484.6k
15,Chiliz-CHZ,$0.2076,+1.03%,$397.1m,$98.6m,+0.47%,0.41%,0.25,+0.0140%,+0.0098%,$514.4k
16,Dogecoin-DOGE,$0.0632,+2.44%,$387.5m,$127.7m,-0.84%,0.53%,0.33,+0.0109%,+0.0114%,$464.4k
17,Chainlink-LINK,$7.31,+2.23%,$380.9m,$115.3m,-7.17%,0.47%,0.30,+0.0060%,+0.0065%,$2.8m
18,Filecoin-FIL,$6.15,+2.89%,$380.7m,$110.1m,-4.07%,0.45%,0.29,+0.0041%,+0.0094%,$687.5k
19,Bitcoin Cash-BCH,$124.98,+6.08%,$335.6m,$188.5m,+9.59%,0.78%,0.56,+0.0003%,-0.0023%,$621.1k
20,NEAR Protocol-NEAR,$4.46,+7.51%,$335.0m,$102.9m,+15.14%,0.42%,0.31,+0.0092%,+0.0011%,$587.4k
21,Curve DAO Token-CRV,$1.18,+9.27%,$323.3m,$69.2m,+17.05%,0.29%,0.21,+0.0157%,+0.0050%,$639.1k
22,1000SHIB-1000SHIB,$0.0126,+2.34%,$292.5m,$44.6m,-8.29%,0.18%,0.15,+0.0097%,+0.0100%,$591.0k
23,Tellor-TRB,$17.06,-6.34%,$264.7m,$48.1m,-18.96%,0.20%,0.18,-0.2134%,-0.1376%,$543.5k
24,STEPN-GMT,$0.6941,+1.55%,$250.7m,$111.9m,+1.62%,0.46%,0.45,+0.0047%,+0.0107%,$359.7k
25,The Sandbox-SAND,$0.9621,+1.79%,$199.2m,$82.5m,-2.63%,0.34%,0.41,+0.0102%,+0.0061%,$404.3k
26,ApeCoin-APE,$4.76,+1.53%,$177.7m,$68.9m,+1.66%,0.28%,0.39,+0.0050%,+0.0093%,$157.0k
27,Axie Infinity-AXS,$14.53,+2.51%,$172.9m,$85.6m,+0.42%,0.35%,0.50,-0.0194%,-0.0094%,$159.7k
28,Ethereum Name Service-ENS,$14.76,+9.74%,$167.2m,$32.3m,+25.67%,0.13%,0.19,-0.0060%,-0.0036%,$431.5k
29,Helium-HNT,$3.72,-4.44%,$147.3m,$21.6m,-2.65%,0.09%,0.15,+0.0061%,+0.0030%,$289.7k
30,Fantom-FTM,$0.2696,+2.88%,$136.7m,$50.5m,-1.32%,0.21%,0.37,+0.0098%,+0.0077%,$142.1k
31,SushiSwap-SUSHI,$1.23,+8.05%,$135.9m,$35.1m,+18.55%,0.14%,0.26,+0.0128%,+0.0022%,$254.4k
32,Aave-AAVE,$92.34,+5.58%,$134.5m,$52.0m,+12.37%,0.21%,0.39,+0.0040%,+0.0047%,$241.2k
33,Uniswap-UNI,$6.52,+4.06%,$132.4m,$48.1m,+3.45%,0.20%,0.36,+0.0024%,-0.0175%,$144.6k
34,Stargate Finance-STG,$0.6393,+8.64%,$129.7m,$17.9m,+7.74%,0.07%,0.14,-0.0882%,-0.0780%,$237.2k
35,Terra-LUNA,$2.03,+8.82%,$121.6m,$8.3m,+9.21%,0.03%,0.07,+0.0038%,-0.0172%,$484.7k
36,Unifi Protocol DAO-UNFI,$7.82,+2.88%,$113.4m,$20.1m,-7.50%,0.08%,0.18,+0.0075%,+0.0073%,$101.7k
37,Tron-TRX,$0.0639,+1.88%,$110.1m,$144.1m,+1.71%,0.59%,1.31,+0.0029%,+0.0016%,$66.8k
38,Decentraland-MANA,$0.7994,+1.78%,$94.8m,$40.7m,-0.58%,0.17%,0.43,+0.0080%,+0.0059%,$175.8k
39,Waves-WAVES,$4.62,+3.33%,$85.6m,$52.5m,+1.42%,0.22%,0.61,+0.0125%,+0.0076%,$207.8k
40,Synthetix Network Token-SNX,$3.05,+2.41%,$82.6m,$34.9m,-1.21%,0.14%,0.42,-0.0032%,-0.0086%,$95.1k
41,Gala-GALA,$0.0511,+2.08%,$79.1m,$36.0m,+0.89%,0.15%,0.45,+0.0106%,+0.0080%,$33.8k
42,Monero-XMR,$156.97,+0.36%,$77.1m,$47.1m,-6.71%,0.19%,0.61,+0.0069%,-0.0025%,$91.2k
43,THETA-THETA,$1.18,+1.55%,$73.8m,$23.6m,-0.32%,0.10%,0.32,-0.0010%,+0.0064%,$111.6k
44,yearn.finance-YFI,"$9,460.61",+0.74%,$72.4m,$36.9m,-3.98%,0.15%,0.51,-0.0070%,-0.0065%,$103.9k
45,CertiK-CTK,$1.01,-1.95%,$68.7m,$9.9m,-23.84%,0.04%,0.14,-0.0015%,+0.0043%,$137.7k
46,SHIBA INU-SHIB,$0.0000,+1.67%,$66.0m,$20.5m,-2.35%,0.08%,0.31,+0.0046%,+0.0098%,$128.4k
47,Lido DAO Token-LDO,$2.19,+13.12%,$65.6m,$21.9m,+28.63%,0.09%,0.33,+0.0054%,+0.0059%,$223.5k
48,THORChain-RUNE,$1.96,+4.61%,$65.0m,$24.0m,+10.00%,0.10%,0.37,+0.0082%,+0.0078%,$50.2k
49,Ankr-ANKR,$0.0364,+4.11%,$64.8m,$15.5m,+2.15%,0.06%,0.24,-0.0039%,-0.0148%,$146.0k
50,ConstitutionDAO-PEOPLE,$0.0211,+2.13%,$61.4m,$26.1m,+1.48%,0.11%,0.43,+0.0122%,-0.0068%,$64.1k
51,dYdX-DYDX,$1.60,+3.20%,$58.8m,$37.2m,-1.36%,0.15%,0.63,+0.0008%,+0.0020%,$36.3k
52,Balancer-BAL,$7.54,+3.80%,$54.8m,$18.0m,+5.92%,0.07%,0.33,-0.0123%,-0.0152%,$143.5k
53,Celsius-CEL,$1.50,+4.38%,$54.2m,$26.2m,-1.63%,0.11%,0.48,-0.2300%,-0.3173%,$412.3k
54,ZCash-ZEC,$64.28,+2.60%,$52.5m,$21.5m,+0.16%,0.09%,0.41,+0.0170%,+0.0016%,$148.4k
55,Terra Classic-LUNC,$0.0004,+41.17%,$50.3m,$2.4m,+47.77%,0.01%,0.05,+0.0100%,+0.0100%,$592.2k
56,Algorand-ALGO,$0.3058,+2.00%,$48.4m,$30.0m,+0.52%,0.12%,0.62,+0.0072%,+0.0037%,$36.9k
57,LUNA2-LUNA2,n/a,n/a,$47.7m,$4.8m,+27.23%,0.02%,0.10,+0.0100%,+0.0100%,$168.1k
58,BitDAO-BIT,$0.6382,+4.76%,$47.0m,$25.5m,-4.20%,0.10%,0.54,+0.0077%,+0.0069%,$135.0k
59,Stellar Lumens-XLM,$0.1063,+2.23%,$46.8m,$38.1m,+2.63%,0.16%,0.82,+0.0065%,+0.0091%,$15.6k
60,Flow (Dapper labs)-FLOW,$1.94,+3.68%,$45.7m,$25.1m,-1.06%,0.10%,0.55,+0.0052%,+0.0043%,$61.3k
61,Harmony-ONE,$0.0216,+5.68%,$45.2m,$16.4m,+6.94%,0.07%,0.36,+0.0082%,+0.0082%,$37.8k
62,Tezos-XTZ,$1.58,+4.90%,$44.1m,$28.9m,+5.77%,0.12%,0.65,+0.0079%,+0.0024%,$31.5k
63,Jasmy-JASMY,$0.0090,+4.55%,$42.9m,$11.4m,-1.27%,0.05%,0.27,+0.0035%,+0.0080%,$27.8k
64,Kyber Network Crystal-KNC,$1.69,+2.60%,$42.3m,$18.0m,-0.62%,0.07%,0.43,-0.0127%,-0.0180%,$68.9k
65,1inch-1INCH,$0.6658,+0.97%,$42.0m,$23.0m,-0.37%,0.09%,0.55,+0.0088%,-0.0043%,$32.4k
66,Compound-COMP,$49.93,+5.47%,$41.7m,$23.7m,+5.31%,0.10%,0.57,-0.0042%,-0.0154%,$36.0k
67,Serum-SRM,$0.8143,+3.45%,$41.0m,$26.4m,+5.29%,0.11%,0.64,+0.0120%,-0.0044%,$27.1k
68,Zilliqa-ZIL,$0.0365,+2.73%,$40.9m,$23.8m,-0.89%,0.10%,0.58,+0.0100%,+0.0095%,$13.8k
69,Kusama-KSM,$50.79,+3.33%,$39.1m,$16.5m,-0.29%,0.07%,0.42,-0.0050%,+0.0104%,$55.1k
70,The Graph-GRT,$0.1075,+5.86%,$38.6m,$23.1m,+9.76%,0.10%,0.60,+0.0123%,+0.0114%,$32.8k
71,NEO-NEO,$9.45,+3.36%,$35.8m,$14.1m,-3.49%,0.06%,0.39,+0.0128%,+0.0012%,$13.4k
72,Elrond-EGLD,$52.50,+3.07%,$35.2m,$16.1m,+1.30%,0.07%,0.46,+0.0118%,+0.0067%,$62.5k
73,Chromia-CHR,$0.1884,+6.60%,$34.5m,$9.5m,+9.12%,0.04%,0.28,-0.0117%,-0.0112%,$71.9k
74,Enjin Coin-ENJ,$0.5433,+4.24%,$34.1m,$15.8m,+3.98%,0.07%,0.46,+0.0080%,+0.0028%,$20.0k
75,VeChain-VET,$0.0249,+3.26%,$33.8m,$17.9m,+5.90%,0.07%,0.53,+0.0085%,+0.0088%,$24.8k
76,Flamingo-FLM,$0.1196,+2.82%,$33.5m,$18.7m,+0.46%,0.08%,0.56,-0.0176%,-0.0290%,$27.7k
77,Qtum-QTUM,$3.30,+6.01%,$33.2m,$16.5m,+6.49%,0.07%,0.50,+0.0091%,-0.0025%,$47.2k
78,FOOTBALL-FOOTBALL,"$1,112.56",-3.85%,$32.7m,$7.6m,+1.17%,0.03%,0.23,+0.5334%,+0.2872%,$132.2k
79,Loopring-LRC,$0.3647,+2.73%,$31.6m,$13.9m,+2.97%,0.06%,0.44,+0.0056%,+0.0042%,$21.1k
80,Internet Computer-ICP,$6.78,+4.85%,$29.5m,$14.1m,+5.38%,0.06%,0.48,+0.0047%,+0.0000%,$21.8k
81,Dash-DASH,$47.35,+1.23%,$28.3m,$14.6m,-2.27%,0.06%,0.52,-0.0051%,+0.0256%,$48.9k
82,Kava-KAVA,$1.69,+2.07%,$28.1m,$11.4m,-2.67%,0.05%,0.41,+0.0025%,-0.0043%,$13.4k
83,Oasis Network-ROSE,$0.0648,+3.11%,$27.4m,$12.8m,+10.43%,0.05%,0.47,+0.0084%,+0.0083%,$21.7k
84,Ren-REN,$0.1269,+3.98%,$26.0m,$8.8m,+17.64%,0.04%,0.34,+0.0001%,+0.0071%,$27.5k
85,Audius-AUDIO,$0.2879,+0.84%,$25.2m,$7.8m,-1.84%,0.03%,0.31,+0.0004%,+0.0075%,$32.9k
86,Reserve Rights-RSR,$0.0064,+1.81%,$25.2m,$15.1m,+1.47%,0.06%,0.60,+0.0139%,+0.0107%,$39.0k
87,OmiseGO-OMG,$1.90,+4.62%,$24.5m,$13.6m,+5.00%,0.06%,0.56,+0.0118%,+0.0148%,$7.6k
88,Maker-MKR,$755.76,+1.76%,$24.0m,$16.0m,+1.25%,0.07%,0.66,+0.0020%,-0.0028%,$27.1k
89,1000XEC-1000XEC,$0.0434,+2.77%,$23.9m,$6.4m,-7.94%,0.03%,0.27,-0.0115%,-0.0051%,$53.2k
90,iExec RLC-RLC,$1.15,+3.37%,$23.7m,$6.5m,+0.08%,0.03%,0.27,-0.0216%,-0.0207%,$35.7k
91,MyNeighborAlice-ALICE,$2.15,+3.84%,$23.6m,$11.1m,+3.87%,0.05%,0.47,+0.0078%,+0.0075%,$31.0k
92,Iota-IOTA,$0.2861,+2.09%,$22.6m,$11.4m,+7.02%,0.05%,0.50,+0.0042%,+0.0060%,$11.6k
93,Dusk Network-DUSK,$0.1413,-0.71%,$22.1m,$4.5m,-21.85%,0.02%,0.21,-0.0011%,-0.0036%,$56.8k
94,Litentry-LIT,$0.7375,+3.58%,$21.8m,$5.5m,+9.02%,0.02%,0.25,+0.0100%,+0.0100%,$8.3k
95,Swipe-SXP,$0.3826,+3.81%,$21.1m,$8.8m,+8.52%,0.04%,0.42,+0.0075%,+0.0075%,$1.7k
96,NEM-XEM,$0.0443,+2.69%,$21.1m,$8.9m,+0.86%,0.04%,0.42,+0.0268%,-0.0074%,$6.4k
97,Project Galaxy-GAL,$2.50,+2.74%,$20.8m,$11.9m,+0.69%,0.05%,0.57,-0.0040%,+0.0007%,$7.7k
98,Alpha Finance Lab-ALPHA,$0.1252,+6.40%,$20.6m,$6.5m,+25.91%,0.03%,0.32,+0.0049%,-0.0060%,$30.1k
99,Hedera-HBAR,$0.0632,+3.96%,$20.6m,$8.7m,-1.76%,0.04%,0.43,+0.0073%,+0.0076%,$19.2k
100,Bella Protocol-BEL,$0.6836,+1.91%,$19.8m,$4.2m,+6.04%,0.02%,0.21,+0.0100%,+0.0100%,$12.9k
101,Immutable X-IMX,$0.8593,+4.14%,$19.7m,$9.9m,+16.95%,0.04%,0.50,+0.0102%,+0.0094%,$13.1k
102,Holo-HOT,$0.0021,+3.18%,$19.6m,$5.7m,-6.31%,0.02%,0.29,+0.0080%,+0.0079%,$15.2k
103,FTX Token-FTT,$26.83,+2.40%,$19.5m,$68.9m,+1.56%,0.28%,3.53,-0.0013%,-0.0023%,$1.1k
104,Coin98-C98,$0.4358,+3.12%,$19.3m,$13.8m,-0.58%,0.06%,0.72,+0.0075%,+0.0074%,$28.8k
105,Celo-CELO,$0.8613,+5.93%,$18.9m,$10.3m,+12.07%,0.04%,0.54,+0.0085%,+0.0130%,$15.1k
106,Ontology-ONT,$0.2463,+3.82%,$18.8m,$9.2m,+2.61%,0.04%,0.49,+0.0169%,+0.0029%,$18.8k
107,Storj-STORJ,$0.5543,+2.29%,$18.1m,$11.9m,+3.17%,0.05%,0.65,+0.0115%,+0.0136%,$35.2k
