,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,518.63",-8.53%,$40.3b,$6.8b,-7.20%,29.44%,0.17,-0.0174%,-0.0229%,$96.6m
1,Bitcoin-BTC,"$18,800.90",-5.85%,$37.2b,$9.9b,-0.80%,42.98%,0.27,-0.0026%,+0.0008%,$94.1m
2,Ethereum Classic-ETC,$34.08,-15.89%,$7.5b,$496.5m,-27.80%,2.15%,0.07,-0.0200%,-0.0417%,$37.5m
3,Solana-SOL,$31.20,-5.49%,$1.8b,$371.7m,-4.75%,1.61%,0.21,-0.0074%,-0.0067%,$2.9m
4,Cardano-ADA,$0.4647,-7.75%,$1.1b,$281.9m,-9.97%,1.22%,0.25,+0.0205%,+0.0116%,$3.0m
5,Binance Coin-BNB,$264.13,-5.94%,$931.7m,$283.7m,+7.83%,1.23%,0.30,-0.0136%,-0.0167%,$1.3m
6,Polygon-MATIC,$0.8105,-9.46%,$873.7m,$187.9m,-14.75%,0.81%,0.22,-0.0020%,-0.0013%,$2.0m
7,EOS-EOS,$1.46,-4.69%,$858.6m,$179.8m,-6.49%,0.78%,0.21,+0.0024%,-0.0056%,$3.2m
8,Ripple-XRP,$0.3207,-4.09%,$797.7m,$322.4m,-2.99%,1.40%,0.40,-0.0032%,-0.0063%,$2.2m
9,Avalanche-AVAX,$18.49,-7.88%,$787.1m,$130.9m,-10.23%,0.57%,0.17,-0.0100%,-0.0022%,$1.7m
10,Litecoin-LTC,$54.35,-9.30%,$785.0m,$191.8m,-12.70%,0.83%,0.24,+0.0089%,+0.0043%,$3.2m
11,NEAR Protocol-NEAR,$4.10,-6.25%,$704.9m,$91.3m,-1.49%,0.40%,0.13,-0.0008%,-0.0040%,$1.7m
12,Cosmos-ATOM,$11.88,-4.64%,$637.8m,$108.2m,-11.29%,0.47%,0.17,-0.0007%,-0.0051%,$1.3m
13,Chiliz-CHZ,$0.1885,-8.46%,$597.7m,$77.7m,-21.04%,0.34%,0.13,+0.0094%,+0.0032%,$2.0m
14,Polkadot-DOT,$6.98,-8.26%,$572.6m,$259.6m,-8.43%,1.12%,0.45,-0.0129%,-0.0091%,$2.0m
15,Ravencoin-RVN,$0.0360,-3.48%,$557.4m,$21.1m,-28.49%,0.09%,0.04,+0.0257%,-0.0074%,$1.7m
16,Dogecoin-DOGE,$0.0593,-6.34%,$537.8m,$120.0m,-6.62%,0.52%,0.22,+0.0005%,+0.0044%,$2.7m
17,Optimism-OP,$1.11,-8.36%,$532.9m,$59.9m,-11.87%,0.26%,0.11,+0.0022%,+0.0059%,$1.5m
18,Filecoin-FIL,$5.72,-7.42%,$508.8m,$102.5m,-8.24%,0.44%,0.20,+0.0046%,+0.0015%,$2.8m
19,Stargate Finance-STG,$0.7375,+18.86%,$469.3m,$39.3m,+126.85%,0.17%,0.08,-0.0325%,-0.0345%,$841.2k
20,Chainlink-LINK,$6.71,-8.32%,$405.5m,$101.6m,-12.68%,0.44%,0.25,+0.0061%,+0.0107%,$1.6m
21,STEPN-GMT,$0.6339,-8.78%,$374.1m,$105.0m,-6.43%,0.45%,0.28,-0.0080%,-0.0082%,$1.1m
22,Curve DAO Token-CRV,$1.04,-10.03%,$370.3m,$56.5m,-15.75%,0.24%,0.15,-0.0076%,-0.0052%,$1.0m
23,1000SHIB-1000SHIB,$0.0121,-4.46%,$336.5m,$41.4m,-7.49%,0.18%,0.12,+0.0100%,+0.0100%,$835.2k
24,Bitcoin Cash-BCH,$112.88,-10.16%,$330.2m,$164.8m,-13.47%,0.71%,0.50,-0.0040%,-0.0070%,$873.2k
25,The Sandbox-SAND,$0.8743,-9.42%,$303.1m,$71.9m,-14.28%,0.31%,0.24,+0.0022%,+0.0043%,$1.4m
26,Helium-HNT,$3.94,+4.75%,$285.1m,$24.0m,+11.20%,0.10%,0.08,+0.0049%,+0.0043%,$900.5k
27,ApeCoin-APE,$4.27,-10.25%,$284.3m,$63.8m,-6.82%,0.28%,0.22,-0.0078%,+0.0078%,$1.1m
28,Tellor-TRB,$16.02,-6.38%,$252.3m,$42.9m,-12.00%,0.19%,0.17,+0.0294%,-0.0591%,$580.1k
29,Project Galaxy-GAL,$2.39,-3.58%,$243.5m,$14.3m,+20.70%,0.06%,0.06,+0.0036%,-0.0050%,$687.6k
