,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,613.08",+6.77%,$35.7b,$7.1b,+5.30%,30.66%,0.20,-0.0035%,-0.0021%,$90.0m
1,Bitcoin-BTC,"$19,113.34",+2.02%,$25.5b,$9.6b,-4.08%,41.09%,0.37,+0.0017%,-0.0012%,$28.3m
2,Ethereum Classic-ETC,$36.22,+6.51%,$5.0b,$495.3m,+0.78%,2.13%,0.10,-0.0031%,-0.0049%,$13.6m
3,EOS-EOS,$1.60,+6.46%,$2.2b,$232.5m,+19.13%,1.00%,0.11,+0.0099%,+0.0103%,$5.3m
4,Helium-HNT,$4.90,+13.48%,$1.5b,$37.3m,+18.25%,0.16%,0.03,-0.0734%,-0.0138%,$2.3m
5,Solana-SOL,$32.40,+4.38%,$1.3b,$391.4m,+5.60%,1.68%,0.30,+0.0119%,+0.0076%,$2.3m
6,Binance Coin-BNB,$276.86,+5.20%,$740.1m,$277.5m,-2.04%,1.19%,0.37,+0.0080%,+0.0062%,$753.6k
7,Cardano-ADA,$0.4673,+1.67%,$729.3m,$273.1m,-2.60%,1.18%,0.37,+0.0099%,+0.0057%,$808.5k
8,Cosmos-ATOM,$13.05,+10.21%,$722.0m,$149.2m,+36.26%,0.64%,0.21,+0.0136%,-0.0093%,$1.5m
9,Ripple-XRP,$0.3307,+2.47%,$670.1m,$319.7m,-1.04%,1.38%,0.48,+0.0046%,+0.0010%,$1.1m
10,Polygon-MATIC,$0.8212,+2.62%,$565.3m,$185.0m,-0.92%,0.80%,0.33,+0.0033%,+0.0039%,$828.2k
11,NEAR Protocol-NEAR,$4.43,+9.07%,$539.8m,$117.5m,+31.42%,0.51%,0.22,+0.0012%,+0.0039%,$1.2m
12,Avalanche-AVAX,$18.51,+1.55%,$498.6m,$128.4m,-0.52%,0.55%,0.26,+0.0142%,+0.0082%,$695.7k
13,Litecoin-LTC,$56.58,+3.56%,$476.9m,$189.0m,-1.14%,0.81%,0.40,-0.0057%,-0.0013%,$388.2k
14,Stargate Finance-STG,$0.7772,+9.82%,$447.5m,$28.6m,-17.75%,0.12%,0.06,+0.0060%,+0.0058%,$922.4k
15,Polkadot-DOT,$7.15,+2.58%,$446.9m,$263.0m,+1.16%,1.13%,0.59,-0.0009%,-0.0073%,$598.8k
16,Chiliz-CHZ,$0.1854,+0.22%,$365.3m,$74.2m,-2.18%,0.32%,0.20,+0.0069%,+0.0055%,$527.8k
17,Optimism-OP,$1.14,+4.85%,$359.4m,$55.8m,-5.99%,0.24%,0.16,+0.0000%,+0.0080%,$483.0k
18,Bitcoin Cash-BCH,$125.58,+11.59%,$346.1m,$192.5m,+17.68%,0.83%,0.56,+0.0005%,+0.0022%,$697.6k
19,Chainlink-LINK,$7.20,+6.85%,$318.4m,$111.7m,+9.09%,0.48%,0.35,+0.0078%,+0.0039%,$603.6k
20,Dogecoin-DOGE,$0.0601,+1.22%,$316.7m,$118.5m,-0.39%,0.51%,0.37,+0.0131%,+0.0013%,$530.5k
21,Filecoin-FIL,$5.76,+1.47%,$313.9m,$103.3m,+2.62%,0.44%,0.33,+0.0075%,+0.0116%,$642.5k
22,Curve DAO Token-CRV,$1.12,+8.25%,$305.5m,$60.0m,+8.11%,0.26%,0.20,+0.0106%,-0.0034%,$959.1k
23,STEPN-GMT,$0.6402,+1.99%,$230.5m,$102.6m,-1.56%,0.44%,0.45,+0.0012%,+0.0049%,$294.4k
24,1000SHIB-1000SHIB,$0.0121,+0.38%,$222.7m,$41.6m,+0.73%,0.18%,0.19,+0.0092%,+0.0076%,$352.8k
25,ApeCoin-APE,$4.42,+3.71%,$214.9m,$62.2m,-2.23%,0.27%,0.29,-0.0071%,-0.0060%,$470.5k
26,The Sandbox-SAND,$0.8980,+3.45%,$176.8m,$72.0m,-0.58%,0.31%,0.41,+0.0074%,+0.0028%,$252.3k
27,Tellor-TRB,$16.15,-0.22%,$164.8m,$37.6m,-12.04%,0.16%,0.23,-0.0227%,+0.0036%,$237.9k
28,Ravencoin-RVN,$0.0354,-3.20%,$162.0m,$17.6m,-17.73%,0.08%,0.11,-0.0013%,+0.0038%,$364.3k
29,Fantom-FTM,$0.2495,+1.33%,$155.4m,$46.5m,-3.10%,0.20%,0.30,+0.0055%,+0.0090%,$221.6k
30,Axie Infinity-AXS,$13.38,+0.91%,$149.7m,$75.8m,-2.63%,0.33%,0.51,-0.0242%,-0.0402%,$142.9k
31,Tron-TRX,$0.0606,+0.49%,$138.9m,$139.7m,-0.32%,0.60%,1.01,-0.0092%,-0.0164%,$357.8k
