,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,551.82",-0.49%,$16.5b,$6.9b,-0.04%,29.36%,0.42,-0.0108%,-0.0047%,$27.1m
1,Bitcoin-BTC,"$19,722.64",-0.99%,$12.5b,$9.9b,+3.71%,42.28%,0.79,-0.0007%,-0.0044%,$6.6m
2,Filecoin-FIL,$6.45,+11.79%,$1.2b,$151.0m,+51.29%,0.64%,0.12,+0.0012%,+0.0142%,$1.4m
3,Cardano-ADA,$0.4807,+5.96%,$961.0m,$315.1m,+17.77%,1.34%,0.33,-0.0025%,-0.0011%,$1.6m
4,EOS-EOS,$1.52,+1.20%,$856.8m,$194.5m,+0.31%,0.83%,0.23,+0.0018%,+0.0090%,$1.4m
5,Litecoin-LTC,$60.99,-0.29%,$804.2m,$237.3m,+4.70%,1.01%,0.30,+0.0039%,-0.0022%,$772.1k
6,Ethereum Classic-ETC,$32.25,-0.38%,$715.1m,$382.0m,+1.40%,1.62%,0.53,-0.0096%,-0.0090%,$345.1k
7,Chiliz-CHZ,$0.2151,-1.05%,$600.3m,$95.6m,-6.89%,0.41%,0.16,+0.0060%,+0.0089%,$589.1k
8,Polygon-MATIC,$0.8787,+1.11%,$538.5m,$235.5m,-1.58%,1.00%,0.44,-0.0026%,+0.0046%,$367.8k
9,Solana-SOL,$31.01,-0.12%,$477.8m,$387.3m,+1.00%,1.65%,0.81,+0.0020%,+0.0004%,$190.3k
10,Cosmos-ATOM,$12.56,+1.05%,$463.0m,$132.7m,+0.95%,0.56%,0.29,-0.0162%,-0.0021%,$832.4k
11,Optimism-OP,$1.19,-2.81%,$392.0m,$71.8m,-5.15%,0.31%,0.18,+0.0023%,+0.0012%,$364.7k
12,Axie Infinity-AXS,$15.03,+5.63%,$374.5m,$123.9m,+53.71%,0.53%,0.33,-0.0256%,-0.0290%,$473.9k
13,Ripple-XRP,$0.3294,+0.18%,$348.6m,$318.3m,-0.01%,1.35%,0.91,-0.0004%,-0.0024%,$194.1k
14,Dogecoin-DOGE,$0.0622,+1.59%,$347.4m,$126.2m,+3.85%,0.54%,0.36,+0.0056%,+0.0147%,$542.2k
15,Tellor-TRB,$18.91,-1.09%,$326.5m,$69.0m,-0.21%,0.29%,0.21,-0.3931%,-0.4937%,$215.8k
16,Binance Coin-BNB,$277.06,+0.80%,$325.0m,$259.1m,-0.08%,1.10%,0.80,+0.0043%,-0.0007%,$88.1k
17,Avalanche-AVAX,$18.78,-0.43%,$270.4m,$134.9m,-1.50%,0.57%,0.50,+0.0023%,-0.0108%,$158.6k
18,Polkadot-DOT,$7.26,-0.92%,$233.3m,$267.0m,-2.56%,1.14%,1.14,+0.0005%,-0.0041%,$92.9k
19,STEPN-GMT,$0.6750,+0.71%,$189.3m,$109.0m,+2.31%,0.46%,0.58,-0.0028%,-0.0027%,$96.5k
20,1000SHIB-1000SHIB,$0.0123,+1.21%,$156.9m,$39.3m,+2.69%,0.17%,0.25,+0.0100%,+0.0100%,$241.0k
21,NEAR Protocol-NEAR,$4.14,-0.24%,$150.3m,$88.9m,-1.39%,0.38%,0.59,+0.0042%,+0.0025%,$114.9k
22,Chainlink-LINK,$6.79,-0.89%,$147.3m,$99.1m,-3.41%,0.42%,0.67,+0.0058%,+0.0030%,$199.5k
23,Curve DAO Token-CRV,$1.07,-2.45%,$141.7m,$58.0m,+3.07%,0.25%,0.41,-0.0251%,-0.0323%,$183.9k
24,Bitcoin Cash-BCH,$117.42,+1.34%,$137.4m,$168.6m,+3.14%,0.72%,1.23,-0.0123%,-0.0182%,$67.5k
25,yearn.finance-YFI,"$9,739.29",-0.83%,$135.7m,$42.9m,-6.29%,0.18%,0.32,+0.0026%,+0.0121%,$259.5k
26,ApeCoin-APE,$4.71,+0.47%,$135.1m,$67.8m,+1.98%,0.29%,0.50,-0.0003%,+0.0029%,$192.6k
27,Unifi Protocol DAO-UNFI,$7.69,+2.90%,$114.1m,$21.5m,+4.42%,0.09%,0.19,+0.0100%,+0.0100%,$69.3k
28,The Sandbox-SAND,$0.9234,+0.29%,$100.5m,$76.7m,+3.94%,0.33%,0.76,+0.0004%,+0.0101%,$90.4k
29,FOOTBALL-FOOTBALL,"$1,175.71",-1.12%,$100.2m,$8.5m,+3.08%,0.04%,0.09,+0.0100%,+0.1195%,$201.0k
30,Synthetix Network Token-SNX,$2.92,-4.31%,$97.5m,$36.0m,-7.10%,0.15%,0.37,-0.0166%,-0.0339%,$124.8k
31,Aave-AAVE,$86.65,-0.47%,$97.1m,$45.7m,-4.54%,0.19%,0.47,-0.0251%,-0.0186%,$11.1k
32,Ethereum Name Service-ENS,$13.90,+1.62%,$85.0m,$29.3m,+14.88%,0.12%,0.34,-0.0048%,-0.0046%,$14.3k
33,Fantom-FTM,$0.2672,-0.30%,$74.6m,$48.5m,+2.07%,0.21%,0.65,+0.0087%,+0.0065%,$28.6k
34,Helium-HNT,$4.24,-5.48%,$71.6m,$16.6m,+12.07%,0.07%,0.23,-0.0064%,-0.0006%,$202.5k
35,1inch-1INCH,$0.6850,-3.32%,$71.5m,$26.2m,-18.00%,0.11%,0.37,+0.0073%,-0.0168%,$148.3k
36,SushiSwap-SUSHI,$1.12,+2.72%,$70.5m,$30.1m,+6.20%,0.13%,0.43,-0.0059%,-0.0087%,$32.8k
37,CertiK-CTK,$1.01,+1.77%,$70.1m,$12.0m,+17.06%,0.05%,0.17,-0.0077%,-0.0073%,$140.2k
38,ZCash-ZEC,$62.22,+5.09%,$65.1m,$23.3m,+13.10%,0.10%,0.36,+0.0015%,-0.0080%,$44.6k
39,Uniswap-UNI,$6.27,-0.17%,$62.0m,$47.1m,-1.29%,0.20%,0.76,-0.0098%,-0.0089%,$19.7k
40,Flamingo-FLM,$0.1183,+2.87%,$56.3m,$20.5m,+9.55%,0.09%,0.36,-0.0988%,-0.1511%,$36.2k
41,Decentraland-MANA,$0.7814,+1.33%,$56.1m,$38.8m,-0.07%,0.17%,0.69,-0.0082%,+0.0040%,$58.0k
42,Monero-XMR,$153.77,+1.60%,$56.0m,$44.9m,+7.58%,0.19%,0.80,-0.0904%,-0.0767%,$6.9k
43,Gala-GALA,$0.0500,+0.65%,$54.1m,$35.5m,+2.74%,0.15%,0.66,+0.0087%,+0.0073%,$9.7k
44,Tron-TRX,$0.0629,+0.75%,$51.0m,$139.5m,+2.00%,0.59%,2.73,-0.0094%,-0.0047%,$1.8k
45,Celsius-CEL,$1.44,+2.49%,$50.6m,$26.4m,+1.01%,0.11%,0.52,-0.0313%,-0.0888%,$218.6k
46,THETA-THETA,$1.13,+0.93%,$49.4m,$22.1m,-1.58%,0.09%,0.45,-0.0002%,+0.0038%,$4.8k
47,dYdX-DYDX,$1.54,+1.00%,$49.0m,$37.1m,-0.22%,0.16%,0.76,+0.0038%,-0.0014%,$4.9k
48,Stargate Finance-STG,$0.6298,-1.35%,$48.7m,$15.1m,-11.68%,0.06%,0.31,-0.0324%,-0.0554%,$51.7k
49,Flow (Dapper labs)-FLOW,$1.95,-0.71%,$47.3m,$27.0m,-1.93%,0.11%,0.57,+0.0020%,+0.0030%,$66.1k
50,Balancer-BAL,$7.23,-4.37%,$47.0m,$19.8m,-10.33%,0.08%,0.42,-0.0056%,-0.0003%,$99.9k
51,Waves-WAVES,$4.49,+0.56%,$45.2m,$52.3m,+2.46%,0.22%,1.16,+0.0051%,+0.0048%,$29.8k
52,Kyber Network Crystal-KNC,$1.72,-3.57%,$44.8m,$19.3m,-10.83%,0.08%,0.43,+0.0088%,-0.0035%,$51.7k
53,Terra-LUNA,$1.82,-2.57%,$43.2m,$7.0m,-5.59%,0.03%,0.16,+0.0088%,+0.0121%,$103.4k
54,Algorand-ALGO,$0.3011,+0.52%,$42.9m,$29.3m,+1.06%,0.12%,0.68,+0.0065%,+0.0037%,$5.4k
55,Lido DAO Token-LDO,$2.01,-6.63%,$41.7m,$17.3m,-12.49%,0.07%,0.42,-0.0093%,-0.0088%,$52.0k
56,Coin98-C98,$0.4372,+2.77%,$41.4m,$16.1m,+15.08%,0.07%,0.39,+0.0069%,+0.0074%,$44.3k
57,ConstitutionDAO-PEOPLE,$0.0204,+2.28%,$40.8m,$26.1m,+1.69%,0.11%,0.64,-0.0058%,-0.0147%,$19.1k
58,SHIBA INU-SHIB,$0.0000,+0.86%,$39.5m,$20.0m,+1.38%,0.09%,0.51,+0.0105%,+0.0120%,$50.3k
59,Compound-COMP,$47.54,+3.47%,$36.8m,$23.6m,+4.90%,0.10%,0.64,-0.0015%,+0.0038%,$26.9k
60,THORChain-RUNE,$1.88,-0.72%,$34.0m,$22.1m,+7.05%,0.09%,0.65,+0.0081%,+0.0081%,$7.9k
61,Dash-DASH,$46.62,+3.15%,$30.9m,$15.3m,+8.88%,0.06%,0.49,+0.0026%,+0.0119%,$14.3k
62,Tezos-XTZ,$1.51,+1.91%,$30.6m,$27.6m,+6.55%,0.12%,0.90,-0.0059%,-0.0126%,$5.8k
63,BitDAO-BIT,$0.6197,-5.15%,$30.3m,$24.5m,-9.15%,0.10%,0.81,-0.1420%,-0.1433%,$435.6k
64,Oasis Network-ROSE,$0.0624,-3.33%,$29.2m,$12.1m,-0.91%,0.05%,0.41,+0.0082%,+0.0077%,$47.4k
65,1000XEC-1000XEC,$0.0442,-3.22%,$28.2m,$8.3m,-17.91%,0.04%,0.29,-0.0409%,-0.1333%,$28.9k
66,Stellar Lumens-XLM,$0.1046,+1.05%,$25.5m,$35.8m,+1.64%,0.15%,1.40,-0.0006%,+0.0052%,$3.6k
67,Aragon-ANT,$1.81,+3.15%,$23.5m,$6.2m,+15.69%,0.03%,0.27,-0.0058%,-0.0190%,$53.9k
68,Kusama-KSM,$48.47,+2.63%,$23.0m,$15.7m,+2.40%,0.07%,0.68,-0.0138%,-0.0172%,$20.6k
69,Kava-KAVA,$1.67,-2.96%,$22.2m,$11.8m,+4.48%,0.05%,0.53,+0.0063%,+0.0012%,$44.7k
70,Internet Computer-ICP,$6.41,+3.19%,$22.1m,$13.4m,+4.78%,0.06%,0.61,+0.0083%,+0.0083%,$23.0k
71,Chromia-CHR,$0.1736,-1.39%,$21.8m,$9.0m,-1.22%,0.04%,0.41,+0.0074%,+0.0068%,$50.6k
72,Elrond-EGLD,$51.26,-1.00%,$21.7m,$16.0m,-0.04%,0.07%,0.74,+0.0017%,+0.0052%,$26.4k
73,NEM-XEM,$0.0434,-1.10%,$21.5m,$8.7m,-0.43%,0.04%,0.40,+0.0086%,-0.0292%,$6.0k
74,Zilliqa-ZIL,$0.0356,+0.23%,$21.5m,$23.0m,+1.28%,0.10%,1.07,+0.0064%,+0.0056%,$6.1k
75,Enjin Coin-ENJ,$0.5175,+2.10%,$20.9m,$14.4m,+1.35%,0.06%,0.69,-0.0048%,+0.0050%,$44.2k
76,Serum-SRM,$0.7789,-0.02%,$20.6m,$24.9m,+3.21%,0.11%,1.21,-0.0016%,-0.0097%,$4.0k
77,The Graph-GRT,$0.1013,-1.37%,$20.0m,$21.9m,+2.65%,0.09%,1.10,+0.0081%,+0.0011%,$6.1k
78,iExec RLC-RLC,$1.12,+1.58%,$19.8m,$6.6m,-1.79%,0.03%,0.33,-0.2603%,-0.1381%,$9.5k
79,Terra Classic-LUNC,$0.0003,+7.81%,$19.5m,$1.5m,+17.37%,0.01%,0.08,+0.0100%,+0.0100%,$69.8k
80,NEO-NEO,$9.10,+1.45%,$19.1m,$14.0m,+0.69%,0.06%,0.73,-0.0160%,-0.0048%,$306.5
81,Bluzelle-BLZ,$0.0951,-1.19%,$19.0m,$7.4m,-1.51%,0.03%,0.39,+0.0100%,+0.0100%,$14.1k
82,BinaryX-BNX,$136.67,+2.44%,$18.6m,$28.7m,+10.33%,0.12%,1.55,+0.0100%,+0.0100%,$6.9k
83,Reserve Rights-RSR,$0.0062,+1.19%,$18.2m,$14.9m,-2.64%,0.06%,0.82,+0.0071%,+0.0112%,$1.8k
84,VeChain-VET,$0.0241,+0.53%,$18.1m,$16.2m,+0.98%,0.07%,0.89,+0.0064%,+0.0071%,$55.4
