,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,791.80",+0.12%,$12.0b,$10.2b,+3.76%,42.64%,0.85,-0.0021%,+0.0024%,$5.9m
1,Ethereum-ETH,"$1,553.83",+0.27%,$11.7b,$7.0b,+0.97%,29.23%,0.59,-0.0033%,-0.0003%,$9.5m
2,Cardano-ADA,$0.4942,+5.64%,$1.2b,$349.5m,+23.24%,1.46%,0.29,-0.0341%,-0.0356%,$2.3m
3,Filecoin-FIL,$6.26,-2.04%,$913.9m,$131.6m,-4.61%,0.55%,0.14,-0.0065%,-0.0100%,$1.3m
4,Ethereum Classic-ETC,$32.06,-0.73%,$619.1m,$383.5m,+1.24%,1.61%,0.62,-0.0040%,-0.0127%,$1.0m
5,Litecoin-LTC,$60.17,-0.17%,$509.1m,$230.3m,-0.95%,0.96%,0.45,+0.0104%,+0.0077%,$625.7k
6,EOS-EOS,$1.49,-2.89%,$505.6m,$188.4m,-5.46%,0.79%,0.37,+0.0039%,+0.0077%,$630.7k
7,Axie Infinity-AXS,$14.51,-0.74%,$505.0m,$96.7m,+7.53%,0.40%,0.19,-0.0007%,-0.0228%,$767.9k
8,Solana-SOL,$31.51,+1.45%,$503.6m,$392.0m,+1.30%,1.64%,0.78,+0.0050%,+0.0113%,$726.8k
9,Cosmos-ATOM,$12.73,+3.61%,$456.6m,$147.0m,+17.79%,0.62%,0.32,-0.0082%,-0.0023%,$613.7k
10,Polygon-MATIC,$0.8797,+0.90%,$444.8m,$235.4m,-0.50%,0.99%,0.53,-0.0049%,+0.0020%,$276.5k
11,Chiliz-CHZ,$0.2145,-3.02%,$394.8m,$99.1m,-4.97%,0.42%,0.25,+0.0092%,+0.0090%,$491.1k
12,Optimism-OP,$1.16,-3.56%,$335.8m,$68.7m,-4.10%,0.29%,0.20,+0.0036%,+0.0028%,$327.2k
13,Binance Coin-BNB,$277.75,+0.77%,$319.2m,$261.5m,+0.29%,1.10%,0.82,+0.0047%,+0.0052%,$52.6k
14,Dogecoin-DOGE,$0.0631,+2.31%,$284.9m,$129.1m,+3.05%,0.54%,0.45,+0.0127%,+0.0113%,$300.4k
15,Ripple-XRP,$0.3292,+0.27%,$256.6m,$319.3m,+0.63%,1.34%,1.24,+0.0028%,+0.0081%,$146.8k
16,Tellor-TRB,$18.28,-4.95%,$251.8m,$67.4m,-6.13%,0.28%,0.27,-0.2821%,-0.4078%,$172.7k
17,Avalanche-AVAX,$18.93,+0.43%,$242.8m,$136.7m,+1.67%,0.57%,0.56,-0.0042%,-0.0036%,$111.0k
18,Polkadot-DOT,$7.24,-0.09%,$220.1m,$265.9m,-0.58%,1.11%,1.21,-0.0018%,-0.0087%,$179.9k
19,STEPN-GMT,$0.6897,+2.88%,$206.8m,$112.0m,+3.81%,0.47%,0.54,-0.0034%,-0.0020%,$369.0k
20,1000SHIB-1000SHIB,$0.0128,+5.29%,$166.3m,$45.4m,+15.41%,0.19%,0.27,+0.0100%,+0.0100%,$253.6k
21,Unifi Protocol DAO-UNFI,$7.93,+3.47%,$155.2m,$23.2m,+10.15%,0.10%,0.15,+0.0092%,+0.0076%,$84.7k
