,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,572.78",-0.40%,$29.6b,$7.0b,+2.87%,30.12%,0.24,-0.0156%,-0.0198%,$68.3m
1,Bitcoin-BTC,"$19,064.59",+1.13%,$23.8b,$9.8b,-0.57%,42.01%,0.41,-0.0043%,-0.0059%,$35.2m
2,Ethereum Classic-ETC,$35.77,-0.22%,$5.3b,$492.6m,-12.57%,2.11%,0.09,-0.0420%,-0.0571%,$16.6m
3,EOS-EOS,$1.63,+15.93%,$1.5b,$237.8m,+43.26%,1.02%,0.16,-0.0162%,-0.0181%,$3.7m
4,Solana-SOL,$32.01,+2.94%,$1.1b,$380.8m,+3.12%,1.63%,0.33,-0.0036%,-0.0019%,$2.2m
5,Helium-HNT,$4.76,+39.76%,$803.9m,$37.4m,+97.99%,0.16%,0.05,-0.1501%,-0.1051%,$1.6m
6,Cardano-ADA,$0.4723,+0.97%,$781.7m,$283.2m,+0.29%,1.21%,0.36,-0.0023%,-0.0072%,$852.9k
7,Ripple-XRP,$0.3331,+2.90%,$651.7m,$328.5m,+1.67%,1.41%,0.50,-0.0078%,-0.0044%,$1.5m
8,Binance Coin-BNB,$270.67,+1.68%,$646.3m,$277.8m,+3.18%,1.19%,0.43,-0.0070%,-0.0057%,$629.4k
9,Polygon-MATIC,$0.8312,-0.12%,$616.1m,$193.1m,-2.06%,0.83%,0.31,-0.0082%,-0.0170%,$1.3m
10,Stargate Finance-STG,$0.7046,+16.27%,$544.3m,$27.7m,+85.98%,0.12%,0.05,+0.0037%,+0.0040%,$549.8k
11,Litecoin-LTC,$55.86,+1.32%,$498.6m,$191.4m,+0.02%,0.82%,0.38,-0.0030%,+0.0013%,$1.2m
12,Cosmos-ATOM,$12.12,+0.33%,$485.1m,$111.8m,-5.16%,0.48%,0.23,-0.0112%,-0.0273%,$478.6k
13,Avalanche-AVAX,$18.72,+1.02%,$479.0m,$131.5m,+0.84%,0.56%,0.27,+0.0036%,-0.0036%,$897.8k
14,NEAR Protocol-NEAR,$4.28,+5.69%,$415.6m,$91.3m,+2.65%,0.39%,0.22,-0.0052%,-0.0069%,$819.1k
15,Chiliz-CHZ,$0.1876,-0.54%,$414.4m,$74.0m,-7.70%,0.32%,0.18,+0.0024%,+0.0029%,$464.1k
16,Polkadot-DOT,$7.15,+3.04%,$407.5m,$263.9m,+1.98%,1.13%,0.65,-0.0090%,-0.0072%,$567.7k
17,Optimism-OP,$1.14,+2.41%,$380.1m,$60.6m,+5.39%,0.26%,0.16,+0.0019%,-0.0009%,$571.1k
18,Dogecoin-DOGE,$0.0605,+2.38%,$366.7m,$119.3m,-1.94%,0.51%,0.33,+0.0022%,+0.0016%,$938.3k
19,Filecoin-FIL,$5.79,+1.88%,$303.2m,$103.0m,+2.97%,0.44%,0.34,-0.0020%,+0.0057%,$892.4k
20,Chainlink-LINK,$6.92,+2.87%,$302.8m,$104.9m,+3.90%,0.45%,0.35,+0.0005%,-0.0076%,$576.2k
21,Ravencoin-RVN,$0.0366,-3.68%,$247.6m,$19.8m,-34.58%,0.08%,0.08,-0.0023%,+0.0139%,$686.8k
22,STEPN-GMT,$0.6424,+0.26%,$242.7m,$105.5m,+1.36%,0.45%,0.43,-0.0088%,-0.0105%,$472.4k
23,1000SHIB-1000SHIB,$0.0122,+2.45%,$238.5m,$41.7m,+2.43%,0.18%,0.17,+0.0100%,+0.0045%,$270.7k
24,Curve DAO Token-CRV,$1.09,+5.26%,$228.6m,$56.7m,+3.32%,0.24%,0.25,-0.0011%,-0.0261%,$472.6k
25,Bitcoin Cash-BCH,$115.60,+1.50%,$218.8m,$168.3m,+2.46%,0.72%,0.77,-0.0123%,-0.0117%,$430.6k
26,Tellor-TRB,$16.47,+3.83%,$200.2m,$42.4m,-2.39%,0.18%,0.21,-0.0763%,-0.0044%,$209.0k
27,The Sandbox-SAND,$0.8892,-0.79%,$181.0m,$73.3m,+0.04%,0.31%,0.41,-0.0055%,-0.0130%,$561.2k
28,ApeCoin-APE,$4.34,-1.13%,$174.9m,$64.4m,+1.73%,0.28%,0.37,-0.0096%,-0.0107%,$548.7k
29,Fantom-FTM,$0.2525,+1.64%,$148.6m,$48.4m,+2.35%,0.21%,0.33,-0.0040%,-0.0051%,$322.6k
30,Ethereum Name Service-ENS,$13.80,-4.37%,$134.1m,$27.0m,-13.10%,0.12%,0.20,+0.0045%,+0.0012%,$258.7k
31,Axie Infinity-AXS,$13.35,-0.30%,$131.9m,$78.9m,+1.21%,0.34%,0.60,-0.0341%,-0.0304%,$407.2k
32,Unifi Protocol DAO-UNFI,$7.13,+4.36%,$123.2m,$18.0m,+9.48%,0.08%,0.15,+0.0100%,+0.0062%,$128.1k
33,Project Galaxy-GAL,$2.48,-2.08%,$109.3m,$14.6m,-1.85%,0.06%,0.13,-0.0095%,-0.0148%,$266.5k
34,Aave-AAVE,$85.44,+0.65%,$109.2m,$45.0m,-1.77%,0.19%,0.41,-0.0214%,-0.0092%,$78.6k
35,Kyber Network Crystal-KNC,$1.71,+0.50%,$103.9m,$19.6m,-2.64%,0.08%,0.19,+0.0011%,-0.0022%,$184.0k
36,Tron-TRX,$0.0611,+0.30%,$96.3m,$141.9m,+1.68%,0.61%,1.47,-0.0156%,-0.0151%,$108.3k
37,Uniswap-UNI,$6.00,+1.14%,$94.5m,$45.0m,+2.48%,0.19%,0.48,-0.0081%,-0.0111%,$172.4k
38,dYdX-DYDX,$1.44,-1.86%,$91.1m,$36.8m,+7.48%,0.16%,0.40,-0.0046%,+0.0006%,$199.6k
39,Decentraland-MANA,$0.7537,+1.23%,$88.1m,$38.1m,+0.19%,0.16%,0.43,-0.0067%,-0.0047%,$262.5k
40,Monero-XMR,$149.68,+2.09%,$81.8m,$40.9m,-0.55%,0.18%,0.50,-0.0023%,+0.0032%,$112.1k
41,yearn.finance-YFI,"$9,331.39",+7.24%,$81.3m,$37.6m,+13.11%,0.16%,0.46,-0.0213%,-0.0247%,$223.1k
42,Waves-WAVES,$4.37,+1.62%,$79.8m,$48.5m,+1.29%,0.21%,0.61,+0.0059%,+0.0052%,$210.7k
43,SushiSwap-SUSHI,$1.18,+2.87%,$78.3m,$29.5m,+0.27%,0.13%,0.38,-0.0164%,-0.0065%,$163.3k
44,Algorand-ALGO,$0.2958,+3.89%,$77.0m,$29.1m,+6.23%,0.12%,0.38,-0.0002%,-0.0017%,$48.8k
45,Gala-GALA,$0.0485,+2.13%,$76.1m,$33.5m,+1.27%,0.14%,0.44,+0.0003%,+0.0028%,$119.7k
46,Terra-LUNA,$1.92,+3.48%,$76.0m,$6.8m,+13.38%,0.03%,0.09,-0.0088%,-0.0041%,$149.2k
47,Terra Classic-LUNC,$0.0005,+22.97%,$73.2m,$7.6m,+368.67%,0.03%,0.10,+0.0017%,+0.0020%,$373.8k
48,CertiK-CTK,$1.06,+11.58%,$72.4m,$12.2m,+45.77%,0.05%,0.17,-0.0380%,-0.0404%,$164.2k
49,Synthetix Network Token-SNX,$2.95,+5.80%,$69.2m,$33.1m,+0.74%,0.14%,0.48,-0.0274%,-0.0064%,$72.0k
50,THETA-THETA,$1.10,+0.62%,$63.4m,$22.2m,+3.67%,0.10%,0.35,-0.0153%,-0.0128%,$168.2k
51,Ocean Protocol-OCEAN,$0.1817,+10.62%,$62.3m,$7.3m,+88.88%,0.03%,0.12,+0.0028%,+0.0040%,$208.2k
52,ConstitutionDAO-PEOPLE,$0.0210,+8.44%,$61.9m,$24.5m,+4.94%,0.11%,0.40,+0.0076%,-0.0039%,$178.8k
53,iExec RLC-RLC,$1.20,+14.84%,$60.9m,$7.5m,+33.65%,0.03%,0.12,-0.0993%,-0.0665%,$193.5k
54,Stellar Lumens-XLM,$0.1015,+0.95%,$58.3m,$37.3m,+4.59%,0.16%,0.64,-0.0152%,-0.0076%,$105.8k
55,ZCash-ZEC,$58.53,-1.85%,$55.0m,$21.0m,+10.84%,0.09%,0.38,+0.0072%,-0.0081%,$150.3k
56,BinaryX-BNX,$137.60,+0.14%,$52.7m,$29.9m,-0.13%,0.13%,0.57,+0.0100%,+0.0100%,$88.1k
57,API3-API3,$1.80,+10.97%,$51.7m,$6.2m,+26.30%,0.03%,0.12,-0.0405%,-0.0283%,$108.9k
58,THORChain-RUNE,$1.81,+1.96%,$51.3m,$20.5m,+0.85%,0.09%,0.40,+0.0019%,-0.0040%,$111.5k
59,FOOTBALL-FOOTBALL,"$1,113.54",+6.66%,$48.3m,$5.8m,+14.58%,0.02%,0.12,+0.0340%,+0.2114%,$57.8k
60,SHIBA INU-SHIB,$0.0000,+2.60%,$46.8m,$19.2m,+2.63%,0.08%,0.41,+0.0043%,+0.0083%,$206.2k
61,1inch-1INCH,$0.6222,+0.02%,$46.1m,$20.1m,-0.53%,0.09%,0.44,-0.0088%,-0.0137%,$92.0k
62,Celsius-CEL,$1.31,-4.05%,$45.7m,$23.2m,+0.22%,0.10%,0.51,-0.0425%,-0.0194%,$257.9k
63,Lido DAO Token-LDO,$1.98,+6.06%,$44.9m,$18.8m,+5.83%,0.08%,0.42,+0.0038%,+0.0047%,$177.7k
64,Maker-MKR,$724.67,+3.17%,$44.0m,$15.7m,+5.12%,0.07%,0.36,-0.0192%,-0.0176%,$52.3k
65,ARPA Chain-ARPA,$0.0386,+9.55%,$41.6m,$5.0m,+63.40%,0.02%,0.12,-0.0016%,-0.0009%,$94.6k
66,The Graph-GRT,$0.1023,+3.20%,$41.4m,$21.5m,+3.56%,0.09%,0.52,-0.0099%,-0.0045%,$59.4k
67,Elrond-EGLD,$50.08,+1.45%,$40.4m,$15.4m,-1.98%,0.07%,0.38,+0.0055%,+0.0015%,$105.3k
68,Aragon-ANT,$1.89,+3.44%,$39.7m,$6.7m,+24.31%,0.03%,0.17,+0.0113%,+0.0125%,$39.3k
69,Tezos-XTZ,$1.47,+0.46%,$39.7m,$26.7m,+0.92%,0.11%,0.67,-0.0309%,-0.0291%,$102.7k
70,Enjin Coin-ENJ,$0.5041,+1.61%,$39.1m,$14.4m,+3.13%,0.06%,0.37,-0.0034%,-0.0038%,$142.2k
71,Chromia-CHR,$0.1751,-4.39%,$38.4m,$8.7m,-7.75%,0.04%,0.23,+0.0039%,+0.0017%,$131.5k
72,Serum-SRM,$0.7729,+1.61%,$37.7m,$24.4m,+3.02%,0.10%,0.65,-0.0031%,-0.0232%,$70.1k
73,Flow (Dapper labs)-FLOW,$1.84,+3.76%,$37.3m,$23.3m,+1.30%,0.10%,0.62,+0.0022%,+0.0043%,$68.7k
74,VeChain-VET,$0.0235,+1.32%,$37.3m,$16.0m,+1.99%,0.07%,0.43,+0.0062%,+0.0084%,$42.4k
75,Harmony-ONE,$0.0197,+1.47%,$37.2m,$14.9m,+3.57%,0.06%,0.40,-0.0050%,-0.0029%,$127.2k
76,Zilliqa-ZIL,$0.0344,+1.48%,$35.7m,$22.1m,+2.86%,0.09%,0.62,+0.0033%,+0.0046%,$89.2k
77,NEO-NEO,$8.74,+0.48%,$35.6m,$12.5m,-1.66%,0.05%,0.35,+0.0029%,-0.0257%,$56.5k
78,Jasmy-JASMY,$0.0088,+2.74%,$35.1m,$11.5m,+3.30%,0.05%,0.33,+0.0072%,+0.0065%,$69.2k
79,Compound-COMP,$46.95,+2.35%,$34.7m,$21.7m,+7.09%,0.09%,0.63,-0.0678%,-0.0830%,$90.5k
80,Oasis Network-ROSE,$0.0598,+1.60%,$34.3m,$12.4m,+10.97%,0.05%,0.36,+0.0075%,+0.0068%,$82.4k
81,Dash-DASH,$44.43,+1.07%,$31.7m,$13.5m,+2.94%,0.06%,0.43,-0.0151%,-0.0094%,$60.8k
82,Adventure Gold-AGLD,$0.4236,+3.61%,$31.2m,$2.9m,+47.55%,0.01%,0.09,-0.0542%,+0.0207%,$140.1k
83,OmiseGO-OMG,$1.80,+4.27%,$31.0m,$12.9m,+12.20%,0.06%,0.42,-0.0041%,+0.0060%,$47.8k
84,DFI.Money-YFII,$961.17,+4.08%,$30.7m,$18.8m,+8.74%,0.08%,0.61,-0.2129%,-0.0906%,$133.3k
85,Flamingo-FLM,$0.1099,-0.36%,$30.3m,$17.8m,+2.79%,0.08%,0.59,-0.0921%,-0.0959%,$115.8k
86,Kusama-KSM,$47.59,+1.10%,$29.7m,$15.6m,+2.25%,0.07%,0.52,-0.0204%,-0.0049%,$56.5k
87,Ankr-ANKR,$0.0336,-1.33%,$29.6m,$13.3m,-2.70%,0.06%,0.45,-0.0006%,-0.0091%,$107.5k
88,Spell Token-SPELL,$0.0013,+1.27%,$29.5m,$5.4m,+45.48%,0.02%,0.18,-0.1219%,-0.0527%,$90.0k
89,Mask Network-MASK,$1.36,+8.83%,$29.3m,$7.5m,+19.93%,0.03%,0.26,-0.0186%,+0.0281%,$24.4k
90,NEM-XEM,$0.0422,+1.44%,$29.0m,$8.5m,+5.43%,0.04%,0.29,-0.0227%,-0.0258%,$17.6k
91,Balancer-BAL,$6.88,-2.75%,$27.6m,$13.9m,-7.75%,0.06%,0.50,-0.0552%,-0.0311%,$101.6k
92,Loopring-LRC,$0.3373,+1.30%,$27.1m,$13.1m,+4.38%,0.06%,0.48,-0.0357%,-0.0131%,$79.0k
93,Immutable X-IMX,$0.8109,+1.97%,$25.8m,$9.7m,+10.37%,0.04%,0.37,-0.0102%,-0.0072%,$33.5k
94,FTX Token-FTT,$25.75,+0.67%,$25.2m,$66.7m,+0.98%,0.29%,2.65,+0.0023%,+0.0012%,$81.2k
