,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,751.94",-0.33%,$11.9b,$10.3b,+5.62%,42.86%,0.86,-0.0026%,-0.0006%,$6.3m
1,Ethereum-ETH,"$1,553.72",+0.45%,$11.8b,$7.0b,+1.24%,29.19%,0.59,-0.0028%,+0.0017%,$9.4m
2,Cardano-ADA,$0.4940,+5.79%,$1.2b,$347.8m,+23.23%,1.45%,0.29,-0.0362%,-0.0326%,$2.3m
3,Filecoin-FIL,$6.26,-1.32%,$953.5m,$132.4m,-2.97%,0.55%,0.14,-0.0064%,-0.0080%,$1.3m
4,Ethereum Classic-ETC,$32.06,-0.57%,$624.7m,$383.0m,+1.56%,1.60%,0.61,-0.0035%,-0.0085%,$1.0m
5,EOS-EOS,$1.48,-2.77%,$536.1m,$188.2m,-4.57%,0.79%,0.35,+0.0039%,+0.0119%,$657.0k
6,Litecoin-LTC,$59.83,-0.03%,$526.9m,$229.2m,-1.10%,0.96%,0.44,+0.0103%,+0.0098%,$668.5k
7,Axie Infinity-AXS,$14.48,+0.71%,$516.5m,$98.0m,+14.83%,0.41%,0.19,-0.0006%,-0.0168%,$824.4k
8,Solana-SOL,$31.33,+1.05%,$488.7m,$388.9m,+0.71%,1.63%,0.80,+0.0052%,+0.0098%,$631.9k
9,Polygon-MATIC,$0.8799,+0.99%,$449.3m,$236.9m,-0.15%,0.99%,0.53,-0.0043%,+0.0014%,$276.4k
10,Cosmos-ATOM,$12.78,+4.41%,$439.0m,$146.0m,+18.10%,0.61%,0.33,-0.0071%,+0.0004%,$571.8k
11,Chiliz-CHZ,$0.2136,-2.85%,$397.4m,$99.5m,-4.46%,0.42%,0.25,+0.0093%,+0.0105%,$474.2k
12,Optimism-OP,$1.15,-3.21%,$341.7m,$67.9m,-3.61%,0.28%,0.20,+0.0046%,+0.0045%,$326.1k
13,Binance Coin-BNB,$277.28,+0.65%,$321.0m,$260.9m,+0.29%,1.09%,0.81,+0.0039%,+0.0046%,$50.4k
14,Dogecoin-DOGE,$0.0624,+1.15%,$270.0m,$126.5m,+0.96%,0.53%,0.47,+0.0127%,+0.0123%,$264.4k
15,Tellor-TRB,$18.38,-4.08%,$257.2m,$67.7m,-4.84%,0.28%,0.26,-0.2993%,-0.4189%,$173.0k
