,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,549.30",-5.12%,$24.2b,$6.9b,-5.27%,29.50%,0.29,-0.0036%,-0.0108%,$50.1m
1,Bitcoin-BTC,"$19,791.49",-2.54%,$19.3b,$9.9b,+1.19%,42.10%,0.51,+0.0021%,-0.0013%,$16.8m
2,Filecoin-FIL,$6.52,+10.43%,$1.1b,$154.6m,+53.48%,0.66%,0.14,+0.0043%,-0.0009%,$1.5m
3,Litecoin-LTC,$60.53,-0.29%,$1.1b,$236.6m,+9.21%,1.01%,0.22,+0.0005%,+0.0024%,$1.3m
4,Ethereum Classic-ETC,$32.30,-3.85%,$984.9m,$381.8m,-5.30%,1.63%,0.39,-0.0054%,-0.0096%,$2.7m
5,EOS-EOS,$1.52,-1.90%,$968.0m,$197.0m,-6.21%,0.84%,0.20,-0.0009%,-0.0012%,$1.7m
6,Cardano-ADA,$0.4793,+3.02%,$863.3m,$308.0m,+10.98%,1.31%,0.36,+0.0180%,+0.0023%,$1.4m
7,Solana-SOL,$31.13,-3.38%,$712.3m,$389.1m,-2.88%,1.66%,0.55,+0.0013%,+0.0004%,$944.5k
8,Polygon-MATIC,$0.8802,-1.41%,$671.8m,$238.1m,-10.51%,1.01%,0.35,+0.0069%,-0.0030%,$950.4k
9,Chiliz-CHZ,$0.2162,-1.16%,$668.2m,$95.7m,-9.68%,0.41%,0.14,+0.0056%,+0.0057%,$792.3k
10,Optimism-OP,$1.19,-5.28%,$623.0m,$71.7m,-10.82%,0.31%,0.12,+0.0096%,+0.0050%,$967.5k
11,Cosmos-ATOM,$12.27,-4.67%,$478.4m,$125.2m,-9.52%,0.53%,0.26,-0.0022%,-0.0157%,$829.4k
12,Binance Coin-BNB,$276.47,-1.66%,$443.8m,$260.0m,-3.30%,1.11%,0.59,-0.0014%,+0.0019%,$246.5k
13,Ripple-XRP,$0.3294,-0.43%,$416.3m,$319.2m,-0.32%,1.36%,0.77,-0.0005%,+0.0033%,$417.4k
14,Avalanche-AVAX,$18.78,-3.71%,$370.6m,$134.9m,-2.09%,0.57%,0.36,-0.0071%,+0.0028%,$729.9k
15,Dogecoin-DOGE,$0.0626,+0.21%,$365.2m,$128.8m,+2.80%,0.55%,0.35,+0.0112%,+0.0028%,$651.0k
16,Tellor-TRB,$19.31,-3.41%,$350.0m,$69.9m,+1.63%,0.30%,0.20,-0.5853%,-0.4069%,$298.3k
17,Polkadot-DOT,$7.25,-3.05%,$319.3m,$267.2m,-5.22%,1.14%,0.84,-0.0002%,+0.0014%,$183.3k
18,Axie Infinity-AXS,$15.00,+3.58%,$317.5m,$121.1m,+46.65%,0.52%,0.38,-0.0147%,-0.0208%,$347.9k
19,STEPN-GMT,$0.6732,-2.72%,$235.9m,$108.8m,-2.38%,0.46%,0.46,-0.0010%,-0.0027%,$316.0k
20,yearn.finance-YFI,"$9,597.80",-3.63%,$232.1m,$42.4m,-4.40%,0.18%,0.18,+0.0081%,+0.0030%,$505.9k
21,NEAR Protocol-NEAR,$4.17,-3.97%,$220.9m,$89.6m,-7.53%,0.38%,0.41,+0.0041%,+0.0043%,$393.6k
22,Chainlink-LINK,$6.82,-4.89%,$209.8m,$100.3m,-10.97%,0.43%,0.48,+0.0078%,+0.0050%,$387.3k
23,Curve DAO Token-CRV,$1.07,-7.61%,$185.8m,$57.9m,-6.57%,0.25%,0.31,-0.0006%,-0.0189%,$367.9k
24,Bitcoin Cash-BCH,$117.62,-0.69%,$184.5m,$168.4m,+0.35%,0.72%,0.91,-0.0102%,-0.0122%,$102.5k
25,1000SHIB-1000SHIB,$0.0123,-0.86%,$182.6m,$40.6m,+4.67%,0.17%,0.22,+0.0092%,+0.0100%,$240.8k
26,ApeCoin-APE,$4.73,-2.04%,$156.0m,$68.6m,+2.30%,0.29%,0.44,+0.0057%,-0.0019%,$133.4k
27,Synthetix Network Token-SNX,$2.93,-5.64%,$149.9m,$35.0m,-12.78%,0.15%,0.23,-0.0015%,-0.0082%,$217.3k
28,Aave-AAVE,$86.20,-5.20%,$139.6m,$45.8m,-14.59%,0.19%,0.33,-0.0053%,-0.0245%,$95.7k
