,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,907.01",+0.74%,$15.4b,$9.9b,+0.51%,41.89%,0.65,+0.0023%,+0.0031%,$6.9m
1,Ethereum-ETH,"$1,567.70",+0.84%,$13.6b,$7.0b,+1.35%,29.41%,0.51,-0.0028%,-0.0003%,$17.0m
2,Cardano-ADA,$0.4988,+3.84%,$1.4b,$352.6m,+11.64%,1.49%,0.26,-0.0223%,-0.0180%,$1.9m
3,Ethereum Classic-ETC,$32.43,+0.32%,$732.8m,$384.6m,+0.80%,1.62%,0.52,-0.0155%,-0.0114%,$1.2m
4,Solana-SOL,$31.74,+2.15%,$599.9m,$397.0m,+2.71%,1.67%,0.66,+0.0090%,+0.0109%,$938.0k
5,1000SHIB-1000SHIB,$0.0128,+4.34%,$580.6m,$56.0m,+42.21%,0.24%,0.10,+0.0100%,+0.0100%,$796.5k
6,Filecoin-FIL,$6.25,-3.20%,$540.5m,$124.3m,-18.54%,0.52%,0.23,-0.0008%,-0.0001%,$950.9k
7,Cosmos-ATOM,$12.81,+1.28%,$473.3m,$150.4m,+12.56%,0.63%,0.32,-0.0068%,-0.0118%,$576.5k
8,Litecoin-LTC,$59.56,-2.28%,$469.7m,$222.1m,-5.17%,0.94%,0.47,+0.0060%,+0.0106%,$625.4k
9,EOS-EOS,$1.49,-2.58%,$453.5m,$189.4m,-2.82%,0.80%,0.42,+0.0063%,+0.0020%,$560.6k
10,Polygon-MATIC,$0.8940,+1.41%,$436.4m,$235.4m,-0.18%,0.99%,0.54,+0.0030%,-0.0017%,$353.4k
11,Binance Coin-BNB,$277.75,+0.19%,$360.3m,$262.4m,+1.41%,1.11%,0.73,+0.0035%,+0.0023%,$82.7k
12,Chainlink-LINK,$7.17,+5.34%,$333.6m,$124.7m,+25.84%,0.53%,0.37,+0.0086%,+0.0001%,$320.7k
13,Chiliz-CHZ,$0.2121,-1.24%,$320.4m,$100.4m,+5.60%,0.42%,0.31,+0.0025%,-0.0010%,$334.9k
14,Optimism-OP,$1.16,-2.60%,$313.4m,$70.4m,-2.94%,0.30%,0.22,-0.0018%,-0.0091%,$305.8k
15,Dogecoin-DOGE,$0.0632,+1.54%,$310.9m,$128.9m,+2.43%,0.54%,0.41,+0.0114%,+0.0035%,$405.3k
16,STEPN-GMT,$0.6989,+3.56%,$304.1m,$115.5m,+6.57%,0.49%,0.38,-0.0016%,-0.0022%,$498.0k
17,Axie Infinity-AXS,$14.51,-3.69%,$288.7m,$92.7m,-25.26%,0.39%,0.32,-0.0155%,-0.0116%,$463.2k
18,Avalanche-AVAX,$18.98,+0.86%,$280.4m,$140.3m,+4.08%,0.59%,0.50,-0.0022%,-0.0043%,$125.9k
19,Ripple-XRP,$0.3307,+0.34%,$267.6m,$319.4m,+0.56%,1.35%,1.19,+0.0070%,+0.0078%,$95.9k
20,The Sandbox-SAND,$0.9672,+4.48%,$257.3m,$90.1m,+17.33%,0.38%,0.35,+0.0122%,+0.0064%,$396.7k
21,Polkadot-DOT,$7.28,-0.06%,$250.6m,$268.1m,+0.44%,1.13%,1.07,-0.0091%,-0.0017%,$291.6k
22,Tellor-TRB,$18.77,-1.01%,$213.6m,$64.2m,-6.94%,0.27%,0.30,-0.2275%,-0.1830%,$260.4k
23,Ravencoin-RVN,$0.0355,+24.70%,$176.6m,$19.8m,+251.58%,0.08%,0.11,-0.3076%,-0.8235%,$494.4k
24,Unifi Protocol DAO-UNFI,$8.21,+7.49%,$160.1m,$23.2m,+8.24%,0.10%,0.15,+0.0063%,+0.0020%,$184.3k
25,NEAR Protocol-NEAR,$4.22,+1.55%,$158.4m,$91.2m,+2.91%,0.38%,0.58,+0.0052%,+0.0022%,$165.3k
26,ApeCoin-APE,$4.78,+1.14%,$142.2m,$69.7m,+3.71%,0.29%,0.49,+0.0037%,+0.0037%,$85.4k
27,Decentraland-MANA,$0.8071,+3.46%,$137.2m,$44.0m,+14.50%,0.19%,0.32,+0.0097%,+0.0105%,$219.1k
28,Bitcoin Cash-BCH,$117.45,-0.27%,$130.9m,$170.7m,+1.79%,0.72%,1.30,-0.0017%,-0.0107%,$56.6k
29,Curve DAO Token-CRV,$1.09,+2.18%,$124.7m,$59.3m,+2.46%,0.25%,0.48,-0.0461%,-0.0415%,$134.7k
30,Helium-HNT,$4.36,+2.75%,$123.2m,$20.7m,+27.76%,0.09%,0.17,+0.0031%,+0.0024%,$282.9k
31,SHIBA INU-SHIB,$0.0000,+5.12%,$122.7m,$22.1m,+11.33%,0.09%,0.18,+0.0067%,+0.0056%,$512.6k
32,Waves-WAVES,$4.60,+2.42%,$96.5m,$53.6m,+2.58%,0.23%,0.55,+0.0055%,+0.0082%,$65.2k
33,Algorand-ALGO,$0.3090,+2.33%,$96.0m,$31.8m,+8.33%,0.13%,0.33,-0.0111%,-0.0076%,$56.9k
34,Fantom-FTM,$0.2718,+1.56%,$82.3m,$49.9m,+3.82%,0.21%,0.61,+0.0076%,+0.0132%,$40.8k
35,ConstitutionDAO-PEOPLE,$0.0214,+4.44%,$80.0m,$28.1m,+7.94%,0.12%,0.35,-0.0151%,+0.0087%,$111.5k
36,Uniswap-UNI,$6.46,+2.73%,$78.4m,$48.6m,+5.34%,0.20%,0.62,-0.0030%,+0.0048%,$41.8k
37,Tron-TRX,$0.0634,+0.70%,$74.4m,$144.1m,+3.90%,0.61%,1.94,-0.0024%,+0.0013%,$2.7k
38,yearn.finance-YFI,"$9,420.84",-3.11%,$70.8m,$39.2m,-8.12%,0.17%,0.55,+0.0084%,-0.0016%,$90.2k
39,Gala-GALA,$0.0513,+2.51%,$70.2m,$36.4m,+2.65%,0.15%,0.52,+0.0085%,+0.0079%,$45.2k
40,Aave-AAVE,$88.53,+2.14%,$67.5m,$46.6m,+2.57%,0.20%,0.69,-0.0059%,+0.0029%,$533.4
41,ZCash-ZEC,$63.82,+2.43%,$62.2m,$24.1m,+2.14%,0.10%,0.39,-0.0040%,+0.0125%,$131.6k
42,Synthetix Network Token-SNX,$3.02,+3.60%,$59.3m,$36.3m,+0.64%,0.15%,0.61,-0.0179%,-0.0205%,$10.2k
43,Ethereum Name Service-ENS,$13.69,-2.54%,$58.3m,$27.6m,-6.89%,0.12%,0.47,+0.0110%,+0.0070%,$12.0k
44,Monero-XMR,$155.25,+1.28%,$56.9m,$48.2m,+7.84%,0.20%,0.85,-0.0484%,-0.0662%,$45.5k
45,Stargate Finance-STG,$0.6258,-1.08%,$53.3m,$15.5m,+1.79%,0.07%,0.29,-0.0824%,-0.0912%,$62.9k
46,dYdX-DYDX,$1.59,+2.60%,$53.1m,$38.2m,+3.21%,0.16%,0.72,-0.0036%,-0.0006%,$6.2k
47,Celsius-CEL,$1.43,-0.66%,$50.6m,$26.3m,-0.88%,0.11%,0.52,-0.0960%,-0.0532%,$254.0k
48,Kusama-KSM,$50.87,+4.35%,$49.0m,$20.0m,+26.96%,0.08%,0.41,-0.0279%,-0.0370%,$47.3k
49,Stellar Lumens-XLM,$0.1055,+0.89%,$48.0m,$37.0m,+3.47%,0.16%,0.77,-0.0013%,-0.0029%,$44.3k
50,Enjin Coin-ENJ,$0.5313,+3.00%,$47.7m,$15.8m,+11.47%,0.07%,0.33,+0.0075%,+0.0045%,$138.7k
51,1inch-1INCH,$0.6687,-2.27%,$47.6m,$24.6m,-5.90%,0.10%,0.52,-0.0043%,+0.0057%,$86.1k
52,CertiK-CTK,$0.9802,-3.34%,$45.9m,$9.8m,-20.47%,0.04%,0.21,+0.0100%,+0.0034%,$134.7k
53,SushiSwap-SUSHI,$1.15,+2.38%,$44.8m,$30.7m,+2.09%,0.13%,0.69,-0.0110%,+0.0109%,$23.1k
54,Ankr-ANKR,$0.0360,+4.73%,$44.8m,$16.8m,+14.88%,0.07%,0.38,-0.0320%,-0.0600%,$85.3k
55,THETA-THETA,$1.16,+2.19%,$44.6m,$22.3m,+0.90%,0.09%,0.50,-0.0046%,-0.0015%,$95.9k
56,Kyber Network Crystal-KNC,$1.69,-1.20%,$41.3m,$18.3m,-4.08%,0.08%,0.44,-0.0075%,-0.0028%,$36.6k
57,Balancer-BAL,$7.15,-1.51%,$39.7m,$17.1m,-13.60%,0.07%,0.43,+0.0094%,-0.0027%,$53.6k
58,THORChain-RUNE,$1.93,+2.50%,$37.1m,$21.7m,-1.07%,0.09%,0.59,+0.0084%,+0.0083%,$41.9k
59,Serum-SRM,$0.8220,+5.11%,$34.9m,$30.1m,+20.50%,0.13%,0.86,-0.0022%,+0.0027%,$16.1k
60,Flow (Dapper labs)-FLOW,$1.96,+0.58%,$34.6m,$26.8m,-0.74%,0.11%,0.77,+0.0044%,+0.0046%,$5.8k
61,Compound-COMP,$48.41,+1.97%,$34.3m,$24.2m,+2.90%,0.10%,0.71,+0.0084%,+0.0036%,$22.6k
62,FOOTBALL-FOOTBALL,"$1,134.01",-3.94%,$33.7m,$7.5m,-13.71%,0.03%,0.22,+0.1275%,+0.0100%,$83.0k
63,Bella Protocol-BEL,$0.6899,+3.39%,$32.0m,$4.8m,+23.75%,0.02%,0.15,+0.0100%,+0.0100%,$40.8k
64,Flamingo-FLM,$0.1204,+2.03%,$31.8m,$20.3m,-0.18%,0.09%,0.64,-0.0279%,-0.0099%,$3.5k
65,NEO-NEO,$9.46,+3.71%,$28.8m,$15.5m,+10.29%,0.07%,0.54,-0.0009%,+0.0134%,$10.4k
66,Lido DAO Token-LDO,$2.00,-1.12%,$28.1m,$17.2m,-0.63%,0.07%,0.61,-0.0201%,-0.0197%,$37.8k
67,Elrond-EGLD,$51.28,-0.32%,$27.2m,$16.5m,+3.93%,0.07%,0.61,+0.0019%,+0.0087%,$14.9k
68,VeChain-VET,$0.0251,+4.02%,$26.9m,$17.4m,+7.36%,0.07%,0.64,+0.0090%,+0.0088%,$7.0k
69,Oasis Network-ROSE,$0.0642,+2.49%,$26.5m,$12.0m,-0.02%,0.05%,0.45,+0.0081%,+0.0080%,$6.9k
70,Terra-LUNA,$1.81,-0.84%,$26.4m,$6.9m,-0.41%,0.03%,0.26,+0.0161%,+0.0074%,$75.0k
71,Horizen-ZEN,$16.24,+4.58%,$25.8m,$8.0m,+23.41%,0.03%,0.31,-0.0007%,+0.0200%,$11.5k
72,Tezos-XTZ,$1.55,+2.85%,$25.6m,$28.8m,+4.89%,0.12%,1.13,-0.0032%,+0.0035%,$36.9k
73,Loopring-LRC,$0.3669,+3.73%,$24.7m,$14.8m,+11.75%,0.06%,0.60,+0.0072%,+0.0107%,$30.8k
74,Dash-DASH,$47.09,+1.24%,$24.3m,$16.0m,+5.47%,0.07%,0.66,+0.0156%,-0.0019%,$4.6k
75,Coin98-C98,$0.4331,-1.16%,$22.6m,$14.9m,-7.74%,0.06%,0.66,+0.0055%,-0.0009%,$3.9k
76,Iota-IOTA,$0.2901,+3.68%,$22.5m,$12.0m,+14.24%,0.05%,0.53,+0.0118%,+0.0203%,$17.9k
77,Zilliqa-ZIL,$0.0363,+1.73%,$22.4m,$23.7m,+3.23%,0.10%,1.06,+0.0075%,+0.0076%,$1.2k
78,Internet Computer-ICP,$6.59,+2.55%,$20.4m,$13.7m,+3.34%,0.06%,0.67,+0.0022%,+0.0024%,$44.1k
79,1000XEC-1000XEC,$0.0439,-0.57%,$20.3m,$7.7m,-7.45%,0.03%,0.38,+0.0028%,-0.0044%,$40.9k
80,MyNeighborAlice-ALICE,$2.12,+3.80%,$18.9m,$11.0m,+8.38%,0.05%,0.58,+0.0071%,+0.0071%,$8.8k
81,Gitcoin-GTC,$2.27,+0.98%,$18.6m,$4.5m,+3.02%,0.02%,0.24,+0.0040%,+0.0039%,$45.9k
82,The Graph-GRT,$0.1032,+1.47%,$18.5m,$22.1m,+1.12%,0.09%,1.19,+0.0025%,+0.0045%,$2.3k
83,OmiseGO-OMG,$1.87,+4.39%,$18.5m,$13.7m,+15.91%,0.06%,0.74,+0.0089%,+0.0009%,$6.5k
84,Jasmy-JASMY,$0.0089,+1.94%,$18.4m,$11.9m,+3.14%,0.05%,0.65,+0.0077%,+0.0070%,$22.2k
85,Harmony-ONE,$0.0208,+2.65%,$18.0m,$14.3m,+1.02%,0.06%,0.79,+0.0064%,+0.0055%,$13.0k
86,Chromia-CHR,$0.1785,+2.30%,$17.8m,$9.2m,+3.08%,0.04%,0.52,-0.0080%,-0.0097%,$15.7k
87,Ontology-ONT,$0.2263,-4.98%,$16.9m,$9.0m,+1.97%,0.04%,0.53,+0.0015%,+0.0066%,$31.4k
88,FTX Token-FTT,$26.25,+0.13%,$16.8m,$68.1m,+1.40%,0.29%,4.05,-0.0016%,-0.0192%,$94.1
89,Bluzelle-BLZ,$0.0960,+0.57%,$16.5m,$7.1m,-5.11%,0.03%,0.43,+0.0100%,+0.0100%,$5.2k
90,Kava-KAVA,$1.69,+1.36%,$16.4m,$11.8m,-0.14%,0.05%,0.72,+0.0042%,+0.0073%,$13.3k
91,iExec RLC-RLC,$1.12,+0.07%,$16.2m,$6.3m,-4.01%,0.03%,0.39,-0.0166%,-0.0086%,$13.6k
92,Reserve Rights-RSR,$0.0063,+0.99%,$16.2m,$15.0m,+0.48%,0.06%,0.93,+0.0094%,+0.0050%,$294.0
93,Project Galaxy-GAL,$2.50,+1.13%,$14.3m,$11.8m,+4.16%,0.05%,0.83,-0.0043%,-0.0052%,$2.8k
94,Basic Attention Token-BAT,$0.3483,+3.68%,$13.9m,$11.8m,+8.81%,0.05%,0.85,+0.0138%,+0.0089%,$4.9k
95,Maker-MKR,$742.03,+0.31%,$13.8m,$16.6m,+1.93%,0.07%,1.20,-0.0046%,-0.0051%,$8.7k
96,Audius-AUDIO,$0.2927,+2.93%,$13.8m,$8.3m,+6.38%,0.03%,0.60,+0.0068%,+0.0059%,$741.1
97,Aragon-ANT,$1.83,+0.27%,$13.3m,$5.8m,-6.83%,0.02%,0.44,+0.0101%,-0.0159%,$15.2k
98,Storj-STORJ,$0.5541,+2.29%,$13.0m,$12.1m,+6.54%,0.05%,0.93,+0.0057%,+0.0075%,$3.7k
99,ARPA Chain-ARPA,$0.0366,+3.14%,$13.0m,$3.7m,+7.61%,0.02%,0.28,+0.0100%,+0.0089%,$68.9k
100,Badger DAO-BADGER,$5.04,+6.64%,$12.1m,$2.9m,+25.43%,0.01%,0.24,-0.1138%,-0.0423%,$10.7k
101,Mask Network-MASK,$1.34,+3.44%,$11.9m,$6.7m,+0.61%,0.03%,0.56,+0.0141%,+0.0109%,$11.5k
102,Bitcoin SV-BSV,$53.05,+1.30%,$11.8m,$32.6m,+1.01%,0.14%,2.78,+0.0083%,+0.0025%,$3.2k
103,BinaryX-BNX,$134.46,-1.44%,$11.7m,$27.4m,-4.25%,0.12%,2.33,+0.0065%,+0.0056%,$13.4k
104,BitDAO-BIT,$0.6295,+1.41%,$11.3m,$25.3m,+3.54%,0.11%,2.23,-0.2811%,-0.2815%,$126.6k
105,Hedera-HBAR,$0.0613,+0.06%,$11.1m,$9.2m,+8.55%,0.04%,0.83,+0.0073%,+0.0076%,$19.5k
106,Qtum-QTUM,$3.20,+1.63%,$11.0m,$15.4m,+2.78%,0.07%,1.40,+0.0104%,+0.0096%,$1.8k
107,NEM-XEM,$0.0439,+1.07%,$11.0m,$9.0m,+5.06%,0.04%,0.82,-0.0260%,+0.0215%,$1.1k
108,Terra Classic-LUNC,$0.0002,-6.95%,$10.8m,$1.4m,-7.86%,0.01%,0.13,+0.0100%,+0.0100%,$28.6k
109,Litentry-LIT,$0.7150,+0.92%,$10.6m,$5.0m,+3.83%,0.02%,0.47,+0.0100%,+0.0100%,$932.0
110,DFI.Money-YFII,$999.27,+0.34%,$10.5m,$18.7m,+0.34%,0.08%,1.78,-0.1332%,-0.1587%,$9.1k
111,Swipe-SXP,$0.3846,+1.87%,$10.4m,$8.8m,+5.12%,0.04%,0.85,+0.0074%,+0.0077%,$11.4k
112,Metal-MTL,$1.16,+0.54%,$10.3m,$6.0m,-1.52%,0.03%,0.58,-0.0273%,-0.0497%,$4.5k
113,Coti-COTI,$0.0951,+0.16%,$10.1m,$4.6m,-6.67%,0.02%,0.46,+0.0007%,+0.0056%,$7.1k
114,Origin Protocol-OGN,$0.1727,+1.90%,$10.0m,$7.5m,+2.69%,0.03%,0.75,+0.0100%,+0.0100%,$210.6
115,Holo-HOT,$0.0021,+4.12%,$9.9m,$5.6m,+5.53%,0.02%,0.57,+0.0070%,+0.0079%,$23.5k
116,Arweave-AR,$10.09,+0.21%,$9.7m,$13.0m,+0.28%,0.05%,1.34,+0.0050%,+0.0076%,$2.1k
117,API3-API3,$1.71,+2.16%,$9.5m,$4.8m,+6.95%,0.02%,0.50,+0.0090%,-0.0230%,$1.4k
118,SKALE Network-SKL,$0.0501,+3.33%,$9.5m,$6.2m,+10.20%,0.03%,0.66,+0.0058%,+0.0054%,$8.3k
119,Immutable X-IMX,$0.8424,+2.28%,$9.4m,$8.9m,+2.13%,0.04%,0.95,+0.0048%,+0.0084%,$523.8
120,Cartesi-CTSI,$0.1429,+3.95%,$9.1m,$3.2m,+4.16%,0.01%,0.35,-0.0103%,-0.0077%,$1.3k
121,Ren-REN,$0.1224,+0.77%,$9.1m,$7.4m,+0.52%,0.03%,0.81,+0.0076%,+0.0206%,$1.7k
122,LooksRare-LOOKS,$0.2727,-0.54%,$9.1m,$13.8m,-1.63%,0.06%,1.53,+0.0003%,-0.0010%,$7.3k
123,Linear-LINA,$0.0083,+3.06%,$9.0m,$5.0m,+4.93%,0.02%,0.55,+0.0064%,+0.0125%,$8.8k
124,BakeryToken-BAKE,$0.2529,+1.89%,$9.0m,$3.7m,-0.18%,0.02%,0.41,+0.0100%,+0.0100%,$15.4k
125,Band Protocol-BAND,$1.32,+0.36%,$8.8m,$5.5m,+1.99%,0.02%,0.62,+0.0056%,+0.0051%,$2.3k
126,Livepeer-LPT,$10.58,+4.48%,$8.5m,$6.7m,+6.38%,0.03%,0.78,+0.0161%,+0.0079%,$798.8
127,StormX-STMX,$0.0080,+4.35%,$8.3m,$3.5m,-0.15%,0.01%,0.42,+0.0011%,+0.0077%,$11.3k
128,SafePal-SFP,$0.3785,+2.30%,$8.2m,$5.8m,-9.71%,0.02%,0.71,+0.0100%,+0.0095%,$6.6k
129,Raydium-RAY,$0.6662,+4.74%,$7.9m,$8.1m,+4.54%,0.03%,1.02,-0.0033%,-0.0031%,$8.3k
