,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,542.65",-2.39%,$35.8b,$7.0b,-3.63%,30.17%,0.19,-0.0054%,-0.0035%,$72.4m
1,Bitcoin-BTC,"$19,862.68",-1.76%,$27.6b,$9.7b,-1.06%,42.14%,0.35,+0.0004%,+0.0007%,$22.1m
2,Ethereum Classic-ETC,$31.77,-2.94%,$1.4b,$385.7m,-2.69%,1.67%,0.27,-0.0161%,-0.0130%,$3.4m
3,Solana-SOL,$30.75,-5.05%,$1.2b,$387.2m,-1.39%,1.68%,0.33,+0.0072%,+0.0058%,$1.7m
4,Tellor-TRB,$18.59,-13.04%,$1.0b,$63.4m,-13.28%,0.28%,0.06,-0.5407%,-0.2973%,$2.1m
5,EOS-EOS,$1.42,+0.85%,$968.1m,$183.4m,+4.46%,0.80%,0.19,+0.0076%,+0.0040%,$2.0m
6,Chiliz-CHZ,$0.2040,-4.45%,$843.8m,$94.5m,-10.66%,0.41%,0.11,+0.0072%,+0.0056%,$1.1m
7,Polygon-MATIC,$0.8426,+0.63%,$839.5m,$212.4m,+5.38%,0.92%,0.25,+0.0036%,-0.0002%,$1.4m
8,Binance Coin-BNB,$274.22,-3.35%,$766.5m,$268.2m,+1.33%,1.16%,0.35,+0.0025%,+0.0011%,$594.4k
9,NEAR Protocol-NEAR,$4.27,-2.00%,$674.9m,$99.9m,-14.80%,0.43%,0.15,+0.0029%,+0.0030%,$1.0m
10,Cosmos-ATOM,$11.96,+0.50%,$654.7m,$131.9m,+8.47%,0.57%,0.20,-0.0008%,+0.0032%,$1.1m
11,Cardano-ADA,$0.4470,-2.42%,$648.3m,$271.2m,-3.25%,1.18%,0.42,+0.0019%,-0.0002%,$1.1m
12,Avalanche-AVAX,$18.57,-6.12%,$564.3m,$133.4m,-5.78%,0.58%,0.24,-0.0019%,+0.0017%,$1.1m
