,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,508.00",-7.95%,$42.6b,$6.6b,-7.31%,29.14%,0.16,-0.0131%,-0.0120%,$103.5m
1,Bitcoin-BTC,"$18,687.29",-5.44%,$38.6b,$9.9b,-0.95%,43.39%,0.26,-0.0050%,-0.0067%,$92.3m
2,Ethereum Classic-ETC,$33.65,-15.87%,$8.0b,$497.1m,-22.96%,2.18%,0.06,-0.0134%,-0.0078%,$39.0m
3,Solana-SOL,$30.78,-5.90%,$1.9b,$363.8m,-5.75%,1.60%,0.20,-0.0086%,-0.0062%,$2.9m
4,Cardano-ADA,$0.4584,-7.70%,$1.3b,$277.8m,-9.02%,1.22%,0.22,+0.0000%,+0.0097%,$3.2m
5,Binance Coin-BNB,$262.47,-5.94%,$970.4m,$279.7m,+6.34%,1.23%,0.29,-0.0215%,-0.0190%,$1.3m
6,Polygon-MATIC,$0.8006,-9.55%,$901.6m,$184.9m,-15.77%,0.81%,0.21,-0.0060%,-0.0010%,$2.0m
7,Avalanche-AVAX,$18.17,-8.94%,$818.7m,$127.9m,-10.32%,0.56%,0.16,-0.0213%,-0.0227%,$1.7m
8,Ripple-XRP,$0.3175,-4.75%,$814.6m,$319.0m,-3.53%,1.40%,0.39,-0.0062%,-0.0034%,$2.3m
9,EOS-EOS,$1.38,-10.26%,$801.0m,$168.1m,-12.44%,0.74%,0.21,-0.0051%,+0.0053%,$2.5m
10,Litecoin-LTC,$53.40,-11.28%,$776.0m,$186.4m,-14.21%,0.82%,0.24,+0.0016%,+0.0089%,$3.2m
11,NEAR Protocol-NEAR,$4.11,-4.38%,$684.7m,$90.0m,+0.62%,0.40%,0.13,+0.0009%,-0.0039%,$1.7m
12,Cosmos-ATOM,$11.64,-7.11%,$660.7m,$105.9m,-15.23%,0.47%,0.16,-0.0005%,+0.0043%,$1.3m
13,Chiliz-CHZ,$0.1870,-9.41%,$606.6m,$77.6m,-20.94%,0.34%,0.13,-0.0017%,+0.0041%,$2.0m
14,Optimism-OP,$1.11,-7.96%,$581.5m,$58.6m,-14.10%,0.26%,0.10,+0.0118%,+0.0007%,$1.6m
15,Polkadot-DOT,$6.85,-9.05%,$579.2m,$255.5m,-8.65%,1.12%,0.44,-0.0118%,-0.0139%,$2.0m
16,Ravencoin-RVN,$0.0351,-4.91%,$574.7m,$21.9m,-27.56%,0.10%,0.04,-0.0193%,+0.0304%,$1.8m
17,Dogecoin-DOGE,$0.0583,-7.90%,$537.4m,$118.5m,-6.98%,0.52%,0.22,-0.0025%,-0.0051%,$2.7m
18,Filecoin-FIL,$5.62,-8.93%,$529.1m,$100.2m,-9.50%,0.44%,0.19,-0.0028%,+0.0034%,$2.8m
19,Curve DAO Token-CRV,$1.03,-12.74%,$423.0m,$54.4m,-17.50%,0.24%,0.13,-0.0026%,-0.0055%,$1.0m
