,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,536.61",-1.40%,$35.4b,$6.9b,-1.79%,29.98%,0.20,-0.0026%,-0.0037%,$66.6m
1,Bitcoin-BTC,"$19,794.15",-1.58%,$26.9b,$9.8b,+1.36%,42.36%,0.36,+0.0003%,-0.0005%,$23.2m
2,Ethereum Classic-ETC,$31.88,-1.60%,$1.4b,$382.3m,-1.63%,1.65%,0.26,-0.0160%,-0.0147%,$3.1m
3,Solana-SOL,$30.79,-3.74%,$1.1b,$386.7m,-0.29%,1.67%,0.34,+0.0071%,+0.0058%,$1.6m
4,Tellor-TRB,$18.99,-11.06%,$1.0b,$64.2m,-10.12%,0.28%,0.06,-0.5358%,-0.3019%,$2.2m
5,EOS-EOS,$1.42,+3.13%,$979.8m,$181.6m,+6.08%,0.79%,0.19,+0.0078%,+0.0035%,$1.9m
6,Polygon-MATIC,$0.8569,+3.86%,$893.6m,$219.5m,+9.92%,0.95%,0.25,+0.0037%,+0.0003%,$1.6m
7,Chiliz-CHZ,$0.2055,-3.79%,$816.2m,$95.0m,-13.05%,0.41%,0.12,+0.0072%,+0.0066%,$1.1m
8,Binance Coin-BNB,$273.41,-3.14%,$787.0m,$271.5m,+4.00%,1.17%,0.34,+0.0017%,-0.0017%,$706.2k
9,Cosmos-ATOM,$12.06,+2.22%,$666.3m,$135.2m,+12.64%,0.58%,0.20,-0.0011%,+0.0022%,$1.0m
10,Cardano-ADA,$0.4459,-1.85%,$639.4m,$270.7m,-1.87%,1.17%,0.42,+0.0021%,+0.0005%,$1.2m
11,NEAR Protocol-NEAR,$4.31,-0.47%,$566.0m,$101.9m,-14.89%,0.44%,0.18,+0.0032%,+0.0030%,$735.3k
12,Avalanche-AVAX,$18.58,-4.61%,$552.8m,$135.3m,-2.74%,0.59%,0.24,-0.0020%,+0.0023%,$1.0m
13,Litecoin-LTC,$55.29,+2.88%,$528.5m,$188.5m,+6.87%,0.82%,0.36,+0.0000%,+0.0023%,$735.3k
14,Ripple-XRP,$0.3233,-0.99%,$487.5m,$318.6m,-1.07%,1.38%,0.65,+0.0022%,+0.0047%,$437.2k
15,Optimism-OP,$1.09,-4.94%,$386.3m,$61.6m,-4.56%,0.27%,0.16,+0.0156%,+0.0147%,$579.2k
16,Dogecoin-DOGE,$0.0613,-1.40%,$370.7m,$122.8m,+1.36%,0.53%,0.33,+0.0051%,+0.0077%,$688.7k
17,Curve DAO Token-CRV,$1.08,-4.96%,$341.8m,$58.1m,-10.29%,0.25%,0.17,+0.0054%,+0.0017%,$864.6k
