,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,552.97",-0.69%,$13.2b,$6.9b,+0.35%,29.33%,0.52,-0.0031%,-0.0072%,$21.5m
1,Bitcoin-BTC,"$19,779.00",-0.67%,$11.2b,$10.0b,+4.17%,42.33%,0.90,-0.0022%,-0.0039%,$6.2m
2,Filecoin-FIL,$6.32,+2.85%,$1.3b,$139.9m,+25.23%,0.59%,0.10,+0.0148%,-0.0044%,$1.6m
3,Cardano-ADA,$0.4955,+4.99%,$1.2b,$339.1m,+22.22%,1.44%,0.29,-0.0143%,-0.0258%,$2.3m
4,Litecoin-LTC,$59.72,-3.34%,$679.6m,$229.0m,-5.58%,0.97%,0.34,+0.0000%,+0.0090%,$790.4k
5,EOS-EOS,$1.52,-1.95%,$659.7m,$193.4m,-3.61%,0.82%,0.29,+0.0087%,+0.0049%,$1.0m
6,Ethereum Classic-ETC,$32.13,-0.85%,$634.9m,$383.8m,+1.89%,1.62%,0.60,-0.0073%,-0.0004%,$274.8k
7,Polygon-MATIC,$0.8838,+1.17%,$503.9m,$238.2m,+1.56%,1.01%,0.47,+0.0043%,-0.0069%,$383.6k
8,Axie Infinity-AXS,$14.59,+3.20%,$492.2m,$104.6m,+26.92%,0.44%,0.21,-0.0173%,-0.0008%,$694.2k
9,Solana-SOL,$31.33,+0.85%,$478.5m,$390.0m,+0.55%,1.65%,0.82,-0.0003%,+0.0022%,$525.7k
10,Chiliz-CHZ,$0.2129,-2.61%,$475.0m,$97.9m,-3.76%,0.41%,0.21,+0.0074%,+0.0086%,$512.3k
11,Cosmos-ATOM,$12.64,+1.83%,$422.1m,$134.5m,+4.90%,0.57%,0.32,+0.0015%,-0.0045%,$510.1k
12,Dogecoin-DOGE,$0.0625,+1.58%,$364.4m,$127.2m,+3.95%,0.54%,0.35,+0.0128%,+0.0152%,$532.4k
13,Optimism-OP,$1.17,-2.18%,$342.5m,$70.6m,-1.44%,0.30%,0.21,+0.0045%,+0.0025%,$337.9k
14,Binance Coin-BNB,$278.00,+0.51%,$311.3m,$259.8m,+0.09%,1.10%,0.83,+0.0051%,+0.0051%,$78.5k
15,Tellor-TRB,$18.54,-1.74%,$292.7m,$66.4m,-8.09%,0.28%,0.23,-0.3851%,-0.2647%,$226.5k
16,Avalanche-AVAX,$18.86,-0.09%,$259.2m,$135.3m,-1.63%,0.57%,0.52,-0.0086%,+0.0072%,$129.0k
17,Ripple-XRP,$0.3307,+0.40%,$251.5m,$319.5m,+0.17%,1.35%,1.27,-0.0011%,+0.0019%,$113.5k
18,Polkadot-DOT,$7.31,+0.85%,$200.3m,$268.9m,-0.10%,1.14%,1.34,+0.0010%,+0.0053%,$102.6k
19,STEPN-GMT,$0.6938,+3.01%,$196.9m,$113.5m,+4.62%,0.48%,0.58,-0.0020%,+0.0048%,$350.8k
20,1000SHIB-1000SHIB,$0.0123,+1.56%,$157.9m,$39.5m,+3.78%,0.17%,0.25,+0.0100%,+0.0100%,$261.5k
21,Chainlink-LINK,$6.86,-0.24%,$148.7m,$101.0m,-0.47%,0.43%,0.68,+0.0051%,+0.0089%,$191.5k
22,ApeCoin-APE,$4.78,+1.45%,$133.4m,$68.8m,+1.96%,0.29%,0.52,+0.0007%,+0.0000%,$196.1k
23,Bitcoin Cash-BCH,$117.33,+0.20%,$131.9m,$169.7m,+2.17%,0.72%,1.29,-0.0089%,-0.0020%,$59.4k
24,NEAR Protocol-NEAR,$4.18,+0.62%,$129.7m,$89.8m,+0.33%,0.38%,0.69,+0.0032%,+0.0052%,$102.5k
25,Unifi Protocol DAO-UNFI,$7.87,+4.08%,$117.7m,$24.0m,+15.12%,0.10%,0.20,+0.0096%,+0.0100%,$66.1k
26,Curve DAO Token-CRV,$1.07,-1.92%,$114.1m,$58.5m,+2.06%,0.25%,0.51,-0.0100%,+0.0033%,$164.3k
27,Helium-HNT,$4.14,-8.75%,$102.5m,$20.0m,+24.33%,0.08%,0.20,+0.0450%,+0.0485%,$342.8k
28,The Sandbox-SAND,$0.9292,+0.84%,$102.1m,$77.5m,+3.84%,0.33%,0.76,+0.0101%,+0.0071%,$36.2k
29,yearn.finance-YFI,"$9,540.38",-1.08%,$97.0m,$40.8m,-9.82%,0.17%,0.42,+0.0083%,-0.0005%,$136.5k
30,Algorand-ALGO,$0.3108,+3.11%,$85.2m,$32.9m,+11.66%,0.14%,0.39,+0.0037%,-0.0028%,$50.9k
31,Synthetix Network Token-SNX,$3.01,+1.91%,$83.4m,$36.3m,+0.70%,0.15%,0.43,-0.0310%,-0.0107%,$63.7k
32,Waves-WAVES,$4.55,+1.64%,$82.7m,$53.9m,+3.69%,0.23%,0.65,+0.0068%,+0.0092%,$79.7k
33,Aave-AAVE,$86.86,-0.30%,$80.7m,$45.3m,-2.84%,0.19%,0.56,-0.0156%,-0.0213%,$6.2k
34,Ethereum Name Service-ENS,$13.80,+0.48%,$78.0m,$28.9m,+9.80%,0.12%,0.37,+0.0013%,-0.0004%,$15.6k
35,Fantom-FTM,$0.2686,+0.02%,$71.3m,$49.1m,+2.85%,0.21%,0.69,+0.0061%,+0.0115%,$32.5k
36,ZCash-ZEC,$62.18,+2.02%,$69.4m,$23.2m,+4.81%,0.10%,0.34,-0.0042%,+0.0101%,$58.3k
37,CertiK-CTK,$1.00,+0.02%,$64.1m,$10.4m,-1.36%,0.04%,0.16,+0.0100%,+0.0100%,$150.3k
38,ConstitutionDAO-PEOPLE,$0.0210,+3.32%,$63.4m,$28.5m,+10.34%,0.12%,0.45,-0.0053%,+0.0098%,$63.4k
39,Decentraland-MANA,$0.7880,+2.22%,$62.4m,$40.3m,+3.93%,0.17%,0.65,+0.0105%,+0.0081%,$54.4k
40,Tron-TRX,$0.0629,+0.14%,$61.6m,$140.8m,+2.05%,0.60%,2.29,-0.0021%,-0.0029%,$1.7k
41,FOOTBALL-FOOTBALL,"$1,148.13",-6.49%,$60.9m,$7.9m,-36.13%,0.03%,0.13,+0.1136%,+0.1794%,$120.5k
42,Flamingo-FLM,$0.1189,+2.24%,$59.3m,$20.6m,+10.69%,0.09%,0.35,-0.1675%,-0.1427%,$36.3k
43,Celsius-CEL,$1.47,+3.03%,$57.0m,$27.0m,+2.62%,0.11%,0.47,-0.1306%,-0.0980%,$339.1k
44,Gala-GALA,$0.0504,+1.14%,$55.9m,$35.3m,+0.78%,0.15%,0.63,+0.0071%,+0.0104%,$26.9k
45,Uniswap-UNI,$6.35,+0.58%,$54.6m,$47.9m,+1.29%,0.20%,0.88,-0.0064%,+0.0063%,$20.6k
46,SushiSwap-SUSHI,$1.13,+1.10%,$52.8m,$29.7m,-2.88%,0.13%,0.56,-0.0053%,-0.0193%,$38.5k
47,Monero-XMR,$153.76,+0.71%,$52.4m,$44.9m,+5.01%,0.19%,0.86,-0.0720%,-0.0824%,$19.0k
48,Balancer-BAL,$7.16,-5.88%,$49.7m,$18.4m,-17.26%,0.08%,0.37,-0.0025%,-0.0133%,$114.0k
49,Stargate Finance-STG,$0.6194,-4.06%,$47.8m,$14.7m,-14.57%,0.06%,0.31,-0.0690%,-0.0857%,$51.3k
50,1inch-1INCH,$0.6856,-0.94%,$46.0m,$25.2m,-8.47%,0.11%,0.55,-0.0147%,+0.0075%,$39.0k
51,THETA-THETA,$1.15,+0.82%,$45.0m,$22.1m,+0.07%,0.09%,0.49,+0.0050%,+0.0094%,$5.0k
52,dYdX-DYDX,$1.57,+2.25%,$44.7m,$37.6m,+1.70%,0.16%,0.84,-0.0060%,+0.0038%,$7.4k
53,Compound-COMP,$48.27,+4.25%,$41.9m,$24.5m,+9.96%,0.10%,0.59,+0.0017%,-0.0039%,$38.3k
54,Kyber Network Crystal-KNC,$1.70,-3.07%,$41.6m,$18.6m,-8.69%,0.08%,0.45,-0.0092%,+0.0033%,$51.9k
55,Flow (Dapper labs)-FLOW,$1.97,+2.72%,$40.2m,$27.2m,+3.35%,0.12%,0.68,+0.0046%,+0.0046%,$43.6k
56,SHIBA INU-SHIB,$0.0000,+0.89%,$39.8m,$20.5m,+1.79%,0.09%,0.51,+0.0120%,+0.0126%,$60.7k
57,Coin98-C98,$0.4374,+0.68%,$39.6m,$15.6m,+4.97%,0.07%,0.39,+0.0069%,+0.0069%,$29.1k
58,Terra-LUNA,$1.83,-1.17%,$39.4m,$7.1m,-5.26%,0.03%,0.18,+0.0127%,+0.0104%,$80.3k
59,Enjin Coin-ENJ,$0.5244,+3.35%,$39.3m,$15.0m,+6.83%,0.06%,0.38,+0.0047%,-0.0048%,$92.0k
60,THORChain-RUNE,$1.90,+0.59%,$32.3m,$22.4m,+7.48%,0.09%,0.69,+0.0082%,+0.0079%,$9.3k
61,Tezos-XTZ,$1.53,+2.16%,$31.0m,$27.9m,+5.83%,0.12%,0.90,-0.0131%,-0.0023%,$8.1k
62,Dash-DASH,$46.60,+1.50%,$30.0m,$15.4m,+7.29%,0.07%,0.51,+0.0121%,+0.0010%,$12.7k
63,Oasis Network-ROSE,$0.0633,-2.38%,$28.6m,$12.3m,+3.86%,0.05%,0.43,+0.0068%,+0.0085%,$47.1k
64,Stellar Lumens-XLM,$0.1077,+2.45%,$28.5m,$37.2m,+6.05%,0.16%,1.30,+0.0053%,+0.0096%,$13.2k
65,Lido DAO Token-LDO,$2.02,-0.57%,$28.3m,$17.6m,+1.72%,0.07%,0.62,-0.0216%,-0.0217%,$18.3k
66,1000XEC-1000XEC,$0.0436,-3.05%,$27.2m,$8.4m,-10.62%,0.04%,0.31,-0.1282%,-0.0401%,$62.7k
67,Internet Computer-ICP,$6.49,+1.25%,$23.7m,$13.6m,+2.27%,0.06%,0.57,+0.0100%,+0.0033%,$23.4k
68,Ankr-ANKR,$0.0349,+0.78%,$23.7m,$14.6m,-1.13%,0.06%,0.61,-0.0077%,-0.0162%,$20.2k
69,Kusama-KSM,$49.13,+2.94%,$23.2m,$15.9m,+4.05%,0.07%,0.69,-0.0194%,-0.0199%,$22.1k
70,Aragon-ANT,$1.80,+1.86%,$22.7m,$6.0m,+4.75%,0.03%,0.27,-0.0081%,-0.0098%,$61.6k
71,Elrond-EGLD,$50.59,-2.92%,$22.5m,$16.5m,+5.62%,0.07%,0.73,+0.0045%,+0.0042%,$36.4k
72,BitDAO-BIT,$0.6261,-0.91%,$21.3m,$24.7m,-1.93%,0.10%,1.16,-0.1657%,-0.1641%,$189.0k
73,iExec RLC-RLC,$1.13,+2.63%,$20.9m,$6.8m,+3.23%,0.03%,0.33,-0.1778%,-0.1057%,$8.5k
74,Gitcoin-GTC,$2.26,+2.06%,$19.6m,$4.5m,+16.76%,0.02%,0.23,+0.0100%,+0.0020%,$43.8k
75,Chromia-CHR,$0.1763,-1.43%,$19.3m,$8.8m,-6.63%,0.04%,0.46,+0.0050%,+0.0064%,$48.5k
76,The Graph-GRT,$0.1016,-0.94%,$18.8m,$22.0m,+1.30%,0.09%,1.17,+0.0040%,+0.0064%,$4.3k
77,Zilliqa-ZIL,$0.0358,+0.26%,$18.8m,$23.1m,+2.67%,0.10%,1.23,+0.0075%,+0.0106%,$2.0k
78,Terra Classic-LUNC,$0.0003,+3.10%,$18.0m,$1.5m,+11.68%,0.01%,0.09,+0.0100%,+0.0100%,$56.7k
79,Kava-KAVA,$1.68,-0.80%,$17.9m,$11.6m,+1.12%,0.05%,0.65,+0.0042%,+0.0065%,$34.4k
80,NEO-NEO,$9.16,+1.49%,$17.8m,$14.0m,+0.32%,0.06%,0.78,+0.0006%,+0.0068%,$306.5
81,BinaryX-BNX,$135.08,-0.23%,$17.8m,$28.1m,+3.67%,0.12%,1.58,+0.0100%,+0.0100%,$13.6k
82,Ravencoin-RVN,$0.0297,+4.81%,$17.6m,$6.9m,+27.30%,0.03%,0.40,-0.0160%,+0.0106%,$16.4k
83,Horizen-ZEN,$16.10,+4.12%,$17.5m,$7.5m,+15.86%,0.03%,0.43,+0.0034%,+0.0243%,$12.7k
84,VeChain-VET,$0.0243,+0.89%,$17.5m,$16.3m,+1.11%,0.07%,0.93,+0.0071%,+0.0081%,$945.0
85,Reserve Rights-RSR,$0.0062,+0.45%,$17.2m,$15.0m,-2.38%,0.06%,0.87,+0.0117%,+0.0133%,$1.8k
86,NEM-XEM,$0.0437,+0.32%,$17.2m,$8.7m,-0.04%,0.04%,0.51,-0.0269%,+0.0465%,$6.0k
87,Bluzelle-BLZ,$0.0955,-0.83%,$16.8m,$7.3m,-1.87%,0.03%,0.43,+0.0100%,+0.0100%,$6.2k
