,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,588.30",+0.61%,$29.9b,$7.1b,+0.93%,30.39%,0.24,+0.0039%,-0.0032%,$59.3m
1,Bitcoin-BTC,"$20,038.00",-0.21%,$25.8b,$9.7b,-0.72%,41.53%,0.37,+0.0027%,+0.0020%,$21.2m
2,Ethereum Classic-ETC,$32.55,+0.35%,$1.3b,$377.4m,-3.29%,1.62%,0.29,+0.0052%,+0.0058%,$2.5m
3,Polygon-MATIC,$0.8917,+5.87%,$1.2b,$264.3m,+29.77%,1.14%,0.22,-0.0196%,-0.0189%,$2.6m
4,EOS-EOS,$1.54,+4.12%,$1.1b,$209.7m,+6.32%,0.90%,0.19,-0.0022%,+0.0121%,$1.9m
5,Solana-SOL,$31.37,-0.28%,$963.8m,$389.5m,-0.78%,1.67%,0.40,+0.0109%,+0.0110%,$1.7m
6,Tellor-TRB,$19.28,-1.52%,$814.0m,$66.6m,-2.01%,0.29%,0.08,-0.6998%,-0.4829%,$1.5m
7,Binance Coin-BNB,$278.01,+0.04%,$712.4m,$268.9m,+0.29%,1.16%,0.38,+0.0023%,+0.0036%,$489.1k
8,Cosmos-ATOM,$12.55,+4.16%,$704.3m,$130.0m,+6.01%,0.56%,0.18,-0.0004%,-0.0005%,$1.1m
9,Chiliz-CHZ,$0.2200,+4.36%,$684.0m,$111.2m,+11.78%,0.48%,0.16,+0.0096%,+0.0095%,$956.2k
10,Litecoin-LTC,$57.21,+1.52%,$588.3m,$192.2m,+0.00%,0.83%,0.33,+0.0029%,+0.0033%,$884.6k
11,Cardano-ADA,$0.4543,+1.05%,$587.7m,$269.2m,-1.08%,1.16%,0.46,+0.0040%,+0.0066%,$444.1k
12,Ripple-XRP,$0.3284,+0.54%,$515.3m,$319.2m,-0.39%,1.37%,0.62,+0.0110%,+0.0113%,$831.7k
13,Avalanche-AVAX,$19.03,-0.91%,$514.6m,$132.6m,-1.23%,0.57%,0.26,+0.0120%,+0.0065%,$810.0k
14,Optimism-OP,$1.17,+3.03%,$436.3m,$64.0m,+0.57%,0.28%,0.15,+0.0174%,+0.0179%,$598.3k
15,Polkadot-DOT,$7.24,+2.40%,$328.6m,$271.9m,+3.39%,1.17%,0.83,-0.0031%,+0.0040%,$286.5k
16,NEAR Protocol-NEAR,$4.22,-1.62%,$324.4m,$95.4m,-4.52%,0.41%,0.29,+0.0024%,+0.0043%,$399.1k
17,Dogecoin-DOGE,$0.0613,-0.25%,$318.6m,$121.4m,-2.08%,0.52%,0.38,+0.0087%,+0.0078%,$310.6k
18,Chainlink-LINK,$6.89,+3.08%,$300.5m,$103.7m,+3.42%,0.45%,0.35,-0.0050%,-0.0030%,$502.5k
19,STEPN-GMT,$0.6777,+0.38%,$267.8m,$109.0m,+0.06%,0.47%,0.41,+0.0056%,+0.0084%,$526.4k
20,Curve DAO Token-CRV,$1.14,+2.18%,$224.4m,$60.0m,-1.00%,0.26%,0.27,+0.0027%,-0.0062%,$488.5k
21,Stargate Finance-STG,$0.6478,+3.79%,$216.3m,$19.6m,+3.38%,0.08%,0.09,-0.1309%,-0.0826%,$405.3k
22,1000SHIB-1000SHIB,$0.0121,-0.47%,$214.6m,$37.6m,-2.98%,0.16%,0.18,+0.0100%,+0.0100%,$379.9k
23,Filecoin-FIL,$5.74,-0.72%,$210.2m,$99.7m,-0.56%,0.43%,0.47,+0.0051%,+0.0064%,$245.7k
24,Balancer-BAL,$7.53,-1.61%,$200.5m,$23.6m,-11.51%,0.10%,0.12,-0.0328%,+0.0280%,$417.7k
