,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,671.34",-0.60%,$18.5b,$10.1b,-0.77%,42.48%,0.54,-0.0004%,+0.0033%,$9.9m
1,Ethereum-ETH,"$1,560.77",+0.24%,$17.6b,$7.0b,-0.38%,29.38%,0.40,-0.0025%,-0.0041%,$29.0m
2,Cardano-ADA,$0.4833,-2.53%,$1.2b,$318.5m,-9.79%,1.34%,0.27,+0.0036%,+0.0032%,$1.7m
3,Ethereum Classic-ETC,$31.77,-0.90%,$817.1m,$387.1m,+0.69%,1.63%,0.47,-0.0118%,-0.0113%,$693.3k
4,Solana-SOL,$31.29,-1.12%,$718.3m,$385.3m,-2.56%,1.63%,0.54,+0.0150%,+0.0069%,$1.2m
5,Litecoin-LTC,$59.52,-0.93%,$545.5m,$223.8m,-1.72%,0.94%,0.41,+0.0052%,+0.0094%,$946.5k
6,Cosmos-ATOM,$12.66,-1.41%,$522.8m,$140.3m,-6.49%,0.59%,0.27,-0.0116%,-0.0018%,$1.0m
7,Polygon-MATIC,$0.8655,-1.72%,$495.4m,$223.0m,-5.23%,0.94%,0.45,+0.0029%,-0.0002%,$399.9k
8,1000SHIB-1000SHIB,$0.0123,-6.43%,$495.2m,$47.5m,-26.88%,0.20%,0.10,+0.0100%,+0.0040%,$797.4k
9,Chainlink-LINK,$7.13,+2.83%,$486.0m,$124.0m,+21.35%,0.52%,0.26,+0.0094%,+0.0034%,$496.3k
10,The Sandbox-SAND,$0.9406,+0.19%,$482.4m,$84.9m,+7.86%,0.36%,0.18,+0.0071%,+0.0080%,$919.3k
11,Ravencoin-RVN,$0.0320,+7.96%,$473.2m,$22.4m,+152.83%,0.09%,0.05,-0.0127%,-0.1746%,$894.1k
12,Binance Coin-BNB,$273.44,-1.83%,$459.6m,$268.8m,+2.72%,1.13%,0.58,-0.0010%,-0.0111%,$271.0k
13,EOS-EOS,$1.43,-3.61%,$447.3m,$181.9m,-3.14%,0.77%,0.41,+0.0059%,+0.0085%,$729.8k
14,Polkadot-DOT,$7.47,+3.18%,$394.6m,$288.4m,+8.50%,1.22%,0.73,+0.0058%,+0.0055%,$528.4k
15,Ripple-XRP,$0.3234,-2.02%,$384.4m,$329.0m,+3.06%,1.39%,0.86,+0.0055%,+0.0088%,$342.8k
16,Filecoin-FIL,$5.96,-4.30%,$373.0m,$113.9m,-12.41%,0.48%,0.31,+0.0116%,+0.0138%,$734.2k
17,Avalanche-AVAX,$18.53,-2.34%,$368.9m,$146.3m,+6.42%,0.62%,0.40,+0.0011%,-0.0116%,$382.7k
18,STEPN-GMT,$0.6792,-1.97%,$329.9m,$109.2m,-3.69%,0.46%,0.33,-0.0005%,-0.0022%,$391.3k
19,Chiliz-CHZ,$0.2036,-4.29%,$321.7m,$97.3m,-1.19%,0.41%,0.30,+0.0020%,+0.0103%,$532.0k
20,Dogecoin-DOGE,$0.0612,-3.14%,$293.1m,$128.1m,-3.57%,0.54%,0.44,+0.0088%,+0.0109%,$427.4k
21,Optimism-OP,$1.12,-3.77%,$273.5m,$70.8m,+2.68%,0.30%,0.26,+0.0027%,+0.0067%,$258.7k
22,NEAR Protocol-NEAR,$4.13,-1.13%,$202.3m,$88.5m,-0.82%,0.37%,0.44,+0.0018%,+0.0034%,$329.1k
23,Axie Infinity-AXS,$13.96,-3.46%,$201.0m,$84.4m,-11.82%,0.36%,0.42,-0.0199%,-0.0051%,$664.1k
24,Tellor-TRB,$18.10,-1.16%,$188.1m,$58.6m,-13.12%,0.25%,0.31,-0.2354%,-0.2511%,$228.2k
25,ApeCoin-APE,$4.66,-2.48%,$158.3m,$67.7m,-0.80%,0.29%,0.43,+0.0033%,+0.0037%,$181.0k
26,Decentraland-MANA,$0.7835,-1.68%,$150.6m,$40.7m,-1.09%,0.17%,0.27,+0.0037%,+0.0056%,$291.4k
27,Bitcoin Cash-BCH,$117.70,+0.63%,$149.5m,$172.2m,+1.68%,0.73%,1.15,-0.0002%,-0.0084%,$118.1k
28,Curve DAO Token-CRV,$1.06,-0.64%,$147.2m,$57.9m,-1.01%,0.24%,0.39,+0.0015%,+0.0065%,$88.4k
29,Unifi Protocol DAO-UNFI,$7.52,-5.11%,$141.8m,$21.0m,-8.60%,0.09%,0.15,+0.0098%,+0.0100%,$282.7k
30,Helium-HNT,$3.85,-8.20%,$135.7m,$21.5m,-0.90%,0.09%,0.16,+0.0068%,+0.0062%,$345.6k
31,Fantom-FTM,$0.2604,-3.54%,$130.9m,$50.8m,+3.61%,0.21%,0.39,+0.0077%,+0.0042%,$247.2k
32,Uniswap-UNI,$6.23,-2.01%,$101.3m,$46.3m,-2.19%,0.20%,0.46,-0.0119%,+0.0043%,$85.9k
33,SHIBA INU-SHIB,$0.0000,-6.16%,$100.7m,$20.6m,-15.63%,0.09%,0.20,+0.0062%,+0.0067%,$391.7k
34,Gala-GALA,$0.0499,-1.84%,$89.3m,$35.4m,-2.76%,0.15%,0.40,+0.0085%,+0.0071%,$109.2k
35,Tron-TRX,$0.0627,-0.36%,$84.0m,$141.4m,-0.52%,0.60%,1.68,-0.0112%,-0.0124%,$9.2k
36,Aave-AAVE,$87.06,-0.20%,$81.1m,$46.0m,+1.23%,0.19%,0.57,+0.0055%,+0.0061%,$15.3k
37,Waves-WAVES,$4.46,-2.50%,$77.7m,$51.3m,-4.88%,0.22%,0.66,+0.0037%,+0.0065%,$94.7k
38,Monero-XMR,$156.43,+0.34%,$77.1m,$50.7m,+4.78%,0.21%,0.66,+0.0006%,+0.0057%,$25.0k
39,ConstitutionDAO-PEOPLE,$0.0205,-2.60%,$60.6m,$25.4m,-11.54%,0.11%,0.42,-0.0048%,+0.0199%,$77.7k
40,THETA-THETA,$1.15,+0.80%,$59.9m,$23.2m,+4.84%,0.10%,0.39,-0.0073%,+0.0012%,$37.1k
41,Ethereum Name Service-ENS,$13.33,-3.24%,$59.8m,$25.4m,-9.56%,0.11%,0.43,+0.0069%,+0.0104%,$18.4k
42,Stargate Finance-STG,$0.5904,-4.75%,$58.2m,$16.4m,+1.72%,0.07%,0.28,-0.2145%,-0.2708%,$79.2k
43,Serum-SRM,$0.7865,-0.91%,$57.9m,$25.1m,-1.68%,0.11%,0.43,-0.0121%,-0.0024%,$56.7k
44,dYdX-DYDX,$1.54,-1.72%,$57.4m,$37.4m,-1.35%,0.16%,0.65,+0.0005%,+0.0052%,$103.9k
45,Algorand-ALGO,$0.2984,-3.62%,$57.0m,$29.8m,-6.04%,0.13%,0.52,-0.0065%,+0.0047%,$91.8k
46,SushiSwap-SUSHI,$1.13,+0.15%,$56.8m,$29.6m,-0.49%,0.12%,0.52,-0.0223%,+0.0061%,$30.9k
47,yearn.finance-YFI,"$9,334.79",-1.55%,$55.4m,$38.2m,-4.47%,0.16%,0.69,+0.0093%,-0.0016%,$63.0k
48,Kusama-KSM,$49.02,-2.48%,$53.2m,$16.6m,-11.15%,0.07%,0.31,-0.0030%,-0.0064%,$60.6k
49,CertiK-CTK,$1.02,+0.10%,$52.4m,$12.3m,+2.07%,0.05%,0.23,+0.0073%,+0.0073%,$88.2k
50,Ankr-ANKR,$0.0343,-1.51%,$51.4m,$15.2m,+1.97%,0.06%,0.29,-0.0444%,-0.0320%,$109.9k
51,Synthetix Network Token-SNX,$2.96,-1.62%,$50.9m,$35.1m,-3.10%,0.15%,0.69,-0.0232%,-0.0136%,$8.3k
52,Holo-HOT,$0.0021,-1.58%,$49.2m,$6.0m,+13.72%,0.03%,0.12,+0.0026%,+0.0021%,$154.7k
53,ZCash-ZEC,$62.49,-1.14%,$49.1m,$21.9m,-9.93%,0.09%,0.45,-0.0054%,+0.0230%,$98.6k
54,Harmony-ONE,$0.0204,+0.36%,$46.4m,$15.2m,+6.63%,0.06%,0.33,+0.0073%,+0.0062%,$79.3k
55,OmiseGO-OMG,$1.81,-0.16%,$44.5m,$13.3m,+8.94%,0.06%,0.30,+0.0133%,+0.0033%,$28.4k
56,THORChain-RUNE,$1.86,-2.39%,$43.8m,$21.6m,-1.43%,0.09%,0.49,+0.0073%,+0.0076%,$70.0k
57,Kyber Network Crystal-KNC,$1.65,-2.12%,$43.3m,$18.2m,+0.09%,0.08%,0.42,-0.0028%,+0.0048%,$39.6k
58,1inch-1INCH,$0.6544,-3.29%,$43.2m,$23.2m,-6.27%,0.10%,0.54,-0.0028%,+0.0050%,$68.7k
59,Flow (Dapper labs)-FLOW,$1.86,-5.25%,$40.4m,$25.4m,-5.28%,0.11%,0.63,+0.0003%,-0.0012%,$54.8k
60,Stellar Lumens-XLM,$0.1037,-2.11%,$39.8m,$37.1m,-0.09%,0.16%,0.93,+0.0052%,-0.0073%,$31.2k
61,Terra-LUNA,$1.84,+3.11%,$38.8m,$7.3m,+2.29%,0.03%,0.19,+0.0120%,+0.0063%,$48.3k
62,NEO-NEO,$9.11,-0.94%,$38.5m,$14.5m,+4.20%,0.06%,0.38,-0.0127%,-0.0042%,$22.9k
63,FOOTBALL-FOOTBALL,"$1,151.99",+0.87%,$38.4m,$7.4m,-3.71%,0.03%,0.19,+0.0100%,+0.1583%,$53.3k
64,Zilliqa-ZIL,$0.0356,-0.95%,$37.2m,$23.8m,+2.58%,0.10%,0.64,+0.0048%,-0.0019%,$14.8k
65,Tezos-XTZ,$1.51,-1.33%,$35.4m,$27.4m,-1.22%,0.12%,0.77,+0.0056%,+0.0091%,$60.7k
66,VeChain-VET,$0.0240,-1.42%,$35.4m,$16.9m,+2.73%,0.07%,0.48,+0.0086%,+0.0088%,$16.3k
67,Balancer-BAL,$7.19,+0.57%,$34.9m,$16.2m,-9.66%,0.07%,0.47,-0.0021%,+0.0023%,$28.0k
68,Celsius-CEL,$1.44,-0.19%,$34.8m,$26.5m,-0.85%,0.11%,0.76,-0.0876%,-0.1486%,$96.0k
69,Lido DAO Token-LDO,$1.93,-3.50%,$34.1m,$16.8m,-3.14%,0.07%,0.49,-0.0297%,-0.0307%,$48.3k
70,Flamingo-FLM,$0.1156,-2.71%,$33.6m,$18.5m,-9.21%,0.08%,0.55,-0.0137%,-0.0224%,$35.0k
71,Enjin Coin-ENJ,$0.5192,-1.06%,$33.1m,$15.2m,-0.14%,0.06%,0.46,+0.0045%,+0.0016%,$123.4k
72,Loopring-LRC,$0.3536,-1.84%,$31.8m,$13.4m,-2.48%,0.06%,0.42,+0.0059%,+0.0097%,$43.5k
73,Dash-DASH,$46.62,-0.28%,$31.3m,$14.9m,-4.28%,0.06%,0.48,+0.0260%,-0.0085%,$24.2k
74,Internet Computer-ICP,$6.42,+0.18%,$30.6m,$13.3m,+1.12%,0.06%,0.44,+0.0011%,+0.0100%,$64.6k
75,Dusk Network-DUSK,$0.1417,+4.70%,$30.4m,$5.9m,+53.38%,0.02%,0.19,-0.0046%,-0.0123%,$57.1k
76,Compound-COMP,$46.86,-2.74%,$30.0m,$22.1m,-9.37%,0.09%,0.74,+0.0079%,+0.0500%,$29.3k
77,Storj-STORJ,$0.5408,-0.81%,$29.0m,$11.5m,+0.54%,0.05%,0.40,+0.0074%,+0.0069%,$29.2k
78,The Graph-GRT,$0.1013,-1.04%,$28.2m,$21.1m,-3.79%,0.09%,0.75,+0.0130%,+0.0034%,$25.9k
79,Cartesi-CTSI,$0.1388,-1.40%,$27.6m,$3.6m,+12.87%,0.02%,0.13,-0.0667%,-0.0825%,$22.8k
80,Elrond-EGLD,$50.71,-1.36%,$26.3m,$15.9m,-6.18%,0.07%,0.60,+0.0001%,+0.0018%,$29.9k
81,Bella Protocol-BEL,$0.6688,-4.44%,$25.4m,$3.9m,-16.22%,0.02%,0.16,+0.0100%,+0.0100%,$33.5k
82,MyNeighborAlice-ALICE,$2.07,-0.55%,$25.3m,$10.7m,-0.24%,0.04%,0.42,+0.0071%,+0.0074%,$10.0k
83,Oasis Network-ROSE,$0.0626,-1.53%,$25.1m,$11.6m,-4.72%,0.05%,0.46,+0.0081%,+0.0080%,$7.7k
84,SKALE Network-SKL,$0.0487,-0.40%,$24.8m,$6.0m,+1.55%,0.03%,0.24,+0.0062%,+0.0057%,$71.0k
85,BitDAO-BIT,$0.6207,-1.13%,$23.5m,$26.6m,+6.36%,0.11%,1.13,-0.3932%,-0.3879%,$154.7k
86,Coin98-C98,$0.4211,-4.52%,$22.9m,$13.8m,-9.76%,0.06%,0.60,-0.0032%,-0.0044%,$14.5k
87,Icon-ICX,$0.2695,+0.57%,$22.8m,$4.7m,+13.30%,0.02%,0.21,+0.0016%,-0.0001%,$39.0k
88,Dent-DENT,$0.0010,+0.39%,$22.6m,$6.1m,+10.82%,0.03%,0.27,+0.0053%,+0.0023%,$50.8k
89,Chromia-CHR,$0.1760,-0.47%,$22.6m,$8.7m,-6.60%,0.04%,0.38,+0.0002%,-0.0001%,$15.7k
90,1000XEC-1000XEC,$0.0422,-3.54%,$22.2m,$6.8m,-15.56%,0.03%,0.31,+0.0009%,-0.0104%,$57.4k
91,Injective Protocol-INJ,$1.54,-0.31%,$21.9m,$2.8m,+48.11%,0.01%,0.13,+0.0100%,+0.0100%,$91.8k
92,Hedera-HBAR,$0.0605,-0.68%,$21.6m,$8.9m,-2.30%,0.04%,0.41,+0.0001%,+0.0027%,$33.1k
93,Kava-KAVA,$1.65,-1.78%,$21.4m,$11.6m,-2.30%,0.05%,0.54,+0.0070%,+0.0037%,$10.2k
94,Iota-IOTA,$0.2818,-2.55%,$20.8m,$10.8m,-7.32%,0.05%,0.52,+0.0090%,+0.0056%,$24.9k
95,Jasmy-JASMY,$0.0086,-2.38%,$20.8m,$11.5m,-2.22%,0.05%,0.55,+0.0076%,+0.0074%,$31.1k
96,Reserve Rights-RSR,$0.0063,+1.33%,$20.5m,$14.7m,-0.86%,0.06%,0.72,+0.0073%,+0.0050%,$6.4k
97,Basic Attention Token-BAT,$0.3368,-1.06%,$20.5m,$11.1m,+1.10%,0.05%,0.54,+0.0019%,+0.0042%,$16.5k
98,Horizen-ZEN,$15.95,-1.19%,$19.7m,$7.0m,-5.79%,0.03%,0.35,+0.0029%,+0.0217%,$20.5k
99,Mask Network-MASK,$1.32,+1.18%,$19.6m,$7.1m,+8.01%,0.03%,0.36,+0.0215%,+0.0029%,$15.8k
100,Ontology-ONT,$0.2365,-1.09%,$18.7m,$8.8m,-0.17%,0.04%,0.47,-0.0092%,+0.0004%,$29.6k
101,Badger DAO-BADGER,$5.16,+9.75%,$18.4m,$3.1m,+28.52%,0.01%,0.17,-0.0545%,-0.0967%,$46.2k
102,FTX Token-FTT,$26.03,-0.63%,$18.0m,$67.6m,-0.17%,0.29%,3.76,-0.0057%,-0.0053%,$2.9k
103,iExec RLC-RLC,$1.11,-1.37%,$17.5m,$6.4m,-3.77%,0.03%,0.37,-0.0955%,-0.1140%,$15.6k
104,Qtum-QTUM,$3.11,-1.64%,$17.0m,$15.3m,+0.69%,0.06%,0.91,+0.0062%,+0.0054%,$4.6k
105,Bluzelle-BLZ,$0.0928,-1.54%,$16.9m,$6.7m,-7.23%,0.03%,0.40,+0.0100%,+0.0100%,$12.4k
106,Maker-MKR,$744.11,-0.01%,$16.9m,$15.7m,-4.12%,0.07%,0.93,+0.0101%,+0.0127%,$6.3k
