,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,658.51",+6.16%,$30.1b,$7.3b,+4.98%,30.00%,0.24,-0.0047%,-0.0033%,$86.8m
1,Bitcoin-BTC,"$19,896.89",+0.81%,$24.3b,$10.0b,-0.31%,41.16%,0.41,+0.0015%,+0.0062%,$19.4m
2,Ethereum Classic-ETC,$40.87,+27.67%,$7.5b,$704.8m,+82.17%,2.89%,0.09,-0.0025%,-0.0004%,$20.2m
3,Solana-SOL,$32.94,+4.10%,$1.2b,$388.3m,-1.60%,1.59%,0.33,+0.0087%,+0.0077%,$2.2m
4,Cardano-ADA,$0.5040,+3.42%,$1.1b,$314.8m,-3.56%,1.29%,0.29,+0.0026%,+0.0086%,$1.6m
5,EOS-EOS,$1.54,+6.14%,$838.1m,$191.8m,+4.12%,0.79%,0.23,+0.0080%,+0.0075%,$2.2m
6,Ripple-XRP,$0.3338,+2.57%,$715.5m,$331.4m,+1.58%,1.36%,0.46,+0.0005%,+0.0037%,$1.4m
7,Polygon-MATIC,$0.8935,+1.83%,$709.7m,$220.3m,-3.17%,0.90%,0.31,-0.0006%,-0.0011%,$1.1m
8,Binance Coin-BNB,$280.80,+2.12%,$697.9m,$263.2m,-1.28%,1.08%,0.38,+0.0049%,+0.0112%,$727.0k
9,Ravencoin-RVN,$0.0371,+13.07%,$637.6m,$29.2m,+25.06%,0.12%,0.05,+0.0291%,-0.0359%,$1.6m
10,Litecoin-LTC,$60.03,+0.73%,$612.5m,$217.2m,-2.44%,0.89%,0.35,+0.0015%,+0.0093%,$1.0m
11,Avalanche-AVAX,$20.01,+6.65%,$582.7m,$144.5m,-2.27%,0.59%,0.25,-0.0014%,+0.0167%,$1.4m
12,Optimism-OP,$1.22,+6.88%,$529.2m,$69.4m,-1.69%,0.28%,0.13,+0.0059%,+0.0075%,$1.2m
13,Polkadot-DOT,$7.59,+1.58%,$496.6m,$282.5m,-1.34%,1.16%,0.57,-0.0037%,+0.0107%,$458.2k
14,Cosmos-ATOM,$12.50,-1.03%,$488.9m,$122.9m,-11.88%,0.50%,0.25,-0.0077%,+0.0049%,$756.3k
15,Filecoin-FIL,$6.17,+1.28%,$429.0m,$111.7m,-5.56%,0.46%,0.26,+0.0097%,+0.0040%,$886.0k
16,Chainlink-LINK,$7.33,+1.58%,$427.4m,$116.5m,-8.05%,0.48%,0.27,+0.0076%,+0.0059%,$2.9m
17,Dogecoin-DOGE,$0.0634,+2.22%,$419.0m,$128.5m,-0.27%,0.53%,0.31,+0.0107%,+0.0098%,$729.1k
18,Chiliz-CHZ,$0.2072,+0.09%,$404.3m,$98.3m,+0.24%,0.40%,0.24,+0.0056%,+0.0140%,$671.2k
19,Bitcoin Cash-BCH,$125.69,+7.16%,$334.5m,$191.5m,+12.39%,0.79%,0.57,-0.0058%,-0.0003%,$570.0k
20,1000SHIB-1000SHIB,$0.0127,+1.92%,$320.5m,$44.6m,-10.76%,0.18%,0.14,+0.0083%,+0.0091%,$598.8k
21,The Sandbox-SAND,$0.9620,+0.44%,$308.3m,$83.5m,-4.12%,0.34%,0.27,+0.0060%,+0.0103%,$631.0k
22,Curve DAO Token-CRV,$1.17,+9.87%,$271.2m,$66.4m,+14.70%,0.27%,0.24,-0.0050%,+0.0152%,$496.4k
23,NEAR Protocol-NEAR,$4.35,+4.08%,$271.0m,$91.8m,+2.42%,0.38%,0.34,+0.0008%,+0.0105%,$527.2k
24,STEPN-GMT,$0.6932,+0.43%,$262.1m,$111.8m,-1.05%,0.46%,0.43,+0.0055%,+0.0021%,$435.0k
25,Tellor-TRB,$17.12,-6.58%,$262.0m,$49.5m,-17.61%,0.20%,0.19,-0.0867%,-0.2185%,$582.8k
26,Axie Infinity-AXS,$14.44,+1.26%,$185.1m,$85.0m,-2.19%,0.35%,0.46,-0.0168%,-0.0214%,$243.6k
27,ApeCoin-APE,$4.76,+1.21%,$179.7m,$68.7m,+1.10%,0.28%,0.38,+0.0027%,+0.0060%,$256.0k
28,Fantom-FTM,$0.2693,+1.46%,$154.5m,$51.5m,+1.19%,0.21%,0.33,+0.0047%,+0.0098%,$226.7k
29,Helium-HNT,$3.81,-5.10%,$151.7m,$21.6m,+0.77%,0.09%,0.14,+0.0055%,+0.0068%,$322.4k
30,Ethereum Name Service-ENS,$14.63,+8.61%,$148.3m,$30.4m,+17.34%,0.12%,0.20,+0.0021%,-0.0051%,$351.6k
