,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,547.96",-0.70%,$12.6b,$6.9b,+1.03%,29.27%,0.55,-0.0033%,-0.0048%,$15.4m
1,Bitcoin-BTC,"$19,700.57",-0.83%,$11.3b,$10.1b,+4.95%,42.61%,0.90,-0.0024%,-0.0032%,$6.5m
2,Cardano-ADA,$0.4929,+5.38%,$1.2b,$346.6m,+22.92%,1.46%,0.29,-0.0146%,-0.0300%,$2.3m
3,Filecoin-FIL,$6.24,-1.85%,$1.0b,$132.4m,-5.23%,0.56%,0.13,+0.0149%,-0.0063%,$1.3m
4,Ethereum Classic-ETC,$31.93,-1.25%,$625.0m,$382.8m,+2.27%,1.61%,0.61,-0.0080%,-0.0014%,$766.2k
5,EOS-EOS,$1.48,-3.98%,$567.1m,$188.4m,-7.03%,0.79%,0.33,+0.0089%,+0.0035%,$656.6k
6,Litecoin-LTC,$59.36,-1.79%,$562.0m,$228.7m,-1.30%,0.96%,0.41,+0.0004%,+0.0097%,$688.7k
7,Axie Infinity-AXS,$14.43,+0.75%,$514.0m,$99.5m,+17.83%,0.42%,0.19,-0.0161%,-0.0005%,$820.8k
8,Solana-SOL,$31.27,+0.51%,$489.2m,$387.8m,+0.55%,1.63%,0.79,+0.0000%,+0.0095%,$532.1k
9,Polygon-MATIC,$0.8785,-0.28%,$476.1m,$236.7m,+0.16%,1.00%,0.50,+0.0044%,-0.0041%,$314.0k
10,Cosmos-ATOM,$12.65,+3.30%,$421.8m,$137.9m,+11.85%,0.58%,0.33,+0.0015%,-0.0030%,$459.5k
11,Chiliz-CHZ,$0.2130,-3.35%,$402.2m,$99.4m,-4.48%,0.42%,0.25,+0.0073%,+0.0094%,$389.0k
12,Optimism-OP,$1.16,-1.95%,$334.8m,$70.0m,+0.70%,0.29%,0.21,+0.0056%,+0.0048%,$292.1k
13,Binance Coin-BNB,$276.83,+0.29%,$317.4m,$259.3m,-0.31%,1.09%,0.82,+0.0048%,+0.0056%,$51.0k
14,Dogecoin-DOGE,$0.0623,+0.45%,$278.0m,$126.5m,+0.49%,0.53%,0.46,+0.0128%,+0.0126%,$287.3k
15,Tellor-TRB,$18.24,-7.55%,$273.5m,$67.2m,-10.89%,0.28%,0.25,-0.3701%,-0.2289%,$233.4k
16,Avalanche-AVAX,$18.87,+0.27%,$251.9m,$136.6m,+1.68%,0.58%,0.54,-0.0087%,-0.0007%,$154.8k
17,Ripple-XRP,$0.3298,+0.40%,$251.3m,$317.7m,-0.32%,1.34%,1.26,-0.0017%,+0.0022%,$125.1k
18,STEPN-GMT,$0.6887,+2.36%,$212.0m,$112.2m,+3.57%,0.47%,0.53,-0.0014%,-0.0007%,$353.8k
19,Polkadot-DOT,$7.26,+0.06%,$201.2m,$266.8m,-0.23%,1.12%,1.33,+0.0010%,-0.0008%,$85.5k
20,Chainlink-LINK,$6.85,-0.40%,$150.3m,$100.8m,+0.37%,0.42%,0.67,+0.0052%,+0.0086%,$189.0k
21,Unifi Protocol DAO-UNFI,$7.88,+2.73%,$148.1m,$22.8m,+9.19%,0.10%,0.15,+0.0096%,+0.0087%,$93.1k
22,1000SHIB-1000SHIB,$0.0123,+0.83%,$137.8m,$39.9m,+1.80%,0.17%,0.29,+0.0100%,+0.0100%,$146.8k
23,ApeCoin-APE,$4.75,+0.48%,$130.0m,$68.2m,+3.12%,0.29%,0.52,+0.0007%,+0.0004%,$229.9k
24,NEAR Protocol-NEAR,$4.15,-0.65%,$129.1m,$89.3m,-0.49%,0.38%,0.69,+0.0032%,+0.0048%,$96.1k
25,Bitcoin Cash-BCH,$116.70,-0.41%,$125.6m,$169.2m,+2.23%,0.71%,1.35,-0.0092%,-0.0047%,$56.2k
26,Curve DAO Token-CRV,$1.06,-1.82%,$111.7m,$59.0m,+4.76%,0.25%,0.53,-0.0085%,+0.0039%,$156.3k
27,Helium-HNT,$4.14,-8.22%,$105.4m,$21.1m,+33.66%,0.09%,0.20,+0.0238%,+0.0280%,$343.7k
28,The Sandbox-SAND,$0.9275,+0.57%,$103.8m,$77.0m,+3.18%,0.32%,0.74,+0.0106%,+0.0071%,$35.3k
29,Algorand-ALGO,$0.3100,+3.08%,$90.6m,$31.9m,+10.47%,0.13%,0.35,+0.0034%,-0.0086%,$52.2k
30,yearn.finance-YFI,"$9,360.46",-1.29%,$89.7m,$39.6m,-7.07%,0.17%,0.44,+0.0085%,-0.0037%,$122.1k
31,Waves-WAVES,$4.56,+1.77%,$87.0m,$54.2m,+5.23%,0.23%,0.62,+0.0070%,+0.0090%,$77.9k
32,Ethereum Name Service-ENS,$13.64,-1.88%,$77.9m,$28.0m,+2.82%,0.12%,0.36,+0.0031%,+0.0048%,$21.6k
33,Synthetix Network Token-SNX,$3.00,+1.71%,$77.6m,$35.9m,+2.11%,0.15%,0.46,-0.0317%,-0.0120%,$63.9k
34,ZCash-ZEC,$62.74,+3.37%,$74.4m,$24.1m,+11.34%,0.10%,0.32,-0.0041%,+0.0052%,$108.7k
35,Aave-AAVE,$86.61,-0.68%,$71.1m,$45.2m,-1.67%,0.19%,0.64,-0.0154%,-0.0165%,$4.7k
36,CertiK-CTK,$1.01,+0.38%,$70.9m,$12.2m,+14.92%,0.05%,0.17,+0.0100%,+0.0100%,$183.0k
37,Fantom-FTM,$0.2679,-0.06%,$70.3m,$48.8m,+2.56%,0.21%,0.69,+0.0062%,+0.0114%,$27.4k
38,Decentraland-MANA,$0.7863,+1.91%,$70.3m,$40.5m,+5.33%,0.17%,0.58,+0.0104%,+0.0085%,$58.1k
39,ConstitutionDAO-PEOPLE,$0.0209,+2.44%,$68.1m,$28.7m,+11.44%,0.12%,0.42,-0.0048%,+0.0101%,$64.7k
40,Tron-TRX,$0.0628,-0.03%,$60.1m,$141.0m,+2.55%,0.59%,2.34,-0.0018%,-0.0028%,$3.2k
41,Celsius-CEL,$1.43,+1.57%,$56.2m,$26.5m,+3.43%,0.11%,0.47,-0.1296%,-0.0799%,$328.3k
42,Uniswap-UNI,$6.29,-0.75%,$54.7m,$47.2m,-0.24%,0.20%,0.86,-0.0072%,-0.0006%,$20.2k
43,Gala-GALA,$0.0504,+0.64%,$53.9m,$35.4m,+0.44%,0.15%,0.66,+0.0071%,+0.0096%,$26.9k
44,FOOTBALL-FOOTBALL,"$1,143.04",-6.10%,$51.6m,$7.9m,-34.89%,0.03%,0.15,+0.1136%,+0.0122%,$138.0k
45,Monero-XMR,$153.99,+0.95%,$51.5m,$45.0m,+5.57%,0.19%,0.87,-0.0719%,-0.0712%,$20.4k
46,Flamingo-FLM,$0.1180,-2.78%,$49.9m,$20.4m,-1.11%,0.09%,0.41,-0.1468%,-0.0823%,$28.5k
47,Balancer-BAL,$7.13,-5.63%,$49.2m,$18.1m,-18.08%,0.08%,0.37,-0.0013%,-0.0120%,$121.9k
48,Stargate Finance-STG,$0.6145,-5.30%,$48.6m,$15.2m,-11.72%,0.06%,0.31,-0.0611%,-0.0746%,$69.4k
49,SushiSwap-SUSHI,$1.12,+1.48%,$48.3m,$29.2m,-1.32%,0.12%,0.60,-0.0053%,-0.0194%,$36.0k
