,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,554.15",-1.57%,$15.8b,$6.9b,-0.21%,29.37%,0.44,-0.0100%,-0.0036%,$26.2m
1,Bitcoin-BTC,"$19,764.61",-0.99%,$12.2b,$9.9b,+4.00%,42.26%,0.82,-0.0006%,-0.0016%,$6.4m
2,Filecoin-FIL,$6.46,+11.50%,$1.2b,$151.6m,+51.25%,0.64%,0.12,+0.0012%,+0.0138%,$1.5m
3,Cardano-ADA,$0.4832,+6.10%,$973.9m,$317.5m,+18.34%,1.35%,0.33,-0.0032%,-0.0034%,$1.8m
4,EOS-EOS,$1.51,+0.20%,$845.7m,$193.9m,-0.12%,0.82%,0.23,+0.0017%,+0.0075%,$1.4m
5,Litecoin-LTC,$61.14,-1.13%,$770.0m,$238.2m,+2.37%,1.01%,0.31,+0.0036%,+0.0018%,$660.3k
6,Ethereum Classic-ETC,$32.32,-0.81%,$694.3m,$381.5m,+0.53%,1.62%,0.55,-0.0097%,-0.0096%,$328.1k
7,Chiliz-CHZ,$0.2150,-1.31%,$590.4m,$95.9m,-7.02%,0.41%,0.16,+0.0061%,+0.0083%,$579.0k
8,Polygon-MATIC,$0.8817,+0.69%,$519.1m,$236.1m,-1.40%,1.00%,0.45,-0.0022%,+0.0049%,$357.3k
9,Solana-SOL,$31.05,-0.47%,$465.7m,$387.8m,+0.81%,1.65%,0.83,+0.0020%,-0.0007%,$188.6k
10,Cosmos-ATOM,$12.51,+0.33%,$453.6m,$132.1m,+2.07%,0.56%,0.29,-0.0157%,-0.0013%,$829.2k
11,Axie Infinity-AXS,$15.03,+5.48%,$379.2m,$123.2m,+52.46%,0.52%,0.32,-0.0242%,-0.0258%,$473.9k
12,Optimism-OP,$1.19,-3.07%,$379.1m,$72.1m,-3.32%,0.31%,0.19,+0.0031%,+0.0027%,$362.0k
13,Dogecoin-DOGE,$0.0623,+1.47%,$347.5m,$126.1m,+3.50%,0.54%,0.36,+0.0056%,+0.0126%,$542.2k
14,Ripple-XRP,$0.3297,-0.24%,$339.3m,$317.8m,-0.50%,1.35%,0.94,+0.0005%,+0.0000%,$171.0k
15,Tellor-TRB,$18.75,-2.98%,$325.0m,$69.1m,-1.05%,0.29%,0.21,-0.3819%,-0.4890%,$222.9k
16,Binance Coin-BNB,$277.19,+0.17%,$303.6m,$259.4m,-0.16%,1.10%,0.85,+0.0044%,+0.0044%,$83.5k
17,Avalanche-AVAX,$18.78,-0.47%,$267.3m,$135.0m,-1.74%,0.57%,0.50,+0.0022%,-0.0141%,$151.0k
18,Polkadot-DOT,$7.26,-1.11%,$228.6m,$267.1m,-2.61%,1.14%,1.17,+0.0006%,-0.0023%,$85.4k
19,STEPN-GMT,$0.6751,+0.32%,$187.1m,$108.9m,+1.69%,0.46%,0.58,-0.0023%,-0.0010%,$96.2k
20,1000SHIB-1000SHIB,$0.0123,+1.08%,$155.3m,$39.5m,+3.00%,0.17%,0.25,+0.0100%,+0.0100%,$239.7k
21,NEAR Protocol-NEAR,$4.15,-0.22%,$146.0m,$88.9m,-1.73%,0.38%,0.61,+0.0043%,+0.0029%,$114.3k
22,Chainlink-LINK,$6.81,-1.61%,$142.6m,$99.1m,-3.87%,0.42%,0.69,+0.0058%,+0.0031%,$192.6k
23,Curve DAO Token-CRV,$1.06,-3.35%,$139.0m,$58.0m,+2.19%,0.25%,0.42,-0.0233%,-0.0283%,$183.9k
24,Bitcoin Cash-BCH,$117.25,+0.79%,$136.9m,$168.3m,+2.72%,0.72%,1.23,-0.0119%,-0.0157%,$67.9k
25,ApeCoin-APE,$4.72,+0.44%,$134.5m,$67.9m,+1.87%,0.29%,0.51,-0.0003%,+0.0031%,$192.6k
26,yearn.finance-YFI,"$9,758.99",-2.13%,$127.9m,$42.9m,-7.72%,0.18%,0.34,+0.0027%,+0.0133%,$240.1k
27,Unifi Protocol DAO-UNFI,$7.71,+2.71%,$113.3m,$21.6m,+3.73%,0.09%,0.19,+0.0100%,+0.0096%,$69.3k
28,FOOTBALL-FOOTBALL,"$1,175.04",-1.50%,$98.9m,$8.4m,+0.77%,0.04%,0.09,+0.0100%,+0.1220%,$201.0k
29,The Sandbox-SAND,$0.9248,+0.05%,$98.8m,$76.9m,+3.29%,0.33%,0.78,+0.0003%,+0.0098%,$90.4k
30,Aave-AAVE,$86.67,-1.35%,$95.6m,$45.6m,-5.38%,0.19%,0.48,-0.0246%,-0.0181%,$10.9k
31,Synthetix Network Token-SNX,$2.92,-5.10%,$93.3m,$36.0m,-7.08%,0.15%,0.39,-0.0184%,-0.0403%,$124.9k
32,Ethereum Name Service-ENS,$13.95,+0.71%,$83.2m,$29.3m,+12.73%,0.12%,0.35,-0.0041%,-0.0046%,$14.3k
33,Helium-HNT,$4.18,-7.38%,$75.8m,$16.9m,+13.02%,0.07%,0.22,-0.0062%,+0.0020%,$216.2k
34,Fantom-FTM,$0.2674,-0.59%,$73.5m,$48.4m,+1.38%,0.21%,0.66,+0.0087%,+0.0056%,$28.6k
35,SushiSwap-SUSHI,$1.12,+1.84%,$69.4m,$30.0m,+5.24%,0.13%,0.43,-0.0054%,-0.0088%,$32.8k
36,CertiK-CTK,$1.01,-0.05%,$68.1m,$11.9m,+12.05%,0.05%,0.17,-0.0031%,-0.0027%,$128.2k
37,1inch-1INCH,$0.6856,-3.17%,$67.7m,$26.1m,-16.74%,0.11%,0.39,+0.0072%,-0.0160%,$141.4k
38,ZCash-ZEC,$62.24,+4.26%,$64.8m,$23.4m,+11.44%,0.10%,0.36,+0.0015%,-0.0063%,$44.5k
39,Uniswap-UNI,$6.28,-1.12%,$60.6m,$47.1m,-1.57%,0.20%,0.78,-0.0096%,-0.0101%,$19.7k
40,Flamingo-FLM,$0.1183,+2.05%,$56.1m,$20.4m,+8.92%,0.09%,0.36,-0.0946%,-0.1401%,$36.2k
41,Decentraland-MANA,$0.7830,+1.35%,$56.0m,$39.1m,+1.18%,0.17%,0.70,-0.0079%,+0.0062%,$52.9k
42,Monero-XMR,$153.83,+1.41%,$54.9m,$44.7m,+6.69%,0.19%,0.81,-0.0904%,-0.0771%,$6.9k
43,Gala-GALA,$0.0500,+0.33%,$52.8m,$35.4m,+2.24%,0.15%,0.67,+0.0087%,+0.0068%,$9.7k
44,Celsius-CEL,$1.46,+3.28%,$50.6m,$26.9m,+1.53%,0.11%,0.53,-0.0298%,-0.1002%,$218.3k
45,Tron-TRX,$0.0630,+0.47%,$50.4m,$139.5m,+1.73%,0.59%,2.77,-0.0094%,-0.0051%,$1.8k
46,dYdX-DYDX,$1.55,+0.77%,$48.3m,$37.1m,-0.55%,0.16%,0.77,+0.0035%,-0.0026%,$4.9k
47,THETA-THETA,$1.14,+0.72%,$48.2m,$22.1m,-0.40%,0.09%,0.46,-0.0002%,+0.0035%,$4.8k
