,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,561.77",-2.40%,$34.9b,$6.9b,-2.87%,29.98%,0.20,-0.0044%,+0.0020%,$71.1m
1,Bitcoin-BTC,"$19,909.47",-1.39%,$27.4b,$9.6b,-1.67%,41.74%,0.35,-0.0010%,+0.0028%,$25.7m
2,Ethereum Classic-ETC,$32.42,-1.81%,$1.4b,$376.8m,-5.27%,1.64%,0.26,-0.0120%,-0.0100%,$3.7m
3,EOS-EOS,$1.53,+0.74%,$1.2b,$196.7m,-3.80%,0.85%,0.17,-0.0108%,-0.0082%,$2.2m
4,Solana-SOL,$30.95,-2.35%,$1.0b,$384.6m,-2.48%,1.67%,0.37,-0.0026%,-0.0008%,$1.7m
5,Polygon-MATIC,$0.8734,-1.64%,$1.0b,$234.2m,-3.19%,1.02%,0.23,-0.0087%,+0.0035%,$1.7m
6,Litecoin-LTC,$61.35,+5.93%,$1.0b,$238.7m,+17.71%,1.04%,0.24,+0.0039%,+0.0028%,$2.7m
7,Chiliz-CHZ,$0.2193,+1.79%,$823.2m,$101.4m,+6.32%,0.44%,0.12,+0.0098%,+0.0026%,$1.2m
8,Optimism-OP,$1.19,+1.51%,$780.0m,$71.2m,+9.87%,0.31%,0.09,+0.0138%,+0.0125%,$1.3m
9,Binance Coin-BNB,$276.33,-1.14%,$611.4m,$259.2m,-4.75%,1.13%,0.42,-0.0052%,-0.0016%,$306.2k
10,Cosmos-ATOM,$12.53,+0.30%,$607.3m,$130.2m,+0.42%,0.57%,0.21,-0.0018%,+0.0000%,$913.4k
11,Ripple-XRP,$0.3283,-0.82%,$579.8m,$318.3m,-2.56%,1.38%,0.55,+0.0065%,+0.0000%,$569.0k
12,Cardano-ADA,$0.4581,-0.17%,$574.7m,$268.5m,-2.80%,1.17%,0.47,-0.0033%,+0.0136%,$450.5k
13,Avalanche-AVAX,$18.72,-3.13%,$476.7m,$136.8m,+1.40%,0.59%,0.29,-0.0259%,-0.0252%,$988.6k
14,Polkadot-DOT,$7.26,-0.08%,$436.4m,$271.9m,+0.85%,1.18%,0.62,+0.0047%,+0.0004%,$828.3k
15,Tellor-TRB,$19.07,-6.29%,$434.2m,$72.9m,+10.06%,0.32%,0.17,-1.2500%,-1.1741%,$239.8k
16,Chainlink-LINK,$6.89,-0.79%,$340.4m,$101.7m,-3.20%,0.44%,0.30,+0.0097%,+0.0110%,$664.5k
17,NEAR Protocol-NEAR,$4.16,-4.01%,$324.9m,$89.1m,-8.26%,0.39%,0.27,+0.0015%,+0.0007%,$703.8k
18,Dogecoin-DOGE,$0.0614,-1.88%,$304.4m,$121.8m,-0.86%,0.53%,0.40,-0.0004%,+0.0106%,$431.2k
19,Filecoin-FIL,$5.86,+1.11%,$290.0m,$102.5m,+1.39%,0.44%,0.35,+0.0073%,+0.0118%,$354.2k
20,STEPN-GMT,$0.6720,-2.16%,$288.2m,$108.2m,-2.86%,0.47%,0.38,+0.0005%,+0.0020%,$657.1k
21,1inch-1INCH,$0.6847,+0.57%,$264.3m,$28.1m,+34.06%,0.12%,0.11,+0.0062%,-0.0243%,$569.1k
22,yearn.finance-YFI,"$9,659.31",+3.52%,$250.5m,$45.7m,+21.23%,0.20%,0.18,+0.0051%,+0.0118%,$573.4k
23,Curve DAO Token-CRV,$1.09,-6.25%,$229.4m,$57.3m,-6.84%,0.25%,0.25,-0.0199%,-0.0133%,$450.7k
24,Bitcoin Cash-BCH,$116.62,-0.55%,$212.2m,$165.8m,-2.08%,0.72%,0.78,-0.0062%,-0.0051%,$268.0k
25,1000SHIB-1000SHIB,$0.0122,-1.76%,$201.4m,$38.1m,-0.55%,0.17%,0.19,-0.0053%,+0.0065%,$232.1k
26,ApeCoin-APE,$4.70,-2.09%,$194.6m,$67.0m,+1.01%,0.29%,0.34,-0.0070%,+0.0024%,$174.5k
27,Synthetix Network Token-SNX,$2.96,-3.76%,$180.8m,$36.3m,-9.14%,0.16%,0.20,+0.0061%,+0.0036%,$247.2k
28,Aave-AAVE,$86.98,+0.86%,$179.7m,$46.7m,+5.50%,0.20%,0.26,+0.0055%,-0.0014%,$253.4k
29,The Sandbox-SAND,$0.9207,-2.55%,$166.5m,$74.4m,-4.63%,0.32%,0.45,-0.0073%,-0.0059%,$208.0k
30,Stargate Finance-STG,$0.6488,-5.89%,$152.2m,$17.0m,-19.88%,0.07%,0.11,-0.0732%,-0.0572%,$268.4k
31,Uniswap-UNI,$6.27,-0.80%,$134.5m,$47.3m,-2.15%,0.21%,0.35,+0.0015%,-0.0015%,$304.9k
32,Axie Infinity-AXS,$14.07,-0.84%,$134.1m,$82.1m,-0.19%,0.36%,0.61,-0.0076%,-0.0029%,$379.2k
33,FOOTBALL-FOOTBALL,"$1,237.04",+8.04%,$131.8m,$12.6m,+104.36%,0.05%,0.10,+0.3368%,+0.0100%,$249.5k
34,Fantom-FTM,$0.2679,-2.11%,$128.1m,$47.6m,-3.10%,0.21%,0.37,+0.0028%,+0.0061%,$140.1k
35,Celsius-CEL,$1.40,+0.05%,$115.0m,$26.2m,-6.33%,0.11%,0.23,-0.0569%,-0.0334%,$1.2m
36,Unifi Protocol DAO-UNFI,$7.51,-1.87%,$107.8m,$20.8m,+0.71%,0.09%,0.19,-0.0006%,+0.0075%,$83.2k
37,SushiSwap-SUSHI,$1.11,+3.89%,$95.9m,$30.8m,+13.89%,0.13%,0.32,+0.0013%,+0.0081%,$91.9k
38,dYdX-DYDX,$1.54,+0.16%,$89.5m,$37.1m,+4.50%,0.16%,0.41,-0.0015%,+0.0070%,$30.8k
39,Decentraland-MANA,$0.7699,-1.66%,$86.3m,$38.7m,-2.37%,0.17%,0.45,-0.0086%,-0.0001%,$107.8k
40,Gala-GALA,$0.0497,-1.85%,$85.5m,$34.7m,+1.39%,0.15%,0.41,+0.0008%,+0.0046%,$84.6k
41,Tron-TRX,$0.0627,-0.86%,$84.8m,$137.9m,-4.23%,0.60%,1.63,-0.0197%,-0.0175%,$50.8k
42,Lido DAO Token-LDO,$2.01,-3.75%,$83.4m,$17.4m,-5.82%,0.08%,0.21,-0.0070%,-0.0081%,$280.9k
43,Terra-LUNA,$1.88,-4.63%,$81.1m,$7.9m,-10.70%,0.03%,0.10,+0.0107%,+0.0159%,$305.0k
44,Ethereum Name Service-ENS,$13.68,+1.53%,$81.0m,$26.4m,+13.06%,0.11%,0.33,-0.0003%,-0.0015%,$73.4k
45,Balancer-BAL,$7.58,-1.30%,$77.6m,$22.2m,-13.83%,0.10%,0.29,-0.0130%,+0.0052%,$108.2k
46,Helium-HNT,$4.51,-7.27%,$76.5m,$16.0m,+11.88%,0.07%,0.21,-0.0284%,-0.0009%,$174.6k
47,Algorand-ALGO,$0.2998,+1.97%,$76.0m,$29.2m,+6.68%,0.13%,0.38,+0.0058%,+0.0051%,$52.6k
48,Waves-WAVES,$4.47,-1.34%,$75.3m,$51.9m,-2.14%,0.23%,0.69,-0.0005%,-0.0046%,$96.1k
49,Monero-XMR,$152.50,-0.57%,$71.5m,$42.7m,-1.75%,0.19%,0.60,-0.0499%,-0.0630%,$48.7k
50,Kyber Network Crystal-KNC,$1.76,-0.78%,$70.1m,$20.4m,-3.18%,0.09%,0.29,+0.0095%,+0.0066%,$56.2k
51,THETA-THETA,$1.13,-3.28%,$69.1m,$21.9m,-0.63%,0.10%,0.32,-0.0157%,-0.0067%,$114.5k
52,ConstitutionDAO-PEOPLE,$0.0202,-1.99%,$67.1m,$25.8m,-1.85%,0.11%,0.38,-0.0034%,-0.0004%,$132.2k
53,Flow (Dapper labs)-FLOW,$1.91,-5.67%,$65.5m,$26.2m,-13.49%,0.11%,0.40,+0.0039%,+0.0036%,$78.4k
54,ZCash-ZEC,$60.34,+2.02%,$64.1m,$21.7m,+0.05%,0.09%,0.34,+0.0067%,-0.0056%,$172.4k
55,CertiK-CTK,$1.00,+2.05%,$59.7m,$10.5m,-8.03%,0.05%,0.18,+0.0100%,+0.0098%,$115.2k
56,THORChain-RUNE,$1.89,-3.12%,$58.4m,$20.7m,-6.81%,0.09%,0.36,+0.0076%,+0.0075%,$82.5k
57,SHIBA INU-SHIB,$0.0000,-1.59%,$55.7m,$20.2m,+1.56%,0.09%,0.36,-0.0012%,+0.0045%,$79.9k
58,Oasis Network-ROSE,$0.0644,-0.30%,$51.4m,$11.7m,-1.69%,0.05%,0.23,+0.0074%,+0.0076%,$60.7k
59,BitDAO-BIT,$0.6238,-1.19%,$51.3m,$24.8m,-10.09%,0.11%,0.48,-0.0855%,-0.0855%,$623.7k
60,Compound-COMP,$46.12,-2.32%,$46.4m,$22.2m,-8.64%,0.10%,0.48,-0.0150%,-0.0042%,$27.2k
61,1000XEC-1000XEC,$0.0451,-4.23%,$42.6m,$9.6m,-16.45%,0.04%,0.22,+0.0100%,+0.0002%,$61.5k
62,Bluzelle-BLZ,$0.0956,-2.13%,$42.0m,$7.4m,-2.40%,0.03%,0.18,+0.0081%,+0.0100%,$213.1k
63,Kava-KAVA,$1.69,-3.13%,$41.5m,$11.5m,-6.57%,0.05%,0.28,+0.0038%,+0.0021%,$109.5k
64,Tezos-XTZ,$1.49,-4.17%,$40.6m,$26.2m,-2.44%,0.11%,0.64,-0.0405%,-0.0363%,$27.7k
65,Stellar Lumens-XLM,$0.1048,-0.63%,$38.6m,$35.2m,-2.28%,0.15%,0.91,-0.0067%,+0.0023%,$43.3k
66,Flamingo-FLM,$0.1162,-1.09%,$37.7m,$18.7m,+1.08%,0.08%,0.49,-0.1069%,-0.0712%,$35.6k
67,DFI.Money-YFII,$983.06,-1.94%,$36.3m,$18.5m,-7.26%,0.08%,0.51,-0.2501%,-0.1042%,$154.3k
68,Zilliqa-ZIL,$0.0356,-2.21%,$35.9m,$22.5m,-2.73%,0.10%,0.63,+0.0024%,+0.0048%,$44.9k
69,Coin98-C98,$0.4332,+1.82%,$35.6m,$14.7m,-0.05%,0.06%,0.41,+0.0073%,+0.0039%,$76.9k
70,Reserve Rights-RSR,$0.0062,-3.87%,$35.6m,$15.3m,-8.04%,0.07%,0.43,+0.0005%,+0.0087%,$35.8k
71,FTX Token-FTT,$26.23,-2.61%,$34.2m,$67.8m,+0.11%,0.29%,1.98,-0.0327%,-0.0159%,$7.8k
72,Elrond-EGLD,$51.99,-1.79%,$33.3m,$15.6m,-5.83%,0.07%,0.47,-0.0008%,+0.0065%,$33.5k
73,The Graph-GRT,$0.1021,-3.06%,$32.5m,$21.7m,-2.66%,0.09%,0.67,-0.0006%,+0.0040%,$58.6k
74,Dash-DASH,$45.78,+1.28%,$30.7m,$14.3m,-1.20%,0.06%,0.47,-0.0017%,+0.0081%,$36.0k
75,SafePal-SFP,$0.3731,-6.27%,$30.6m,$7.0m,+7.44%,0.03%,0.23,-0.0430%,-0.0290%,$144.7k
76,NEM-XEM,$0.0437,-1.83%,$30.1m,$8.7m,-4.32%,0.04%,0.29,+0.0141%,-0.0211%,$16.5k
77,Harmony-ONE,$0.0203,-2.61%,$29.2m,$14.1m,-3.25%,0.06%,0.48,+0.0075%,+0.0070%,$19.7k
78,Serum-SRM,$0.7804,-2.49%,$29.0m,$24.5m,-0.63%,0.11%,0.85,-0.0369%,-0.0721%,$21.1k
79,NEO-NEO,$8.99,-1.83%,$28.7m,$13.9m,-1.16%,0.06%,0.49,-0.0204%,+0.0036%,$19.1k
80,Enjin Coin-ENJ,$0.5066,-2.40%,$28.6m,$14.0m,+1.28%,0.06%,0.49,+0.0006%,-0.0001%,$47.7k
81,VeChain-VET,$0.0240,-1.56%,$28.3m,$16.0m,-1.18%,0.07%,0.56,+0.0048%,+0.0070%,$9.1k
82,Chromia-CHR,$0.1784,-2.91%,$28.2m,$9.3m,-5.47%,0.04%,0.33,-0.0157%,-0.0070%,$49.1k
83,MyNeighborAlice-ALICE,$2.03,-1.65%,$27.9m,$10.1m,+1.01%,0.04%,0.36,+0.0078%,+0.0062%,$27.2k
84,iExec RLC-RLC,$1.10,-2.97%,$27.5m,$6.7m,+3.42%,0.03%,0.24,-0.1041%,-0.0787%,$48.6k
85,LUNA2-LUNA2,n/a,n/a,$27.0m,$3.7m,-7.02%,0.02%,0.14,+0.0100%,+0.0100%,$70.3k
86,Ankr-ANKR,$0.0345,-2.59%,$26.6m,$14.7m,+0.12%,0.06%,0.55,-0.0811%,-0.0776%,$33.2k
87,Terra Classic-LUNC,$0.0002,-7.52%,$26.3m,$1.4m,+2.61%,0.01%,0.05,+0.0100%,+0.0100%,$181.2k
88,Loopring-LRC,$0.3529,-0.27%,$25.7m,$13.1m,-2.43%,0.06%,0.51,+0.0050%,-0.0026%,$8.2k
89,Kusama-KSM,$47.61,-0.60%,$24.9m,$15.2m,-2.69%,0.07%,0.61,-0.0099%,-0.0215%,$9.5k
90,Arweave-AR,$9.94,-2.80%,$22.3m,$12.7m,-4.73%,0.06%,0.57,+0.0026%,+0.0053%,$16.9k
91,Litentry-LIT,$0.6955,-4.40%,$21.9m,$4.9m,-4.94%,0.02%,0.22,+0.0060%,+0.0100%,$21.1k
92,Maker-MKR,$739.25,-2.91%,$21.3m,$16.1m,-6.37%,0.07%,0.76,+0.0025%,+0.0121%,$7.5k
93,Jasmy-JASMY,$0.0086,-0.78%,$20.8m,$11.0m,-3.24%,0.05%,0.53,+0.0006%,-0.0003%,$15.8k
94,Hedera-HBAR,$0.0615,-2.72%,$19.4m,$8.4m,+1.08%,0.04%,0.43,+0.0023%,+0.0081%,$35.5k
95,BakeryToken-BAKE,$0.2445,-4.01%,$19.3m,$3.9m,+4.36%,0.02%,0.20,-0.0159%,-0.0095%,$30.3k
96,Ontology-ONT,$0.2368,-3.90%,$19.2m,$8.4m,-7.58%,0.04%,0.44,-0.0078%,-0.0150%,$21.3k
97,Immutable X-IMX,$0.8185,-2.08%,$19.2m,$8.6m,-6.60%,0.04%,0.45,-0.0009%,+0.0040%,$6.3k
98,OmiseGO-OMG,$1.78,-1.61%,$19.1m,$11.8m,+0.97%,0.05%,0.62,-0.0004%,-0.0041%,$13.5k
99,BinaryX-BNX,$135.72,+0.94%,$19.1m,$27.0m,+2.27%,0.12%,1.41,+0.0100%,+0.0100%,$40.3k
100,Swipe-SXP,$0.3747,-2.06%,$18.3m,$8.3m,+0.69%,0.04%,0.45,+0.0035%,+0.0074%,$25.3k
101,Audius-AUDIO,$0.2792,-1.28%,$18.0m,$7.8m,+3.16%,0.03%,0.43,-0.0291%,-0.0272%,$8.1k
