,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,626.68",+4.72%,$40.3b,$7.3b,+5.03%,30.84%,0.18,-0.0055%,-0.0067%,$93.4m
1,Bitcoin-BTC,"$19,184.69",+1.30%,$29.0b,$9.6b,-2.66%,40.88%,0.33,+0.0008%,-0.0006%,$33.7m
2,Ethereum Classic-ETC,$36.43,+2.97%,$4.4b,$490.4m,-1.43%,2.08%,0.11,-0.0054%,-0.0076%,$12.1m
3,EOS-EOS,$1.61,+2.42%,$2.0b,$223.7m,-1.59%,0.95%,0.11,+0.0133%,+0.0077%,$4.7m
4,Solana-SOL,$33.26,+5.11%,$1.6b,$407.9m,+7.77%,1.73%,0.26,+0.0130%,+0.0089%,$2.8m
5,Helium-HNT,$4.85,+1.05%,$1.3b,$34.8m,-2.03%,0.15%,0.03,+0.0054%,+0.0026%,$1.9m
6,Cosmos-ATOM,$13.69,+12.57%,$1.0b,$176.3m,+58.14%,0.75%,0.18,-0.0170%,-0.0038%,$2.3m
7,Binance Coin-BNB,$279.06,+4.18%,$828.6m,$280.5m,+1.52%,1.19%,0.34,+0.0058%,+0.0012%,$750.5k
8,Cardano-ADA,$0.4694,+0.18%,$792.1m,$274.3m,-2.95%,1.16%,0.35,+0.0095%,+0.0042%,$880.2k
9,Ripple-XRP,$0.3323,+2.05%,$737.4m,$319.2m,-1.29%,1.35%,0.43,+0.0067%,+0.0014%,$1.2m
10,NEAR Protocol-NEAR,$4.58,+9.90%,$705.2m,$122.7m,+35.86%,0.52%,0.17,+0.0067%,+0.0055%,$1.6m
11,Polygon-MATIC,$0.8299,+0.89%,$613.9m,$185.8m,-2.63%,0.79%,0.30,+0.0030%,-0.0081%,$846.8k
12,Bitcoin Cash-BCH,$127.39,+11.70%,$542.8m,$205.2m,+23.31%,0.87%,0.38,+0.0016%,-0.0001%,$997.9k
13,Avalanche-AVAX,$18.82,+0.82%,$535.5m,$130.0m,-0.88%,0.55%,0.24,+0.0100%,+0.0060%,$641.9k
14,Litecoin-LTC,$57.00,+2.97%,$530.7m,$187.7m,-1.94%,0.80%,0.35,-0.0012%,-0.0040%,$439.3k
