,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,771.56",-0.27%,$12.0b,$10.1b,+3.12%,42.39%,0.85,-0.0015%,+0.0033%,$5.9m
1,Ethereum-ETH,"$1,555.64",+0.38%,$11.2b,$7.0b,+1.10%,29.28%,0.62,-0.0038%,-0.0013%,$7.8m
2,Cardano-ADA,$0.5025,+6.76%,$1.4b,$362.4m,+25.61%,1.51%,0.26,-0.0323%,-0.0324%,$2.7m
3,Filecoin-FIL,$6.25,-2.88%,$846.1m,$129.5m,-9.90%,0.54%,0.15,-0.0063%,-0.0037%,$1.2m
4,Ethereum Classic-ETC,$32.20,-0.39%,$632.1m,$385.1m,+1.02%,1.61%,0.61,-0.0035%,-0.0124%,$1.0m
5,Solana-SOL,$31.75,+2.15%,$526.7m,$395.8m,+2.13%,1.65%,0.75,+0.0046%,+0.0092%,$783.6k
6,Litecoin-LTC,$60.04,-0.34%,$489.8m,$228.9m,-1.70%,0.96%,0.47,+0.0103%,+0.0069%,$627.5k
7,EOS-EOS,$1.48,-2.84%,$488.5m,$188.1m,-4.26%,0.79%,0.39,+0.0039%,+0.0079%,$602.9k
8,Cosmos-ATOM,$12.79,+4.24%,$479.3m,$148.6m,+18.94%,0.62%,0.31,-0.0077%,-0.0022%,$651.4k
9,Polygon-MATIC,$0.8790,+0.71%,$428.3m,$234.0m,-1.16%,0.98%,0.55,-0.0042%,+0.0037%,$277.6k
10,1000SHIB-1000SHIB,$0.0129,+5.98%,$422.3m,$65.4m,+64.32%,0.27%,0.15,+0.0100%,+0.0100%,$609.4k
11,Axie Infinity-AXS,$14.44,-3.42%,$412.6m,$94.9m,-15.52%,0.40%,0.23,-0.0004%,-0.0195%,$648.0k
12,Chiliz-CHZ,$0.2131,-3.76%,$375.6m,$99.1m,-4.76%,0.41%,0.26,+0.0093%,+0.0084%,$479.2k
13,Dogecoin-DOGE,$0.0632,+1.93%,$341.6m,$131.9m,+4.58%,0.55%,0.39,+0.0127%,+0.0132%,$513.5k
14,Binance Coin-BNB,$277.92,+0.71%,$326.2m,$261.9m,+0.39%,1.09%,0.80,+0.0049%,+0.0045%,$59.8k
15,Optimism-OP,$1.15,-2.65%,$312.9m,$69.2m,-2.47%,0.29%,0.22,+0.0043%,+0.0045%,$318.7k
16,Ripple-XRP,$0.3304,+0.52%,$258.3m,$319.5m,+0.45%,1.34%,1.24,+0.0027%,+0.0083%,$149.5k
17,Tellor-TRB,$18.32,-4.00%,$245.1m,$67.4m,-3.70%,0.28%,0.28,-0.2328%,-0.2726%,$178.5k
18,Avalanche-AVAX,$18.86,+0.02%,$244.4m,$137.6m,+1.77%,0.58%,0.56,-0.0032%,-0.0018%,$111.0k
19,Polkadot-DOT,$7.24,+0.01%,$219.7m,$266.3m,-0.20%,1.11%,1.21,-0.0026%,-0.0127%,$187.0k
20,STEPN-GMT,$0.6934,+2.94%,$207.2m,$114.5m,+5.44%,0.48%,0.55,-0.0040%,-0.0021%,$353.6k
21,Chainlink-LINK,$7.02,+2.76%,$160.3m,$104.5m,+4.78%,0.44%,0.65,+0.0078%,+0.0120%,$177.2k
22,Unifi Protocol DAO-UNFI,$7.93,+2.64%,$146.9m,$22.9m,+4.08%,0.10%,0.16,+0.0092%,+0.0072%,$67.5k
23,ApeCoin-APE,$4.75,+0.58%,$141.4m,$69.1m,+4.01%,0.29%,0.49,+0.0005%,+0.0041%,$252.7k
24,NEAR Protocol-NEAR,$4.17,+0.02%,$131.5m,$89.8m,-0.15%,0.38%,0.68,+0.0054%,+0.0052%,$163.9k
25,Bitcoin Cash-BCH,$116.64,-0.78%,$124.4m,$170.0m,+1.18%,0.71%,1.37,-0.0063%,-0.0073%,$61.6k
26,The Sandbox-SAND,$0.9483,+2.67%,$121.9m,$82.6m,+7.54%,0.35%,0.68,+0.0069%,+0.0113%,$64.4k
27,Helium-HNT,$4.21,-8.20%,$111.0m,$21.7m,+36.22%,0.09%,0.20,+0.0132%,+0.0076%,$357.5k
28,Curve DAO Token-CRV,$1.07,-0.72%,$107.7m,$58.7m,+3.60%,0.25%,0.54,+0.0019%,-0.0164%,$120.3k
29,SHIBA INU-SHIB,$0.0000,+5.26%,$94.4m,$24.3m,+21.72%,0.10%,0.26,+0.0120%,+0.0067%,$430.9k
30,yearn.finance-YFI,"$9,470.89",-0.22%,$90.8m,$39.9m,-5.24%,0.17%,0.44,-0.0042%,+0.0139%,$110.8k
31,Waves-WAVES,$4.57,+1.80%,$90.6m,$54.0m,+2.34%,0.23%,0.60,+0.0089%,+0.0056%,$70.5k
32,Algorand-ALGO,$0.3125,+3.73%,$89.9m,$32.2m,+8.98%,0.13%,0.36,-0.0094%,-0.0159%,$57.7k
33,Decentraland-MANA,$0.8096,+4.65%,$88.6m,$45.1m,+16.20%,0.19%,0.51,+0.0088%,+0.0101%,$118.8k
34,Synthetix Network Token-SNX,$3.02,+2.89%,$80.4m,$36.3m,+4.54%,0.15%,0.45,-0.0122%,-0.0143%,$22.8k
35,ConstitutionDAO-PEOPLE,$0.0210,+3.05%,$74.3m,$28.5m,+10.43%,0.12%,0.38,+0.0097%,-0.0142%,$115.2k
36,ZCash-ZEC,$63.41,+3.52%,$74.1m,$24.3m,+11.28%,0.10%,0.33,+0.0057%,-0.0027%,$118.5k
37,Ethereum Name Service-ENS,$13.71,-2.36%,$70.2m,$28.3m,-3.40%,0.12%,0.40,+0.0051%,+0.0108%,$15.7k
38,Fantom-FTM,$0.2689,+0.20%,$68.3m,$49.2m,+3.09%,0.21%,0.72,+0.0114%,+0.0108%,$8.1k
39,Tron-TRX,$0.0630,+0.39%,$64.5m,$141.8m,+2.56%,0.59%,2.20,-0.0022%,-0.0025%,$4.3k
40,CertiK-CTK,$1.02,+1.58%,$63.4m,$12.0m,+8.88%,0.05%,0.19,+0.0100%,+0.0100%,$167.5k
41,Aave-AAVE,$87.07,+0.34%,$62.6m,$45.3m,-1.08%,0.19%,0.72,-0.0164%,-0.0142%,$3.7k
42,Monero-XMR,$154.53,+0.61%,$58.6m,$47.8m,+8.15%,0.20%,0.82,-0.0698%,-0.0680%,$40.8k
43,Celsius-CEL,$1.45,+1.68%,$56.3m,$26.7m,+2.26%,0.11%,0.47,-0.0747%,-0.1004%,$322.6k
44,Gala-GALA,$0.0511,+2.06%,$55.1m,$37.1m,+3.86%,0.15%,0.67,+0.0096%,+0.0108%,$27.0k
45,Uniswap-UNI,$6.33,+0.49%,$54.8m,$47.3m,+0.48%,0.20%,0.86,+0.0003%,+0.0001%,$4.1k
46,Stargate Finance-STG,$0.6221,-3.60%,$51.7m,$16.0m,-3.72%,0.07%,0.31,-0.0840%,-0.0851%,$75.3k
47,Balancer-BAL,$7.16,-4.36%,$47.5m,$17.8m,-18.11%,0.07%,0.37,-0.0084%,+0.0035%,$127.5k
48,SushiSwap-SUSHI,$1.13,+2.71%,$46.3m,$29.8m,+1.76%,0.12%,0.64,-0.0195%,-0.0120%,$28.0k
49,1inch-1INCH,$0.6703,-2.27%,$45.9m,$24.7m,-6.64%,0.10%,0.54,+0.0081%,-0.0055%,$61.4k
50,Compound-COMP,$48.04,+2.17%,$44.9m,$24.4m,+9.39%,0.10%,0.54,-0.0007%,+0.0121%,$41.9k
51,dYdX-DYDX,$1.57,+1.95%,$44.3m,$37.9m,+2.77%,0.16%,0.85,+0.0050%,+0.0006%,$3.7k
52,Enjin Coin-ENJ,$0.5243,+2.46%,$42.6m,$15.3m,+5.39%,0.06%,0.36,-0.0018%,+0.0038%,$90.6k
53,THETA-THETA,$1.15,+1.39%,$42.2m,$22.4m,+1.77%,0.09%,0.53,+0.0097%,-0.0028%,$93.0k
54,Kyber Network Crystal-KNC,$1.68,-3.38%,$41.5m,$18.1m,-7.57%,0.08%,0.44,+0.0051%,-0.0054%,$54.3k
55,Stellar Lumens-XLM,$0.1062,+1.76%,$41.5m,$37.1m,+5.63%,0.15%,0.89,+0.0080%,+0.0053%,$39.1k
56,Flamingo-FLM,$0.1187,-1.31%,$37.9m,$20.3m,-3.03%,0.08%,0.54,-0.0750%,-0.0652%,$14.1k
57,Ravencoin-RVN,$0.0297,+4.70%,$37.6m,$8.9m,+61.08%,0.04%,0.24,+0.0117%,-0.0104%,$40.0k
58,FOOTBALL-FOOTBALL,"$1,140.00",-3.35%,$36.7m,$7.8m,-17.96%,0.03%,0.21,+0.0109%,+0.2228%,$58.0k
59,Kusama-KSM,$49.96,+3.68%,$35.3m,$18.5m,+19.43%,0.08%,0.52,-0.0120%,-0.0110%,$23.1k
60,Coin98-C98,$0.4396,-0.02%,$34.9m,$15.2m,-2.88%,0.06%,0.44,+0.0012%,+0.0074%,$24.1k
61,THORChain-RUNE,$1.91,+1.33%,$33.6m,$21.9m,+0.16%,0.09%,0.65,+0.0081%,+0.0083%,$20.7k
62,Flow (Dapper labs)-FLOW,$1.96,+1.56%,$33.5m,$26.8m,-0.73%,0.11%,0.80,+0.0044%,+0.0045%,$3.7k
63,Lido DAO Token-LDO,$2.00,-0.41%,$29.5m,$17.3m,+1.22%,0.07%,0.59,-0.0208%,-0.0197%,$39.3k
64,Terra-LUNA,$1.80,-3.83%,$28.8m,$7.1m,-3.61%,0.03%,0.25,+0.0096%,+0.0142%,$110.4k
65,Dash-DASH,$46.62,+1.43%,$27.7m,$15.6m,+9.30%,0.07%,0.56,+0.0004%,+0.0183%,$4.7k
66,Oasis Network-ROSE,$0.0635,-0.18%,$25.8m,$12.2m,+3.88%,0.05%,0.48,+0.0081%,+0.0082%,$51.0k
67,Ankr-ANKR,$0.0347,+0.63%,$25.6m,$14.8m,-2.16%,0.06%,0.58,-0.0116%,-0.0103%,$23.1k
68,Bella Protocol-BEL,$0.6956,+4.48%,$25.2m,$4.6m,+21.56%,0.02%,0.18,-0.0007%,-0.0074%,$39.7k
69,Elrond-EGLD,$51.28,-1.42%,$24.6m,$16.7m,+6.17%,0.07%,0.68,+0.0016%,+0.0006%,$20.5k
70,Tezos-XTZ,$1.53,+1.98%,$23.7m,$27.8m,+3.72%,0.12%,1.17,-0.0007%,-0.0066%,$8.0k
71,1000XEC-1000XEC,$0.0436,-2.22%,$21.9m,$8.0m,-9.61%,0.03%,0.37,-0.0190%,-0.0001%,$58.0k
72,Aragon-ANT,$1.79,-0.38%,$20.2m,$5.7m,-5.74%,0.02%,0.28,-0.0066%,+0.0068%,$64.4k
73,Horizen-ZEN,$16.13,+3.98%,$19.8m,$7.4m,+13.99%,0.03%,0.37,+0.0231%,+0.0023%,$10.0k
74,Gitcoin-GTC,$2.25,-0.24%,$19.5m,$4.4m,+5.61%,0.02%,0.23,-0.0083%,+0.0085%,$59.7k
75,Internet Computer-ICP,$6.39,-0.54%,$19.1m,$13.1m,-2.60%,0.05%,0.69,+0.0019%,-0.0017%,$22.4k
76,Zilliqa-ZIL,$0.0359,+0.81%,$18.9m,$23.2m,+1.68%,0.10%,1.23,+0.0077%,+0.0093%,$650.2
77,iExec RLC-RLC,$1.12,+0.15%,$18.8m,$6.6m,+0.89%,0.03%,0.35,-0.0489%,-0.0238%,$13.8k
78,The Graph-GRT,$0.1022,+0.25%,$17.8m,$22.1m,+1.49%,0.09%,1.24,+0.0048%,-0.0019%,$3.0k
79,Bluzelle-BLZ,$0.0940,-0.81%,$17.8m,$7.2m,-2.27%,0.03%,0.40,+0.0100%,+0.0100%,$7.0k
80,VeChain-VET,$0.0244,+1.32%,$17.3m,$16.5m,+2.66%,0.07%,0.95,+0.0082%,+0.0086%,$1.9k
81,Kava-KAVA,$1.68,-0.66%,$17.0m,$11.9m,+3.41%,0.05%,0.70,+0.0062%,+0.0068%,$26.1k
82,NEO-NEO,$9.20,+1.11%,$16.9m,$14.0m,-0.62%,0.06%,0.83,+0.0056%,+0.0010%,$478.4
83,Iota-IOTA,$0.2903,+3.90%,$16.9m,$11.8m,+13.86%,0.05%,0.70,+0.0103%,+0.0112%,$10.4k
84,Jasmy-JASMY,$0.0088,+1.25%,$16.5m,$11.8m,+3.75%,0.05%,0.72,-0.0052%,-0.0008%,$1.1k
85,Chromia-CHR,$0.1768,+0.70%,$16.2m,$9.3m,-2.07%,0.04%,0.57,-0.0019%,-0.0023%,$39.0k
