,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,894.02",+0.38%,$17.2b,$9.9b,-1.09%,41.72%,0.57,+0.0013%,+0.0025%,$8.9m
1,Ethereum-ETH,"$1,572.82",+0.92%,$15.6b,$7.0b,+0.43%,29.43%,0.45,+0.0023%,+0.0051%,$28.1m
2,Cardano-ADA,$0.4996,+4.68%,$1.4b,$347.5m,+9.92%,1.47%,0.25,-0.0091%,-0.0035%,$1.9m
3,Ethereum Classic-ETC,$32.41,+0.66%,$796.9m,$382.1m,+0.75%,1.62%,0.48,-0.0095%,-0.0120%,$1.4m
4,Solana-SOL,$32.17,+3.25%,$682.9m,$404.7m,+3.96%,1.71%,0.59,+0.0104%,+0.0181%,$1.4m
5,1000SHIB-1000SHIB,$0.0128,+4.07%,$611.9m,$53.9m,+36.51%,0.23%,0.09,+0.0091%,+0.0077%,$851.2k
6,Cosmos-ATOM,$13.07,+4.42%,$537.5m,$154.3m,+16.19%,0.65%,0.29,-0.0090%,-0.0009%,$1.1m
7,Litecoin-LTC,$60.48,+1.84%,$483.7m,$227.6m,+0.38%,0.96%,0.47,+0.0102%,+0.0098%,$664.2k
8,EOS-EOS,$1.49,-2.36%,$465.6m,$186.6m,-3.94%,0.79%,0.40,+0.0031%,+0.0074%,$562.3k
9,Filecoin-FIL,$6.24,-2.42%,$458.3m,$122.4m,-17.88%,0.52%,0.27,+0.0026%,+0.0053%,$787.3k
10,Polygon-MATIC,$0.8936,+0.37%,$444.7m,$235.1m,-2.37%,1.00%,0.53,-0.0074%,-0.0017%,$279.1k
11,Binance Coin-BNB,$279.41,+0.55%,$411.9m,$263.1m,+0.95%,1.11%,0.64,+0.0030%,+0.0062%,$157.4k
12,Chainlink-LINK,$7.13,+3.23%,$371.0m,$118.5m,+17.09%,0.50%,0.32,+0.0035%,+0.0094%,$387.4k
13,Ravencoin-RVN,$0.0335,+15.94%,$353.9m,$23.5m,+296.36%,0.10%,0.07,-0.6035%,-0.3003%,$717.7k
14,STEPN-GMT,$0.7054,+3.95%,$341.7m,$116.2m,+6.00%,0.49%,0.34,-0.0065%,-0.0022%,$519.3k
15,Chiliz-CHZ,$0.2112,-2.54%,$336.4m,$97.6m,+1.03%,0.41%,0.29,-0.0028%,-0.0033%,$390.1k
16,Avalanche-AVAX,$18.99,+0.10%,$324.7m,$146.0m,+6.78%,0.62%,0.45,-0.0043%,+0.0059%,$137.4k
17,Dogecoin-DOGE,$0.0632,+0.80%,$322.4m,$127.9m,+0.51%,0.54%,0.40,+0.0046%,+0.0048%,$438.9k
