,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,627.39",+6.99%,$31.1b,$7.1b,+4.83%,30.45%,0.23,-0.0036%,-0.0028%,$75.5m
1,Bitcoin-BTC,"$19,265.82",+2.48%,$22.3b,$9.6b,-3.48%,41.19%,0.43,+0.0012%,-0.0012%,$25.8m
2,Ethereum Classic-ETC,$37.33,+9.38%,$4.7b,$512.9m,+2.03%,2.21%,0.11,-0.0505%,-0.0090%,$10.8m
3,EOS-EOS,$1.64,+16.80%,$2.2b,$249.2m,+46.31%,1.07%,0.11,-0.0035%,+0.0020%,$5.7m
4,Helium-HNT,$4.96,+27.70%,$1.4b,$39.1m,+69.90%,0.17%,0.03,-0.1535%,-0.2008%,$2.3m
5,Solana-SOL,$32.43,+4.21%,$1.1b,$383.6m,+3.60%,1.65%,0.35,+0.0057%,+0.0125%,$2.0m
6,Cardano-ADA,$0.4742,+2.34%,$674.3m,$277.8m,-1.06%,1.20%,0.41,-0.0064%,+0.0049%,$754.9k
7,Binance Coin-BNB,$278.32,+5.39%,$657.5m,$280.1m,-0.99%,1.21%,0.43,+0.0095%,+0.0081%,$715.0k
8,Ripple-XRP,$0.3326,+4.58%,$610.2m,$326.2m,+2.07%,1.40%,0.53,+0.0040%,+0.0022%,$925.9k
9,Cosmos-ATOM,$12.89,+8.85%,$574.9m,$129.6m,+20.53%,0.56%,0.23,-0.0040%,+0.0154%,$1.2m
10,Stargate Finance-STG,$0.7808,+6.24%,$558.3m,$32.6m,-6.06%,0.14%,0.06,+0.0015%,+0.0013%,$826.5k
11,Polygon-MATIC,$0.8379,+3.69%,$512.8m,$189.9m,+1.99%,0.82%,0.37,-0.0104%,-0.0001%,$715.5k
12,Avalanche-AVAX,$18.96,+3.03%,$451.4m,$131.0m,+0.62%,0.56%,0.29,+0.0046%,+0.0146%,$703.6k
13,Litecoin-LTC,$56.81,+5.36%,$428.1m,$191.2m,+1.01%,0.82%,0.45,+0.0060%,-0.0023%,$352.4k
14,NEAR Protocol-NEAR,$4.46,+8.62%,$412.6m,$107.1m,+17.45%,0.46%,0.26,-0.0050%,-0.0012%,$908.4k
15,Polkadot-DOT,$7.17,+3.63%,$356.6m,$265.3m,+3.07%,1.14%,0.74,+0.0046%,+0.0018%,$286.6k
16,Optimism-OP,$1.17,+5.79%,$353.6m,$58.6m,-1.78%,0.25%,0.17,+0.0071%,-0.0003%,$510.5k
17,Chiliz-CHZ,$0.1911,+2.16%,$332.0m,$76.2m,-1.57%,0.33%,0.23,+0.0046%,+0.0066%,$407.1k
18,Dogecoin-DOGE,$0.0608,+2.84%,$291.7m,$118.2m,-1.53%,0.51%,0.41,+0.0073%,+0.0172%,$384.4k
19,Filecoin-FIL,$5.85,+2.83%,$273.0m,$102.8m,+1.02%,0.44%,0.38,+0.0115%,+0.0076%,$567.0k
20,Curve DAO Token-CRV,$1.14,+9.78%,$264.8m,$63.1m,+13.91%,0.27%,0.24,-0.0092%,+0.0100%,$744.7k
21,Chainlink-LINK,$7.10,+6.88%,$262.4m,$106.4m,+5.12%,0.46%,0.41,+0.0036%,+0.0126%,$432.3k
22,STEPN-GMT,$0.6490,+2.86%,$207.9m,$104.9m,+0.45%,0.45%,0.50,+0.0001%,+0.0047%,$291.2k
23,Bitcoin Cash-BCH,$117.75,+5.08%,$204.0m,$168.1m,+4.01%,0.72%,0.82,+0.0008%,-0.0034%,$263.7k
24,1000SHIB-1000SHIB,$0.0123,+1.99%,$203.6m,$43.0m,+3.92%,0.19%,0.21,+0.0090%,+0.0100%,$198.2k
25,Tellor-TRB,$16.69,+4.89%,$186.8m,$39.5m,-8.96%,0.17%,0.21,+0.0058%,-0.0191%,$236.8k
26,ApeCoin-APE,$4.49,+4.97%,$183.2m,$64.8m,+2.80%,0.28%,0.35,-0.0104%,-0.0231%,$422.2k
27,Ravencoin-RVN,$0.0363,+0.54%,$168.1m,$18.8m,-13.11%,0.08%,0.11,+0.0198%,+0.0010%,$354.1k
28,The Sandbox-SAND,$0.9044,+3.45%,$151.3m,$72.8m,+1.79%,0.31%,0.48,-0.0068%,+0.0070%,$233.5k
29,Fantom-FTM,$0.2542,+3.65%,$140.9m,$46.8m,-3.23%,0.20%,0.33,+0.0051%,+0.0036%,$184.7k
30,Tron-TRX,$0.0609,+0.60%,$124.8m,$140.3m,+0.29%,0.60%,1.12,-0.0149%,-0.0078%,$302.6k
31,Axie Infinity-AXS,$13.48,+1.80%,$116.9m,$79.7m,+2.32%,0.34%,0.68,-0.0303%,-0.0203%,$110.1k
32,iExec RLC-RLC,$1.22,+14.98%,$115.7m,$7.8m,+49.63%,0.03%,0.07,-0.0175%,-0.0268%,$339.7k
33,Unifi Protocol DAO-UNFI,$7.17,+2.60%,$112.9m,$17.5m,-6.46%,0.08%,0.15,+0.0050%,+0.0098%,$53.6k
34,Aave-AAVE,$87.88,+5.43%,$111.6m,$45.2m,+2.03%,0.19%,0.41,+0.0098%,+0.0070%,$141.8k
35,Ethereum Name Service-ENS,$14.62,+7.52%,$110.5m,$29.8m,+10.18%,0.13%,0.27,+0.0070%,+0.0074%,$154.1k
36,Terra Classic-LUNC,$0.0005,+44.35%,$103.0m,$9.3m,+324.13%,0.04%,0.09,+0.0007%,+0.0007%,$640.0k
37,dYdX-DYDX,$1.46,+3.30%,$94.2m,$37.3m,+11.64%,0.16%,0.40,+0.0055%,+0.0018%,$68.4k
38,SushiSwap-SUSHI,$1.23,+11.77%,$89.1m,$31.7m,+18.85%,0.14%,0.36,-0.0006%,+0.0015%,$161.9k
39,yearn.finance-YFI,"$9,251.31",+6.31%,$85.8m,$35.6m,+9.85%,0.15%,0.42,-0.0128%,-0.0112%,$173.5k
40,Uniswap-UNI,$6.10,+4.20%,$85.1m,$44.6m,+1.65%,0.19%,0.52,-0.0143%,-0.0040%,$40.1k
41,Decentraland-MANA,$0.7636,+3.57%,$81.0m,$37.6m,-0.65%,0.16%,0.46,+0.0035%,+0.0069%,$94.6k
42,Terra-LUNA,$2.02,+9.98%,$79.8m,$8.0m,+32.50%,0.03%,0.10,-0.0071%,-0.0202%,$214.1k
43,ConstitutionDAO-PEOPLE,$0.0210,+8.34%,$78.4m,$24.9m,+4.73%,0.11%,0.32,-0.0011%,+0.0026%,$100.0k
44,Kyber Network Crystal-KNC,$1.75,+2.61%,$78.4m,$19.9m,-5.87%,0.09%,0.25,-0.0247%,-0.0187%,$140.3k
45,Gala-GALA,$0.0487,+2.74%,$69.9m,$33.3m,-0.10%,0.14%,0.48,+0.0043%,+0.0070%,$43.5k
46,Monero-XMR,$148.94,+3.81%,$69.6m,$40.2m,+1.50%,0.17%,0.58,+0.0032%,+0.0002%,$110.8k
47,CertiK-CTK,$1.03,+0.88%,$68.6m,$10.1m,-2.80%,0.04%,0.15,-0.0057%,-0.0026%,$161.9k
48,Ocean Protocol-OCEAN,$0.1788,+8.67%,$67.8m,$6.7m,+56.02%,0.03%,0.10,-0.0010%,+0.0068%,$194.8k
49,Algorand-ALGO,$0.2972,+3.33%,$67.8m,$28.6m,+0.97%,0.12%,0.42,+0.0074%,+0.0015%,$32.0k
50,Synthetix Network Token-SNX,$2.92,+4.97%,$67.6m,$31.8m,+0.14%,0.14%,0.47,+0.0080%,-0.0111%,$48.2k
51,Project Galaxy-GAL,$2.55,+6.11%,$67.4m,$13.6m,-4.68%,0.06%,0.20,-0.0136%,-0.0139%,$86.6k
52,Waves-WAVES,$4.39,+2.75%,$66.0m,$48.9m,+2.71%,0.21%,0.74,+0.0007%,+0.0079%,$37.5k
53,API3-API3,$1.76,+5.84%,$54.3m,$5.6m,+12.39%,0.02%,0.10,-0.0161%,-0.0125%,$78.6k
54,THETA-THETA,$1.11,+3.05%,$53.6m,$21.9m,-1.62%,0.09%,0.41,-0.0022%,+0.0073%,$27.3k
55,THORChain-RUNE,$1.84,+5.11%,$51.0m,$20.7m,+3.00%,0.09%,0.41,+0.0012%,+0.0076%,$22.8k
56,Stellar Lumens-XLM,$0.1020,+2.55%,$50.7m,$37.7m,+5.69%,0.16%,0.74,-0.0031%,+0.0014%,$40.7k
57,ARPA Chain-ARPA,$0.0382,+4.95%,$46.0m,$4.8m,+46.17%,0.02%,0.10,+0.0064%,+0.0100%,$95.9k
58,ZCash-ZEC,$59.24,+2.40%,$45.7m,$20.6m,+6.48%,0.09%,0.45,-0.0021%,+0.0111%,$11.6k
59,Mask Network-MASK,$1.39,+10.99%,$44.8m,$8.0m,+20.21%,0.03%,0.18,+0.0269%,-0.0086%,$49.5k
60,Compound-COMP,$49.17,+9.78%,$42.8m,$23.9m,+18.95%,0.10%,0.56,-0.0620%,-0.0444%,$44.2k
61,Balancer-BAL,$7.53,+12.79%,$42.3m,$17.2m,+25.16%,0.07%,0.41,-0.0283%,-0.0060%,$108.2k
62,Lido DAO Token-LDO,$1.93,+5.18%,$41.3m,$18.5m,+4.86%,0.08%,0.45,+0.0038%,+0.0051%,$133.7k
63,Enjin Coin-ENJ,$0.5212,+8.22%,$39.2m,$14.4m,+4.97%,0.06%,0.37,+0.0023%,+0.0051%,$194.7k
64,FTX Token-FTT,$26.00,+2.79%,$39.0m,$67.6m,+3.49%,0.29%,1.73,+0.0012%,-0.0027%,$124.6k
65,Celsius-CEL,$1.33,+0.92%,$38.7m,$22.8m,+0.83%,0.10%,0.59,-0.0437%,-0.3495%,$82.2k
66,Spell Token-SPELL,$0.0014,+11.42%,$38.6m,$7.9m,+86.84%,0.03%,0.21,-0.0339%,+0.0034%,$96.6k
67,1inch-1INCH,$0.6262,+1.51%,$36.9m,$20.2m,+0.87%,0.09%,0.55,-0.0104%,+0.0130%,$48.7k
68,SHIBA INU-SHIB,$0.0000,+2.13%,$36.5m,$19.8m,+4.24%,0.09%,0.54,+0.0102%,+0.0114%,$97.8k
69,Elrond-EGLD,$51.18,+4.01%,$36.0m,$15.0m,-5.57%,0.06%,0.42,+0.0057%,+0.0035%,$28.4k
70,Serum-SRM,$0.7897,+5.60%,$35.6m,$24.6m,+3.92%,0.11%,0.69,-0.0038%,+0.0027%,$24.8k
71,BinaryX-BNX,$137.95,+0.21%,$34.8m,$29.1m,-1.90%,0.13%,0.84,+0.0100%,+0.0100%,$110.2k
72,BakeryToken-BAKE,$0.2613,+12.07%,$34.7m,$4.6m,+38.77%,0.02%,0.13,-0.0181%,-0.0004%,$52.1k
73,Jasmy-JASMY,$0.0088,+3.82%,$34.1m,$11.1m,-3.55%,0.05%,0.33,+0.0059%,+0.0072%,$9.3k
74,FOOTBALL-FOOTBALL,"$1,109.41",-2.41%,$32.3m,$6.6m,+13.16%,0.03%,0.20,+0.2344%,+0.3994%,$22.2k
75,Harmony-ONE,$0.0199,+5.43%,$32.1m,$14.5m,-1.92%,0.06%,0.45,+0.0056%,+0.0028%,$59.4k
76,VeChain-VET,$0.0237,+2.92%,$31.8m,$15.5m,-1.04%,0.07%,0.49,+0.0082%,+0.0090%,$15.3k
77,The Graph-GRT,$0.1037,+4.05%,$31.8m,$21.4m,+0.80%,0.09%,0.67,+0.0068%,+0.0048%,$37.7k
78,Tezos-XTZ,$1.49,+4.77%,$31.4m,$27.1m,+4.54%,0.12%,0.86,-0.0090%,-0.0192%,$24.3k
79,Zilliqa-ZIL,$0.0347,+2.67%,$31.3m,$22.0m,+3.30%,0.09%,0.70,+0.0062%,+0.0058%,$5.4k
80,OmiseGO-OMG,$1.80,+5.62%,$30.9m,$12.7m,+13.90%,0.05%,0.41,+0.0084%,-0.0017%,$41.3k
81,Flow (Dapper labs)-FLOW,$1.89,+6.27%,$30.3m,$24.3m,+6.55%,0.10%,0.80,+0.0014%,+0.0014%,$10.1k
82,Aragon-ANT,$1.82,-5.28%,$30.2m,$6.5m,-11.00%,0.03%,0.22,+0.0045%,+0.0099%,$62.5k
83,NEM-XEM,$0.0432,+3.47%,$30.0m,$8.5m,-5.10%,0.04%,0.28,-0.0062%,+0.0179%,$5.0k
84,Audius-AUDIO,$0.2836,+7.38%,$29.2m,$7.5m,+3.33%,0.03%,0.26,+0.0013%,+0.0017%,$29.9k
85,Oasis Network-ROSE,$0.0600,+4.12%,$29.0m,$11.9m,-1.06%,0.05%,0.41,+0.0075%,+0.0080%,$14.1k
86,Flamingo-FLM,$0.1112,+3.23%,$28.9m,$18.1m,+4.79%,0.08%,0.62,-0.0805%,-0.0434%,$8.1k
87,Gitcoin-GTC,$2.30,+7.21%,$28.7m,$4.9m,+43.59%,0.02%,0.17,+0.0100%,+0.0100%,$74.5k
88,Dent-DENT,$0.0010,+13.10%,$28.3m,$6.8m,+23.61%,0.03%,0.24,+0.0096%,+0.0011%,$89.8k
89,Chromia-CHR,$0.1784,+5.37%,$27.6m,$9.1m,+5.60%,0.04%,0.33,-0.0034%,+0.0042%,$42.3k
90,NEO-NEO,$8.87,+3.31%,$27.4m,$12.6m,+2.30%,0.05%,0.46,-0.0242%,+0.0032%,$1.7k
91,Dash-DASH,$44.82,+3.62%,$26.5m,$13.8m,+3.04%,0.06%,0.52,-0.0017%,+0.0039%,$8.3k
92,Kusama-KSM,$48.82,+5.30%,$26.5m,$15.6m,+2.92%,0.07%,0.59,+0.0009%,-0.0120%,$61.1k
93,Maker-MKR,$738.88,+3.71%,$26.1m,$15.5m,+0.04%,0.07%,0.59,+0.0022%,-0.0071%,$32.1k
94,DFI.Money-YFII,$956.55,+1.96%,$25.9m,$18.4m,+1.88%,0.08%,0.71,-0.0436%,-0.1302%,$50.3k
95,Immutable X-IMX,$0.8238,+5.59%,$25.8m,$8.9m,-1.10%,0.04%,0.35,+0.0041%,+0.0061%,$11.8k
96,BitDAO-BIT,$0.6230,+1.95%,$25.6m,$24.6m,-0.43%,0.11%,0.96,+0.0061%,+0.0060%,$28.2k
97,Loopring-LRC,$0.3396,+2.89%,$25.4m,$13.0m,+0.84%,0.06%,0.51,+0.0012%,+0.0043%,$13.2k
98,Metal-MTL,$1.19,+9.55%,$25.2m,$6.4m,+19.40%,0.03%,0.25,-0.0251%,-0.0261%,$20.3k
99,Ankr-ANKR,$0.0342,+3.91%,$23.5m,$13.2m,+1.53%,0.06%,0.56,-0.0001%,+0.0100%,$10.3k
100,LUNA2-LUNA2,n/a,n/a,$23.3m,$3.3m,+21.19%,0.01%,0.14,+0.0100%,+0.0100%,$289.3k
