,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,557.01",-1.03%,$15.3b,$6.9b,+0.66%,29.39%,0.45,-0.0101%,-0.0023%,$25.9m
1,Bitcoin-BTC,"$19,800.75",-0.57%,$12.1b,$9.9b,+3.91%,42.23%,0.82,-0.0006%,-0.0004%,$6.2m
2,Filecoin-FIL,$6.47,+11.75%,$1.2b,$151.0m,+50.18%,0.64%,0.12,+0.0011%,+0.0142%,$1.5m
3,Cardano-ADA,$0.4817,+6.10%,$980.0m,$316.7m,+18.92%,1.35%,0.32,-0.0041%,-0.0051%,$1.8m
4,EOS-EOS,$1.52,-1.26%,$791.7m,$194.5m,-2.43%,0.83%,0.25,+0.0015%,+0.0091%,$1.3m
5,Litecoin-LTC,$60.39,-1.47%,$745.3m,$236.6m,+2.64%,1.01%,0.32,+0.0035%,-0.0007%,$646.5k
6,Ethereum Classic-ETC,$32.35,-0.13%,$667.2m,$381.7m,+2.22%,1.62%,0.57,-0.0098%,-0.0100%,$276.3k
7,Chiliz-CHZ,$0.2165,-0.69%,$576.6m,$96.5m,-4.71%,0.41%,0.17,+0.0059%,+0.0077%,$571.0k
8,Polygon-MATIC,$0.8854,+1.82%,$511.7m,$237.1m,+0.52%,1.01%,0.46,-0.0019%,+0.0058%,$370.9k
9,Solana-SOL,$31.10,+0.14%,$465.4m,$387.6m,+1.26%,1.65%,0.83,+0.0019%,-0.0010%,$185.3k
10,Cosmos-ATOM,$12.63,+1.67%,$456.6m,$133.7m,+4.95%,0.57%,0.29,-0.0152%,+0.0008%,$821.5k
11,Axie Infinity-AXS,$15.17,+6.59%,$400.1m,$122.8m,+52.19%,0.52%,0.31,-0.0228%,-0.0221%,$540.3k
12,Optimism-OP,$1.20,-2.67%,$369.9m,$73.3m,-2.59%,0.31%,0.20,+0.0036%,+0.0035%,$359.5k
13,Dogecoin-DOGE,$0.0626,+2.10%,$347.1m,$126.6m,+4.33%,0.54%,0.36,+0.0055%,+0.0110%,$545.2k
14,Ripple-XRP,$0.3294,-0.13%,$332.6m,$318.0m,-0.09%,1.35%,0.96,+0.0012%,+0.0012%,$171.0k
