,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,639.73",+8.51%,$31.3b,$7.1b,+6.03%,30.40%,0.23,-0.0055%,-0.0052%,$76.8m
1,Bitcoin-BTC,"$19,326.45",+3.22%,$22.6b,$9.6b,-3.06%,41.23%,0.43,+0.0011%,-0.0026%,$25.9m
2,Ethereum Classic-ETC,$37.31,+9.72%,$4.7b,$515.1m,+2.73%,2.21%,0.11,-0.0520%,-0.0134%,$10.6m
3,EOS-EOS,$1.66,+18.47%,$2.0b,$254.1m,+51.11%,1.09%,0.13,-0.0045%,+0.0001%,$5.0m
4,Helium-HNT,$5.39,+42.18%,$1.3b,$43.7m,+102.23%,0.19%,0.03,-0.1606%,-0.2059%,$2.2m
5,Solana-SOL,$32.59,+5.39%,$1.1b,$383.5m,+4.57%,1.65%,0.35,+0.0051%,+0.0078%,$2.0m
6,Cardano-ADA,$0.4761,+3.66%,$677.9m,$278.7m,+0.22%,1.20%,0.41,-0.0065%,-0.0035%,$748.7k
7,Binance Coin-BNB,$279.19,+5.98%,$651.6m,$280.2m,-0.39%,1.20%,0.43,+0.0097%,+0.0066%,$706.4k
8,Ripple-XRP,$0.3339,+5.36%,$604.3m,$327.9m,+3.12%,1.41%,0.54,+0.0046%,+0.0038%,$807.2k
9,Stargate Finance-STG,$0.8048,+12.20%,$599.2m,$35.3m,+12.58%,0.15%,0.06,-0.0044%,-0.0050%,$846.2k
10,Cosmos-ATOM,$12.78,+9.11%,$569.4m,$128.7m,+20.91%,0.55%,0.23,-0.0041%,+0.0154%,$1.2m
11,Polygon-MATIC,$0.8419,+4.41%,$517.9m,$190.3m,+2.60%,0.82%,0.37,-0.0112%,-0.0012%,$705.5k
12,Avalanche-AVAX,$19.05,+4.20%,$451.0m,$130.4m,+1.08%,0.56%,0.29,+0.0048%,+0.0133%,$702.7k
13,Litecoin-LTC,$56.97,+6.00%,$449.0m,$191.6m,+2.64%,0.82%,0.43,+0.0060%,-0.0010%,$364.5k
14,NEAR Protocol-NEAR,$4.45,+7.53%,$411.9m,$105.1m,+15.32%,0.45%,0.26,-0.0050%,-0.0018%,$889.7k
15,Polkadot-DOT,$7.20,+4.43%,$358.1m,$265.6m,+3.30%,1.14%,0.74,+0.0045%,-0.0031%,$276.4k
16,Optimism-OP,$1.17,+6.05%,$353.9m,$59.1m,+0.38%,0.25%,0.17,+0.0073%,+0.0108%,$500.1k
17,Chiliz-CHZ,$0.1931,+3.20%,$330.1m,$76.6m,-1.92%,0.33%,0.23,+0.0039%,+0.0040%,$347.1k
18,Dogecoin-DOGE,$0.0609,+3.98%,$295.9m,$118.5m,-0.51%,0.51%,0.40,+0.0073%,+0.0083%,$371.3k
19,Filecoin-FIL,$5.89,+3.75%,$273.6m,$102.4m,+1.08%,0.44%,0.37,+0.0114%,+0.0044%,$563.4k
20,Curve DAO Token-CRV,$1.15,+11.71%,$262.3m,$63.8m,+16.51%,0.27%,0.24,-0.0094%,+0.0122%,$748.0k
21,Chainlink-LINK,$7.09,+6.70%,$259.0m,$106.3m,+5.18%,0.46%,0.41,+0.0035%,+0.0123%,$431.7k
22,STEPN-GMT,$0.6532,+3.69%,$208.9m,$105.4m,+1.34%,0.45%,0.50,-0.0008%,+0.0021%,$266.1k
23,1000SHIB-1000SHIB,$0.0124,+3.19%,$200.2m,$43.1m,+5.19%,0.19%,0.22,+0.0090%,+0.0100%,$192.5k
24,Bitcoin Cash-BCH,$117.75,+5.06%,$199.8m,$167.9m,+3.57%,0.72%,0.84,+0.0007%,-0.0023%,$255.4k
25,Tellor-TRB,$16.86,+6.02%,$185.7m,$40.9m,-5.38%,0.18%,0.22,+0.0058%,-0.0173%,$212.8k
26,Ravencoin-RVN,$0.0373,+5.37%,$179.7m,$19.8m,-7.75%,0.08%,0.11,+0.0198%,-0.0009%,$372.7k
27,ApeCoin-APE,$4.51,+6.00%,$179.5m,$66.5m,+7.02%,0.29%,0.37,-0.0116%,-0.0398%,$391.4k
28,The Sandbox-SAND,$0.9085,+4.40%,$148.6m,$73.3m,+2.50%,0.31%,0.49,-0.0070%,+0.0064%,$233.0k
29,Fantom-FTM,$0.2557,+4.35%,$140.5m,$47.4m,-1.54%,0.20%,0.34,+0.0059%,+0.0037%,$185.9k
30,Tron-TRX,$0.0609,+0.99%,$123.0m,$140.8m,+0.89%,0.60%,1.14,-0.0151%,-0.0084%,$292.8k
31,Unifi Protocol DAO-UNFI,$7.20,+4.59%,$117.8m,$17.5m,-1.28%,0.08%,0.15,+0.0035%,+0.0083%,$59.2k
32,Axie Infinity-AXS,$13.46,+2.39%,$111.1m,$78.5m,+3.19%,0.34%,0.71,-0.0316%,-0.0269%,$109.1k
33,Aave-AAVE,$88.54,+6.78%,$110.7m,$45.9m,+4.11%,0.20%,0.41,+0.0099%,+0.0064%,$123.2k
34,Ethereum Name Service-ENS,$14.78,+9.08%,$109.8m,$30.4m,+12.02%,0.13%,0.28,+0.0069%,+0.0072%,$152.8k
35,iExec RLC-RLC,$1.23,+20.15%,$108.2m,$8.4m,+59.57%,0.04%,0.08,-0.0175%,-0.0357%,$311.3k
36,dYdX-DYDX,$1.47,+4.10%,$92.0m,$37.7m,+13.92%,0.16%,0.41,+0.0052%,+0.0011%,$67.4k
37,Terra Classic-LUNC,$0.0005,+38.10%,$91.6m,$7.4m,+249.02%,0.03%,0.08,+0.0024%,+0.0027%,$436.2k
38,SushiSwap-SUSHI,$1.24,+12.59%,$87.7m,$31.9m,+18.26%,0.14%,0.36,-0.0005%,-0.0024%,$162.5k
39,Uniswap-UNI,$6.12,+4.79%,$84.4m,$44.8m,+2.31%,0.19%,0.53,-0.0138%,-0.0037%,$40.1k
40,yearn.finance-YFI,"$9,402.38",+9.58%,$83.4m,$36.9m,+14.24%,0.16%,0.44,-0.0120%,-0.0107%,$180.0k
41,Decentraland-MANA,$0.7663,+4.32%,$81.6m,$37.7m,+0.28%,0.16%,0.46,+0.0034%,+0.0027%,$94.0k
42,Kyber Network Crystal-KNC,$1.75,+2.95%,$80.0m,$20.0m,-3.49%,0.09%,0.25,-0.0269%,-0.0229%,$141.2k
43,CertiK-CTK,$1.02,+2.25%,$73.4m,$10.6m,+13.63%,0.05%,0.14,-0.0106%,-0.0088%,$185.1k
44,ConstitutionDAO-PEOPLE,$0.0209,+8.21%,$73.3m,$24.4m,+2.89%,0.10%,0.33,-0.0016%,-0.0013%,$92.0k
45,Monero-XMR,$149.58,+5.23%,$70.0m,$40.3m,+2.45%,0.17%,0.58,+0.0029%,-0.0008%,$109.4k
46,Gala-GALA,$0.0490,+3.63%,$69.4m,$33.2m,+0.24%,0.14%,0.48,+0.0043%,+0.0064%,$43.0k
47,Ocean Protocol-OCEAN,$0.1792,+8.22%,$68.2m,$7.0m,+64.36%,0.03%,0.10,-0.0027%,+0.0003%,$186.4k
48,Project Galaxy-GAL,$2.58,+7.21%,$68.1m,$13.9m,-1.00%,0.06%,0.20,-0.0134%,-0.0131%,$85.5k
49,Algorand-ALGO,$0.2983,+4.08%,$67.3m,$28.8m,+2.15%,0.12%,0.43,+0.0074%,+0.0013%,$31.5k
50,Terra-LUNA,$1.96,+6.92%,$66.0m,$6.9m,+14.18%,0.03%,0.10,-0.0071%,-0.0173%,$154.4k
51,Synthetix Network Token-SNX,$2.93,+5.61%,$65.1m,$31.7m,+0.18%,0.14%,0.49,+0.0091%,-0.0069%,$47.3k
52,Waves-WAVES,$4.42,+4.47%,$63.7m,$48.9m,+3.78%,0.21%,0.77,+0.0006%,+0.0088%,$39.0k
53,API3-API3,$1.77,+6.76%,$53.9m,$5.8m,+16.87%,0.03%,0.11,-0.0183%,-0.0144%,$78.0k
54,THETA-THETA,$1.12,+4.32%,$53.9m,$22.1m,+0.01%,0.09%,0.41,-0.0025%,+0.0036%,$27.3k
55,Stellar Lumens-XLM,$0.1026,+2.90%,$50.8m,$37.9m,+5.86%,0.16%,0.75,-0.0032%,-0.0006%,$40.7k
56,THORChain-RUNE,$1.85,+5.40%,$50.0m,$20.7m,+3.90%,0.09%,0.41,+0.0010%,+0.0075%,$22.8k
57,ZCash-ZEC,$59.48,+2.67%,$45.2m,$20.7m,+8.47%,0.09%,0.46,-0.0020%,+0.0100%,$11.6k
58,ARPA Chain-ARPA,$0.0385,+6.93%,$44.5m,$4.9m,+53.36%,0.02%,0.11,+0.0064%,+0.0100%,$95.9k
59,Mask Network-MASK,$1.39,+11.74%,$43.4m,$8.0m,+20.27%,0.03%,0.18,+0.0269%,-0.0143%,$49.4k
60,Lido DAO Token-LDO,$1.96,+6.59%,$41.7m,$18.8m,+6.96%,0.08%,0.45,+0.0051%,+0.0046%,$133.4k
61,Compound-COMP,$48.98,+9.84%,$41.1m,$23.6m,+19.24%,0.10%,0.58,-0.0624%,-0.0513%,$39.0k
62,Celsius-CEL,$1.34,+1.32%,$39.8m,$23.1m,+2.58%,0.10%,0.58,-0.0481%,-0.3338%,$87.8k
63,FTX Token-FTT,$26.12,+2.88%,$39.3m,$67.5m,+3.14%,0.29%,1.72,+0.0030%,+0.0022%,$103.9k
64,Enjin Coin-ENJ,$0.5253,+9.43%,$38.9m,$14.7m,+9.41%,0.06%,0.38,+0.0023%,+0.0049%,$194.6k
65,BinaryX-BNX,$138.42,+1.29%,$37.3m,$29.2m,-1.58%,0.13%,0.78,+0.0100%,+0.0099%,$112.1k
66,FOOTBALL-FOOTBALL,"$1,118.74",-1.79%,$37.2m,$6.6m,+13.45%,0.03%,0.18,+0.2344%,+0.4663%,$28.1k
67,SHIBA INU-SHIB,$0.0000,+3.46%,$36.3m,$19.9m,+4.41%,0.09%,0.55,+0.0102%,+0.0103%,$96.2k
68,Elrond-EGLD,$51.43,+5.73%,$36.0m,$15.1m,-4.43%,0.06%,0.42,+0.0057%,+0.0049%,$24.0k
69,Serum-SRM,$0.7929,+6.24%,$35.7m,$24.9m,+5.77%,0.11%,0.70,-0.0016%,+0.0034%,$19.7k
70,1inch-1INCH,$0.6297,+2.31%,$35.3m,$20.3m,+1.05%,0.09%,0.57,-0.0099%,+0.0120%,$47.2k
71,Jasmy-JASMY,$0.0089,+4.43%,$33.5m,$11.2m,-2.55%,0.05%,0.34,+0.0056%,+0.0066%,$9.3k
72,Aragon-ANT,$1.83,-3.86%,$32.4m,$6.2m,-7.84%,0.03%,0.19,+0.0045%,+0.0039%,$72.4k
73,Harmony-ONE,$0.0201,+6.47%,$32.1m,$14.7m,+0.65%,0.06%,0.46,+0.0050%,-0.0012%,$59.7k
74,VeChain-VET,$0.0239,+4.41%,$31.7m,$15.7m,+0.88%,0.07%,0.49,+0.0075%,+0.0080%,$15.3k
75,The Graph-GRT,$0.1044,+5.26%,$31.6m,$21.7m,+2.14%,0.09%,0.68,+0.0070%,+0.0073%,$37.7k
76,Tezos-XTZ,$1.50,+5.56%,$31.5m,$27.1m,+5.09%,0.12%,0.86,-0.0080%,-0.0152%,$24.3k
77,BakeryToken-BAKE,$0.2630,+13.75%,$31.2m,$4.7m,+40.96%,0.02%,0.15,-0.0188%,-0.0062%,$48.5k
