,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,522.10",-8.59%,$41.1b,$6.7b,-7.31%,29.33%,0.16,-0.0134%,-0.0154%,$95.9m
1,Bitcoin-BTC,"$18,808.72",-5.23%,$38.2b,$9.9b,-1.22%,43.15%,0.26,-0.0073%,+0.0008%,$92.3m
2,Ethereum Classic-ETC,$34.29,-15.86%,$7.7b,$502.3m,-27.16%,2.18%,0.06,-0.0154%,-0.0181%,$38.2m
3,Solana-SOL,$31.10,-5.86%,$1.8b,$370.7m,-5.01%,1.61%,0.20,-0.0120%,-0.0005%,$2.9m
4,Cardano-ADA,$0.4643,-8.83%,$1.2b,$281.2m,-12.01%,1.22%,0.24,+0.0020%,+0.0084%,$3.1m
5,Binance Coin-BNB,$263.84,-6.35%,$945.9m,$283.0m,+7.12%,1.23%,0.30,-0.0213%,-0.0160%,$1.3m
6,Polygon-MATIC,$0.8079,-9.75%,$884.1m,$186.4m,-15.22%,0.81%,0.21,-0.0079%,-0.0010%,$2.0m
7,Ripple-XRP,$0.3176,-5.56%,$805.6m,$319.7m,-4.04%,1.39%,0.40,-0.0057%,-0.0018%,$2.2m
8,Litecoin-LTC,$53.92,-10.49%,$800.0m,$190.1m,-12.67%,0.83%,0.24,+0.0004%,+0.0084%,$3.2m
9,Avalanche-AVAX,$18.42,-7.89%,$796.6m,$130.2m,-10.48%,0.57%,0.16,-0.0208%,-0.0168%,$1.7m
10,EOS-EOS,$1.40,-9.72%,$772.3m,$170.5m,-11.70%,0.74%,0.22,-0.0053%,+0.0027%,$2.4m
11,NEAR Protocol-NEAR,$4.11,-5.39%,$708.8m,$91.2m,-0.38%,0.40%,0.13,+0.0015%,-0.0017%,$1.6m
12,Cosmos-ATOM,$11.84,-6.15%,$645.1m,$107.6m,-13.19%,0.47%,0.17,-0.0004%,+0.0003%,$1.3m
13,Chiliz-CHZ,$0.1872,-10.10%,$608.3m,$77.6m,-21.79%,0.34%,0.13,-0.0018%,+0.0046%,$2.0m
14,Ravencoin-RVN,$0.0359,-2.86%,$573.7m,$21.8m,-26.60%,0.09%,0.04,-0.0193%,+0.0248%,$1.7m
15,Polkadot-DOT,$6.92,-8.89%,$571.4m,$257.6m,-8.61%,1.12%,0.45,-0.0121%,-0.0119%,$1.9m
16,Optimism-OP,$1.11,-9.83%,$557.2m,$59.6m,-15.46%,0.26%,0.11,+0.0099%,+0.0070%,$1.5m
