,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,633.50",+4.42%,$40.5b,$7.3b,+4.50%,30.89%,0.18,-0.0070%,-0.0061%,$92.5m
1,Bitcoin-BTC,"$19,221.96",+1.23%,$29.1b,$9.6b,-3.13%,40.72%,0.33,+0.0021%,+0.0014%,$33.7m
2,Ethereum Classic-ETC,$36.43,+1.63%,$4.3b,$492.3m,-1.87%,2.09%,0.11,-0.0048%,-0.0058%,$12.0m
3,EOS-EOS,$1.61,-0.07%,$1.9b,$221.3m,-6.10%,0.94%,0.12,+0.0133%,+0.0095%,$4.1m
4,Solana-SOL,$33.33,+4.26%,$1.6b,$409.8m,+7.05%,1.74%,0.26,+0.0130%,+0.0097%,$2.5m
5,Helium-HNT,$4.83,+3.56%,$1.2b,$34.8m,+0.93%,0.15%,0.03,+0.0023%,+0.0034%,$1.8m
6,Cosmos-ATOM,$13.76,+13.26%,$1.0b,$176.2m,+57.75%,0.75%,0.17,-0.0154%,-0.0025%,$2.3m
7,Binance Coin-BNB,$279.97,+4.24%,$833.5m,$282.5m,+1.75%,1.20%,0.34,+0.0066%,+0.0014%,$741.5k
8,Cardano-ADA,$0.4713,+0.13%,$793.1m,$274.3m,-3.19%,1.16%,0.35,+0.0114%,+0.0096%,$877.5k
9,Ripple-XRP,$0.3329,+1.31%,$727.8m,$319.9m,-1.67%,1.36%,0.44,+0.0060%,+0.0027%,$1.2m
10,NEAR Protocol-NEAR,$4.54,+8.56%,$723.0m,$121.8m,+34.60%,0.52%,0.17,+0.0074%,+0.0042%,$1.7m
11,Polygon-MATIC,$0.8331,+0.92%,$616.1m,$186.3m,-2.37%,0.79%,0.30,+0.0026%,-0.0096%,$851.1k
12,Bitcoin Cash-BCH,$127.42,+11.17%,$551.0m,$206.0m,+23.73%,0.87%,0.37,+0.0009%,+0.0000%,$993.3k
13,Avalanche-AVAX,$18.90,+0.96%,$548.2m,$132.7m,+0.47%,0.56%,0.24,+0.0105%,+0.0046%,$642.2k
14,Litecoin-LTC,$57.36,+3.04%,$534.3m,$188.3m,-1.96%,0.80%,0.35,-0.0008%,-0.0024%,$434.9k
15,Polkadot-DOT,$7.28,+1.71%,$466.3m,$266.9m,+0.56%,1.13%,0.57,-0.0005%,-0.0007%,$592.1k
16,Chainlink-LINK,$7.36,+6.84%,$405.1m,$116.9m,+11.98%,0.50%,0.29,+0.0083%,+0.0081%,$695.9k
17,Stargate Finance-STG,$0.7940,+13.15%,$403.5m,$28.7m,-0.78%,0.12%,0.07,+0.0002%,+0.0004%,$896.2k
18,Chiliz-CHZ,$0.1850,-2.21%,$397.2m,$76.6m,+1.20%,0.32%,0.19,+0.0069%,+0.0062%,$567.1k
19,Optimism-OP,$1.16,+1.52%,$357.7m,$57.0m,-8.26%,0.24%,0.16,+0.0074%,+0.0125%,$590.5k
20,Filecoin-FIL,$5.79,-0.34%,$326.4m,$104.5m,+0.91%,0.44%,0.32,+0.0087%,+0.0072%,$727.5k
21,Dogecoin-DOGE,$0.0604,-0.14%,$322.9m,$119.7m,-0.16%,0.51%,0.37,+0.0105%,+0.0091%,$428.5k
22,Curve DAO Token-CRV,$1.13,+3.29%,$318.9m,$59.9m,+3.61%,0.25%,0.19,-0.0035%,+0.0183%,$853.7k
23,STEPN-GMT,$0.6477,+0.90%,$256.6m,$103.2m,-2.02%,0.44%,0.40,+0.0043%,+0.0056%,$275.2k
24,ApeCoin-APE,$4.45,+2.50%,$242.2m,$63.0m,-2.28%,0.27%,0.26,+0.0001%,-0.0001%,$547.3k
25,1000SHIB-1000SHIB,$0.0121,-1.06%,$231.8m,$43.3m,+2.93%,0.18%,0.19,+0.0081%,+0.0073%,$345.6k
26,Axie Infinity-AXS,$13.68,+1.56%,$215.0m,$79.8m,+1.57%,0.34%,0.37,-0.0148%,-0.0026%,$187.5k
27,Terra Classic-LUNC,$0.0005,+7.29%,$206.3m,$28.8m,+290.63%,0.12%,0.14,-0.0155%,-0.1728%,$850.6k
28,The Sandbox-SAND,$0.9038,+1.38%,$204.8m,$71.9m,-2.60%,0.30%,0.35,+0.0043%,+0.0038%,$189.4k
29,Fantom-FTM,$0.2520,-0.09%,$173.5m,$46.2m,-5.25%,0.20%,0.27,+0.0090%,+0.0063%,$130.8k
30,Ethereum Name Service-ENS,$15.25,+10.46%,$168.9m,$37.4m,+40.44%,0.16%,0.22,+0.0022%,+0.0088%,$205.9k
31,Tellor-TRB,$16.30,-1.60%,$159.3m,$37.9m,-13.69%,0.16%,0.24,-0.0103%,-0.0469%,$215.4k
32,SushiSwap-SUSHI,$1.29,+11.00%,$157.0m,$37.4m,+34.07%,0.16%,0.24,-0.0018%,+0.0045%,$294.6k
33,Tron-TRX,$0.0609,-0.30%,$151.2m,$142.0m,-0.07%,0.60%,0.94,-0.0171%,-0.0179%,$358.5k
34,iExec RLC-RLC,$1.21,+5.32%,$137.5m,$6.9m,+15.25%,0.03%,0.05,-0.0067%,-0.0128%,$374.7k
35,Ravencoin-RVN,$0.0359,-1.49%,$135.6m,$17.3m,-13.80%,0.07%,0.13,+0.0070%,+0.0004%,$270.1k
36,Aave-AAVE,$88.00,+3.48%,$130.0m,$45.4m,+1.29%,0.19%,0.35,+0.0042%,+0.0076%,$168.0k
37,Uniswap-UNI,$6.12,+2.49%,$120.6m,$45.8m,+1.50%,0.19%,0.38,-0.0052%,-0.0042%,$55.9k
38,Balancer-BAL,$7.35,+7.18%,$118.2m,$17.8m,+27.21%,0.08%,0.15,+0.0039%,-0.0006%,$250.1k
39,dYdX-DYDX,$1.44,+0.70%,$107.5m,$36.0m,-2.38%,0.15%,0.34,-0.0015%,-0.0030%,$132.5k
40,Terra-LUNA,$1.92,-0.33%,$106.4m,$7.4m,+9.24%,0.03%,0.07,-0.0179%,-0.0172%,$366.4k
41,Unifi Protocol DAO-UNFI,$7.04,-1.50%,$103.6m,$17.4m,-4.85%,0.07%,0.17,+0.0055%,+0.0062%,$98.3k
42,Decentraland-MANA,$0.7647,+1.56%,$100.5m,$38.2m,-0.93%,0.16%,0.38,+0.0045%,+0.0055%,$105.3k
43,ConstitutionDAO-PEOPLE,$0.0208,+1.49%,$99.7m,$24.0m,+0.44%,0.10%,0.24,+0.0033%,+0.0052%,$151.7k
44,yearn.finance-YFI,"$9,326.33",+1.78%,$96.0m,$36.7m,+5.28%,0.16%,0.38,-0.0064%,-0.0072%,$167.9k
45,Gala-GALA,$0.0485,+0.31%,$92.8m,$33.9m,+0.54%,0.14%,0.37,+0.0072%,+0.0068%,$105.1k
46,Waves-WAVES,$4.41,+1.25%,$83.2m,$49.5m,+2.11%,0.21%,0.60,+0.0026%,+0.0014%,$82.7k
47,Flow (Dapper labs)-FLOW,$1.93,+5.65%,$79.5m,$25.0m,+7.25%,0.11%,0.31,+0.0046%,+0.0050%,$77.6k
48,Synthetix Network Token-SNX,$2.91,-0.70%,$76.7m,$31.7m,-5.89%,0.13%,0.41,+0.0051%,+0.0004%,$51.8k
49,THORChain-RUNE,$1.85,+1.87%,$75.3m,$21.1m,+1.24%,0.09%,0.28,+0.0066%,+0.0070%,$63.3k
50,Kyber Network Crystal-KNC,$1.78,+4.27%,$73.8m,$21.1m,+7.29%,0.09%,0.29,-0.0089%,-0.0088%,$91.4k
51,Monero-XMR,$151.30,+1.37%,$71.2m,$42.0m,+2.54%,0.18%,0.59,-0.0029%,+0.0034%,$100.2k
52,BakeryToken-BAKE,$0.2572,+7.35%,$64.4m,$5.1m,+55.29%,0.02%,0.08,+0.0032%,+0.0100%,$140.5k
53,THETA-THETA,$1.12,+1.85%,$63.3m,$22.5m,+0.52%,0.10%,0.36,+0.0021%,+0.0018%,$46.1k
54,ZCash-ZEC,$60.26,+2.57%,$61.9m,$20.5m,-2.33%,0.09%,0.33,-0.0079%,-0.0060%,$78.6k
55,Algorand-ALGO,$0.3029,+2.19%,$60.5m,$29.2m,-1.19%,0.12%,0.48,+0.0122%,+0.0043%,$33.6k
56,Tezos-XTZ,$1.57,+6.94%,$59.6m,$29.6m,+10.72%,0.13%,0.50,+0.0071%,+0.0047%,$54.6k
57,Compound-COMP,$49.18,+5.63%,$57.5m,$24.0m,+12.07%,0.10%,0.42,-0.0106%,-0.0055%,$137.9k
58,Project Galaxy-GAL,$2.46,-0.68%,$56.5m,$13.2m,-11.37%,0.06%,0.23,-0.0132%,-0.0148%,$59.7k
59,Metal-MTL,$1.18,+4.30%,$53.6m,$6.5m,+17.45%,0.03%,0.12,-0.0229%,-0.0444%,$83.8k
60,FTX Token-FTT,$25.90,+1.15%,$50.4m,$67.3m,+1.23%,0.29%,1.34,-0.0087%,-0.0021%,$107.0k
61,Stellar Lumens-XLM,$0.1027,+0.99%,$49.4m,$37.6m,+1.66%,0.16%,0.76,+0.0045%,+0.0023%,$39.6k
62,Enjin Coin-ENJ,$0.5145,+1.77%,$48.7m,$14.8m,+3.45%,0.06%,0.30,+0.0025%,+0.0042%,$189.3k
63,BinaryX-BNX,$144.34,+4.38%,$48.0m,$33.0m,+9.31%,0.14%,0.69,+0.0100%,+0.0100%,$187.5k
64,Serum-SRM,$0.8196,+7.12%,$46.9m,$26.4m,+8.28%,0.11%,0.56,+0.0014%,+0.0184%,$30.0k
65,Ocean Protocol-OCEAN,$0.1747,-3.53%,$46.6m,$6.3m,-14.10%,0.03%,0.14,+0.0100%,+0.0100%,$116.2k
66,1inch-1INCH,$0.6355,+1.24%,$45.6m,$21.0m,+3.79%,0.09%,0.46,-0.0102%,+0.0001%,$54.7k
67,SHIBA INU-SHIB,$0.0000,-1.20%,$45.0m,$20.4m,+6.47%,0.09%,0.45,+0.0072%,+0.0087%,$131.8k
68,CertiK-CTK,$1.02,-3.05%,$44.8m,$8.8m,-28.62%,0.04%,0.20,-0.0099%,-0.0096%,$171.2k
69,Lido DAO Token-LDO,$1.89,-2.06%,$42.5m,$18.7m,-2.03%,0.08%,0.44,+0.0048%,+0.0053%,$115.1k
70,Mask Network-MASK,$1.37,+1.99%,$42.5m,$7.4m,-2.46%,0.03%,0.18,+0.0217%,+0.0080%,$49.6k
71,Elrond-EGLD,$51.55,+2.78%,$40.3m,$14.9m,-4.89%,0.06%,0.37,+0.0055%,+0.0060%,$34.3k
72,Spell Token-SPELL,$0.0013,+1.23%,$40.3m,$6.5m,+13.78%,0.03%,0.16,+0.0042%,+0.0040%,$121.6k
73,Zilliqa-ZIL,$0.0352,+2.11%,$39.4m,$22.1m,-0.26%,0.09%,0.56,+0.0030%,-0.0014%,$26.7k
74,Anchor Protocol-ANC,$0.1065,+12.49%,$39.3m,$1.4m,+79.46%,0.01%,0.04,+0.0058%,-0.0010%,$165.9k
75,Harmony-ONE,$0.0200,+1.42%,$38.0m,$14.4m,-5.29%,0.06%,0.38,+0.0052%,+0.0048%,$37.7k
76,VeChain-VET,$0.0239,+1.70%,$37.7m,$16.1m,+0.55%,0.07%,0.43,+0.0075%,+0.0075%,$19.2k
77,Kava-KAVA,$1.63,+3.84%,$37.6m,$11.2m,+9.91%,0.05%,0.30,-0.0448%,-0.0387%,$19.3k
78,Celsius-CEL,$1.29,-2.73%,$37.3m,$23.3m,-0.21%,0.10%,0.63,-0.2748%,-0.2071%,$129.4k
79,Ankr-ANKR,$0.0347,+3.42%,$35.0m,$14.1m,+7.78%,0.06%,0.40,+0.0088%,+0.0076%,$70.0k
80,The Graph-GRT,$0.1044,+2.15%,$34.4m,$21.5m,-0.50%,0.09%,0.63,+0.0036%,+0.0046%,$52.5k
81,NEO-NEO,$9.17,+5.09%,$33.4m,$13.4m,+6.29%,0.06%,0.40,-0.0102%,+0.0006%,$5.5k
82,Flamingo-FLM,$0.1118,+1.89%,$33.0m,$18.1m,+0.91%,0.08%,0.55,-0.0511%,-0.0384%,$10.8k
83,Dent-DENT,$0.0010,+3.93%,$32.5m,$5.7m,-1.80%,0.02%,0.18,+0.0128%,+0.0151%,$104.4k
84,Loopring-LRC,$0.3402,+0.92%,$31.4m,$13.1m,+0.01%,0.06%,0.42,+0.0002%,+0.0032%,$26.6k
85,Chromia-CHR,$0.1754,+0.26%,$30.8m,$9.1m,+4.76%,0.04%,0.30,+0.0062%,+0.0058%,$67.7k
86,Oasis Network-ROSE,$0.0598,+0.24%,$30.8m,$11.6m,-6.99%,0.05%,0.38,+0.0080%,+0.0072%,$17.4k
87,Kusama-KSM,$49.28,+3.10%,$30.6m,$15.7m,+0.34%,0.07%,0.51,+0.0117%,-0.0120%,$60.7k
88,LUNA2-LUNA2,n/a,n/a,$30.5m,$3.2m,-1.67%,0.01%,0.10,+0.0100%,+0.0100%,$186.5k
89,Jasmy-JASMY,$0.0088,-0.44%,$30.2m,$11.5m,-1.84%,0.05%,0.38,+0.0005%,+0.0022%,$10.8k
90,Dash-DASH,$45.68,+2.86%,$29.7m,$14.2m,+3.81%,0.06%,0.48,+0.0066%,-0.0024%,$21.5k
91,MyNeighborAlice-ALICE,$2.06,+2.59%,$29.7m,$9.8m,-4.31%,0.04%,0.33,+0.0075%,+0.0075%,$11.6k
92,Aragon-ANT,$1.80,-5.46%,$29.3m,$6.8m,-0.68%,0.03%,0.23,-0.0077%,+0.0297%,$52.5k
93,NEM-XEM,$0.0433,+2.79%,$29.0m,$8.3m,-4.51%,0.04%,0.29,-0.0122%,+0.0052%,$3.9k
