,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,568.75",-0.73%,$42.8b,$6.8b,-3.07%,29.55%,0.16,-0.0055%,-0.0057%,$117.7m
1,Bitcoin-BTC,"$18,982.87",-3.64%,$37.2b,$9.9b,-1.11%,42.85%,0.27,+0.0029%,+0.0007%,$68.9m
2,Ethereum Classic-ETC,$36.79,+2.11%,$9.1b,$578.6m,-0.50%,2.50%,0.06,+0.0014%,-0.0068%,$34.5m
3,Solana-SOL,$30.88,-2.89%,$1.9b,$364.3m,-6.42%,1.57%,0.19,+0.0097%,+0.0016%,$3.6m
4,Cardano-ADA,$0.4681,-4.22%,$1.3b,$281.6m,-9.89%,1.22%,0.21,+0.0072%,-0.0002%,$3.2m
5,Binance Coin-BNB,$265.41,-3.08%,$1.0b,$264.6m,-0.80%,1.14%,0.26,+0.0038%,-0.0161%,$1.4m
6,Polygon-MATIC,$0.8314,-4.76%,$907.3m,$198.1m,-10.08%,0.86%,0.22,-0.0026%,+0.0003%,$1.8m
7,Ripple-XRP,$0.3224,-1.88%,$894.4m,$320.2m,-2.06%,1.38%,0.36,+0.0025%,-0.0011%,$2.1m
8,Avalanche-AVAX,$18.37,-1.91%,$893.6m,$128.7m,-11.55%,0.56%,0.14,+0.0010%,-0.0063%,$2.2m
9,EOS-EOS,$1.42,-7.39%,$868.0m,$169.3m,-15.09%,0.73%,0.20,+0.0076%,+0.0009%,$2.4m
10,Litecoin-LTC,$55.15,-7.68%,$812.1m,$193.0m,-13.20%,0.83%,0.24,+0.0074%,-0.0032%,$2.6m
11,Optimism-OP,$1.12,-3.54%,$669.1m,$58.1m,-18.59%,0.25%,0.09,+0.0110%,+0.0103%,$1.7m
12,Ravencoin-RVN,$0.0381,+4.49%,$636.2m,$30.7m,-7.48%,0.13%,0.05,+0.0129%,-0.0374%,$1.7m
13,Cosmos-ATOM,$11.99,-5.66%,$634.7m,$114.1m,-18.36%,0.49%,0.18,-0.0025%,-0.0004%,$1.5m
14,NEAR Protocol-NEAR,$4.09,-1.62%,$608.7m,$90.6m,+1.46%,0.39%,0.15,+0.0038%,+0.0054%,$1.4m
15,Polkadot-DOT,$6.96,-4.76%,$608.2m,$259.1m,-7.70%,1.12%,0.43,-0.0052%,-0.0167%,$1.6m
16,Dogecoin-DOGE,$0.0593,-4.15%,$561.4m,$122.9m,-3.95%,0.53%,0.22,+0.0099%,+0.0031%,$1.8m
17,Chiliz-CHZ,$0.1874,-7.64%,$543.2m,$81.4m,-17.55%,0.35%,0.15,+0.0029%,+0.0057%,$1.9m
18,Filecoin-FIL,$5.65,-6.26%,$533.9m,$100.3m,-11.13%,0.43%,0.19,+0.0092%,+0.0040%,$2.5m
19,Curve DAO Token-CRV,$1.04,-3.63%,$458.5m,$55.4m,-3.33%,0.24%,0.12,+0.0050%,+0.0102%,$1.2m
20,Chainlink-LINK,$6.76,-6.72%,$409.7m,$101.7m,-17.74%,0.44%,0.25,+0.0067%,+0.0063%,$3.7m
21,1000SHIB-1000SHIB,$0.0119,-3.67%,$359.7m,$40.6m,-10.96%,0.18%,0.11,-0.0050%,-0.0092%,$1.1m
22,STEPN-GMT,$0.6400,-6.27%,$359.3m,$103.0m,-6.32%,0.44%,0.29,+0.0047%,-0.0053%,$1.0m
23,Bitcoin Cash-BCH,$114.90,-6.50%,$345.1m,$166.9m,-11.86%,0.72%,0.48,+0.0002%,-0.0032%,$822.4k
24,Tellor-TRB,$15.89,-12.13%,$327.1m,$43.5m,-28.61%,0.19%,0.13,-0.1698%,-0.2810%,$854.1k
25,The Sandbox-SAND,$0.8913,-5.83%,$293.3m,$73.5m,-11.63%,0.32%,0.25,+0.0049%,-0.0005%,$1.2m
26,ApeCoin-APE,$4.37,-6.96%,$266.9m,$63.0m,-6.91%,0.27%,0.24,+0.0059%,+0.0026%,$700.9k
27,Axie Infinity-AXS,$13.58,-4.82%,$222.6m,$78.4m,-6.33%,0.34%,0.35,-0.0275%,-0.0628%,$764.1k
28,Ethereum Name Service-ENS,$14.29,+1.58%,$216.0m,$30.6m,+2.81%,0.13%,0.14,+0.0019%,+0.0104%,$606.4k
29,Helium-HNT,$3.40,-11.72%,$198.4m,$18.9m,-14.24%,0.08%,0.10,+0.0023%,+0.0038%,$586.5k
30,Fantom-FTM,$0.2480,-5.38%,$187.2m,$47.2m,-9.81%,0.20%,0.25,+0.0058%,+0.0018%,$571.8k
31,Stargate Finance-STG,$0.6024,+1.10%,$184.8m,$14.6m,-16.31%,0.06%,0.08,-0.1734%,-0.2333%,$499.7k
32,Aave-AAVE,$84.84,-4.75%,$170.7m,$45.5m,-5.38%,0.20%,0.27,+0.0031%,-0.0341%,$470.7k
33,Project Galaxy-GAL,$2.59,+6.70%,$170.0m,$16.7m,+40.63%,0.07%,0.10,+0.0005%,+0.0084%,$431.6k
34,Uniswap-UNI,$5.97,-5.70%,$169.7m,$44.1m,-7.36%,0.19%,0.26,-0.0122%,-0.0088%,$419.9k
