,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,670.13",+6.32%,$33.1b,$7.4b,+5.66%,30.36%,0.22,-0.0055%,-0.0104%,$92.3m
1,Bitcoin-BTC,"$19,903.65",+0.91%,$25.8b,$9.9b,-2.58%,40.72%,0.38,+0.0042%,+0.0023%,$19.3m
2,Ethereum Classic-ETC,$40.54,+26.00%,$8.7b,$694.7m,+76.69%,2.85%,0.08,+0.0018%,+0.0040%,$22.1m
3,Solana-SOL,$33.14,+5.48%,$1.2b,$397.8m,+2.49%,1.63%,0.33,+0.0089%,+0.0115%,$2.1m
4,Cardano-ADA,$0.4980,+1.87%,$1.1b,$309.7m,-3.33%,1.27%,0.29,+0.0093%,+0.0059%,$1.6m
5,EOS-EOS,$1.53,+6.36%,$848.2m,$186.5m,+2.46%,0.77%,0.22,+0.0075%,+0.0072%,$1.9m
6,Ripple-XRP,$0.3359,+3.36%,$720.6m,$331.8m,-0.25%,1.36%,0.46,+0.0051%,+0.0052%,$1.2m
7,Binance Coin-BNB,$280.96,+2.17%,$718.7m,$265.6m,-1.96%,1.09%,0.37,+0.0107%,+0.0088%,$628.5k
8,Polygon-MATIC,$0.8972,+3.35%,$682.3m,$220.9m,-0.72%,0.91%,0.32,+0.0000%,-0.0032%,$1.0m
9,Ravencoin-RVN,$0.0392,+21.23%,$664.6m,$33.2m,+43.14%,0.14%,0.05,-0.0261%,+0.0270%,$1.6m
10,Litecoin-LTC,$60.04,+0.07%,$619.8m,$215.4m,-4.55%,0.88%,0.35,+0.0106%,+0.0056%,$1.0m
11,Avalanche-AVAX,$20.07,+7.69%,$616.5m,$147.8m,+0.50%,0.61%,0.24,+0.0146%,-0.0037%,$1.3m
12,Optimism-OP,$1.24,+10.17%,$563.2m,$69.7m,-3.61%,0.29%,0.12,+0.0116%,+0.0096%,$836.9k
13,Cosmos-ATOM,$12.49,-2.22%,$492.3m,$124.2m,-13.17%,0.51%,0.25,+0.0055%,-0.0010%,$706.3k
14,Polkadot-DOT,$7.61,+1.39%,$474.1m,$286.0m,-1.58%,1.17%,0.60,+0.0105%,-0.0053%,$457.0k
15,Chiliz-CHZ,$0.2067,+0.29%,$400.5m,$97.1m,-1.52%,0.40%,0.24,+0.0139%,+0.0079%,$508.9k
16,Filecoin-FIL,$6.19,+3.62%,$397.3m,$111.0m,-3.48%,0.46%,0.28,+0.0042%,+0.0080%,$701.5k
17,Dogecoin-DOGE,$0.0632,+2.46%,$386.2m,$127.9m,-0.80%,0.52%,0.33,+0.0115%,+0.0063%,$461.1k
18,Chainlink-LINK,$7.28,+1.99%,$374.7m,$114.6m,-7.73%,0.47%,0.31,+0.0068%,+0.0066%,$2.8m
19,NEAR Protocol-NEAR,$4.46,+7.53%,$347.6m,$103.7m,+15.41%,0.43%,0.30,+0.0090%,+0.0028%,$623.2k
20,Bitcoin Cash-BCH,$125.28,+5.99%,$336.4m,$188.5m,+8.95%,0.77%,0.56,+0.0028%,-0.0047%,$635.8k
21,Curve DAO Token-CRV,$1.17,+8.67%,$329.3m,$67.8m,+15.56%,0.28%,0.21,+0.0159%,+0.0059%,$641.6k
22,1000SHIB-1000SHIB,$0.0126,+2.32%,$290.8m,$45.0m,-7.53%,0.18%,0.15,+0.0097%,+0.0100%,$590.0k
23,Tellor-TRB,$17.02,-6.09%,$265.7m,$48.1m,-18.81%,0.20%,0.18,-0.2057%,-0.1189%,$545.7k
24,STEPN-GMT,$0.6954,+1.67%,$249.8m,$111.8m,+1.24%,0.46%,0.45,+0.0056%,+0.0080%,$359.4k
25,The Sandbox-SAND,$0.9665,+2.20%,$199.9m,$83.9m,-1.08%,0.34%,0.42,+0.0101%,+0.0069%,$406.1k
26,ApeCoin-APE,$4.74,+1.03%,$178.2m,$68.8m,+1.44%,0.28%,0.39,+0.0075%,+0.0089%,$157.9k
27,Axie Infinity-AXS,$14.47,+1.78%,$174.3m,$84.9m,-0.85%,0.35%,0.49,-0.0187%,-0.0107%,$159.1k
28,Ethereum Name Service-ENS,$14.63,+8.48%,$171.8m,$32.2m,+23.58%,0.13%,0.19,-0.0048%,-0.0002%,$431.5k
29,Stargate Finance-STG,$0.6620,+13.40%,$143.1m,$19.6m,+15.89%,0.08%,0.14,-0.0883%,-0.0810%,$257.8k
30,Helium-HNT,$3.73,-5.70%,$142.3m,$21.8m,-3.89%,0.09%,0.15,+0.0058%,+0.0022%,$289.3k
31,Fantom-FTM,$0.2697,+2.95%,$136.9m,$50.8m,-1.59%,0.21%,0.37,+0.0098%,+0.0079%,$137.4k
32,Aave-AAVE,$91.99,+5.01%,$136.5m,$51.6m,+11.26%,0.21%,0.38,+0.0040%,+0.0039%,$243.6k
33,SushiSwap-SUSHI,$1.23,+7.48%,$136.4m,$35.1m,+17.60%,0.14%,0.26,+0.0128%,+0.0009%,$254.5k
34,Uniswap-UNI,$6.49,+3.49%,$132.7m,$47.8m,+2.56%,0.20%,0.36,+0.0028%,-0.0166%,$144.6k
35,Terra-LUNA,$1.98,+5.65%,$123.9m,$7.8m,-1.03%,0.03%,0.06,-0.0231%,-0.0006%,$564.1k
36,Unifi Protocol DAO-UNFI,$7.83,+2.94%,$116.5m,$20.4m,-8.99%,0.08%,0.18,+0.0075%,+0.0074%,$108.5k
37,Tron-TRX,$0.0639,+1.61%,$111.3m,$143.9m,+1.34%,0.59%,1.29,+0.0029%,+0.0011%,$66.8k
38,Decentraland-MANA,$0.7993,+1.61%,$94.3m,$40.8m,-0.79%,0.17%,0.43,+0.0079%,+0.0042%,$175.9k
39,Synthetix Network Token-SNX,$3.03,+1.55%,$91.4m,$34.5m,-2.57%,0.14%,0.38,-0.0027%,-0.0077%,$95.9k
40,Waves-WAVES,$4.61,+2.89%,$85.8m,$52.5m,+0.55%,0.22%,0.61,+0.0124%,+0.0064%,$207.8k
41,Gala-GALA,$0.0510,+1.60%,$80.1m,$35.9m,+0.57%,0.15%,0.45,+0.0106%,+0.0075%,$33.8k
42,Monero-XMR,$156.20,-0.60%,$76.0m,$46.7m,-8.36%,0.19%,0.61,+0.0067%,-0.0038%,$91.2k
43,THETA-THETA,$1.18,+1.27%,$74.4m,$23.7m,-0.16%,0.10%,0.32,-0.0011%,+0.0068%,$111.6k
44,yearn.finance-YFI,"$9,451.82",+0.14%,$72.3m,$36.8m,-4.72%,0.15%,0.51,-0.0078%,-0.0111%,$103.8k
45,Lido DAO Token-LDO,$2.20,+13.06%,$67.7m,$21.9m,+28.44%,0.09%,0.32,+0.0057%,+0.0058%,$228.7k
46,THORChain-RUNE,$1.96,+4.69%,$67.2m,$24.0m,+9.23%,0.10%,0.36,+0.0078%,+0.0082%,$45.6k
47,Ankr-ANKR,$0.0363,+3.72%,$65.9m,$15.2m,-0.18%,0.06%,0.23,-0.0010%,-0.0122%,$146.4k
48,SHIBA INU-SHIB,$0.0000,+1.63%,$65.4m,$20.5m,-3.24%,0.08%,0.31,+0.0046%,+0.0092%,$114.3k
49,CertiK-CTK,$1.01,-1.48%,$63.8m,$9.9m,-25.08%,0.04%,0.15,-0.0008%,+0.0032%,$131.5k
50,ConstitutionDAO-PEOPLE,$0.0212,+2.30%,$62.8m,$26.0m,+0.55%,0.11%,0.41,+0.0121%,-0.0066%,$64.2k
51,dYdX-DYDX,$1.60,+3.24%,$58.9m,$37.3m,-0.70%,0.15%,0.63,+0.0002%,+0.0035%,$36.3k
52,Celsius-CEL,$1.50,+3.69%,$54.5m,$26.2m,-2.55%,0.11%,0.48,-0.2259%,-0.3152%,$410.3k
53,ZCash-ZEC,$64.13,+2.35%,$53.1m,$21.5m,+0.59%,0.09%,0.40,+0.0169%,+0.0000%,$148.4k
54,Terra Classic-LUNC,$0.0004,+32.03%,$51.8m,$2.1m,+30.73%,0.01%,0.04,+0.0100%,+0.0100%,$591.5k
55,Balancer-BAL,$7.53,+3.23%,$51.7m,$17.9m,+1.72%,0.07%,0.35,-0.0113%,-0.0139%,$139.8k
56,LUNA2-LUNA2,n/a,n/a,$48.6m,$4.5m,+18.86%,0.02%,0.09,+0.0100%,+0.0100%,$205.4k
57,Algorand-ALGO,$0.3048,+1.30%,$48.3m,$29.9m,-0.67%,0.12%,0.62,+0.0068%,+0.0045%,$36.9k
58,Stellar Lumens-XLM,$0.1065,+2.38%,$46.3m,$38.1m,+1.68%,0.16%,0.82,+0.0064%,+0.0075%,$15.6k
59,Harmony-ONE,$0.0215,+5.61%,$45.2m,$16.4m,+6.91%,0.07%,0.36,+0.0084%,+0.0073%,$38.2k
60,Flow (Dapper labs)-FLOW,$1.93,+2.44%,$45.2m,$25.0m,-1.43%,0.10%,0.55,+0.0047%,+0.0041%,$61.6k
61,BitDAO-BIT,$0.6414,+3.54%,$44.4m,$25.6m,-5.94%,0.10%,0.58,+0.0070%,+0.0069%,$95.7k
62,Tezos-XTZ,$1.58,+4.52%,$44.2m,$28.8m,+5.33%,0.12%,0.65,+0.0080%,+0.0035%,$31.5k
63,Jasmy-JASMY,$0.0090,+4.24%,$43.4m,$11.3m,-2.94%,0.05%,0.26,+0.0036%,+0.0077%,$27.8k
64,Kyber Network Crystal-KNC,$1.69,+2.14%,$42.1m,$18.0m,-1.27%,0.07%,0.43,-0.0119%,-0.0188%,$68.9k
65,1inch-1INCH,$0.6645,+0.80%,$42.0m,$22.9m,-1.16%,0.09%,0.55,+0.0086%,-0.0066%,$32.4k
66,Compound-COMP,$49.71,+4.63%,$41.6m,$23.4m,+4.26%,0.10%,0.56,-0.0033%,-0.0204%,$36.4k
67,The Graph-GRT,$0.1073,+5.93%,$40.9m,$23.3m,+8.77%,0.10%,0.57,+0.0126%,+0.0070%,$31.3k
68,Serum-SRM,$0.8139,+3.32%,$40.6m,$26.3m,+4.66%,0.11%,0.65,+0.0120%,-0.0065%,$27.1k
69,Zilliqa-ZIL,$0.0365,+2.93%,$39.3m,$23.8m,-1.84%,0.10%,0.61,+0.0102%,+0.0090%,$11.4k
70,Kusama-KSM,$50.85,+3.39%,$39.0m,$16.7m,+0.72%,0.07%,0.43,-0.0050%,+0.0095%,$55.1k
71,Elrond-EGLD,$52.18,+2.50%,$36.1m,$16.0m,+0.75%,0.07%,0.44,+0.0118%,+0.0056%,$62.5k
72,Chromia-CHR,$0.1885,+6.08%,$34.8m,$9.5m,+8.32%,0.04%,0.27,-0.0092%,-0.0093%,$71.9k
73,Enjin Coin-ENJ,$0.5428,+4.05%,$33.9m,$15.9m,+4.88%,0.07%,0.47,+0.0082%,+0.0025%,$20.0k
74,NEO-NEO,$9.44,+3.50%,$33.8m,$14.1m,-1.94%,0.06%,0.42,+0.0128%,+0.0000%,$13.4k
75,Qtum-QTUM,$3.30,+5.82%,$33.6m,$16.4m,+5.82%,0.07%,0.49,+0.0091%,-0.0024%,$47.2k
76,VeChain-VET,$0.0249,+2.91%,$33.6m,$17.9m,+4.04%,0.07%,0.53,+0.0087%,+0.0085%,$24.8k
77,Flamingo-FLM,$0.1190,+2.23%,$33.5m,$18.5m,-0.42%,0.08%,0.55,-0.0206%,-0.0388%,$27.8k
78,Loopring-LRC,$0.3653,+3.13%,$32.4m,$14.0m,+4.37%,0.06%,0.43,+0.0055%,+0.0038%,$21.4k
79,FOOTBALL-FOOTBALL,"$1,111.22",-4.41%,$31.4m,$7.5m,-5.24%,0.03%,0.24,+0.5334%,+0.1807%,$134.8k
80,Internet Computer-ICP,$6.87,+5.95%,$30.2m,$14.4m,+6.82%,0.06%,0.48,+0.0046%,-0.0008%,$21.8k
81,Dash-DASH,$47.26,+0.83%,$28.8m,$14.7m,-2.07%,0.06%,0.51,-0.0052%,+0.0250%,$48.9k
82,Kava-KAVA,$1.69,+1.66%,$28.2m,$11.3m,-3.10%,0.05%,0.40,+0.0015%,-0.0060%,$13.4k
83,Oasis Network-ROSE,$0.0646,+2.60%,$27.9m,$12.8m,+9.60%,0.05%,0.46,+0.0083%,+0.0083%,$21.7k
84,Ren-REN,$0.1258,+2.83%,$26.5m,$8.8m,+16.22%,0.04%,0.33,+0.0010%,+0.0081%,$29.0k
85,Audius-AUDIO,$0.2880,+0.87%,$25.7m,$7.8m,-0.66%,0.03%,0.30,+0.0016%,+0.0063%,$32.9k
86,Reserve Rights-RSR,$0.0064,+1.36%,$24.9m,$14.9m,+0.47%,0.06%,0.60,+0.0140%,+0.0099%,$37.7k
87,iExec RLC-RLC,$1.15,+3.31%,$24.7m,$6.4m,-2.39%,0.03%,0.26,-0.0216%,-0.0223%,$53.4k
88,OmiseGO-OMG,$1.91,+4.58%,$23.9m,$13.6m,+5.45%,0.06%,0.57,+0.0120%,+0.0118%,$7.6k
89,1000XEC-1000XEC,$0.0436,+2.54%,$23.9m,$6.3m,-7.74%,0.03%,0.26,-0.0115%,-0.0040%,$53.2k
90,Maker-MKR,$754.79,+1.14%,$23.8m,$15.9m,+0.66%,0.07%,0.67,+0.0015%,-0.0057%,$27.1k
91,MyNeighborAlice-ALICE,$2.15,+3.58%,$23.6m,$11.0m,+1.85%,0.05%,0.47,+0.0074%,+0.0075%,$31.0k
92,Iota-IOTA,$0.2861,+2.06%,$22.5m,$11.3m,+6.28%,0.05%,0.50,+0.0042%,+0.0066%,$11.4k
93,Litentry-LIT,$0.7380,+3.14%,$22.1m,$5.5m,+7.44%,0.02%,0.25,+0.0100%,+0.0100%,$8.6k
94,NEM-XEM,$0.0441,+1.97%,$21.5m,$8.9m,+1.02%,0.04%,0.41,+0.0258%,-0.0108%,$6.4k
95,Immutable X-IMX,$0.8587,+3.94%,$21.4m,$10.2m,+19.70%,0.04%,0.48,+0.0102%,+0.0089%,$13.1k
96,Alpha Finance Lab-ALPHA,$0.1251,+6.08%,$21.3m,$6.4m,+24.24%,0.03%,0.30,+0.0052%,-0.0017%,$30.2k
97,Dusk Network-DUSK,$0.1415,-0.53%,$21.2m,$4.5m,-22.93%,0.02%,0.21,+0.0007%,-0.0041%,$56.8k
98,Swipe-SXP,$0.3821,+3.49%,$21.2m,$8.8m,+7.61%,0.04%,0.41,+0.0073%,+0.0071%,$902.3
99,Project Galaxy-GAL,$2.49,+2.41%,$20.8m,$11.7m,-0.92%,0.05%,0.56,-0.0003%,+0.0046%,$7.7k
100,Hedera-HBAR,$0.0632,+3.79%,$20.7m,$8.7m,-4.24%,0.04%,0.42,+0.0075%,+0.0075%,$19.3k
101,FTX Token-FTT,$26.84,+2.27%,$20.0m,$69.0m,+1.34%,0.28%,3.46,-0.0016%,-0.0055%,$1.1k
102,Bella Protocol-BEL,$0.6824,+1.55%,$19.8m,$4.2m,+6.42%,0.02%,0.21,+0.0100%,+0.0100%,$12.9k
103,Coin98-C98,$0.4378,+3.30%,$19.5m,$14.0m,+0.17%,0.06%,0.71,+0.0075%,+0.0075%,$28.8k
104,Holo-HOT,$0.0021,+2.39%,$19.3m,$5.7m,-8.10%,0.02%,0.30,+0.0077%,+0.0046%,$15.2k
105,Celo-CELO,$0.8623,+5.09%,$19.3m,$10.2m,+10.23%,0.04%,0.53,+0.0087%,+0.0116%,$15.1k
106,Ontology-ONT,$0.2458,+3.58%,$18.9m,$9.2m,+2.58%,0.04%,0.49,+0.0169%,+0.0028%,$18.8k
107,Storj-STORJ,$0.5543,+2.12%,$18.5m,$11.8m,+2.79%,0.05%,0.64,+0.0117%,+0.0115%,$35.2k
108,Wootrade-WOO,$0.1616,+5.25%,$18.4m,$4.6m,+8.40%,0.02%,0.25,+0.0100%,+0.0100%,$17.6k
109,Mask Network-MASK,$1.38,+3.63%,$18.0m,$6.9m,-1.08%,0.03%,0.38,+0.0126%,-0.0094%,$28.1k
110,Bitcoin SV-BSV,$53.68,+3.17%,$17.9m,$33.1m,+2.40%,0.14%,1.85,+0.0105%,+0.0060%,$4.9k
111,Binance BTCDOM Index-BTCDOM,"$1,137.60",-3.82%,$17.8m,$12.0m,+7.62%,0.05%,0.67,+0.0737%,+0.0955%,$141.9k
112,Bluzelle-BLZ,$0.0944,+2.00%,$17.4m,$6.7m,-3.20%,0.03%,0.38,+0.0100%,+0.0100%,$29.9k
113,Reef-REEF,$0.0037,+1.28%,$16.6m,$4.6m,+2.80%,0.02%,0.27,-0.0079%,-0.0030%,$40.3k
114,Raydium-RAY,$0.6849,+5.15%,$16.6m,$8.3m,+5.15%,0.03%,0.50,+0.0066%,+0.0063%,$13.9k
115,Gitcoin-GTC,$2.34,+3.54%,$16.5m,$4.2m,+5.04%,0.02%,0.25,+0.0100%,+0.0100%,$73.0k
116,Metal-MTL,$1.19,+3.87%,$16.2m,$6.5m,-0.68%,0.03%,0.40,-0.0026%,+0.0002%,$13.0k
117,Aragon-ANT,$1.89,+3.77%,$16.2m,$5.9m,+4.92%,0.02%,0.36,+0.0247%,+0.0094%,$102.3k
118,Injective Protocol-INJ,$1.62,+4.40%,$15.8m,$3.0m,+5.71%,0.01%,0.19,+0.0100%,-0.0052%,$51.9k
