,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,658.78",+5.26%,$34.0b,$7.4b,+5.19%,30.41%,0.22,-0.0052%,-0.0087%,$91.3m
1,Bitcoin-BTC,"$19,802.85",+0.29%,$26.8b,$9.9b,-2.95%,40.71%,0.37,+0.0041%,-0.0008%,$19.9m
2,Ethereum Classic-ETC,$40.57,+19.16%,$8.5b,$693.6m,+51.86%,2.86%,0.08,+0.0018%,+0.0035%,$21.7m
3,Solana-SOL,$32.85,+4.29%,$1.2b,$398.6m,+2.94%,1.64%,0.32,+0.0089%,+0.0091%,$2.0m
4,Cardano-ADA,$0.4954,+1.20%,$1.1b,$307.3m,-3.30%,1.27%,0.29,+0.0092%,+0.0053%,$1.6m
5,EOS-EOS,$1.52,+4.72%,$847.6m,$184.2m,+0.84%,0.76%,0.22,+0.0076%,+0.0067%,$1.8m
6,Ripple-XRP,$0.3343,+2.79%,$735.2m,$328.9m,-1.01%,1.36%,0.45,+0.0051%,+0.0021%,$1.2m
7,Binance Coin-BNB,$280.43,+1.94%,$728.4m,$269.5m,+0.17%,1.11%,0.37,+0.0106%,+0.0098%,$624.5k
8,Ravencoin-RVN,$0.0396,+19.48%,$713.1m,$34.1m,+37.21%,0.14%,0.05,-0.0292%,+0.0207%,$1.8m
9,Polygon-MATIC,$0.8910,+2.10%,$685.7m,$220.8m,-1.87%,0.91%,0.32,+0.0000%,-0.0036%,$1.0m
10,Litecoin-LTC,$59.67,-0.64%,$656.6m,$214.1m,-5.00%,0.88%,0.33,+0.0106%,+0.0048%,$1.0m
11,Avalanche-AVAX,$19.94,+6.78%,$631.4m,$146.9m,+0.57%,0.61%,0.23,+0.0147%,-0.0047%,$1.3m
12,Optimism-OP,$1.22,+8.20%,$578.4m,$67.7m,-6.98%,0.28%,0.12,+0.0116%,+0.0103%,$830.6k
13,Cosmos-ATOM,$12.41,-3.08%,$492.6m,$123.5m,-13.83%,0.51%,0.25,+0.0056%,-0.0022%,$672.8k
14,Polkadot-DOT,$7.56,+0.65%,$468.8m,$283.8m,-2.12%,1.17%,0.61,+0.0106%,-0.0058%,$436.8k
15,Chiliz-CHZ,$0.2045,-0.55%,$402.4m,$95.8m,-3.30%,0.39%,0.24,+0.0139%,+0.0049%,$519.0k
16,Filecoin-FIL,$6.15,+2.71%,$400.2m,$111.4m,-3.30%,0.46%,0.28,+0.0040%,+0.0085%,$703.3k
17,Dogecoin-DOGE,$0.0628,+1.31%,$391.4m,$126.9m,-1.79%,0.52%,0.32,+0.0115%,+0.0072%,$466.2k
18,Chainlink-LINK,$7.20,+0.50%,$376.7m,$112.4m,-8.75%,0.46%,0.30,+0.0067%,+0.0055%,$2.9m
19,NEAR Protocol-NEAR,$4.44,+6.70%,$364.8m,$103.7m,+15.62%,0.43%,0.28,+0.0088%,+0.0026%,$630.5k
20,Curve DAO Token-CRV,$1.16,+6.86%,$342.2m,$67.8m,+13.93%,0.28%,0.20,+0.0158%,+0.0071%,$660.2k
21,Bitcoin Cash-BCH,$124.64,+5.13%,$333.9m,$187.4m,+7.80%,0.77%,0.56,+0.0029%,-0.0022%,$632.8k
22,1000SHIB-1000SHIB,$0.0125,+1.35%,$291.5m,$45.1m,-6.02%,0.19%,0.15,+0.0097%,+0.0092%,$608.2k
23,Tellor-TRB,$16.86,-7.53%,$271.7m,$48.3m,-18.20%,0.20%,0.18,-0.2005%,-0.1132%,$555.6k
24,STEPN-GMT,$0.6902,+0.83%,$250.0m,$111.2m,+0.14%,0.46%,0.44,+0.0050%,+0.0070%,$362.2k
25,The Sandbox-SAND,$0.9592,+1.12%,$198.4m,$84.1m,-1.52%,0.35%,0.42,+0.0101%,+0.0065%,$409.4k
26,ApeCoin-APE,$4.71,+0.19%,$179.2m,$68.1m,+0.25%,0.28%,0.38,+0.0076%,+0.0083%,$152.4k
27,Axie Infinity-AXS,$14.38,+0.84%,$176.4m,$83.9m,-2.01%,0.35%,0.48,-0.0186%,-0.0125%,$154.9k
28,Ethereum Name Service-ENS,$14.61,+6.77%,$171.8m,$32.0m,+19.84%,0.13%,0.19,-0.0036%,+0.0013%,$450.8k
29,Stargate Finance-STG,$0.6593,+14.02%,$158.8m,$19.5m,+11.46%,0.08%,0.12,-0.1057%,-0.1228%,$274.2k
30,Helium-HNT,$3.64,-8.05%,$147.5m,$21.4m,-4.21%,0.09%,0.14,+0.0060%,+0.0005%,$294.7k
31,Aave-AAVE,$90.92,+2.76%,$137.6m,$50.4m,+8.22%,0.21%,0.37,+0.0031%,+0.0026%,$243.9k
32,Fantom-FTM,$0.2673,+1.65%,$136.6m,$50.0m,-3.65%,0.21%,0.37,+0.0098%,+0.0075%,$137.8k
33,SushiSwap-SUSHI,$1.22,+5.47%,$136.3m,$34.3m,+13.73%,0.14%,0.25,+0.0128%,-0.0010%,$255.5k
34,Uniswap-UNI,$6.42,+1.86%,$133.6m,$47.5m,+1.56%,0.20%,0.36,+0.0030%,-0.0165%,$171.7k
35,Unifi Protocol DAO-UNFI,$7.73,+1.32%,$119.3m,$19.8m,-13.18%,0.08%,0.17,+0.0075%,+0.0085%,$109.1k
36,Terra-LUNA,$1.96,+3.09%,$118.7m,$7.9m,-5.86%,0.03%,0.07,-0.0231%,-0.0068%,$499.0k
37,Tron-TRX,$0.0637,+1.45%,$114.8m,$143.1m,+1.08%,0.59%,1.25,+0.0026%,+0.0000%,$66.8k
38,Decentraland-MANA,$0.7930,+0.50%,$95.4m,$40.3m,-1.86%,0.17%,0.42,+0.0078%,+0.0048%,$177.9k
39,Synthetix Network Token-SNX,$3.00,+0.23%,$94.3m,$34.2m,-3.66%,0.14%,0.36,-0.0019%,-0.0058%,$101.5k
40,Waves-WAVES,$4.58,+1.76%,$86.7m,$51.9m,-1.66%,0.21%,0.60,+0.0122%,+0.0056%,$209.3k
41,Gala-GALA,$0.0505,+0.30%,$82.7m,$35.6m,+0.06%,0.15%,0.43,+0.0106%,+0.0066%,$33.8k
42,Monero-XMR,$155.11,-1.14%,$78.3m,$46.3m,-8.97%,0.19%,0.59,+0.0062%,-0.0036%,$118.6k
43,THETA-THETA,$1.17,+0.14%,$74.3m,$23.3m,-1.63%,0.10%,0.31,-0.0012%,+0.0070%,$115.5k
44,THORChain-RUNE,$1.94,+3.26%,$69.2m,$23.7m,+6.28%,0.10%,0.34,+0.0080%,+0.0076%,$56.8k
45,yearn.finance-YFI,"$9,401.21",-1.04%,$69.0m,$36.7m,-6.13%,0.15%,0.53,-0.0080%,-0.0132%,$96.8k
46,Lido DAO Token-LDO,$2.16,+9.53%,$68.3m,$21.5m,+22.11%,0.09%,0.31,+0.0054%,+0.0055%,$228.5k
47,Ankr-ANKR,$0.0359,+2.44%,$67.0m,$14.9m,-3.65%,0.06%,0.22,+0.0017%,-0.0079%,$169.8k
48,SHIBA INU-SHIB,$0.0000,+0.77%,$65.7m,$20.2m,-4.30%,0.08%,0.31,+0.0045%,+0.0092%,$112.5k
49,ConstitutionDAO-PEOPLE,$0.0208,+0.01%,$64.1m,$25.6m,-0.44%,0.11%,0.40,+0.0120%,-0.0075%,$54.0k
50,CertiK-CTK,$0.9969,-3.35%,$60.9m,$9.8m,-21.35%,0.04%,0.16,-0.0010%,+0.0039%,$132.9k
51,dYdX-DYDX,$1.59,+2.21%,$59.4m,$36.8m,-1.87%,0.15%,0.62,+0.0005%,+0.0030%,$34.7k
52,ZCash-ZEC,$63.30,+0.41%,$54.4m,$21.1m,-1.31%,0.09%,0.39,+0.0168%,+0.0010%,$144.5k
53,Celsius-CEL,$1.51,+2.29%,$53.6m,$26.0m,-3.84%,0.11%,0.48,-0.2259%,-0.3067%,$411.1k
54,Terra Classic-LUNC,$0.0004,+19.50%,$50.7m,$2.1m,+21.17%,0.01%,0.04,+0.0100%,+0.0100%,$424.4k
55,Balancer-BAL,$7.41,+0.91%,$49.7m,$17.5m,-2.60%,0.07%,0.35,-0.0109%,-0.0107%,$143.8k
56,Algorand-ALGO,$0.3012,+0.20%,$49.6m,$29.5m,-1.40%,0.12%,0.59,+0.0066%,+0.0035%,$36.9k
57,LUNA2-LUNA2,n/a,n/a,$47.0m,$4.4m,+9.89%,0.02%,0.09,+0.0100%,+0.0100%,$199.2k
58,Stellar Lumens-XLM,$0.1060,+1.87%,$46.7m,$37.9m,+1.07%,0.16%,0.81,+0.0064%,+0.0059%,$15.8k
59,Harmony-ONE,$0.0213,+3.71%,$45.7m,$16.3m,+5.43%,0.07%,0.36,+0.0074%,+0.0072%,$39.2k
60,Tezos-XTZ,$1.57,+3.27%,$44.3m,$28.3m,+3.73%,0.12%,0.64,+0.0080%,+0.0042%,$31.7k
61,Jasmy-JASMY,$0.0090,+3.69%,$44.1m,$11.2m,-4.15%,0.05%,0.25,+0.0033%,+0.0078%,$29.4k
62,BitDAO-BIT,$0.6380,+2.23%,$43.9m,$25.3m,-6.90%,0.10%,0.58,+0.0063%,+0.0058%,$82.9k
63,Flow (Dapper labs)-FLOW,$1.91,+0.50%,$43.5m,$24.9m,-0.79%,0.10%,0.57,+0.0042%,+0.0043%,$60.9k
64,Kyber Network Crystal-KNC,$1.69,+1.84%,$43.0m,$18.2m,-0.31%,0.07%,0.42,-0.0140%,-0.0240%,$68.9k
65,The Graph-GRT,$0.1066,+4.90%,$42.4m,$23.0m,+6.72%,0.09%,0.54,+0.0124%,+0.0047%,$34.7k
66,1inch-1INCH,$0.6598,-0.05%,$42.3m,$22.7m,-1.88%,0.09%,0.54,+0.0085%,-0.0061%,$30.6k
67,Compound-COMP,$49.22,+3.31%,$41.6m,$23.1m,+3.91%,0.09%,0.55,-0.0031%,-0.0241%,$37.9k
68,Elrond-EGLD,$52.30,+2.54%,$40.8m,$17.5m,+10.13%,0.07%,0.43,+0.0118%,+0.0058%,$63.9k
69,Serum-SRM,$0.8091,+2.48%,$40.6m,$26.1m,+3.64%,0.11%,0.64,+0.0106%,-0.0129%,$27.2k
70,Zilliqa-ZIL,$0.0362,+1.79%,$40.2m,$23.6m,-3.12%,0.10%,0.59,+0.0101%,+0.0079%,$11.4k
71,Kusama-KSM,$50.38,+2.22%,$39.6m,$16.4m,-0.53%,0.07%,0.41,-0.0049%,+0.0077%,$55.5k
72,Chromia-CHR,$0.1861,+3.46%,$34.3m,$9.6m,+8.53%,0.04%,0.28,-0.0089%,-0.0092%,$70.2k
73,VeChain-VET,$0.0247,+1.88%,$34.2m,$17.6m,+2.58%,0.07%,0.51,+0.0085%,+0.0081%,$24.8k
74,NEO-NEO,$9.38,+2.53%,$33.9m,$14.0m,-1.39%,0.06%,0.41,+0.0130%,+0.0005%,$13.4k
75,Enjin Coin-ENJ,$0.5351,+2.31%,$33.5m,$15.6m,+3.37%,0.06%,0.47,+0.0081%,+0.0016%,$19.4k
76,Flamingo-FLM,$0.1185,+1.91%,$33.4m,$18.4m,-0.97%,0.08%,0.55,-0.0235%,-0.0561%,$21.9k
77,Qtum-QTUM,$3.28,+4.35%,$33.2m,$16.2m,+3.86%,0.07%,0.49,+0.0091%,-0.0013%,$47.2k
78,Loopring-LRC,$0.3611,+1.61%,$33.1m,$13.9m,+2.36%,0.06%,0.42,+0.0056%,+0.0033%,$21.5k
79,BinaryX-BNX,$139.57,+6.14%,$32.2m,$26.0m,+2.06%,0.11%,0.81,+0.0092%,+0.0100%,$151.9k
80,Internet Computer-ICP,$6.73,+4.10%,$31.6m,$13.8m,+3.53%,0.06%,0.44,+0.0051%,-0.0004%,$22.2k
81,FOOTBALL-FOOTBALL,"$1,099.08",-3.88%,$31.1m,$6.9m,-7.71%,0.03%,0.22,+0.5334%,+0.0860%,$154.8k
82,Project Galaxy-GAL,$2.63,+7.63%,$30.9m,$13.6m,+14.57%,0.06%,0.44,-0.0003%,+0.0041%,$31.8k
83,Oasis Network-ROSE,$0.0636,+0.81%,$29.6m,$12.4m,+6.21%,0.05%,0.42,+0.0083%,+0.0077%,$18.0k
84,Dash-DASH,$46.87,-0.60%,$29.2m,$14.4m,-4.60%,0.06%,0.49,-0.0053%,+0.0244%,$49.8k
85,Kava-KAVA,$1.67,+0.52%,$28.4m,$11.1m,-4.46%,0.05%,0.39,+0.0021%,-0.0043%,$16.1k
86,Audius-AUDIO,$0.2864,+0.02%,$26.8m,$7.7m,-2.23%,0.03%,0.29,+0.0008%,+0.0061%,$32.9k
87,Ren-REN,$0.1245,+0.46%,$26.5m,$8.7m,+10.89%,0.04%,0.33,+0.0011%,+0.0088%,$58.0k
88,Reserve Rights-RSR,$0.0063,+0.40%,$25.5m,$14.8m,-0.31%,0.06%,0.58,+0.0138%,+0.0074%,$39.8k
89,iExec RLC-RLC,$1.14,+2.63%,$25.4m,$6.2m,-4.29%,0.03%,0.25,-0.0216%,-0.0300%,$52.5k
90,MyNeighborAlice-ALICE,$2.13,+2.00%,$24.6m,$10.8m,+0.63%,0.04%,0.44,+0.0074%,+0.0072%,$31.3k
91,Maker-MKR,$746.22,-0.15%,$24.5m,$15.7m,-0.80%,0.06%,0.64,+0.0013%,-0.0050%,$27.3k
