,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,577.58",-0.08%,$36.3b,$6.9b,-1.00%,30.04%,0.19,-0.0046%,-0.0037%,$72.1m
1,Bitcoin-BTC,"$20,022.46",-0.22%,$28.9b,$9.6b,-1.83%,41.58%,0.33,-0.0028%,-0.0007%,$27.5m
2,Ethereum Classic-ETC,$32.65,-0.09%,$1.5b,$377.5m,-3.98%,1.64%,0.25,-0.0136%,-0.0147%,$4.0m
3,EOS-EOS,$1.54,+1.66%,$1.2b,$202.0m,+1.77%,0.88%,0.17,-0.0128%,-0.0098%,$2.5m
4,Polygon-MATIC,$0.8829,+0.97%,$1.1b,$236.6m,+0.13%,1.03%,0.21,-0.0079%,-0.0025%,$1.7m
5,Solana-SOL,$31.20,-0.44%,$1.1b,$385.4m,-1.44%,1.67%,0.36,-0.0019%,+0.0006%,$1.7m
6,Litecoin-LTC,$60.92,+6.63%,$956.2m,$232.7m,+17.15%,1.01%,0.24,+0.0051%,+0.0019%,$2.8m
7,Chiliz-CHZ,$0.2210,+4.91%,$782.5m,$101.9m,+8.99%,0.44%,0.13,+0.0104%,+0.0021%,$1.2m
8,Optimism-OP,$1.24,+4.95%,$771.7m,$74.6m,+14.77%,0.32%,0.10,+0.0138%,+0.0109%,$1.2m
9,Binance Coin-BNB,$277.93,+0.40%,$663.0m,$261.0m,-4.87%,1.13%,0.39,-0.0060%,-0.0027%,$340.9k
10,Cosmos-ATOM,$12.73,+1.00%,$607.8m,$130.8m,-2.32%,0.57%,0.22,-0.0019%,+0.0040%,$866.9k
11,Cardano-ADA,$0.4574,+0.35%,$569.6m,$268.0m,-2.44%,1.16%,0.47,-0.0036%,+0.0057%,$421.3k
12,Ripple-XRP,$0.3299,-0.44%,$567.0m,$319.7m,-2.17%,1.39%,0.56,+0.0065%,+0.0022%,$588.1k
13,Avalanche-AVAX,$18.95,-0.80%,$496.9m,$137.4m,+1.32%,0.60%,0.28,-0.0268%,-0.0268%,$1.0m
14,Tellor-TRB,$19.03,-6.69%,$468.2m,$69.8m,+5.15%,0.30%,0.15,-1.2310%,-1.0636%,$361.1k
15,Polkadot-DOT,$7.29,+1.70%,$448.3m,$271.7m,+2.42%,1.18%,0.61,+0.0046%,+0.0036%,$914.2k
16,Chainlink-LINK,$6.94,+0.82%,$350.7m,$103.2m,-1.98%,0.45%,0.29,+0.0095%,+0.0135%,$697.4k
17,NEAR Protocol-NEAR,$4.20,-2.95%,$340.4m,$90.8m,-6.45%,0.39%,0.27,+0.0016%,+0.0001%,$802.9k
18,Dogecoin-DOGE,$0.0616,-0.82%,$314.4m,$121.9m,-0.48%,0.53%,0.39,-0.0004%,+0.0023%,$453.0k
19,STEPN-GMT,$0.6741,-0.91%,$310.7m,$107.8m,-2.22%,0.47%,0.35,+0.0020%,+0.0009%,$800.4k
20,Filecoin-FIL,$5.84,+1.63%,$281.7m,$101.7m,+0.24%,0.44%,0.36,+0.0075%,+0.0071%,$346.2k
21,1inch-1INCH,$0.6994,+3.37%,$256.8m,$29.3m,+42.59%,0.13%,0.11,+0.0054%,-0.0195%,$493.5k
22,yearn.finance-YFI,"$9,999.55",+9.14%,$243.7m,$48.0m,+30.80%,0.21%,0.20,+0.0054%,+0.0127%,$485.8k
23,Curve DAO Token-CRV,$1.10,-3.32%,$237.0m,$57.6m,-4.47%,0.25%,0.24,-0.0191%,-0.0168%,$524.7k
24,Bitcoin Cash-BCH,$116.52,+0.15%,$216.4m,$165.2m,-2.36%,0.72%,0.76,-0.0062%,-0.0014%,$295.8k
