,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,555.20",-0.88%,$13.1b,$6.9b,-0.13%,29.32%,0.53,-0.0032%,-0.0065%,$21.3m
1,Bitcoin-BTC,"$19,790.55",-0.81%,$11.2b,$10.0b,+3.94%,42.31%,0.90,-0.0023%,-0.0028%,$6.1m
2,Filecoin-FIL,$6.32,-0.98%,$1.2b,$138.9m,+8.38%,0.59%,0.12,+0.0149%,-0.0041%,$1.3m
3,Cardano-ADA,$0.4933,+4.45%,$1.2b,$341.2m,+18.39%,1.44%,0.29,-0.0149%,-0.0300%,$2.3m
4,Litecoin-LTC,$59.65,-2.71%,$639.7m,$230.0m,-5.64%,0.97%,0.36,+0.0003%,+0.0099%,$767.8k
5,Ethereum Classic-ETC,$32.20,-1.36%,$619.6m,$384.2m,+0.46%,1.62%,0.62,-0.0077%,-0.0003%,$271.8k
6,EOS-EOS,$1.52,-3.10%,$607.8m,$193.2m,-6.97%,0.82%,0.32,+0.0089%,+0.0041%,$702.5k
7,Axie Infinity-AXS,$14.59,+2.72%,$501.7m,$103.3m,+23.36%,0.44%,0.21,-0.0169%,+0.0006%,$694.2k
8,Polygon-MATIC,$0.8863,+0.75%,$492.0m,$239.5m,+0.51%,1.01%,0.49,+0.0042%,-0.0080%,$366.9k
9,Solana-SOL,$31.48,+0.88%,$476.6m,$391.8m,+0.39%,1.66%,0.82,+0.0001%,+0.0092%,$524.3k
10,Chiliz-CHZ,$0.2130,-3.96%,$442.5m,$98.9m,-5.67%,0.42%,0.22,+0.0073%,+0.0091%,$492.3k
11,Cosmos-ATOM,$12.60,+0.99%,$425.8m,$134.8m,+5.17%,0.57%,0.32,+0.0016%,-0.0041%,$526.1k
12,Optimism-OP,$1.17,-1.99%,$340.2m,$70.3m,-2.71%,0.30%,0.21,+0.0047%,+0.0044%,$337.9k
13,Binance Coin-BNB,$278.35,+0.46%,$314.8m,$260.3m,-0.27%,1.10%,0.83,+0.0052%,+0.0106%,$80.1k
14,Dogecoin-DOGE,$0.0626,-1.19%,$312.4m,$127.5m,-0.58%,0.54%,0.41,+0.0128%,+0.0170%,$359.5k
15,Tellor-TRB,$18.46,-3.88%,$285.0m,$66.9m,-8.42%,0.28%,0.23,-0.3802%,-0.2557%,$208.5k
16,Ripple-XRP,$0.3316,+0.35%,$255.5m,$320.9m,+0.25%,1.36%,1.26,-0.0018%,+0.0012%,$118.5k
17,Avalanche-AVAX,$18.92,+0.12%,$253.1m,$136.0m,-0.31%,0.57%,0.54,-0.0085%,+0.0033%,$128.9k
18,STEPN-GMT,$0.6930,+2.19%,$204.6m,$113.6m,+3.40%,0.48%,0.56,-0.0018%,+0.0026%,$356.9k
19,Polkadot-DOT,$7.33,+0.57%,$192.9m,$269.9m,-0.26%,1.14%,1.40,+0.0010%,+0.0036%,$98.0k
20,Unifi Protocol DAO-UNFI,$7.96,+3.90%,$148.7m,$24.0m,+12.36%,0.10%,0.16,+0.0096%,+0.0092%,$109.5k
21,Chainlink-LINK,$6.88,-0.36%,$148.1m,$101.1m,-1.09%,0.43%,0.68,+0.0052%,+0.0066%,$191.2k
22,1000SHIB-1000SHIB,$0.0123,-0.31%,$146.0m,$40.0m,+0.97%,0.17%,0.27,+0.0100%,+0.0100%,$178.0k
23,ApeCoin-APE,$4.80,+1.19%,$132.4m,$69.2m,+2.60%,0.29%,0.52,+0.0007%,-0.0004%,$187.5k
24,NEAR Protocol-NEAR,$4.18,-0.05%,$127.6m,$90.0m,-0.34%,0.38%,0.71,+0.0033%,+0.0053%,$102.5k
25,Bitcoin Cash-BCH,$117.68,-0.28%,$124.8m,$170.3m,+1.94%,0.72%,1.36,-0.0090%,+0.0004%,$58.7k
26,Curve DAO Token-CRV,$1.07,-1.89%,$111.6m,$58.8m,+0.93%,0.25%,0.53,-0.0088%,+0.0045%,$161.4k
27,Helium-HNT,$4.15,-9.18%,$104.3m,$20.2m,+25.09%,0.09%,0.19,+0.0356%,+0.0393%,$339.9k
28,The Sandbox-SAND,$0.9305,+0.45%,$101.3m,$77.8m,+3.28%,0.33%,0.77,+0.0105%,+0.0075%,$36.2k
29,yearn.finance-YFI,"$9,555.79",-1.24%,$95.6m,$40.7m,-9.09%,0.17%,0.43,+0.0085%,+0.0008%,$136.5k
30,Waves-WAVES,$4.56,+1.40%,$88.0m,$54.0m,+2.34%,0.23%,0.61,+0.0068%,+0.0092%,$79.2k
31,Algorand-ALGO,$0.3107,+2.58%,$87.2m,$32.5m,+9.88%,0.14%,0.37,+0.0033%,-0.0038%,$51.0k
32,Synthetix Network Token-SNX,$3.02,+1.20%,$80.6m,$36.3m,+0.55%,0.15%,0.45,-0.0309%,-0.0115%,$63.7k
33,Aave-AAVE,$86.93,-1.16%,$77.6m,$45.3m,-4.43%,0.19%,0.58,-0.0156%,-0.0192%,$6.2k
34,Ethereum Name Service-ENS,$13.83,-0.46%,$76.7m,$28.9m,+8.32%,0.12%,0.38,+0.0014%,+0.0001%,$15.3k
35,Fantom-FTM,$0.2693,-0.12%,$70.7m,$49.3m,+2.29%,0.21%,0.70,+0.0062%,+0.0116%,$31.4k
36,ZCash-ZEC,$62.90,+2.62%,$68.3m,$23.5m,+4.12%,0.10%,0.34,-0.0042%,+0.0107%,$39.7k
37,Decentraland-MANA,$0.7910,+2.03%,$67.4m,$40.7m,+3.86%,0.17%,0.60,+0.0104%,+0.0081%,$54.4k
38,CertiK-CTK,$1.02,+0.90%,$65.2m,$11.0m,+2.84%,0.05%,0.17,+0.0100%,+0.0100%,$151.2k
39,ConstitutionDAO-PEOPLE,$0.0212,+2.94%,$63.9m,$28.7m,+9.10%,0.12%,0.45,-0.0053%,+0.0114%,$63.1k
40,Tron-TRX,$0.0629,+0.00%,$60.8m,$141.1m,+2.29%,0.60%,2.32,-0.0015%,-0.0017%,$3.2k
