,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,615.62",+6.29%,$33.4b,$7.1b,+5.14%,30.62%,0.21,-0.0025%,-0.0021%,$84.5m
1,Bitcoin-BTC,"$19,197.49",+2.22%,$23.5b,$9.6b,-3.28%,41.12%,0.41,+0.0007%,+0.0010%,$26.7m
2,Ethereum Classic-ETC,$36.76,+7.61%,$4.8b,$510.4m,+2.53%,2.19%,0.11,-0.0037%,-0.0039%,$12.2m
3,EOS-EOS,$1.63,+9.80%,$2.2b,$246.2m,+32.42%,1.05%,0.11,+0.0057%,+0.0122%,$5.0m
4,Helium-HNT,$4.89,+21.73%,$1.5b,$38.2m,+49.29%,0.16%,0.03,-0.1072%,-0.0905%,$2.5m
5,Solana-SOL,$32.74,+4.93%,$1.2b,$395.9m,+6.37%,1.70%,0.33,+0.0094%,+0.0109%,$2.1m
6,Cardano-ADA,$0.4704,+1.94%,$703.5m,$275.7m,-1.46%,1.18%,0.39,+0.0033%,+0.0084%,$815.5k
7,Binance Coin-BNB,$277.32,+4.82%,$700.4m,$278.9m,-1.91%,1.19%,0.40,+0.0096%,+0.0061%,$733.7k
8,Ripple-XRP,$0.3303,+2.95%,$654.6m,$322.2m,-0.10%,1.38%,0.49,+0.0054%,+0.0045%,$1.1m
9,Cosmos-ATOM,$12.88,+8.14%,$596.0m,$131.7m,+21.59%,0.56%,0.22,+0.0150%,-0.0085%,$1.2m
10,Polygon-MATIC,$0.8332,+3.23%,$530.9m,$188.5m,+0.38%,0.81%,0.35,+0.0017%,-0.0016%,$765.6k
11,NEAR Protocol-NEAR,$4.49,+9.69%,$484.5m,$119.5m,+30.78%,0.51%,0.25,-0.0013%,-0.0007%,$1.0m
12,Stargate Finance-STG,$0.7823,+8.07%,$482.7m,$31.4m,-17.61%,0.13%,0.07,+0.0062%,+0.0067%,$842.1k
13,Avalanche-AVAX,$18.78,+1.69%,$470.9m,$129.6m,-0.54%,0.56%,0.28,+0.0117%,+0.0124%,$709.6k
14,Litecoin-LTC,$56.94,+4.61%,$450.3m,$190.3m,-0.24%,0.82%,0.42,-0.0042%,-0.0049%,$380.7k
15,Polkadot-DOT,$7.11,+2.28%,$380.0m,$265.4m,+2.41%,1.14%,0.70,+0.0001%,-0.0056%,$349.6k
16,Optimism-OP,$1.16,+4.97%,$366.3m,$58.5m,-2.21%,0.25%,0.16,-0.0001%,+0.0011%,$537.3k
17,Chiliz-CHZ,$0.1879,+0.22%,$354.5m,$76.3m,-2.36%,0.33%,0.22,+0.0075%,+0.0061%,$487.2k
18,Dogecoin-DOGE,$0.0603,+1.96%,$298.9m,$119.4m,+0.20%,0.51%,0.40,+0.0133%,+0.0104%,$522.9k
19,Filecoin-FIL,$5.78,+1.04%,$297.4m,$103.3m,+0.90%,0.44%,0.35,+0.0077%,+0.0116%,$663.8k
