,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,655.03",+6.10%,$28.3b,$7.2b,+4.01%,29.78%,0.25,-0.0051%,-0.0030%,$80.7m
1,Bitcoin-BTC,"$19,816.78",+0.58%,$23.5b,$10.0b,+0.40%,41.30%,0.43,+0.0016%,+0.0050%,$19.1m
2,Ethereum Classic-ETC,$40.42,+25.77%,$7.0b,$680.0m,+77.72%,2.80%,0.10,-0.0031%,-0.0017%,$19.5m
3,Solana-SOL,$32.90,+4.22%,$1.1b,$390.4m,-0.75%,1.61%,0.35,+0.0088%,+0.0120%,$2.1m
4,Cardano-ADA,$0.5085,+3.61%,$1.1b,$317.7m,-4.41%,1.31%,0.30,+0.0025%,+0.0050%,$1.6m
5,EOS-EOS,$1.56,+6.86%,$822.8m,$193.5m,+5.16%,0.80%,0.24,+0.0080%,+0.0076%,$2.1m
6,Binance Coin-BNB,$282.00,+2.15%,$718.3m,$263.5m,+1.14%,1.09%,0.37,+0.0049%,+0.0071%,$762.1k
7,Polygon-MATIC,$0.8948,+1.58%,$713.5m,$219.1m,-4.24%,0.90%,0.31,-0.0002%,+0.0024%,$1.2m
8,Ripple-XRP,$0.3349,+2.58%,$709.0m,$331.4m,+3.03%,1.37%,0.47,+0.0011%,+0.0049%,$1.4m
9,Ravencoin-RVN,$0.0373,+15.00%,$636.8m,$30.5m,+32.74%,0.13%,0.05,+0.0237%,-0.0419%,$1.6m
10,Litecoin-LTC,$60.43,+1.47%,$616.0m,$218.4m,-2.32%,0.90%,0.35,+0.0015%,+0.0090%,$1.1m
11,Avalanche-AVAX,$20.06,+6.65%,$568.1m,$144.4m,-1.70%,0.60%,0.25,-0.0017%,+0.0182%,$1.4m
12,Optimism-OP,$1.22,+5.93%,$501.7m,$69.1m,-1.34%,0.29%,0.14,+0.0059%,+0.0055%,$1.1m
13,Polkadot-DOT,$7.59,+0.93%,$500.0m,$281.9m,-1.98%,1.16%,0.56,-0.0033%,+0.0103%,$493.2k
14,Cosmos-ATOM,$12.55,-1.06%,$482.6m,$124.1m,-12.12%,0.51%,0.26,-0.0078%,+0.0032%,$772.3k
