,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,777.65",+0.27%,$17.3b,$10.2b,+0.41%,42.20%,0.59,+0.0019%,+0.0024%,$8.6m
1,Ethereum-ETH,"$1,583.43",+2.05%,$16.7b,$7.1b,+1.47%,29.37%,0.43,-0.0053%,-0.0037%,$21.3m
2,Ethereum Classic-ETC,$34.72,+8.18%,$1.6b,$500.5m,+30.17%,2.07%,0.31,-0.0103%,-0.0055%,$2.5m
3,Cardano-ADA,$0.4906,-1.39%,$943.3m,$317.2m,-11.10%,1.31%,0.34,+0.0057%,+0.0060%,$1.2m
4,Solana-SOL,$31.56,-0.16%,$717.1m,$388.9m,-0.59%,1.61%,0.54,+0.0098%,+0.0071%,$1.2m
5,Ravencoin-RVN,$0.0337,+12.31%,$535.2m,$26.0m,+152.06%,0.11%,0.05,+0.0084%,-0.1550%,$1.0m
6,Litecoin-LTC,$60.17,+2.33%,$528.9m,$225.2m,+2.41%,0.93%,0.43,+0.0081%,+0.0088%,$849.4k
7,Polygon-MATIC,$0.8733,-0.53%,$519.0m,$225.5m,-3.16%,0.93%,0.43,+0.0017%,+0.0016%,$430.6k
8,Cosmos-ATOM,$12.75,+0.00%,$489.8m,$143.5m,-2.67%,0.59%,0.29,-0.0115%,+0.0035%,$948.8k
9,EOS-EOS,$1.46,-1.40%,$473.8m,$182.3m,-2.71%,0.75%,0.38,+0.0059%,+0.0077%,$865.4k
10,Binance Coin-BNB,$275.41,-0.63%,$461.2m,$269.6m,+3.51%,1.11%,0.58,-0.0052%,-0.0038%,$246.5k
11,Polkadot-DOT,$7.52,+4.07%,$416.1m,$290.2m,+9.42%,1.20%,0.70,+0.0027%,+0.0060%,$465.7k
12,Chainlink-LINK,$7.21,+1.37%,$415.5m,$123.5m,+3.46%,0.51%,0.30,+0.0073%,+0.0073%,$346.8k
13,The Sandbox-SAND,$0.9492,-1.85%,$402.1m,$85.6m,-2.83%,0.35%,0.21,+0.0072%,+0.0088%,$593.2k
14,Ripple-XRP,$0.3263,-0.93%,$393.4m,$332.0m,+4.36%,1.37%,0.84,+0.0057%,+0.0072%,$387.7k
15,Avalanche-AVAX,$18.72,-1.16%,$360.7m,$146.4m,+6.13%,0.61%,0.41,-0.0011%,-0.0042%,$312.6k
16,Filecoin-FIL,$6.05,-2.41%,$357.1m,$115.0m,-8.01%,0.48%,0.32,+0.0115%,+0.0114%,$583.3k
17,1000SHIB-1000SHIB,$0.0124,-1.89%,$332.0m,$47.7m,-17.39%,0.20%,0.14,+0.0100%,+0.0007%,$487.7k
18,Chiliz-CHZ,$0.2061,-2.57%,$318.6m,$100.3m,+0.41%,0.41%,0.31,+0.0021%,+0.0127%,$509.8k
19,Dogecoin-DOGE,$0.0621,-1.19%,$279.0m,$129.0m,+0.30%,0.53%,0.46,+0.0086%,+0.0122%,$498.9k
20,STEPN-GMT,$0.6859,-1.01%,$261.7m,$111.1m,-3.37%,0.46%,0.42,-0.0025%,+0.0016%,$261.1k
21,Optimism-OP,$1.14,-1.01%,$260.5m,$74.2m,+8.08%,0.31%,0.28,+0.0028%,+0.0068%,$495.4k
22,NEAR Protocol-NEAR,$4.18,+0.47%,$193.3m,$90.6m,+0.83%,0.37%,0.47,+0.0032%,+0.0037%,$275.1k
23,Bitcoin Cash-BCH,$123.03,+5.55%,$190.0m,$185.9m,+10.54%,0.77%,0.98,-0.0039%,-0.0041%,$198.9k
24,Axie Infinity-AXS,$14.13,-2.33%,$188.4m,$85.8m,-6.09%,0.35%,0.46,-0.0172%,-0.0024%,$652.3k
25,Tellor-TRB,$18.28,-0.46%,$178.7m,$59.7m,-9.60%,0.25%,0.33,-0.2030%,-0.1524%,$217.9k
26,Unifi Protocol DAO-UNFI,$7.67,-2.61%,$146.6m,$23.2m,+8.24%,0.10%,0.16,+0.0098%,+0.0061%,$279.3k
27,ApeCoin-APE,$4.70,-0.92%,$145.7m,$68.4m,-0.69%,0.28%,0.47,+0.0028%,+0.0015%,$187.8k
28,Helium-HNT,$3.93,-6.46%,$142.2m,$22.1m,+4.17%,0.09%,0.16,+0.0067%,+0.0025%,$334.2k
29,Curve DAO Token-CRV,$1.09,+1.24%,$139.7m,$59.9m,+2.15%,0.25%,0.43,+0.0019%,+0.0106%,$81.7k
30,Fantom-FTM,$0.2632,-2.64%,$131.8m,$52.3m,+6.25%,0.22%,0.40,+0.0084%,+0.0044%,$216.9k
31,Decentraland-MANA,$0.7916,-2.53%,$101.0m,$41.2m,-8.67%,0.17%,0.41,+0.0035%,+0.0070%,$86.1k
32,Uniswap-UNI,$6.31,-1.93%,$91.7m,$47.1m,+0.02%,0.19%,0.51,-0.0120%,+0.0091%,$79.5k
33,Tron-TRX,$0.0627,-0.31%,$87.5m,$141.4m,-0.49%,0.58%,1.62,-0.0107%,-0.0069%,$10.6k
34,Aave-AAVE,$88.23,+0.39%,$81.5m,$46.4m,+0.29%,0.19%,0.57,+0.0055%,+0.0068%,$15.4k
35,Monero-XMR,$156.99,+1.24%,$80.4m,$50.9m,+6.91%,0.21%,0.63,+0.0007%,+0.0085%,$22.5k
36,Waves-WAVES,$4.52,-0.93%,$77.7m,$52.9m,+1.03%,0.22%,0.68,+0.0038%,+0.0097%,$97.2k
37,Gala-GALA,$0.0504,-1.55%,$76.1m,$35.5m,-2.78%,0.15%,0.47,+0.0084%,+0.0048%,$88.0k
38,Ethereum Name Service-ENS,$13.97,+2.22%,$73.7m,$28.7m,+3.18%,0.12%,0.39,+0.0073%,+0.0064%,$60.2k
39,Stargate Finance-STG,$0.5916,-4.37%,$71.7m,$18.5m,+17.85%,0.08%,0.26,-0.1726%,-0.2135%,$103.7k
40,SHIBA INU-SHIB,$0.0000,-1.53%,$70.2m,$21.4m,-4.22%,0.09%,0.30,+0.0062%,+0.0097%,$297.6k
41,CertiK-CTK,$1.03,+2.20%,$64.9m,$12.3m,+7.96%,0.05%,0.19,-0.0064%,-0.0166%,$97.5k
42,SushiSwap-SUSHI,$1.16,+3.18%,$61.4m,$30.6m,+4.30%,0.13%,0.50,-0.0232%,+0.0088%,$49.4k
43,THETA-THETA,$1.17,+1.38%,$61.0m,$23.8m,+6.53%,0.10%,0.39,-0.0073%,+0.0102%,$24.4k
44,Serum-SRM,$0.7913,-0.92%,$60.1m,$25.2m,-2.43%,0.10%,0.42,-0.0119%,-0.0001%,$61.8k
45,yearn.finance-YFI,"$9,519.52",+0.99%,$58.5m,$39.2m,-0.70%,0.16%,0.67,+0.0097%,+0.0034%,$72.2k
46,ConstitutionDAO-PEOPLE,$0.0209,-0.29%,$57.4m,$26.0m,-6.98%,0.11%,0.45,-0.0053%,+0.0121%,$85.9k
47,Terra-LUNA,$1.90,+5.78%,$55.0m,$8.4m,+20.25%,0.03%,0.15,+0.0120%,+0.0016%,$117.1k
48,Algorand-ALGO,$0.3024,-2.15%,$52.8m,$30.1m,-5.20%,0.12%,0.57,-0.0064%,+0.0071%,$91.1k
49,Synthetix Network Token-SNX,$3.02,+0.64%,$52.5m,$36.3m,+1.14%,0.15%,0.69,-0.0189%,-0.0045%,$6.8k
50,Ankr-ANKR,$0.0348,+0.42%,$51.8m,$15.7m,+6.70%,0.06%,0.30,-0.0396%,-0.0369%,$109.6k
51,Holo-HOT,$0.0021,-0.48%,$51.1m,$6.2m,+16.45%,0.03%,0.12,+0.0060%,+0.0060%,$147.8k
52,dYdX-DYDX,$1.55,-1.26%,$50.6m,$37.5m,-0.93%,0.16%,0.74,+0.0012%,+0.0061%,$102.8k
53,Harmony-ONE,$0.0206,+1.23%,$48.2m,$15.5m,+8.23%,0.06%,0.32,+0.0072%,+0.0066%,$69.4k
54,Kusama-KSM,$49.66,-1.08%,$46.9m,$16.5m,-13.32%,0.07%,0.35,-0.0029%,-0.0085%,$52.9k
55,OmiseGO-OMG,$1.82,-0.51%,$46.3m,$12.5m,+3.23%,0.05%,0.27,+0.0135%,-0.0011%,$27.6k
56,ZCash-ZEC,$63.27,-0.23%,$45.1m,$22.1m,-8.57%,0.09%,0.49,-0.0052%,+0.0176%,$80.8k
57,Balancer-BAL,$7.39,+4.16%,$43.4m,$18.7m,+10.49%,0.08%,0.43,-0.0035%,+0.0046%,$37.4k
58,Flow (Dapper labs)-FLOW,$1.91,-2.21%,$43.3m,$25.2m,-5.38%,0.10%,0.58,+0.0013%,-0.0002%,$71.4k
59,Kyber Network Crystal-KNC,$1.66,-1.19%,$42.8m,$18.3m,+1.27%,0.08%,0.43,-0.0019%,+0.0097%,$40.6k
60,THORChain-RUNE,$1.89,-1.22%,$42.7m,$22.6m,+3.21%,0.09%,0.53,+0.0069%,+0.0070%,$48.9k
61,FOOTBALL-FOOTBALL,"$1,141.46",+0.68%,$40.6m,$7.5m,-2.25%,0.03%,0.18,+0.0100%,+0.3005%,$43.7k
62,1inch-1INCH,$0.6595,-1.24%,$39.3m,$23.6m,-3.85%,0.10%,0.60,-0.0025%,+0.0138%,$58.2k
63,Tezos-XTZ,$1.51,-1.77%,$38.3m,$27.2m,+1.21%,0.11%,0.71,+0.0057%,+0.0107%,$37.7k
64,BitDAO-BIT,$0.6207,-1.00%,$38.2m,$27.0m,+7.54%,0.11%,0.71,-0.3261%,-0.3247%,$244.0k
65,NEO-NEO,$9.18,-0.83%,$38.1m,$14.2m,+1.49%,0.06%,0.37,-0.0128%,+0.0102%,$18.5k
66,Dusk Network-DUSK,$0.1450,+7.26%,$38.1m,$5.9m,+60.04%,0.02%,0.15,-0.0075%,-0.0134%,$63.4k
67,Zilliqa-ZIL,$0.0357,-0.71%,$37.9m,$24.5m,+5.05%,0.10%,0.64,+0.0047%,+0.0032%,$16.3k
68,Stellar Lumens-XLM,$0.1043,-0.65%,$37.7m,$37.3m,+2.29%,0.15%,0.99,+0.0052%,-0.0051%,$27.3k
69,Lido DAO Token-LDO,$1.99,-0.90%,$35.9m,$18.1m,+4.33%,0.07%,0.50,-0.0297%,-0.0299%,$46.7k
70,VeChain-VET,$0.0243,-1.22%,$34.9m,$17.1m,+3.15%,0.07%,0.49,+0.0081%,+0.0077%,$18.9k
71,Celsius-CEL,$1.46,+2.57%,$34.1m,$26.9m,+1.51%,0.11%,0.79,-0.0906%,-0.1671%,$78.1k
72,Flamingo-FLM,$0.1171,-1.37%,$32.6m,$18.7m,-7.40%,0.08%,0.57,-0.0142%,-0.0124%,$41.9k
73,Compound-COMP,$47.69,-0.63%,$31.7m,$22.5m,-7.46%,0.09%,0.71,+0.0076%,+0.0385%,$24.9k
74,Internet Computer-ICP,$6.51,+2.39%,$30.9m,$13.5m,+2.97%,0.06%,0.44,+0.0008%,+0.0042%,$63.8k
75,Enjin Coin-ENJ,$0.5227,-1.09%,$30.3m,$15.1m,-3.02%,0.06%,0.50,+0.0047%,-0.0002%,$83.3k
76,Dash-DASH,$47.24,+0.74%,$29.7m,$15.4m,-1.94%,0.06%,0.52,+0.0258%,-0.0097%,$21.1k
77,The Graph-GRT,$0.1018,-0.62%,$29.4m,$21.8m,-0.35%,0.09%,0.74,+0.0133%,-0.0095%,$29.6k
78,Storj-STORJ,$0.5459,+0.12%,$28.7m,$11.5m,+0.15%,0.05%,0.40,+0.0074%,+0.0111%,$29.8k
79,Loopring-LRC,$0.3564,-2.36%,$26.9m,$13.6m,-4.83%,0.06%,0.51,+0.0059%,+0.0070%,$14.2k
80,Cartesi-CTSI,$0.1393,-2.76%,$26.8m,$3.4m,+12.20%,0.01%,0.13,-0.0634%,-0.0997%,$22.8k
81,Elrond-EGLD,$51.24,+0.42%,$25.5m,$16.2m,-1.83%,0.07%,0.64,+0.0003%,+0.0076%,$26.4k
82,Icon-ICX,$0.2734,+2.56%,$25.2m,$5.0m,+18.28%,0.02%,0.20,+0.0052%,+0.0048%,$39.2k
83,SKALE Network-SKL,$0.0491,+0.39%,$24.7m,$6.0m,+2.34%,0.02%,0.24,+0.0066%,+0.0066%,$71.0k
84,MyNeighborAlice-ALICE,$2.09,+0.16%,$23.4m,$10.8m,+1.06%,0.04%,0.46,+0.0075%,+0.0067%,$9.0k
85,Oasis Network-ROSE,$0.0631,-1.01%,$23.3m,$11.7m,-2.06%,0.05%,0.50,+0.0077%,+0.0077%,$11.4k
86,Coin98-C98,$0.4282,-2.74%,$22.9m,$14.0m,-8.96%,0.06%,0.61,+0.0016%,+0.0020%,$40.4k
87,Dent-DENT,$0.0010,+0.18%,$22.8m,$6.1m,+8.61%,0.03%,0.27,+0.0069%,+0.0026%,$49.3k
88,1000XEC-1000XEC,$0.0429,-1.56%,$22.8m,$6.9m,-14.04%,0.03%,0.30,+0.0009%,+0.0065%,$63.6k
89,Hedera-HBAR,$0.0612,+0.71%,$22.5m,$9.3m,+1.37%,0.04%,0.41,+0.0008%,+0.0076%,$37.2k
90,Chromia-CHR,$0.1797,+0.79%,$22.3m,$8.8m,-6.40%,0.04%,0.40,+0.0067%,+0.0071%,$9.6k
91,Reserve Rights-RSR,$0.0063,+0.96%,$22.0m,$14.8m,-0.41%,0.06%,0.67,+0.0078%,+0.0115%,$7.8k
92,Injective Protocol-INJ,$1.55,+0.46%,$21.7m,$2.8m,+47.42%,0.01%,0.13,+0.0100%,+0.0083%,$91.8k
93,Kava-KAVA,$1.66,-1.10%,$21.4m,$11.7m,+0.13%,0.05%,0.55,+0.0068%,+0.0045%,$13.4k
94,Mask Network-MASK,$1.35,+2.42%,$20.1m,$7.3m,+11.51%,0.03%,0.36,+0.0215%,+0.0035%,$15.8k
95,Bella Protocol-BEL,$0.6758,-1.74%,$19.6m,$4.0m,-11.71%,0.02%,0.20,+0.0100%,+0.0100%,$33.8k
96,Iota-IOTA,$0.2814,-2.65%,$19.3m,$11.2m,-7.38%,0.05%,0.58,+0.0090%,+0.0064%,$23.1k
97,Ontology-ONT,$0.2379,-0.93%,$18.8m,$9.0m,+2.61%,0.04%,0.48,-0.0091%,+0.0029%,$16.0k
98,Jasmy-JASMY,$0.0087,-1.69%,$18.0m,$11.7m,+0.06%,0.05%,0.65,+0.0073%,+0.0072%,$10.0k
99,Ren-REN,$0.1235,+1.63%,$17.9m,$7.8m,+7.58%,0.03%,0.44,-0.0032%,+0.0034%,$28.6k
100,Terra Classic-LUNC,$0.0003,+32.16%,$17.8m,$1.7m,+6.41%,0.01%,0.10,+0.0100%,+0.0100%,$312.9k
101,Qtum-QTUM,$3.14,-0.88%,$17.7m,$15.7m,+3.00%,0.06%,0.88,+0.0063%,+0.0037%,$4.6k
102,Bluzelle-BLZ,$0.0926,-1.91%,$17.6m,$6.9m,-3.23%,0.03%,0.39,+0.0100%,+0.0090%,$20.8k
103,iExec RLC-RLC,$1.10,-0.96%,$17.5m,$6.5m,+1.45%,0.03%,0.37,-0.0955%,-0.0243%,$16.6k
104,Raydium-RAY,$0.6531,+0.42%,$17.3m,$7.9m,-0.46%,0.03%,0.46,+0.0055%,+0.0054%,$13.7k
105,Basic Attention Token-BAT,$0.3389,-1.30%,$17.2m,$11.0m,-3.60%,0.05%,0.64,+0.0019%,+0.0066%,$12.8k
106,Horizen-ZEN,$16.00,-1.24%,$17.0m,$6.8m,-13.51%,0.03%,0.40,+0.0029%,+0.0083%,$19.8k
107,Maker-MKR,$746.85,+0.75%,$17.0m,$15.8m,-3.32%,0.07%,0.93,+0.0102%,+0.0078%,$3.8k
108,Litentry-LIT,$0.7180,+1.13%,$16.9m,$5.1m,+4.93%,0.02%,0.30,+0.0100%,+0.0100%,$13.2k
109,Project Galaxy-GAL,$2.45,-0.88%,$16.8m,$12.0m,+3.93%,0.05%,0.71,-0.0023%,+0.0016%,$10.2k
110,FTX Token-FTT,$26.20,+0.24%,$16.6m,$68.3m,+0.93%,0.28%,4.11,-0.0072%,-0.0066%,$3.3k
111,Swipe-SXP,$0.3703,-1.69%,$16.4m,$8.2m,-4.62%,0.03%,0.50,+0.0047%,+0.0011%,$21.5k
112,Audius-AUDIO,$0.2851,-2.02%,$15.8m,$7.8m,-3.19%,0.03%,0.50,+0.0054%,+0.0045%,$1.3k
113,LUNA2-LUNA2,n/a,n/a,$15.6m,$4.0m,+16.37%,0.02%,0.26,+0.0100%,+0.0100%,$20.5k
114,Arweave-AR,$10.06,+0.00%,$15.2m,$13.1m,+2.14%,0.05%,0.86,+0.0076%,+0.0072%,$16.0k
115,NEM-XEM,$0.0433,-0.87%,$15.1m,$8.9m,-0.81%,0.04%,0.59,-0.0187%,+0.0138%,$12.9k
116,Badger DAO-BADGER,$5.13,+0.00%,$14.9m,$3.0m,+0.28%,0.01%,0.20,-0.0534%,-0.0692%,$42.6k
117,Metal-MTL,$1.16,+0.95%,$14.2m,$6.7m,+13.75%,0.03%,0.47,-0.0231%,-0.0067%,$1.2k
118,0x-ZRX,$0.2935,-0.56%,$14.2m,$8.4m,+0.03%,0.03%,0.59,+0.0047%,+0.0034%,$6.2k
119,Celo-CELO,$0.8254,-0.24%,$14.1m,$9.3m,+3.28%,0.04%,0.66,+0.0101%,+0.0007%,$14.1k
120,Band Protocol-BAND,$1.30,-1.26%,$14.1m,$5.3m,-3.09%,0.02%,0.37,+0.0012%,+0.0093%,$24.3k
121,BakeryToken-BAKE,$0.2472,-1.16%,$14.1m,$3.6m,-2.39%,0.01%,0.25,+0.0100%,+0.0072%,$10.7k
122,Gitcoin-GTC,$2.27,+0.78%,$14.1m,$4.1m,-11.19%,0.02%,0.29,+0.0057%,+0.0100%,$24.8k
123,Reef-REEF,$0.0037,-2.32%,$13.7m,$4.5m,+2.67%,0.02%,0.33,-0.0015%,-0.0073%,$3.6k
124,Bitcoin SV-BSV,$52.80,+0.08%,$13.5m,$32.8m,+0.94%,0.14%,2.42,+0.0148%,+0.0094%,$4.3k
125,Origin Protocol-OGN,$0.1710,-0.19%,$13.5m,$7.8m,+5.10%,0.03%,0.58,+0.0100%,+0.0100%,$2.8k
126,BinaryX-BNX,$131.82,-2.54%,$13.0m,$25.6m,-8.08%,0.11%,1.96,+0.0100%,+0.0092%,$16.6k
127,Aragon-ANT,$1.84,+0.20%,$13.0m,$5.7m,-4.22%,0.02%,0.44,-0.0011%,+0.0207%,$21.6k
128,Linear-LINA,$0.0082,-1.11%,$12.1m,$4.6m,-8.22%,0.02%,0.38,+0.0055%,-0.0023%,$32.7k
129,API3-API3,$1.69,+0.02%,$11.9m,$4.5m,-1.46%,0.02%,0.38,+0.0038%,+0.0018%,$1.7k
130,Immutable X-IMX,$0.8293,+0.13%,$11.9m,$8.6m,-0.63%,0.04%,0.72,+0.0035%,+0.0049%,$6.4k
131,Livepeer-LPT,$10.75,+2.87%,$11.8m,$7.1m,+7.14%,0.03%,0.60,-0.0008%,+0.0124%,$40.1k
132,DFI.Money-YFII,$975.80,-1.80%,$11.6m,$18.4m,-0.91%,0.08%,1.59,-0.0613%,-0.2354%,$26.4k
133,StormX-STMX,$0.0079,-0.17%,$11.1m,$3.5m,+0.64%,0.01%,0.32,+0.0064%,+0.0084%,$24.7k
134,NKN-NKN,$0.0990,-1.52%,$11.0m,$3.8m,+8.70%,0.02%,0.34,+0.0045%,+0.0051%,$2.7k
135,Coti-COTI,$0.0934,-2.27%,$11.0m,$4.1m,-8.58%,0.02%,0.37,+0.0095%,+0.0091%,$20.4k
136,IOST-IOST,$0.0128,-0.29%,$10.6m,$12.4m,+1.90%,0.05%,1.17,+0.0007%,+0.0091%,$3.0k
137,Ocean Protocol-OCEAN,$0.1642,+0.69%,$9.9m,$3.9m,+4.90%,0.02%,0.40,+0.0100%,+0.0100%,$3.0k
138,Wootrade-WOO,$0.1536,-0.13%,$9.3m,$4.3m,-0.71%,0.02%,0.46,+0.0100%,+0.0100%,$921.5
139,SafePal-SFP,$0.3823,+1.66%,$9.2m,$5.5m,-4.51%,0.02%,0.60,+0.0100%,+0.0081%,$14.3k
140,Automata Network-ATA,$0.1572,+1.09%,$9.1m,$2.8m,-5.16%,0.01%,0.30,+0.0100%,+0.0100%,$9.3k
141,Request-REQ,$0.1223,+10.59%,$9.1m,$1.2m,+248.73%,0.00%,0.13,-0.2224%,-0.2224%,$63.5k
142,Mines of Dalarnia-DAR,$0.2467,-0.54%,$9.1m,$3.0m,-5.14%,0.01%,0.33,+0.0100%,+0.0100%,$2.9k
143,Celer Network-CELR,$0.0175,-2.61%,$8.9m,$4.6m,-4.33%,0.02%,0.51,+0.0100%,+0.0060%,$2.8k
144,Klaytn-KLAY,$0.2268,-0.90%,$8.5m,$5.4m,+5.26%,0.02%,0.63,+0.0029%,-0.0157%,$5.8k
145,Civic-CVC,$0.1414,+0.05%,$8.2m,$7.1m,-1.81%,0.03%,0.86,-0.0004%,+0.0056%,$5.0k
146,IoTeX-IOTX,$0.0362,+0.93%,$7.5m,$6.3m,+1.51%,0.03%,0.84,+0.0100%,+0.0100%,$19.5k
147,Alpha Finance Lab-ALPHA,$0.1174,-0.53%,$7.4m,$5.2m,-2.63%,0.02%,0.70,+0.0047%,+0.0028%,$13.9k
148,DigiByte-DGB,$0.0104,-1.11%,$7.3m,$3.7m,-3.88%,0.02%,0.50,+0.0090%,+0.0100%,$5.6k
149,ARPA Chain-ARPA,$0.0362,-1.01%,$7.1m,$3.5m,-6.48%,0.01%,0.49,+0.0100%,+0.0100%,$3.0k
150,LooksRare-LOOKS,$0.2676,-0.55%,$6.6m,$13.5m,-1.78%,0.06%,2.03,-0.0011%,+0.0034%,$6.1k
151,TomoChain-TOMO,$0.4878,+0.84%,$6.5m,$3.5m,+2.53%,0.01%,0.53,+0.0077%,+0.0068%,$5.3k
152,Binance BTCDOM Index-BTCDOM,"$1,178.20",-0.78%,$5.8m,$11.2m,+5.65%,0.05%,1.94,+0.0884%,+0.0762%,$18.4k
153,Step App-FITFI,$0.0768,+1.06%,$4.7m,$2.8m,+6.71%,0.01%,0.58,+0.0192%,+0.0259%,$10.7k
154,JUST-JST,$0.0271,-1.04%,$4.6m,$1.7m,-1.48%,0.01%,0.36,-0.0020%,-0.0032%,$0.0
155,OKB-OKB,$15.33,+0.50%,$4.6m,$4.6m,+2.43%,0.02%,0.99,+0.0024%,+0.0020%,$0.0
156,Anchor Protocol-ANC,$0.0944,+8.05%,$4.5m,$1.2m,+2.47%,0.01%,0.28,-0.0025%,-0.0024%,$10.5k
157,Altcoin Index FTX-ALT,"$1,920.60",+0.31%,$4.1m,$13.5m,+0.49%,0.06%,3.28,-0.0003%,+0.0006%,$0.0
