,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,554.26",-0.98%,$13.9b,$6.9b,+0.32%,29.32%,0.50,-0.0044%,-0.0085%,$22.4m
1,Bitcoin-BTC,"$19,789.32",-0.82%,$11.4b,$10.0b,+4.01%,42.28%,0.88,-0.0013%,-0.0029%,$6.2m
2,Filecoin-FIL,$6.33,+7.80%,$1.4b,$142.3m,+39.52%,0.60%,0.10,+0.0148%,-0.0038%,$1.8m
3,Cardano-ADA,$0.4865,+5.90%,$1.1b,$322.4m,+19.60%,1.37%,0.29,-0.0069%,-0.0162%,$2.1m
4,Litecoin-LTC,$60.10,-1.92%,$722.2m,$229.7m,-2.98%,0.97%,0.32,-0.0017%,+0.0037%,$865.3k
5,EOS-EOS,$1.54,+0.64%,$708.7m,$195.7m,-0.27%,0.83%,0.28,+0.0086%,+0.0067%,$1.1m
6,Ethereum Classic-ETC,$32.24,-1.02%,$631.5m,$381.2m,+1.24%,1.62%,0.60,-0.0085%,-0.0036%,$285.3k
7,Polygon-MATIC,$0.8860,+0.74%,$502.7m,$239.6m,+1.49%,1.02%,0.48,+0.0040%,-0.0028%,$423.8k
8,Chiliz-CHZ,$0.2141,-2.29%,$493.4m,$98.2m,-3.08%,0.42%,0.20,+0.0073%,+0.0089%,$490.1k
9,Solana-SOL,$31.47,+1.17%,$478.1m,$392.2m,+1.89%,1.66%,0.82,-0.0009%,+0.0000%,$525.4k
10,Axie Infinity-AXS,$14.74,+4.16%,$468.1m,$110.2m,+35.42%,0.47%,0.24,-0.0203%,-0.0085%,$649.5k
11,Cosmos-ATOM,$12.48,-0.73%,$428.0m,$131.8m,+0.23%,0.56%,0.31,+0.0019%,-0.0041%,$597.7k
12,Dogecoin-DOGE,$0.0630,+2.23%,$357.4m,$128.2m,+4.98%,0.54%,0.36,+0.0075%,+0.0148%,$527.9k
13,Optimism-OP,$1.20,-0.68%,$344.6m,$75.3m,+4.03%,0.32%,0.22,+0.0046%,+0.0034%,$355.7k
14,Binance Coin-BNB,$278.41,+0.51%,$312.4m,$260.5m,+0.42%,1.10%,0.83,+0.0054%,+0.0080%,$76.6k
15,Tellor-TRB,$18.92,-0.31%,$294.1m,$68.0m,-4.87%,0.29%,0.23,-0.4100%,-0.3189%,$209.1k
16,Avalanche-AVAX,$19.01,+1.48%,$261.9m,$135.9m,-0.53%,0.58%,0.52,-0.0060%,-0.0040%,$144.3k
