,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,559.29",-2.14%,$33.4b,$6.9b,-3.02%,29.87%,0.21,-0.0048%,-0.0016%,$68.8m
1,Bitcoin-BTC,"$19,864.72",-1.20%,$26.2b,$9.6b,-1.48%,41.67%,0.37,-0.0004%,+0.0023%,$24.8m
2,Ethereum Classic-ETC,$32.32,-1.47%,$1.4b,$376.5m,-4.85%,1.63%,0.27,-0.0127%,-0.0050%,$3.7m
3,EOS-EOS,$1.54,+1.10%,$1.2b,$203.9m,-4.79%,0.88%,0.17,-0.0091%,-0.0033%,$2.7m
4,Litecoin-LTC,$60.37,+5.59%,$1.1b,$236.0m,+18.57%,1.02%,0.21,+0.0029%,+0.0017%,$2.8m
5,Polygon-MATIC,$0.8813,-0.13%,$1.0b,$239.2m,-1.76%,1.03%,0.24,-0.0054%,+0.0082%,$1.7m
6,Solana-SOL,$31.11,-1.57%,$992.7m,$387.9m,-1.42%,1.67%,0.39,-0.0024%,+0.0018%,$1.5m
7,Optimism-OP,$1.19,+1.95%,$793.8m,$70.1m,+9.93%,0.30%,0.09,+0.0111%,+0.0093%,$1.3m
8,Chiliz-CHZ,$0.2204,-1.39%,$789.6m,$104.9m,-8.18%,0.45%,0.13,+0.0112%,+0.0059%,$1.0m
9,Cardano-ADA,$0.4680,+2.13%,$776.9m,$283.4m,+2.63%,1.22%,0.36,-0.0019%,+0.0176%,$831.0k
10,Filecoin-FIL,$6.40,+10.23%,$711.1m,$140.5m,+39.34%,0.61%,0.20,+0.0077%,+0.0067%,$1.1m
11,Cosmos-ATOM,$12.28,-1.23%,$617.6m,$124.3m,-2.18%,0.54%,0.20,-0.0025%,-0.0009%,$978.0k
12,Binance Coin-BNB,$276.15,-0.95%,$582.9m,$260.7m,-2.86%,1.13%,0.45,-0.0038%,-0.0018%,$295.0k
13,Ripple-XRP,$0.3287,-1.04%,$539.2m,$319.1m,-3.20%,1.38%,0.59,+0.0035%,-0.0010%,$519.9k
14,Avalanche-AVAX,$18.84,-1.91%,$462.9m,$135.5m,+1.09%,0.58%,0.29,-0.0284%,-0.0124%,$959.5k
15,Polkadot-DOT,$7.26,-0.04%,$453.8m,$268.9m,-0.82%,1.16%,0.59,+0.0041%,+0.0007%,$843.9k
