,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,559.22",+1.21%,$35.8b,$6.9b,-0.15%,29.68%,0.19,-0.0040%,-0.0002%,$72.0m
1,Bitcoin-BTC,"$19,764.16",-0.86%,$28.4b,$9.9b,+2.99%,42.64%,0.35,-0.0008%,+0.0005%,$25.5m
2,Ethereum Classic-ETC,$32.05,-0.43%,$1.5b,$384.2m,+0.26%,1.66%,0.26,-0.0167%,-0.0116%,$3.2m
3,Solana-SOL,$30.86,-2.61%,$1.2b,$391.7m,+2.27%,1.69%,0.34,+0.0074%,+0.0075%,$1.6m
4,Tellor-TRB,$18.92,-9.27%,$980.5m,$64.3m,-10.17%,0.28%,0.07,-0.3598%,-0.4696%,$2.1m
5,EOS-EOS,$1.43,+3.44%,$978.5m,$181.9m,+6.61%,0.78%,0.19,+0.0069%,+0.0030%,$1.9m
6,Polygon-MATIC,$0.8596,+4.35%,$955.6m,$222.1m,+14.78%,0.96%,0.23,+0.0000%,-0.0005%,$1.6m
7,Binance Coin-BNB,$273.37,-2.19%,$802.2m,$275.0m,+6.74%,1.19%,0.34,-0.0020%,-0.0021%,$615.4k
8,Chiliz-CHZ,$0.2064,-2.92%,$761.0m,$93.2m,-12.60%,0.40%,0.12,+0.0064%,+0.0062%,$1.0m
9,Cosmos-ATOM,$11.91,+2.34%,$684.2m,$129.0m,+10.69%,0.56%,0.19,-0.0021%,-0.0080%,$991.4k
10,Cardano-ADA,$0.4495,-0.27%,$642.9m,$272.3m,+0.27%,1.17%,0.42,+0.0023%,+0.0070%,$1.1m
11,Litecoin-LTC,$55.86,+4.15%,$577.7m,$190.0m,+8.39%,0.82%,0.33,+0.0031%,+0.0039%,$817.0k
12,Avalanche-AVAX,$18.70,-3.17%,$553.4m,$134.4m,-1.35%,0.58%,0.24,+0.0018%,+0.0016%,$976.4k
13,Ripple-XRP,$0.3251,-0.28%,$488.9m,$320.5m,+0.11%,1.38%,0.66,+0.0050%,+0.0045%,$457.4k
14,NEAR Protocol-NEAR,$4.28,-1.72%,$485.0m,$99.1m,-10.07%,0.43%,0.20,+0.0040%,+0.0042%,$683.0k
15,Optimism-OP,$1.11,-2.61%,$392.2m,$62.4m,+0.19%,0.27%,0.16,+0.0154%,+0.0132%,$577.0k
16,Dogecoin-DOGE,$0.0615,-0.14%,$379.9m,$122.6m,+2.72%,0.53%,0.32,+0.0101%,+0.0085%,$668.0k
17,Curve DAO Token-CRV,$1.10,-4.89%,$317.5m,$59.4m,-11.27%,0.26%,0.19,+0.0020%,+0.0034%,$863.3k
18,Polkadot-DOT,$7.01,-0.14%,$303.7m,$261.3m,+0.99%,1.13%,0.86,-0.0036%,+0.0039%,$228.1k
19,STEPN-GMT,$0.6667,-0.60%,$287.3m,$108.6m,+1.54%,0.47%,0.38,-0.0061%,-0.0006%,$616.3k
20,Chainlink-LINK,$6.61,+0.06%,$277.9m,$98.5m,-2.53%,0.42%,0.35,+0.0113%,+0.0113%,$364.5k
