,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,563.35",-1.99%,$34.3b,$6.9b,-2.66%,29.97%,0.20,-0.0046%,-0.0005%,$69.3m
1,Bitcoin-BTC,"$19,908.17",-1.42%,$26.9b,$9.6b,-1.50%,41.67%,0.36,+0.0000%,+0.0046%,$25.1m
2,Ethereum Classic-ETC,$32.38,-1.79%,$1.4b,$377.0m,-5.30%,1.63%,0.27,-0.0120%,-0.0074%,$3.7m
3,EOS-EOS,$1.55,+2.09%,$1.2b,$200.9m,-2.34%,0.87%,0.17,-0.0099%,-0.0073%,$2.2m
4,Polygon-MATIC,$0.8733,-1.22%,$1.0b,$234.8m,-2.24%,1.02%,0.23,-0.0054%,+0.0077%,$1.7m
5,Solana-SOL,$31.04,-1.91%,$1.0b,$387.7m,-1.45%,1.68%,0.38,-0.0029%,-0.0003%,$1.5m
6,Litecoin-LTC,$61.66,+7.32%,$1.0b,$242.3m,+20.77%,1.05%,0.24,+0.0027%,+0.0008%,$2.7m
7,Chiliz-CHZ,$0.2187,+1.53%,$825.6m,$101.8m,+5.75%,0.44%,0.12,+0.0107%,+0.0046%,$1.2m
8,Optimism-OP,$1.19,+1.65%,$784.8m,$71.5m,+10.89%,0.31%,0.09,+0.0110%,+0.0080%,$1.3m
9,Cardano-ADA,$0.4743,+3.55%,$629.4m,$278.1m,+0.68%,1.20%,0.44,-0.0030%,+0.0131%,$689.0k
10,Cosmos-ATOM,$12.40,-0.55%,$608.1m,$128.1m,+0.07%,0.55%,0.21,-0.0023%,-0.0006%,$932.2k
11,Binance Coin-BNB,$276.62,-0.83%,$601.6m,$259.8m,-3.97%,1.13%,0.43,-0.0045%,+0.0001%,$303.3k
12,Ripple-XRP,$0.3292,-1.29%,$562.0m,$319.1m,-2.92%,1.38%,0.57,+0.0038%,-0.0038%,$521.7k
13,Avalanche-AVAX,$18.90,-2.30%,$470.7m,$138.0m,+1.85%,0.60%,0.29,-0.0291%,-0.0276%,$960.9k
14,Polkadot-DOT,$7.24,-0.33%,$452.5m,$269.1m,-0.24%,1.17%,0.59,+0.0041%,+0.0055%,$830.3k
15,Tellor-TRB,$18.90,-7.68%,$424.4m,$72.3m,+6.54%,0.31%,0.17,-1.2459%,-1.1144%,$239.5k
16,Filecoin-FIL,$6.17,+6.22%,$348.2m,$110.9m,+10.13%,0.48%,0.32,+0.0074%,+0.0119%,$580.2k
17,Chainlink-LINK,$6.88,-0.61%,$333.3m,$101.7m,-3.24%,0.44%,0.31,+0.0131%,+0.0133%,$664.4k
18,NEAR Protocol-NEAR,$4.15,-3.93%,$320.9m,$89.5m,-7.49%,0.39%,0.28,+0.0016%,+0.0012%,$703.8k
19,Dogecoin-DOGE,$0.0615,-1.56%,$300.5m,$122.3m,-0.99%,0.53%,0.41,+0.0015%,+0.0147%,$429.1k
20,STEPN-GMT,$0.6733,-1.80%,$283.9m,$108.6m,-1.54%,0.47%,0.38,-0.0021%,-0.0011%,$656.6k
21,1inch-1INCH,$0.6862,+0.58%,$265.7m,$27.5m,+30.65%,0.12%,0.10,+0.0054%,-0.0283%,$567.3k
22,yearn.finance-YFI,"$9,642.88",+2.35%,$252.5m,$45.3m,+18.33%,0.20%,0.18,+0.0049%,+0.0103%,$582.6k
23,Curve DAO Token-CRV,$1.09,-5.80%,$227.2m,$57.3m,-6.05%,0.25%,0.25,-0.0190%,-0.0063%,$449.7k
24,Bitcoin Cash-BCH,$117.05,-0.31%,$218.4m,$167.1m,-1.25%,0.72%,0.76,-0.0049%,-0.0052%,$266.3k
25,1000SHIB-1000SHIB,$0.0121,-1.34%,$196.8m,$38.1m,+1.41%,0.17%,0.19,-0.0053%,+0.0078%,$230.6k
26,ApeCoin-APE,$4.71,-1.99%,$188.5m,$67.5m,+0.91%,0.29%,0.36,-0.0030%,+0.0037%,$155.1k
27,Aave-AAVE,$87.01,+0.89%,$182.2m,$46.6m,+5.95%,0.20%,0.26,+0.0055%,-0.0027%,$250.9k
28,Synthetix Network Token-SNX,$2.95,-3.58%,$179.7m,$36.1m,-9.18%,0.16%,0.20,+0.0063%,+0.0033%,$253.5k
