,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,551.20",-0.79%,$13.4b,$6.9b,+0.50%,29.34%,0.52,-0.0053%,-0.0082%,$21.7m
1,Bitcoin-BTC,"$19,765.12",-0.74%,$11.2b,$10.0b,+3.90%,42.33%,0.89,-0.0026%,-0.0033%,$6.2m
2,Filecoin-FIL,$6.32,+7.48%,$1.4b,$140.9m,+37.20%,0.60%,0.10,+0.0149%,-0.0048%,$1.8m
3,Cardano-ADA,$0.4955,+8.02%,$1.2b,$333.2m,+23.87%,1.41%,0.28,-0.0085%,-0.0196%,$2.6m
4,Litecoin-LTC,$59.83,-2.44%,$708.5m,$228.7m,-4.49%,0.97%,0.32,-0.0018%,+0.0036%,$854.4k
5,EOS-EOS,$1.52,-0.90%,$708.2m,$192.5m,-2.63%,0.82%,0.27,+0.0086%,+0.0032%,$1.1m
6,Ethereum Classic-ETC,$32.13,-0.97%,$622.1m,$382.0m,+1.32%,1.62%,0.61,-0.0075%,-0.0008%,$271.9k
7,Polygon-MATIC,$0.8829,+1.12%,$502.7m,$237.8m,+1.38%,1.01%,0.47,+0.0040%,-0.0039%,$393.6k
8,Axie Infinity-AXS,$14.65,+3.93%,$480.7m,$106.3m,+31.76%,0.45%,0.22,-0.0182%,-0.0007%,$684.6k
9,Chiliz-CHZ,$0.2141,-2.32%,$477.3m,$97.9m,-3.31%,0.42%,0.21,+0.0075%,+0.0091%,$474.2k
10,Solana-SOL,$31.33,+1.14%,$477.0m,$391.2m,+1.64%,1.66%,0.82,-0.0001%,+0.0020%,$520.8k
11,Cosmos-ATOM,$12.48,-0.29%,$422.8m,$131.6m,+0.99%,0.56%,0.31,+0.0018%,-0.0048%,$532.2k
12,Dogecoin-DOGE,$0.0626,+1.81%,$362.3m,$127.4m,+4.53%,0.54%,0.35,+0.0075%,+0.0143%,$531.9k
13,Optimism-OP,$1.19,-0.20%,$332.9m,$73.9m,+4.00%,0.31%,0.22,+0.0048%,+0.0023%,$264.6k
14,Binance Coin-BNB,$277.51,+0.41%,$312.5m,$259.0m,+0.00%,1.10%,0.83,+0.0054%,+0.0064%,$78.5k
15,Tellor-TRB,$18.75,-1.55%,$289.7m,$67.5m,-7.55%,0.29%,0.23,-0.3957%,-0.2800%,$212.3k
16,Avalanche-AVAX,$18.94,+1.11%,$261.6m,$135.6m,-1.06%,0.57%,0.52,-0.0064%,-0.0044%,$127.7k
17,Ripple-XRP,$0.3301,+0.48%,$249.9m,$318.5m,+0.02%,1.35%,1.27,-0.0021%,-0.0008%,$116.0k
18,Polkadot-DOT,$7.31,+0.44%,$216.9m,$267.9m,-1.43%,1.14%,1.23,-0.0001%,+0.0028%,$114.3k
19,STEPN-GMT,$0.6846,+1.86%,$182.7m,$110.8m,+2.32%,0.47%,0.61,-0.0010%,-0.0030%,$291.6k
20,1000SHIB-1000SHIB,$0.0123,+1.24%,$157.7m,$39.7m,+4.13%,0.17%,0.25,+0.0100%,+0.0100%,$261.5k
