,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,559.64",-1.85%,$35.7b,$7.0b,-2.67%,30.11%,0.20,-0.0011%,-0.0032%,$63.7m
1,Bitcoin-BTC,"$19,996.90",-1.67%,$27.3b,$9.7b,-0.84%,42.05%,0.36,+0.0012%,-0.0004%,$22.2m
2,Ethereum Classic-ETC,$32.30,-2.30%,$1.5b,$392.0m,-0.83%,1.69%,0.26,-0.0177%,-0.0155%,$3.3m
3,Solana-SOL,$31.26,-3.95%,$1.2b,$391.8m,-0.57%,1.69%,0.33,+0.0063%,+0.0084%,$1.6m
4,Tellor-TRB,$19.45,-15.50%,$1.2b,$68.2m,-13.99%,0.29%,0.06,-0.6017%,-0.4959%,$2.4m
5,Chiliz-CHZ,$0.2102,+0.24%,$969.4m,$98.8m,-5.40%,0.43%,0.10,+0.0072%,+0.0075%,$1.2m
6,Polygon-MATIC,$0.8359,+0.35%,$856.8m,$202.6m,-0.12%,0.88%,0.24,+0.0023%,-0.0005%,$1.4m
7,EOS-EOS,$1.46,+3.89%,$821.8m,$196.2m,+11.34%,0.85%,0.24,+0.0052%,+0.0104%,$1.5m
8,NEAR Protocol-NEAR,$4.28,-1.56%,$745.3m,$100.6m,-5.19%,0.43%,0.14,+0.0040%,+0.0050%,$1.1m
9,Binance Coin-BNB,$276.84,-3.82%,$712.0m,$268.2m,-0.55%,1.16%,0.38,+0.0003%,+0.0039%,$505.9k
10,Cosmos-ATOM,$11.96,-0.42%,$626.8m,$120.1m,+6.29%,0.52%,0.19,+0.0009%,+0.0046%,$1.0m
11,Avalanche-AVAX,$19.09,-3.35%,$578.2m,$133.0m,-5.70%,0.57%,0.23,-0.0017%,+0.0029%,$921.7k
12,Cardano-ADA,$0.4463,-2.30%,$548.0m,$270.5m,-2.10%,1.17%,0.49,+0.0074%,+0.0028%,$940.2k
13,Ripple-XRP,$0.3249,-1.96%,$520.3m,$320.1m,-3.06%,1.38%,0.62,+0.0026%,+0.0067%,$579.9k
14,Litecoin-LTC,$55.80,+2.66%,$434.1m,$188.3m,+5.86%,0.81%,0.43,+0.0029%,+0.0031%,$612.3k
15,Optimism-OP,$1.12,-3.93%,$413.3m,$63.1m,-8.54%,0.27%,0.15,+0.0164%,+0.0182%,$549.5k
16,Curve DAO Token-CRV,$1.10,-4.47%,$373.2m,$60.2m,-9.05%,0.26%,0.16,+0.0052%,+0.0043%,$895.2k
17,Dogecoin-DOGE,$0.0611,-3.07%,$335.2m,$123.7m,+0.48%,0.53%,0.37,+0.0040%,+0.0099%,$583.5k
18,STEPN-GMT,$0.6698,-1.98%,$313.1m,$107.9m,-2.23%,0.47%,0.34,-0.0062%,-0.0004%,$869.7k
19,Polkadot-DOT,$7.04,-2.38%,$301.9m,$262.4m,-0.85%,1.13%,0.87,-0.0106%,-0.0021%,$270.1k
20,Chainlink-LINK,$6.59,-2.88%,$259.5m,$99.3m,-6.93%,0.43%,0.38,+0.0040%,+0.0128%,$368.4k
21,Filecoin-FIL,$5.76,-0.98%,$244.7m,$100.6m,+2.08%,0.43%,0.41,+0.0027%,-0.0025%,$213.6k
22,Stargate Finance-STG,$0.6161,-14.06%,$230.3m,$18.8m,+42.20%,0.08%,0.08,-0.3592%,-0.2653%,$824.3k
23,1000SHIB-1000SHIB,$0.0121,-2.01%,$212.4m,$38.6m,+2.45%,0.17%,0.18,-0.0108%,-0.0028%,$502.9k
24,Synthetix Network Token-SNX,$3.01,-1.76%,$211.9m,$39.7m,-6.67%,0.17%,0.19,+0.0095%,-0.0035%,$314.8k
25,ApeCoin-APE,$4.74,-3.21%,$203.3m,$66.7m,+0.63%,0.29%,0.33,+0.0022%,+0.0021%,$320.5k
26,The Sandbox-SAND,$0.9314,-3.60%,$176.5m,$77.3m,+0.18%,0.33%,0.44,-0.0003%,+0.0064%,$223.1k
27,Axie Infinity-AXS,$13.93,-2.29%,$175.2m,$80.0m,-4.62%,0.35%,0.46,-0.0299%,-0.0325%,$325.1k
28,Bitcoin Cash-BCH,$115.91,-0.76%,$170.4m,$169.0m,+1.44%,0.73%,0.99,-0.0128%,-0.0156%,$199.4k
29,Fantom-FTM,$0.2713,-3.55%,$162.2m,$49.0m,-1.46%,0.21%,0.30,+0.0067%,+0.0047%,$322.2k
30,Balancer-BAL,$7.61,+10.57%,$161.4m,$25.8m,+79.16%,0.11%,0.16,-0.1606%,-0.3615%,$531.4k
31,Flow (Dapper labs)-FLOW,$2.03,-0.35%,$148.0m,$30.9m,-10.29%,0.13%,0.21,-0.0053%,-0.0052%,$260.9k
32,Terra-LUNA,$2.15,+27.24%,$142.7m,$11.5m,+108.88%,0.05%,0.08,-0.0048%,-0.0336%,$1.1m
33,1000XEC-1000XEC,$0.0458,+2.60%,$137.9m,$13.8m,-15.59%,0.06%,0.10,-0.0861%,-0.0560%,$190.1k
34,Unifi Protocol DAO-UNFI,$7.55,-3.54%,$134.6m,$20.3m,-0.94%,0.09%,0.15,+0.0077%,+0.0065%,$186.3k
35,Tron-TRX,$0.0629,-2.31%,$132.9m,$143.4m,-4.06%,0.62%,1.08,-0.0163%,-0.0121%,$125.1k
36,Aave-AAVE,$84.04,-3.21%,$128.7m,$42.9m,-8.95%,0.19%,0.33,-0.0090%,-0.0116%,$86.8k
37,Waves-WAVES,$4.60,+0.94%,$122.8m,$55.0m,+6.52%,0.24%,0.45,-0.0037%,-0.0035%,$189.3k
38,Kava-KAVA,$1.72,-2.00%,$119.9m,$12.2m,+4.28%,0.05%,0.10,+0.0017%,+0.0048%,$156.6k
39,Uniswap-UNI,$6.13,-3.48%,$116.3m,$46.4m,-5.53%,0.20%,0.40,-0.0105%,-0.0009%,$158.0k
40,Ethereum Name Service-ENS,$13.32,+3.46%,$93.6m,$25.2m,+19.59%,0.11%,0.27,+0.0051%,+0.0041%,$68.7k
41,ConstitutionDAO-PEOPLE,$0.0203,-4.09%,$92.2m,$27.9m,-0.07%,0.12%,0.30,+0.0072%,+0.0030%,$465.1k
42,Kyber Network Crystal-KNC,$1.72,-0.06%,$90.7m,$20.5m,-1.07%,0.09%,0.23,-0.0167%,-0.0037%,$48.8k
43,Gala-GALA,$0.0500,-2.53%,$85.7m,$33.4m,-0.17%,0.14%,0.39,+0.0044%,+0.0103%,$90.3k
44,Decentraland-MANA,$0.7692,-2.63%,$85.2m,$39.4m,-1.64%,0.17%,0.46,-0.0047%,-0.0026%,$112.1k
45,SafePal-SFP,$0.4085,+3.69%,$84.2m,$7.1m,+22.46%,0.03%,0.08,-0.0150%,-0.0018%,$215.1k
46,THETA-THETA,$1.16,-2.21%,$81.5m,$21.6m,-3.64%,0.09%,0.27,+0.0001%,+0.0056%,$226.6k
