,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,638.21",+3.88%,$27.6b,$7.2b,+2.53%,29.78%,0.26,-0.0082%,+0.0009%,$78.4m
1,Bitcoin-BTC,"$19,760.07",-0.64%,$24.0b,$10.0b,+0.77%,41.47%,0.42,-0.0010%,+0.0046%,$21.1m
2,Ethereum Classic-ETC,$40.02,+23.10%,$6.6b,$646.7m,+67.58%,2.69%,0.10,-0.0031%,+0.0003%,$18.8m
3,Solana-SOL,$32.71,+1.95%,$1.1b,$386.4m,-4.61%,1.61%,0.35,+0.0071%,+0.0106%,$2.4m
4,Cardano-ADA,$0.4964,-0.27%,$1.1b,$305.4m,-11.60%,1.27%,0.29,+0.0021%,+0.0040%,$1.8m
5,EOS-EOS,$1.54,+3.80%,$830.5m,$192.1m,+2.88%,0.80%,0.23,+0.0073%,+0.0095%,$2.3m
6,Ripple-XRP,$0.3334,+0.89%,$717.1m,$330.6m,+2.84%,1.37%,0.46,-0.0023%,+0.0057%,$1.5m
7,Binance Coin-BNB,$279.10,+0.25%,$711.6m,$263.3m,+0.20%,1.09%,0.37,+0.0046%,+0.0065%,$763.2k
8,Polygon-MATIC,$0.8836,-1.05%,$699.4m,$219.5m,-6.40%,0.91%,0.31,-0.0007%,+0.0032%,$1.2m
9,Ravencoin-RVN,$0.0368,+10.79%,$638.2m,$30.3m,+26.07%,0.13%,0.05,+0.0188%,-0.0415%,$1.6m
10,Litecoin-LTC,$60.15,-0.46%,$629.9m,$217.4m,-4.56%,0.90%,0.35,+0.0009%,+0.0057%,$1.1m
11,Avalanche-AVAX,$19.92,+4.62%,$557.6m,$142.7m,-4.42%,0.59%,0.26,-0.0069%,+0.0146%,$1.5m
12,Polkadot-DOT,$7.53,-0.38%,$532.2m,$279.8m,-2.65%,1.16%,0.53,-0.0028%,+0.0109%,$605.5k
13,Cosmos-ATOM,$12.52,-2.48%,$503.1m,$125.0m,-16.32%,0.52%,0.25,-0.0077%,+0.0050%,$860.5k
14,Optimism-OP,$1.20,+3.50%,$489.1m,$68.1m,-2.74%,0.28%,0.14,+0.0003%,+0.0099%,$1.1m
15,Chainlink-LINK,$7.28,+1.16%,$475.7m,$116.4m,-2.35%,0.48%,0.24,+0.0082%,+0.0070%,$2.9m
16,Filecoin-FIL,$6.17,-0.87%,$449.3m,$110.7m,-8.84%,0.46%,0.25,+0.0098%,+0.0023%,$1.1m
17,Dogecoin-DOGE,$0.0632,+0.03%,$429.1m,$127.3m,-0.97%,0.53%,0.30,+0.0076%,+0.0117%,$871.2k
